"","id","y","time","trait","measure","family","Sex","CapAgeYears","Twin","jdateMC","birthjdateMC","PopDensMC","MumAge"
"8604",866,14.9,2007,"s","LAW","gaussian",1,11,0,-5.01869488536155,-6.40776014109348,-49.3252204585538,5
"8155",1868,10.7,2005,"s","LAW","gaussian",1,1,0,-3.01869488536155,-1.40776014109348,-91.3252204585538,3
"10223",6449,11.1,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,-10.4077601410935,152.674779541446,9
"8684",3838,12.8,2007,"s","LAW","gaussian",1,13,0,-5.01869488536155,0.592239858906524,-49.3252204585538,5
"9175",10694,14.7,2009,"s","LAW","gaussian",1,1,0,-2.01869488536155,-4.40776014109348,120.674779541446,7
"7629",8825,6.45,2003,"s","LAW","gaussian",1,1,0,0.981305114638445,11.5922398589065,-2.32522045855382,1
"8486",4084,12.35,2006,"s","LAW","gaussian",1,6,0,-3.01869488536155,3.59223985890652,-29.3252204585538,4
"8672",4,9.2,2007,"s","LAW","gaussian",1,1,0,-5.01869488536155,0.592239858906524,-49.3252204585538,5
"9500",4755,9.3,2010,"s","LAW","gaussian",1,1,0,-5.01869488536155,-3.40776014109348,175.674779541446,8
"10304",1070,8.8,2011,"s","LAW","gaussian",1,0,0,-4.01869488536155,1.59223985890652,152.674779541446,9
"7841",8475,11.45,2004,"s","LAW","gaussian",1,0,0,-2.01869488536155,-4.40776014109348,174.674779541446,2
"9247",7050,15.6,2009,"s","LAW","gaussian",1,1,0,2.98130511463845,-6.40776014109348,120.674779541446,7
"7611",4658,11.85,2003,"s","LAW","gaussian",1,1,0,-2.01869488536155,10.5922398589065,-2.32522045855382,1
"8207",8130,11,2005,"s","LAW","gaussian",1,8,0,-3.01869488536155,1.59223985890652,-91.3252204585538,3
"8500",13900,13.2,2006,"s","LAW","gaussian",1,1,0,-6.01869488536155,5.59223985890652,-29.3252204585538,4
"8489",11428,12.9,2006,"s","LAW","gaussian",1,1,0,1.98130511463845,-0.407760141093476,-29.3252204585538,4
"8781",13219,11.7,2007,"s","LAW","gaussian",1,0,0,0.981305114638445,15.5922398589065,-49.3252204585538,5
"8956",13930,14.8,2008,"s","LAW","gaussian",1,1,0,-7.01869488536155,-8.40776014109348,70.6747795414462,6
"7792",4259,11.25,2004,"s","LAW","gaussian",1,1,0,-2.01869488536155,-10.4077601410935,174.674779541446,2
"8973",9344,13.9,2008,"s","LAW","gaussian",1,1,0,-1.01869488536155,-3.40776014109348,70.6747795414462,6
"8061",12378,11.5,2004,"s","LAW","gaussian",1,1,0,-2.01869488536155,2.59223985890652,174.674779541446,2
"8305",2408,4.55,2005,"s","LAW","gaussian",1,0,0,-3.01869488536155,13.5922398589065,-91.3252204585538,3
"7823",6760,8.6,2004,"s","LAW","gaussian",1,0,0,-2.01869488536155,-8.40776014109348,174.674779541446,2
"8144",8653,10.15,2005,"s","LAW","gaussian",1,1,0,-3.01869488536155,-4.40776014109348,-91.3252204585538,3
"8880",4182,10.1,2008,"s","LAW","gaussian",1,1,0,-1.01869488536155,-6.40776014109348,70.6747795414462,8
"7797",6732,13.15,2004,"s","LAW","gaussian",1,1,0,-2.01869488536155,-8.40776014109348,174.674779541446,3
"8511",8651,11.75,2006,"s","LAW","gaussian",1,1,0,1.98130511463845,8.59223985890652,-29.3252204585538,5
"9451",7726,11,2010,"s","LAW","gaussian",1,1,0,-3.01869488536155,-10.4077601410935,175.674779541446,7
"9253",3833,13.5,2009,"s","LAW","gaussian",1,1,0,2.98130511463845,-5.40776014109348,120.674779541446,6
"8887",10570,13.7,2008,"s","LAW","gaussian",1,1,0,-1.01869488536155,-9.40776014109348,70.6747795414462,5
"8027",13049,10,2004,"s","LAW","gaussian",1,1,0,3.98130511463845,-3.40776014109348,174.674779541446,1
"9241",6012,12,2009,"s","LAW","gaussian",1,1,0,-2.01869488536155,-5.40776014109348,120.674779541446,6
"8182",6320,12.5,2005,"s","LAW","gaussian",1,8,0,-3.01869488536155,-0.407760141093476,-91.3252204585538,2
"8645",11923,15.4,2007,"s","LAW","gaussian",1,1,0,-5.01869488536155,-0.407760141093476,-49.3252204585538,4
"8745",8726,14.1,2007,"s","LAW","gaussian",1,1,0,-5.01869488536155,6.59223985890652,-49.3252204585538,4
"9448",11497,12.9,2010,"s","LAW","gaussian",1,1,0,-5.01869488536155,-11.4077601410935,175.674779541446,7
"8205",3998,11.65,2005,"s","LAW","gaussian",1,1,0,-3.01869488536155,2.59223985890652,-91.3252204585538,2
"9585",6540,12.3,2010,"s","LAW","gaussian",1,6,0,-5.01869488536155,2.59223985890652,175.674779541446,7
"7980",2425,7.35,2004,"s","LAW","gaussian",1,0,0,0.981305114638445,5.59223985890652,174.674779541446,1
"9056",9382,14.1,2008,"s","LAW","gaussian",1,1,0,-4.01869488536155,-6.40776014109348,70.6747795414462,5
"8700",4408,12.8,2007,"s","LAW","gaussian",1,11,0,-5.01869488536155,2.59223985890652,-49.3252204585538,4
"7945",12430,7.25,2004,"s","LAW","gaussian",1,0,0,-2.01869488536155,-0.407760141093476,174.674779541446,1
"9184",8198,13.2,2009,"s","LAW","gaussian",1,8,0,-3.01869488536155,-4.40776014109348,120.674779541446,6
"8214",13019,8.6,2005,"s","LAW","gaussian",1,1,0,-3.01869488536155,-0.407760141093476,-91.3252204585538,2
"9575",9274,14.5,2010,"s","LAW","gaussian",1,6,0,-5.01869488536155,1.59223985890652,175.674779541446,7
"10289",9408,13.4,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,0.592239858906524,152.674779541446,8
"10360",9055,8.3,2011,"s","LAW","gaussian",1,0,0,-4.01869488536155,5.59223985890652,152.674779541446,8
"8736",7080,12.1,2007,"s","LAW","gaussian",1,4,0,-5.01869488536155,6.59223985890652,-49.3252204585538,4
"10310",12776,5.4,2011,"s","LAW","gaussian",1,0,0,-4.01869488536155,1.59223985890652,152.674779541446,8
"8653",312,14.7,2007,"s","LAW","gaussian",1,1,0,-5.01869488536155,0.592239858906524,-49.3252204585538,4
"7970",10178,9.05,2004,"s","LAW","gaussian",1,1,0,-2.01869488536155,3.59223985890652,174.674779541446,1
"8699",4728,14.3,2007,"s","LAW","gaussian",1,9,0,-5.01869488536155,0.592239858906524,-49.3252204585538,4
"9148",13303,13.6,2009,"s","LAW","gaussian",1,1,0,2.98130511463845,-11.4077601410935,120.674779541446,6
"9526",4105,7,2010,"s","LAW","gaussian",1,1,0,-5.01869488536155,-3.40776014109348,175.674779541446,7
"8021",7881,8.6,2004,"s","LAW","gaussian",1,1,0,3.98130511463845,6.59223985890652,174.674779541446,1
"8156",10841,9.3,2005,"s","LAW","gaussian",1,6,0,-3.01869488536155,-4.40776014109348,-91.3252204585538,2
"8154",6202,9.05,2005,"s","LAW","gaussian",1,1,0,-3.01869488536155,-2.40776014109348,-91.3252204585538,2
"8962",8536,14.2,2008,"s","LAW","gaussian",1,12,0,-7.01869488536155,-2.40776014109348,70.6747795414462,5
"9218",11093,15.9,2009,"s","LAW","gaussian",1,7,0,-3.01869488536155,-8.40776014109348,120.674779541446,6
"9540",5620,9.9,2010,"s","LAW","gaussian",1,1,0,-3.01869488536155,-3.40776014109348,175.674779541446,7
"8501",5357,13.8,2006,"s","LAW","gaussian",1,1,0,1.98130511463845,4.59223985890652,-29.3252204585538,3
"9563",14108,12.6,2010,"s","LAW","gaussian",1,1,0,1.98130511463845,-0.407760141093476,175.674779541446,7
"9535",9068,13.7,2010,"s","LAW","gaussian",1,1,0,-5.01869488536155,-3.40776014109348,175.674779541446,7
"9495",3755,13.5,2010,"s","LAW","gaussian",1,1,0,-3.01869488536155,-5.40776014109348,175.674779541446,6
"9156",191,11.6,2009,"s","LAW","gaussian",1,9,0,2.98130511463845,-10.4077601410935,120.674779541446,5
"8621",3664,12.8,2007,"s","LAW","gaussian",1,1,0,0.981305114638445,-3.40776014109348,-49.3252204585538,2
"8656",12979,11.3,2007,"s","LAW","gaussian",1,0,0,-5.01869488536155,-1.40776014109348,-49.3252204585538,2
"10350",2478,10.8,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,-2.40776014109348,152.674779541446,6
"8721",3878,11.7,2007,"s","LAW","gaussian",1,1,0,-1.01869488536155,-1.40776014109348,-49.3252204585538,2
"9242",9070,13.4,2009,"s","LAW","gaussian",1,9,0,-3.01869488536155,-5.40776014109348,120.674779541446,4
"9527",7310,12.6,2010,"s","LAW","gaussian",1,1,0,-3.01869488536155,-2.40776014109348,175.674779541446,5
"8874",1450,11.7,2008,"s","LAW","gaussian",1,6,0,-8.01869488536155,-8.40776014109348,70.6747795414462,3
"8632",1098,10.2,2007,"s","LAW","gaussian",1,0,0,-1.01869488536155,-6.40776014109348,-49.3252204585538,2
"9157",10467,12,2009,"s","LAW","gaussian",1,3,0,2.98130511463845,-10.4077601410935,120.674779541446,4
"10305",14053,10.8,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,1.59223985890652,152.674779541446,6
"10265",11467,12.3,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,-0.407760141093476,152.674779541446,6
"9481",3401,12.6,2010,"s","LAW","gaussian",1,1,0,-5.01869488536155,-6.40776014109348,175.674779541446,5
"9053",12389,10.9,2008,"s","LAW","gaussian",1,1,0,-4.01869488536155,-4.40776014109348,70.6747795414462,3
"9463",13771,11.3,2010,"s","LAW","gaussian",1,1,0,-5.01869488536155,-8.40776014109348,175.674779541446,5
"10248",7428,8.6,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,-7.40776014109348,152.674779541446,6
"8695",12504,12.1,2007,"s","LAW","gaussian",1,5,0,0.981305114638445,0.592239858906524,-49.3252204585538,2
"8855",12465,15.3,2008,"s","LAW","gaussian",1,4,0,-1.01869488536155,-9.40776014109348,70.6747795414462,3
"8951",10994,11,2008,"s","LAW","gaussian",1,1,0,-7.01869488536155,-0.407760141093476,70.6747795414462,3
"9464",5572,12.6,2010,"s","LAW","gaussian",1,1,0,-5.01869488536155,-8.40776014109348,175.674779541446,4
"9225",13720,13.5,2009,"s","LAW","gaussian",1,13,0,-2.01869488536155,-9.40776014109348,120.674779541446,3
"10327",11064,11.7,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,0.592239858906524,152.674779541446,5
"10298",8635,11,2011,"s","LAW","gaussian",1,1,0,-0.0186948853615547,-0.407760141093476,152.674779541446,5
"8935",6784,12.2,2008,"s","LAW","gaussian",1,1,0,-1.01869488536155,-7.40776014109348,70.6747795414462,2
"9171",8108,12.4,2009,"s","LAW","gaussian",1,1,0,-2.01869488536155,-7.40776014109348,120.674779541446,3
"8786",1673,12.7,2007,"s","LAW","gaussian",1,0,0,-1.01869488536155,1.59223985890652,-49.3252204585538,2
"9154",9373,14.5,2009,"s","LAW","gaussian",1,1,0,-2.01869488536155,-13.4077601410935,120.674779541446,2
"9456",2333,13.1,2010,"s","LAW","gaussian",1,1,0,3.98130511463845,-11.4077601410935,175.674779541446,3
"9132",4220,13.9,2009,"s","LAW","gaussian",1,0,0,-2.01869488536155,-13.4077601410935,120.674779541446,2
"9141",2043,9,2009,"s","LAW","gaussian",1,1,0,-2.01869488536155,-14.4077601410935,120.674779541446,2
"9490",12899,15.4,2010,"s","LAW","gaussian",1,1,0,-3.01869488536155,-4.40776014109348,175.674779541446,3
"10466",912,8.6,2011,"s","LAW","gaussian",1,1,0,-0.0186948853615547,0.592239858906524,152.674779541446,4
"9258",7012,9.7,2009,"s","LAW","gaussian",1,1,0,-3.01869488536155,-0.407760141093476,120.674779541446,2
"9579",9390,10.2,2010,"s","LAW","gaussian",1,1,0,-5.01869488536155,1.59223985890652,175.674779541446,3
"10309",12047,11.2,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,2.59223985890652,152.674779541446,4
"9522",823,10.5,2010,"s","LAW","gaussian",1,1,0,-5.01869488536155,-3.40776014109348,175.674779541446,3
"9610",12236,13.6,2010,"s","LAW","gaussian",1,1,0,-5.01869488536155,3.59223985890652,175.674779541446,3
"9496",8674,10.8,2010,"s","LAW","gaussian",1,12,0,-3.01869488536155,-5.40776014109348,175.674779541446,3
"10264",11136,14.4,2011,"s","LAW","gaussian",1,1,0,-2.01869488536155,-1.40776014109348,152.674779541446,4
"9273",13301,11.7,2009,"s","LAW","gaussian",1,5,0,-3.01869488536155,2.59223985890652,120.674779541446,2
"10337",9275,11.4,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,3.59223985890652,152.674779541446,4
"9538",4309,10.9,2010,"s","LAW","gaussian",1,1,0,3.98130511463845,-3.40776014109348,175.674779541446,3
"10282",9248,5.5,2011,"s","LAW","gaussian",1,0,0,-0.0186948853615547,-1.40776014109348,152.674779541446,4
"10328",12526,12.3,2011,"s","LAW","gaussian",1,1,0,-0.0186948853615547,2.59223985890652,152.674779541446,4
"10312",10194,9.7,2011,"s","LAW","gaussian",1,0,0,-4.01869488536155,2.59223985890652,152.674779541446,4
"9542",12500,9.6,2010,"s","LAW","gaussian",1,1,0,1.98130511463845,-2.40776014109348,175.674779541446,3
"9457",5155,9.8,2010,"s","LAW","gaussian",1,1,0,-3.01869488536155,-11.4077601410935,175.674779541446,2
"9603",10055,11.8,2010,"s","LAW","gaussian",1,1,0,3.98130511463845,-3.40776014109348,175.674779541446,2
"9691",11138,7.1,2010,"s","LAW","gaussian",1,1,0,-5.01869488536155,5.59223985890652,175.674779541446,2
"10324",5304,13.7,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,2.59223985890652,152.674779541446,3
"9529",2372,6.1,2010,"s","LAW","gaussian",1,0,0,1.98130511463845,-7.40776014109348,175.674779541446,2
"9588",12482,9.1,2010,"s","LAW","gaussian",1,1,0,-3.01869488536155,-1.40776014109348,175.674779541446,2
"9582",4721,7.2,2010,"s","LAW","gaussian",1,1,0,-5.01869488536155,-9.40776014109348,175.674779541446,2
"10246",7530,10.1,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,-4.40776014109348,152.674779541446,3
"10290",2422,8.3,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,-0.407760141093476,152.674779541446,3
"9587",11506,9.2,2010,"s","LAW","gaussian",1,1,0,-5.01869488536155,1.59223985890652,175.674779541446,2
"10292",10172,10.5,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,0.592239858906524,152.674779541446,3
"10294",440,11.3,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,1.59223985890652,152.674779541446,3
"9605",5683,9.5,2010,"s","LAW","gaussian",1,1,0,-5.01869488536155,2.59223985890652,175.674779541446,2
"9568",138,11.3,2010,"s","LAW","gaussian",1,1,0,-5.01869488536155,-1.40776014109348,175.674779541446,2
"10258",6716,10.1,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,-4.40776014109348,152.674779541446,3
"9601",5976,12.9,2010,"s","LAW","gaussian",1,1,0,1.98130511463845,1.59223985890652,175.674779541446,2
"10295",6762,10.4,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,0.592239858906524,152.674779541446,3
"10311",11799,10.8,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,1.59223985890652,152.674779541446,3
"10260",1350,11.5,2011,"s","LAW","gaussian",1,1,0,-0.0186948853615547,-4.40776014109348,152.674779541446,2
"10326",1300,9.9,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,1.59223985890652,152.674779541446,2
"10461",10350,11,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,2.59223985890652,152.674779541446,2
"10500",7969,9.5,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,-0.407760141093476,152.674779541446,2
"10266",8400,9.9,2011,"s","LAW","gaussian",1,1,0,-4.01869488536155,-2.40776014109348,152.674779541446,2
"3889",3466,16,1987,"s","LAW","gaussian",2,2,1,4.98130511463845,-1.40776014109348,-165.325220458554,4
"4024",1641,12.7,1987,"s","LAW","gaussian",2,8,1,4.98130511463845,7.59223985890652,-165.325220458554,4
"4402",2380,14.8,1990,"s","LAW","gaussian",2,5,1,-0.0186948853615547,3.59223985890652,-206.325220458554,7
"4260",11348,11.2,1989,"s","LAW","gaussian",2,6,1,-0.0186948853615547,3.59223985890652,-285.325220458554,6
"4787",8878,12.4,1992,"s","LAW","gaussian",2,2,1,-1.01869488536155,11.5922398589065,-175.325220458554,8
"4427",13524,14.9,1990,"s","LAW","gaussian",2,2,1,1.98130511463845,10.5922398589065,-206.325220458554,6
"4479",5910,13.8,1990,"s","LAW","gaussian",2,5,1,1.98130511463845,10.5922398589065,-206.325220458554,6
"4412",6177,14.5,1990,"s","LAW","gaussian",2,1,1,-0.0186948853615547,5.59223985890652,-206.325220458554,6
"4741",9967,12.3,1992,"s","LAW","gaussian",2,7,1,-2.01869488536155,-3.40776014109348,-175.325220458554,8
"3941",9861,18,1987,"s","LAW","gaussian",2,3,1,4.98130511463845,7.59223985890652,-165.325220458554,3
"4396",13995,15.9,1990,"s","LAW","gaussian",2,4,1,-0.0186948853615547,2.59223985890652,-206.325220458554,4
"5362",6052,8.4,1995,"s","LAW","gaussian",2,4,1,2.98130511463845,3.59223985890652,-139.325220458554,9
"4633",1546,15.2,1991,"s","LAW","gaussian",2,1,1,3.98130511463845,2.59223985890652,-82.3252204585538,4
"4418",8341,14.1,1990,"s","LAW","gaussian",2,5,1,-0.0186948853615547,7.59223985890652,-206.325220458554,3
"4814",13653,9.8,1992,"s","LAW","gaussian",2,5,1,0.981305114638445,17.5922398589065,-175.325220458554,5
"4801",9760,14,1992,"s","LAW","gaussian",2,5,1,-1.01869488536155,1.59223985890652,-175.325220458554,4
"4576",13537,12.7,1991,"s","LAW","gaussian",2,1,1,1.98130511463845,-4.40776014109348,-82.3252204585538,2
"4962",7646,13,1993,"s","LAW","gaussian",2,1,1,-2.01869488536155,-4.40776014109348,-53.3252204585538,3
"5183",14319,16.8,1994,"s","LAW","gaussian",2,1,1,5.98130511463845,-2.40776014109348,-61.3252204585538,4
"5623",1120,12.6,1996,"s","LAW","gaussian",2,1,1,1.98130511463845,7.59223985890652,78.6747795414462,4
"7226",1187,14.099999,2002,"s","LAW","gaussian",2,3,1,-2.01869488536155,1.59223985890652,-161.325220458554,9
"6313",1260,10.1,1999,"s","LAW","gaussian",2,3,1,-5.01869488536155,-1.40776014109348,-171.325220458554,6
"6314",5865,12.1,1999,"s","LAW","gaussian",2,8,1,-5.01869488536155,-1.40776014109348,-171.325220458554,6
"7555",12687,11.4,2003,"s","LAW","gaussian",2,7,1,0.981305114638445,-1.40776014109348,-2.32522045855382,9
"7511",13979,9.5,2003,"s","LAW","gaussian",2,2,1,-2.01869488536155,-6.40776014109348,-2.32522045855382,8
"7494",6614,20.65,2003,"s","LAW","gaussian",2,2,1,3.98130511463845,-11.4077601410935,-2.32522045855382,8
"7564",1538,13.85,2003,"s","LAW","gaussian",2,2,1,-2.01869488536155,3.59223985890652,-2.32522045855382,8
"7565",3409,15.1,2003,"s","LAW","gaussian",2,2,1,-2.01869488536155,3.59223985890652,-2.32522045855382,8
"6553",14275,13.6,2000,"s","LAW","gaussian",2,2,1,-6.01869488536155,1.59223985890652,-35.3252204585538,5
"6554",12363,14.8,2000,"s","LAW","gaussian",2,2,1,-6.01869488536155,1.59223985890652,-35.3252204585538,5
"7180",1733,13.4,2002,"s","LAW","gaussian",2,3,1,2.98130511463845,-2.40776014109348,-161.325220458554,7
"6573",8765,13.7,2000,"s","LAW","gaussian",2,5,1,-6.01869488536155,3.59223985890652,-35.3252204585538,5
"7185",5949,13.099999,2002,"s","LAW","gaussian",2,5,1,2.98130511463845,-3.40776014109348,-161.325220458554,7
"6276",11193,14.9,1999,"s","LAW","gaussian",2,3,1,-2.01869488536155,-2.40776014109348,-171.325220458554,4
"6525",8593,14.2,2000,"s","LAW","gaussian",2,1,1,-6.01869488536155,-2.40776014109348,-35.3252204585538,4
"7506",2421,11.9,2003,"s","LAW","gaussian",2,1,1,0.981305114638445,-5.40776014109348,-2.32522045855382,4
"7687",5983,12.25,2003,"s","LAW","gaussian",2,2,1,0.981305114638445,1.59223985890652,-2.32522045855382,4
"8696",10426,13.9,2007,"s","LAW","gaussian",2,5,1,-1.01869488536155,1.59223985890652,-49.3252204585538,5
"8743",1740,14.7,2007,"s","LAW","gaussian",2,8,1,-5.01869488536155,6.59223985890652,-49.3252204585538,5
"8974",4787,15.3,2008,"s","LAW","gaussian",2,12,1,-8.01869488536155,0.592239858906524,70.6747795414462,5
"8958",9526,10,2008,"s","LAW","gaussian",2,4,1,-8.01869488536155,-2.40776014109348,70.6747795414462,5
"8715",145,10.2,2007,"s","LAW","gaussian",2,5,1,-5.01869488536155,2.59223985890652,-49.3252204585538,4
"8922",11308,12.7,2008,"s","LAW","gaussian",2,4,1,-7.01869488536155,-3.40776014109348,70.6747795414462,5
"8915",7305,12.7,2008,"s","LAW","gaussian",2,4,1,-1.01869488536155,-4.40776014109348,70.6747795414462,3
"8953",9684,10.2,2008,"s","LAW","gaussian",2,1,1,-7.01869488536155,-3.40776014109348,70.6747795414462,3
"11837",12042,9.4,2014,"s","LAW","gaussian",2,1,1,-6.01869488536155,1.59223985890652,-14.3252204585538,4
"13058",2423,11.9,2018,"s","LAW","gaussian",2,1,1,-3.01869488536155,-2.40776014109348,-118.325220458554,9
"4233",12175,15.1,1989,"s","LAW","gaussian",2,6,0,-4.01869488536155,-7.40776014109348,-285.325220458554,9
"4433",7159,17.4,1990,"s","LAW","gaussian",2,1,0,-0.0186948853615547,4.59223985890652,-206.325220458554,9
"4388",8359,19.1,1990,"s","LAW","gaussian",2,1,0,-0.0186948853615547,0.592239858906524,-206.325220458554,8
"4611",12400,17.8,1991,"s","LAW","gaussian",2,1,0,1.98130511463845,1.59223985890652,-82.3252204585538,8
"4762",13178,15.8,1992,"s","LAW","gaussian",2,10,0,-1.01869488536155,0.592239858906524,-175.325220458554,9
"3920",2955,17.8,1987,"s","LAW","gaussian",2,2,0,4.98130511463845,2.59223985890652,-165.325220458554,4
"4387",14248,19.1,1990,"s","LAW","gaussian",2,1,0,1.98130511463845,0.592239858906524,-206.325220458554,7
"4517",11579,16.7,1991,"s","LAW","gaussian",2,1,0,0.981305114638445,-7.40776014109348,-82.3252204585538,8
"4568",3910,17,1991,"s","LAW","gaussian",2,7,0,1.98130511463845,-7.40776014109348,-82.3252204585538,8
"4020",12562,18.3,1987,"s","LAW","gaussian",2,8,0,5.98130511463845,9.59223985890652,-165.325220458554,4
"4436",2725,21,1990,"s","LAW","gaussian",2,7,0,-0.0186948853615547,4.59223985890652,-206.325220458554,6
"4964",13789,17.8,1993,"s","LAW","gaussian",2,1,0,-2.01869488536155,-3.40776014109348,-53.3252204585538,9
"4438",13337,20.6,1990,"s","LAW","gaussian",2,0,0,-0.0186948853615547,-12.4077601410935,-206.325220458554,6
"4778",12607,15.8,1992,"s","LAW","gaussian",2,6,0,-2.01869488536155,2.59223985890652,-175.325220458554,8
"4019",955,18.5,1987,"s","LAW","gaussian",2,5,0,4.98130511463845,-6.40776014109348,-165.325220458554,3
"4023",12209,18.8,1987,"s","LAW","gaussian",2,1,0,5.98130511463845,2.59223985890652,-165.325220458554,3
"3884",6999,17.5,1987,"s","LAW","gaussian",2,3,0,4.98130511463845,-1.40776014109348,-165.325220458554,2
"4306",10095,18,1989,"s","LAW","gaussian",2,3,0,5.98130511463845,-3.40776014109348,-285.325220458554,4
"4644",4341,18.5,1991,"s","LAW","gaussian",2,1,0,1.98130511463845,2.59223985890652,-82.3252204585538,5
"4583",14124,18.2,1991,"s","LAW","gaussian",2,8,0,1.98130511463845,-5.40776014109348,-82.3252204585538,4
"4731",12740,16.9,1992,"s","LAW","gaussian",2,7,0,-2.01869488536155,-8.40776014109348,-175.325220458554,5
"5339",5770,18.2,1995,"s","LAW","gaussian",2,4,0,5.98130511463845,0.592239858906524,-139.325220458554,8
"4735",6319,17.7,1992,"s","LAW","gaussian",2,0,0,-2.01869488536155,-4.40776014109348,-175.325220458554,5
"4471",8067,18.2,1990,"s","LAW","gaussian",2,1,0,1.98130511463845,4.59223985890652,-206.325220458554,3
"5047",10146,18.6,1993,"s","LAW","gaussian",2,6,0,2.98130511463845,4.59223985890652,-53.3252204585538,6
"4407",9546,16.8,1990,"s","LAW","gaussian",2,1,0,1.98130511463845,3.59223985890652,-206.325220458554,3
"4733",12574,15.7,1992,"s","LAW","gaussian",2,1,0,-2.01869488536155,-6.40776014109348,-175.325220458554,5
"4663",6108,19.5,1991,"s","LAW","gaussian",2,8,0,0.981305114638445,-0.407760141093476,-82.3252204585538,4
"4779",10766,17.1,1992,"s","LAW","gaussian",2,1,0,1.98130511463845,2.59223985890652,-175.325220458554,5
"4415",11436,12.6,1990,"s","LAW","gaussian",2,5,0,11.9813051146384,7.59223985890652,-206.325220458554,2
"5405",10112,16.4,1995,"s","LAW","gaussian",2,7,0,3.98130511463845,9.59223985890652,-139.325220458554,7
"4556",13084,16,1991,"s","LAW","gaussian",2,4,0,1.98130511463845,-9.40776014109348,-82.3252204585538,3
"5059",11682,18.9,1993,"s","LAW","gaussian",2,1,0,0.981305114638445,0.592239858906524,-53.3252204585538,5
"4612",9509,15.1,1991,"s","LAW","gaussian",2,6,0,1.98130511463845,0.592239858906524,-82.3252204585538,2
"4434",5344,14.8,1990,"s","LAW","gaussian",2,2,0,-0.0186948853615547,17.5922398589065,-206.325220458554,1
"4420",8195,14.5,1990,"s","LAW","gaussian",2,5,0,-0.0186948853615547,8.59223985890652,-206.325220458554,1
"4786",1152,10.2,1992,"s","LAW","gaussian",2,3,0,-2.01869488536155,0.592239858906524,-175.325220458554,3
"4475",7839,16.4,1990,"s","LAW","gaussian",2,1,0,-0.0186948853615547,7.59223985890652,-206.325220458554,1
"4723",2712,12.6,1992,"s","LAW","gaussian",2,7,0,-1.01869488536155,-10.4077601410935,-175.325220458554,3
"4915",8334,17.8,1993,"s","LAW","gaussian",2,2,0,0.981305114638445,-7.40776014109348,-53.3252204585538,3
"5137",1202,17.4,1994,"s","LAW","gaussian",2,1,0,1.98130511463845,-6.40776014109348,-61.3252204585538,4
"5347",7515,15.5,1995,"s","LAW","gaussian",2,2,0,4.98130511463845,1.59223985890652,-139.325220458554,5
"4978",4281,16.6,1993,"s","LAW","gaussian",2,1,0,1.98130511463845,-2.40776014109348,-53.3252204585538,3
"5401",12841,13.5,1995,"s","LAW","gaussian",2,7,0,5.98130511463845,7.59223985890652,-139.325220458554,5
"4909",3747,17.7,1993,"s","LAW","gaussian",2,1,0,2.98130511463845,-11.4077601410935,-53.3252204585538,3
"5618",6342,17.6,1996,"s","LAW","gaussian",2,3,0,1.98130511463845,5.59223985890652,78.6747795414462,6
"4931",630,15.9,1993,"s","LAW","gaussian",2,6,0,-2.01869488536155,-5.40776014109348,-53.3252204585538,2
"5349",640,14.4,1995,"s","LAW","gaussian",2,2,0,0.981305114638445,2.59223985890652,-139.325220458554,4
"6342",1085,10.7,1999,"s","LAW","gaussian",2,3,0,2.98130511463845,-3.40776014109348,-171.325220458554,8
"4926",11215,16.9,1993,"s","LAW","gaussian",2,5,0,0.981305114638445,-6.40776014109348,-53.3252204585538,2
"5584",6854,17.8,1996,"s","LAW","gaussian",2,1,0,0.981305114638445,4.59223985890652,78.6747795414462,5
"6490",9467,15.2,2000,"s","LAW","gaussian",2,5,0,-4.01869488536155,-4.40776014109348,-35.3252204585538,9
"5808",4469,15.8,1997,"s","LAW","gaussian",2,5,0,-3.01869488536155,-0.407760141093476,45.6747795414462,6
"5654",665,15.4,1996,"s","LAW","gaussian",2,3,0,0.981305114638445,18.5922398589065,78.6747795414462,4
"5376",10052,12,1995,"s","LAW","gaussian",2,1,0,0.981305114638445,5.59223985890652,-139.325220458554,3
"5660",6437,15.9,1996,"s","LAW","gaussian",2,1,0,-0.0186948853615547,6.59223985890652,78.6747795414462,4
