"","id","y","time","trait","measure","family","Sex","CapAgeYears","Twin","jdateMC","birthjdateMC","PopDensMC","MumAge"
"4545",2240,152,1991,"s","LHL","gaussian",1,8,1,1.24972334931761,-11.2043526374032,-87.3441534489119,11
"4201",3773,162,1988,"s","LHL","gaussian",1,4,1,10.2497233493176,-8.20435263740318,-44.3441534489119,6
"4590",9428,155,1991,"s","LHL","gaussian",1,1,1,6.24972334931761,-7.20435263740318,-87.3441534489119,9
"4591",9551,159,1991,"s","LHL","gaussian",1,1,1,6.24972334931761,-7.20435263740318,-87.3441534489119,9
"5040",11345,156,1993,"s","LHL","gaussian",1,1,1,3.24972334931761,3.79564736259682,-58.3441534489119,10
"4244",12317,144,1989,"s","LHL","gaussian",1,3,1,1.24972334931761,-4.20435263740318,-290.344153448912,6
"4305",7338,161,1989,"s","LHL","gaussian",1,9,1,0.249723349317605,-4.20435263740318,-290.344153448912,6
"4481",9744,166,1990,"s","LHL","gaussian",1,5,1,0.249723349317605,3.79564736259682,-211.344153448912,7
"4586",4008,156,1991,"s","LHL","gaussian",1,4,1,6.24972334931761,-4.20435263740318,-87.3441534489119,8
"4571",14186,167,1991,"s","LHL","gaussian",1,8,1,2.24972334931761,-6.20435263740318,-87.3441534489119,8
"4573",379,160,1991,"s","LHL","gaussian",1,1,1,1.24972334931761,-4.20435263740318,-87.3441534489119,7
"5007",11425,158,1993,"s","LHL","gaussian",1,1,1,-1.75027665068239,0.795647362596824,-58.3441534489119,9
"4493",4413,159,1990,"s","LHL","gaussian",1,9,1,0.249723349317605,1.79564736259682,-211.344153448912,6
"4500",8725,153,1990,"s","LHL","gaussian",1,9,1,0.249723349317605,1.79564736259682,-211.344153448912,6
"5012",11417,160,1993,"s","LHL","gaussian",1,6,1,2.24972334931761,-1.20435263740318,-58.3441534489119,9
"5013",9443,162,1993,"s","LHL","gaussian",1,6,1,2.24972334931761,-1.20435263740318,-58.3441534489119,9
"4447",6737,165,1990,"s","LHL","gaussian",1,2,1,2.24972334931761,9.79564736259682,-211.344153448912,5
"4395",7638,159,1990,"s","LHL","gaussian",1,11,1,0.249723349317605,2.79564736259682,-211.344153448912,4
"4595",8526,161,1991,"s","LHL","gaussian",1,1,1,2.24972334931761,-1.20435263740318,-87.3441534489119,4
"4608",7667,170,1991,"s","LHL","gaussian",1,1,1,2.24972334931761,-0.204352637403176,-87.3441534489119,4
"4632",1487,166,1991,"s","LHL","gaussian",1,1,1,4.24972334931761,2.79564736259682,-87.3441534489119,4
"5214",6873,164,1994,"s","LHL","gaussian",1,1,1,4.24972334931761,-0.204352637403176,-66.3441534489119,7
"4565",7850,160,1991,"s","LHL","gaussian",1,1,1,2.24972334931761,-6.20435263740318,-87.3441534489119,4
"5001",1845,152,1993,"s","LHL","gaussian",1,1,1,2.24972334931761,-0.204352637403176,-58.3441534489119,5
"4809",10864,135,1992,"s","LHL","gaussian",1,7,1,-0.750276650682395,1.79564736259682,-180.344153448912,4
"5073",6965,160,1993,"s","LHL","gaussian",1,6,1,3.24972334931761,3.79564736259682,-58.3441534489119,5
"5205",1638,140,1994,"s","LHL","gaussian",1,1,1,4.24972334931761,-0.204352637403176,-66.3441534489119,6
"5385",9185,143,1995,"s","LHL","gaussian",1,4,1,1.24972334931761,6.79564736259682,-144.344153448912,7
"5609",2067,160,1996,"s","LHL","gaussian",1,1,1,1.24972334931761,5.79564736259682,73.6558465510881,8
"4575",6373,164,1991,"s","LHL","gaussian",1,1,1,2.24972334931761,-4.20435263740318,-87.3441534489119,2
"4740",6199,145,1992,"s","LHL","gaussian",1,7,1,1.24972334931761,-5.20435263740318,-180.344153448912,3
"4811",10168,148,1992,"s","LHL","gaussian",1,7,1,-0.750276650682395,-5.20435263740318,-180.344153448912,3
"4920",13856,152,1993,"s","LHL","gaussian",1,1,1,1.24972334931761,-6.20435263740318,-58.3441534489119,4
"5241",9056,164,1994,"s","LHL","gaussian",1,1,1,4.24972334931761,-10.2043526374032,-66.3441534489119,5
"5835",13224,154,1997,"s","LHL","gaussian",1,2,1,-2.75027665068239,1.79564736259682,40.6558465510881,8
"5834",4087,162,1997,"s","LHL","gaussian",1,1,1,-2.75027665068239,1.79564736259682,40.6558465510881,8
"4981",10051,150,1993,"s","LHL","gaussian",1,1,1,-1.75027665068239,-1.20435263740318,-58.3441534489119,4
"6369",5745,137,1999,"s","LHL","gaussian",1,3,1,-4.75027665068239,8.79564736259682,-176.344153448912,9
"5351",393,147,1995,"s","LHL","gaussian",1,4,1,3.24972334931761,2.79564736259682,-144.344153448912,5
"5508",13439,145,1996,"s","LHL","gaussian",1,1,1,1.24972334931761,-14.2043526374032,73.6558465510881,6
"4917",12318,164,1993,"s","LHL","gaussian",1,1,1,1.24972334931761,-6.20435263740318,-58.3441534489119,3
"5153",613,165,1994,"s","LHL","gaussian",1,1,1,4.24972334931761,-6.20435263740318,-66.3441534489119,4
"5374",2853,148,1995,"s","LHL","gaussian",1,12,1,6.24972334931761,4.79564736259682,-144.344153448912,5
"5377",13471,157,1995,"s","LHL","gaussian",1,12,1,1.24972334931761,5.79564736259682,-144.344153448912,4
"5358",172,152,1995,"s","LHL","gaussian",1,1,1,4.24972334931761,3.79564736259682,-144.344153448912,4
"5624",3360,153,1996,"s","LHL","gaussian",1,1,1,2.24972334931761,7.79564736259682,73.6558465510881,4
"5601",10,157,1996,"s","LHL","gaussian",1,1,1,1.24972334931761,5.79564736259682,73.6558465510881,4
"6514",14322,153,2000,"s","LHL","gaussian",1,11,1,-5.75027665068239,-2.20435263740318,-40.3441534489119,8
"7514",10839,158,2003,"s","LHL","gaussian",1,9,1,-1.75027665068239,-6.20435263740318,-7.34415344891187,10
"7515",3197,160,2003,"s","LHL","gaussian",1,9,1,-1.75027665068239,-6.20435263740318,-7.34415344891187,10
"6040",13827,149,1998,"s","LHL","gaussian",1,1,1,-2.75027665068239,-3.20435263740318,89.6558465510881,5
"6041",14135,153,1998,"s","LHL","gaussian",1,1,1,-2.75027665068239,-3.20435263740318,89.6558465510881,5
"5575",10086,162,1996,"s","LHL","gaussian",1,1,1,2.24972334931761,2.79564736259682,73.6558465510881,3
"5576",4101,159,1996,"s","LHL","gaussian",1,1,1,2.24972334931761,2.79564736259682,73.6558465510881,3
"6044",2744,158,1998,"s","LHL","gaussian",1,1,1,-2.75027665068239,-2.20435263740318,89.6558465510881,5
"5848",2447,148,1997,"s","LHL","gaussian",1,2,1,1.24972334931761,0.795647362596824,40.6558465510881,4
"6441",12548,139,2000,"s","LHL","gaussian",1,2,1,-5.75027665068239,-21.2043526374032,-40.3441534489119,7
"7554",12846,147,2003,"s","LHL","gaussian",1,4,1,1.24972334931761,-1.20435263740318,-7.34415344891187,9
"7517",13271,156,2003,"s","LHL","gaussian",1,2,1,1.24972334931761,-5.20435263740318,-7.34415344891187,8
"7518",3427,156,2003,"s","LHL","gaussian",1,9,1,1.24972334931761,-5.20435263740318,-7.34415344891187,8
"6689",10886,160,2001,"s","LHL","gaussian",1,1,1,-12.7502766506824,0.795647362596824,149.655846551088,6
"6710",1631,155,2001,"s","LHL","gaussian",1,1,1,-6.75027665068239,0.795647362596824,149.655846551088,6
"7181",14179,147,2002,"s","LHL","gaussian",1,3,1,3.24972334931761,-2.20435263740318,-166.344153448912,7
"7238",13060,149,2002,"s","LHL","gaussian",1,9,1,-1.75027665068239,-2.20435263740318,-166.344153448912,7
"6572",9691,167,2000,"s","LHL","gaussian",1,14,1,-5.75027665068239,3.79564736259682,-40.3441534489119,5
"7599",12946,163,2003,"s","LHL","gaussian",1,11,1,-1.75027665068239,6.79564736259682,-7.34415344891187,8
"6780",3640,147,2001,"s","LHL","gaussian",1,1,1,6.24972334931761,-7.20435263740318,149.655846551088,4
"7191",868,145,2002,"s","LHL","gaussian",1,10,1,3.24972334931761,-5.20435263740318,-166.344153448912,5
"8907",8065,151,2008,"s","LHL","gaussian",1,1,1,-7.75027665068239,-4.20435263740318,65.6558465510881,8
"8729",10699,153,2007,"s","LHL","gaussian",1,1,1,-0.750276650682395,0.795647362596824,-54.3441534489119,7
"9727",2450,143,2010,"s","LHL","gaussian",1,2,1,-4.75027665068239,-2.20435263740318,170.655846551088,10
"8988",2990,146,2008,"s","LHL","gaussian",1,4,1,-6.75027665068239,2.79564736259682,65.6558465510881,8
"7871",7862,163,2004,"s","LHL","gaussian",1,1,1,1.24972334931761,-0.204352637403176,169.655846551088,4
"8963",5835,155,2008,"s","LHL","gaussian",1,1,1,-7.75027665068239,0.795647362596824,65.6558465510881,7
"8964",11375,186,2008,"s","LHL","gaussian",1,1,1,-7.75027665068239,0.795647362596824,65.6558465510881,7
"8608",11676,152,2007,"s","LHL","gaussian",1,1,1,-4.75027665068239,-5.20435263740318,-54.3441534489119,5
"8626",5188,157,2007,"s","LHL","gaussian",1,8,1,-4.75027665068239,-3.20435263740318,-54.3441534489119,4
"9524",12377,149,2010,"s","LHL","gaussian",1,2,1,-4.75027665068239,-3.20435263740318,170.655846551088,7
"8716",9741,142,2007,"s","LHL","gaussian",1,3,1,-4.75027665068239,2.79564736259682,-54.3441534489119,4
"8921",10412,165,2008,"s","LHL","gaussian",1,4,1,-6.75027665068239,-3.20435263740318,65.6558465510881,5
"8914",12580,141,2008,"s","LHL","gaussian",1,1,1,-0.750276650682395,-4.20435263740318,65.6558465510881,3
"8954",10020,146,2008,"s","LHL","gaussian",1,10,1,-6.75027665068239,-3.20435263740318,65.6558465510881,3
"4820",12952,166,1992,"s","LHL","gaussian",1,13,0,-0.750276650682395,-7.20435263740318,-180.344153448912,13
"4533",4886,169,1991,"s","LHL","gaussian",1,8,0,1.24972334931761,-13.2043526374032,-87.3441534489119,12
"4435",3704,167,1990,"s","LHL","gaussian",1,2,0,2.24972334931761,2.79564736259682,-211.344153448912,10
"4734",3586,148,1992,"s","LHL","gaussian",1,7,0,-0.750276650682395,-6.20435263740318,-180.344153448912,12
"4555",1452,168,1991,"s","LHL","gaussian",1,5,0,2.24972334931761,-9.20435263740318,-87.3441534489119,10
"4207",4666,175,1988,"s","LHL","gaussian",1,11,0,10.2497233493176,-6.20435263740318,-44.3441534489119,6
"4689",2283,172,1991,"s","LHL","gaussian",1,8,0,1.24972334931761,-8.20435263740318,-87.3441534489119,9
"4307",11954,168,1989,"s","LHL","gaussian",1,11,0,5.24972334931761,2.79564736259682,-290.344153448912,6
"5186",7708,164,1994,"s","LHL","gaussian",1,1,0,4.24972334931761,-2.20435263740318,-66.3441534489119,11
"4470",3808,170,1990,"s","LHL","gaussian",1,5,0,0.249723349317605,0.795647362596824,-211.344153448912,7
"4647",1136,165,1991,"s","LHL","gaussian",1,6,0,1.24972334931761,4.79564736259682,-87.3441534489119,8
"4754",3254,170,1992,"s","LHL","gaussian",1,7,0,-0.750276650682395,-2.20435263740318,-180.344153448912,9
"4448",7557,162,1990,"s","LHL","gaussian",1,2,0,2.24972334931761,6.79564736259682,-211.344153448912,7
"4203",3668,175,1988,"s","LHL","gaussian",1,11,0,16.2497233493176,-9.20435263740318,-44.3441534489119,5
"4356",1028,150,1990,"s","LHL","gaussian",1,12,0,0.249723349317605,7.79564736259682,-211.344153448912,6
"4613",12372,164,1991,"s","LHL","gaussian",1,1,0,2.24972334931761,-1.20435263740318,-87.3441534489119,7
"4584",12659,164,1991,"s","LHL","gaussian",1,11,0,2.24972334931761,-4.20435263740318,-87.3441534489119,7
"4975",7730,173,1993,"s","LHL","gaussian",1,9,0,1.24972334931761,-2.20435263740318,-58.3441534489119,9
"5156",10526,151,1994,"s","LHL","gaussian",1,1,0,-2.75027665068239,-4.20435263740318,-66.3441534489119,10
"4622",14239,181,1991,"s","LHL","gaussian",1,1,0,6.24972334931761,-1.20435263740318,-87.3441534489119,7
"4775",13261,165,1992,"s","LHL","gaussian",1,6,0,-0.750276650682395,1.79564736259682,-180.344153448912,8
"4208",807,162,1988,"s","LHL","gaussian",1,4,0,10.2497233493176,-0.204352637403176,-44.3441534489119,3
"5381",6980,159,1995,"s","LHL","gaussian",1,4,0,5.24972334931761,6.79564736259682,-144.344153448912,9
"4454",5709,176,1990,"s","LHL","gaussian",1,12,0,2.24972334931761,5.79564736259682,-211.344153448912,4
"4385",6925,168,1990,"s","LHL","gaussian",1,4,0,2.24972334931761,-0.204352637403176,-211.344153448912,4
"4761",7049,166,1992,"s","LHL","gaussian",1,7,0,-1.75027665068239,-0.204352637403176,-180.344153448912,6
"4499",4000,168,1990,"s","LHL","gaussian",1,12,0,0.249723349317605,15.7956473625968,-211.344153448912,3
"5123",13701,165,1994,"s","LHL","gaussian",1,5,0,2.24972334931761,-9.20435263740318,-66.3441534489119,7
"4503",6885,169,1990,"s","LHL","gaussian",1,12,0,0.249723349317605,9.79564736259682,-211.344153448912,3
"4760",6820,172,1992,"s","LHL","gaussian",1,2,0,-0.750276650682395,-0.204352637403176,-180.344153448912,5
"4483",10374,168,1990,"s","LHL","gaussian",1,9,0,0.249723349317605,4.79564736259682,-211.344153448912,3
"5599",10527,172,1996,"s","LHL","gaussian",1,11,0,4.24972334931761,5.79564736259682,73.6558465510881,9
"5163",10336,167,1994,"s","LHL","gaussian",1,1,0,2.24972334931761,-4.20435263740318,-66.3441534489119,7
"4813",10670,158,1992,"s","LHL","gaussian",1,12,0,-1.75027665068239,-5.20435263740318,-180.344153448912,4
"5329",10857,161,1995,"s","LHL","gaussian",1,1,0,6.24972334931761,-2.20435263740318,-144.344153448912,7
"5988",13831,158,1998,"s","LHL","gaussian",1,1,0,0.249723349317605,-14.2043526374032,89.6558465510881,10
"6367",5275,150,1999,"s","LHL","gaussian",1,8,0,-2.75027665068239,13.7956473625968,-176.344153448912,11
"4821",12023,162,1992,"s","LHL","gaussian",1,13,0,-0.750276650682395,0.795647362596824,-180.344153448912,4
"4748",6109,153,1992,"s","LHL","gaussian",1,10,0,-0.750276650682395,-2.20435263740318,-180.344153448912,4
"5369",3027,157,1995,"s","LHL","gaussian",1,7,0,1.24972334931761,3.79564736259682,-144.344153448912,7
"4785",4831,161,1992,"s","LHL","gaussian",1,10,0,-1.75027665068239,2.79564736259682,-180.344153448912,4
"4457",1354,159,1990,"s","LHL","gaussian",1,2,0,0.249723349317605,-10.2043526374032,-211.344153448912,1
"4688",8227,166,1991,"s","LHL","gaussian",1,8,0,2.24972334931761,0.795647362596824,-87.3441534489119,2
"4566",4391,155,1991,"s","LHL","gaussian",1,1,0,2.24972334931761,-7.20435263740318,-87.3441534489119,2
"4476",13997,156,1990,"s","LHL","gaussian",1,4,0,0.249723349317605,0.795647362596824,-211.344153448912,1
"5359",2690,167,1995,"s","LHL","gaussian",1,12,0,1.24972334931761,3.79564736259682,-144.344153448912,6
"4540",10552,158,1991,"s","LHL","gaussian",1,1,0,5.24972334931761,-8.20435263740318,-87.3441534489119,2
"4961",6367,168,1993,"s","LHL","gaussian",1,9,0,1.24972334931761,-4.20435263740318,-58.3441534489119,4
"4780",13438,154,1992,"s","LHL","gaussian",1,2,0,-1.75027665068239,3.79564736259682,-180.344153448912,3
"4987",14262,160,1993,"s","LHL","gaussian",1,9,0,2.24972334931761,-0.204352637403176,-58.3441534489119,4
"5989",661,156,1998,"s","LHL","gaussian",1,7,0,-1.75027665068239,-12.2043526374032,89.6558465510881,9
"4999",1821,168,1993,"s","LHL","gaussian",1,6,0,2.24972334931761,-1.20435263740318,-58.3441534489119,4
"5354",11202,159,1995,"s","LHL","gaussian",1,2,0,5.24972334931761,2.79564736259682,-144.344153448912,6
"4580",9347,175,1991,"s","LHL","gaussian",1,1,0,1.24972334931761,-7.20435263740318,-87.3441534489119,2
"5335",14080,155,1995,"s","LHL","gaussian",1,2,0,1.24972334931761,-0.204352637403176,-144.344153448912,6
"6016",659,172,1998,"s","LHL","gaussian",1,1,0,-2.75027665068239,-4.20435263740318,89.6558465510881,9
"5338",9375,158,1995,"s","LHL","gaussian",1,4,0,5.24972334931761,-1.20435263740318,-144.344153448912,5
"4901",11652,164,1993,"s","LHL","gaussian",1,13,0,3.24972334931761,5.79564736259682,-58.3441534489119,3
"5836",13626,161,1997,"s","LHL","gaussian",1,1,0,-2.75027665068239,0.795647362596824,40.6558465510881,7
"6035",860,151,1998,"s","LHL","gaussian",1,1,0,0.249723349317605,-3.20435263740318,89.6558465510881,8
"5020",3107,177,1993,"s","LHL","gaussian",1,6,0,2.24972334931761,0.795647362596824,-58.3441534489119,3
"5236",96,153,1994,"s","LHL","gaussian",1,1,0,8.24972334931761,1.79564736259682,-66.3441534489119,4
"5870",11268,156,1997,"s","LHL","gaussian",1,10,0,-2.75027665068239,3.79564736259682,40.6558465510881,7
"4724",3912,160,1992,"s","LHL","gaussian",1,10,0,-0.750276650682395,-10.2043526374032,-180.344153448912,2
"5311",316,163,1995,"s","LHL","gaussian",1,10,0,3.24972334931761,-11.2043526374032,-144.344153448912,5
"5307",11493,150,1995,"s","LHL","gaussian",1,9,0,6.24972334931761,10.7956473625968,-144.344153448912,5
"4968",5388,164,1993,"s","LHL","gaussian",1,1,0,-1.75027665068239,-1.20435263740318,-58.3441534489119,3
"5131",5916,157,1994,"s","LHL","gaussian",1,1,0,8.24972334931761,-8.20435263740318,-66.3441534489119,4
"5896",1229,160,1997,"s","LHL","gaussian",1,1,0,-2.75027665068239,3.79564736259682,40.6558465510881,7
"4969",8730,162,1993,"s","LHL","gaussian",1,1,0,-1.75027665068239,-3.20435263740318,-58.3441534489119,3
"5055",12396,164,1993,"s","LHL","gaussian",1,9,0,-1.75027665068239,-6.20435263740318,-58.3441534489119,3
"4948",4422,161,1993,"s","LHL","gaussian",1,12,0,-1.75027665068239,-3.20435263740318,-58.3441534489119,3
"4921",12477,166,1993,"s","LHL","gaussian",1,12,0,2.24972334931761,-6.20435263740318,-58.3441534489119,3
"4918",7982,171,1993,"s","LHL","gaussian",1,9,0,2.24972334931761,-6.20435263740318,-58.3441534489119,3
"5308",9584,151,1995,"s","LHL","gaussian",1,4,0,5.24972334931761,-19.2043526374032,-144.344153448912,5
"5630",3153,173,1996,"s","LHL","gaussian",1,1,0,1.24972334931761,5.79564736259682,73.6558465510881,6
"5578",12831,168,1996,"s","LHL","gaussian",1,6,0,1.24972334931761,2.79564736259682,73.6558465510881,6
"4634",12944,146,1991,"s","LHL","gaussian",1,1,0,4.24972334931761,1.79564736259682,-87.3441534489119,1
"4725",11251,158,1992,"s","LHL","gaussian",1,2,0,-1.75027665068239,-10.2043526374032,-180.344153448912,2
"5185",3540,157,1994,"s","LHL","gaussian",1,11,0,6.24972334931761,-2.20435263740318,-66.3441534489119,4
"5600",5221,163,1996,"s","LHL","gaussian",1,1,0,1.24972334931761,6.79564736259682,73.6558465510881,6
"7602",3518,169,2003,"s","LHL","gaussian",1,9,0,-1.75027665068239,6.79564736259682,-7.34415344891187,13
"5312",443,166,1995,"s","LHL","gaussian",1,10,0,6.24972334931761,-10.2043526374032,-144.344153448912,5
"7353",11309,159,2001,"s","LHL","gaussian",1,1,0,-0.750276650682395,-4.20435263740318,149.655846551088,11
"6018",287,161,1998,"s","LHL","gaussian",1,1,0,-2.75027665068239,-4.20435263740318,89.6558465510881,7
"5168",12337,161,1994,"s","LHL","gaussian",1,1,0,4.24972334931761,-3.20435263740318,-66.3441534489119,3
"5749",2913,161,1997,"s","LHL","gaussian",1,10,0,-2.75027665068239,-10.2043526374032,40.6558465510881,6
"5036",2269,161,1993,"s","LHL","gaussian",1,1,0,2.24972334931761,4.79564736259682,-58.3441534489119,2
"5793",1701,156,1997,"s","LHL","gaussian",1,1,0,1.24972334931761,-2.20435263740318,40.6558465510881,6
"4943",12635,162,1993,"s","LHL","gaussian",1,9,0,3.24972334931761,-5.20435263740318,-58.3441534489119,2
"6050",14224,160,1998,"s","LHL","gaussian",1,1,0,-1.75027665068239,-2.20435263740318,89.6558465510881,7
"5323",5,164,1995,"s","LHL","gaussian",1,11,0,6.24972334931761,-3.20435263740318,-144.344153448912,4
"6261",6002,161,1999,"s","LHL","gaussian",1,3,0,3.24972334931761,-10.2043526374032,-176.344153448912,8
"6070",8696,167,1998,"s","LHL","gaussian",1,1,0,-2.75027665068239,0.795647362596824,89.6558465510881,7
"5238",2767,149,1994,"s","LHL","gaussian",1,8,0,2.24972334931761,-3.20435263740318,-66.3441534489119,3
"5571",588,173,1996,"s","LHL","gaussian",1,1,0,1.24972334931761,1.79564736259682,73.6558465510881,5
"6011",11339,168,1998,"s","LHL","gaussian",1,1,0,-2.75027665068239,-4.20435263740318,89.6558465510881,7
"6696",13638,160,2001,"s","LHL","gaussian",1,1,0,-6.75027665068239,-18.2043526374032,149.655846551088,9
"7537",1192,154,2003,"s","LHL","gaussian",1,9,0,-1.75027665068239,-1.20435263740318,-7.34415344891187,11
"6757",13615,167,2001,"s","LHL","gaussian",1,1,0,-3.75027665068239,2.79564736259682,149.655846551088,9
"5579",14046,169,1996,"s","LHL","gaussian",1,1,0,2.24972334931761,2.79564736259682,73.6558465510881,4
"6552",5798,177,2000,"s","LHL","gaussian",1,2,0,-3.75027665068239,-7.20435263740318,-40.3441534489119,8
"5800",8832,152,1997,"s","LHL","gaussian",1,11,0,-2.75027665068239,-1.20435263740318,40.6558465510881,5
"5400",3571,168,1995,"s","LHL","gaussian",1,10,0,1.24972334931761,8.79564736259682,-144.344153448912,3
"6052",4758,166,1998,"s","LHL","gaussian",1,1,0,0.249723349317605,-0.204352637403176,89.6558465510881,6
"7795",11877,152,2004,"s","LHL","gaussian",1,1,0,6.24972334931761,-9.20435263740318,169.655846551088,12
"5657",7963,169,1996,"s","LHL","gaussian",1,3,0,2.24972334931761,21.7956473625968,73.6558465510881,4
"5406",13525,148,1995,"s","LHL","gaussian",1,1,0,1.24972334931761,9.79564736259682,-144.344153448912,3
"5865",10126,170,1997,"s","LHL","gaussian",1,1,0,-2.75027665068239,3.79564736259682,40.6558465510881,5
"6692",7259,170,2001,"s","LHL","gaussian",1,1,0,-11.7502766506824,3.79564736259682,149.655846551088,9
"5573",7388,172,1996,"s","LHL","gaussian",1,1,0,1.24972334931761,1.79564736259682,73.6558465510881,4
"6076",10135,156,1998,"s","LHL","gaussian",1,4,0,-2.75027665068239,-0.204352637403176,89.6558465510881,6
"5877",4941,160,1997,"s","LHL","gaussian",1,1,0,-2.75027665068239,5.79564736259682,40.6558465510881,5
"7614",7860,166,2003,"s","LHL","gaussian",1,8,0,4.24972334931761,1.79564736259682,-7.34415344891187,11
"6349",14311,158,1999,"s","LHL","gaussian",1,10,0,-0.750276650682395,3.79564736259682,-176.344153448912,7
"6017",107,161,1998,"s","LHL","gaussian",1,1,0,-2.75027665068239,-4.20435263740318,89.6558465510881,6
"5581",1417,160,1996,"s","LHL","gaussian",1,1,0,1.24972334931761,3.79564736259682,73.6558465510881,4
"6566",4549,167,2000,"s","LHL","gaussian",1,7,0,-5.75027665068239,2.79564736259682,-40.3441534489119,7
"6742",217,168,2001,"s","LHL","gaussian",1,1,0,-3.75027665068239,0.795647362596824,149.655846551088,8
"6098",11631,158,1998,"s","LHL","gaussian",1,1,0,-1.75027665068239,2.79564736259682,89.6558465510881,5
"6331",14063,154,1999,"s","LHL","gaussian",1,8,0,-2.75027665068239,2.79564736259682,-176.344153448912,6
"5537",12227,165,1996,"s","LHL","gaussian",1,9,0,0.249723349317605,-2.20435263740318,73.6558465510881,3
"5331",14313,158,1995,"s","LHL","gaussian",1,7,0,5.24972334931761,-1.20435263740318,-144.344153448912,2
"5534",13378,157,1996,"s","LHL","gaussian",1,1,0,4.24972334931761,-1.20435263740318,73.6558465510881,3
"5333",2535,151,1995,"s","LHL","gaussian",1,7,0,5.24972334931761,-0.204352637403176,-144.344153448912,2
"5812",46,167,1997,"s","LHL","gaussian",1,10,0,-2.75027665068239,-0.204352637403176,40.6558465510881,4
"5398",4278,151,1995,"s","LHL","gaussian",1,10,0,6.24972334931761,8.79564736259682,-144.344153448912,2
"5587",6781,160,1996,"s","LHL","gaussian",1,6,0,5.24972334931761,3.79564736259682,73.6558465510881,3
"5580",3413,157,1996,"s","LHL","gaussian",1,6,0,1.24972334931761,2.79564736259682,73.6558465510881,3
"5661",9922,166,1996,"s","LHL","gaussian",1,11,0,0.249723349317605,-1.20435263740318,73.6558465510881,3
"6053",5724,147,1998,"s","LHL","gaussian",1,9,0,0.249723349317605,-0.204352637403176,89.6558465510881,5
"6776",886,159,2001,"s","LHL","gaussian",1,1,0,-0.750276650682395,-5.20435263740318,149.655846551088,8
"7695",13265,155,2003,"s","LHL","gaussian",1,8,0,4.24972334931761,3.79564736259682,-7.34415344891187,10
"6340",8648,153,1999,"s","LHL","gaussian",1,3,0,-0.750276650682395,2.79564736259682,-176.344153448912,6
"6132",5882,169,1998,"s","LHL","gaussian",1,1,0,0.249723349317605,3.79564736259682,89.6558465510881,5
"6344",13454,155,1999,"s","LHL","gaussian",1,1,0,-0.750276650682395,3.79564736259682,-176.344153448912,6
"5582",13928,166,1996,"s","LHL","gaussian",1,6,0,2.24972334931761,4.79564736259682,73.6558465510881,3
"6082",3369,163,1998,"s","LHL","gaussian",1,1,0,2.24972334931761,1.79564736259682,89.6558465510881,5
"6320",13175,165,1999,"s","LHL","gaussian",1,3,0,-0.750276650682395,2.79564736259682,-176.344153448912,6
"6170",1839,168,1998,"s","LHL","gaussian",1,1,0,-2.75027665068239,9.79564736259682,89.6558465510881,5
"5593",5509,167,1996,"s","LHL","gaussian",1,1,0,1.24972334931761,5.79564736259682,73.6558465510881,3
"6775",10888,165,2001,"s","LHL","gaussian",1,1,0,-0.750276650682395,-20.2043526374032,149.655846551088,7
"5894",10002,169,1997,"s","LHL","gaussian",1,2,0,1.24972334931761,9.79564736259682,40.6558465510881,3
"7161",10132,150,2002,"s","LHL","gaussian",1,3,0,3.24972334931761,-6.20435263740318,-166.344153448912,8
"5769",6886,162,1997,"s","LHL","gaussian",1,2,0,3.24972334931761,-4.20435263740318,40.6558465510881,3
"6172",4060,158,1998,"s","LHL","gaussian",1,1,0,-2.75027665068239,6.79564736259682,89.6558465510881,3
"6266",11225,160,1999,"s","LHL","gaussian",1,3,0,3.24972334931761,-5.20435263740318,-176.344153448912,4
"7149",7519,148,2002,"s","LHL","gaussian",1,3,0,3.24972334931761,-13.2043526374032,-166.344153448912,7
"6470",9417,163,2000,"s","LHL","gaussian",1,1,0,-3.75027665068239,-6.20435263740318,-40.3441534489119,5
"6139",2540,157,1998,"s","LHL","gaussian",1,1,0,-1.75027665068239,3.79564736259682,89.6558465510881,3
"6555",5455,165,2000,"s","LHL","gaussian",1,2,0,-3.75027665068239,-8.20435263740318,-40.3441534489119,5
"6022",154,163,1998,"s","LHL","gaussian",1,1,0,0.249723349317605,-3.20435263740318,89.6558465510881,3
"8162",13079,151,2005,"s","LHL","gaussian",1,1,0,-2.75027665068239,-2.20435263740318,-96.3441534489119,10
"5772",3382,166,1997,"s","LHL","gaussian",1,1,0,1.24972334931761,-4.20435263740318,40.6558465510881,2
"6335",7111,147,1999,"s","LHL","gaussian",1,3,0,-4.75027665068239,3.79564736259682,-176.344153448912,4
"6782",175,164,2001,"s","LHL","gaussian",1,1,0,10.2497233493176,-7.20435263740318,149.655846551088,6
"5770",3125,148,1997,"s","LHL","gaussian",1,12,0,-2.75027665068239,-5.20435263740318,40.6558465510881,2
"5554",5067,148,1996,"s","LHL","gaussian",1,9,0,5.24972334931761,-1.20435263740318,73.6558465510881,1
"6334",7724,168,1999,"s","LHL","gaussian",1,7,0,3.24972334931761,3.79564736259682,-176.344153448912,4
"6306",5220,157,1999,"s","LHL","gaussian",1,3,0,3.24972334931761,0.795647362596824,-176.344153448912,4
"6713",1859,168,2001,"s","LHL","gaussian",1,1,0,-6.75027665068239,0.795647362596824,149.655846551088,6
