"","id","y","time","trait","measure","family","CapAgeYears","Sex","Twin","jdateMC","PopDensMC"
"623",9731,1,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"625",3245,12,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"633",3007,2,1986,"s","LBS","poisson",0,1,0,0,-219.443650793651
"636",6967,2,1986,"s","LBS","poisson",0,1,0,0,-219.443650793651
"637",4782,0,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"643",5625,15,1986,"s","LBS","poisson",0,1,0,0,-219.443650793651
"644",8323,8,1986,"s","LBS","poisson",0,1,0,0,-219.443650793651
"646",3483,3,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"647",9166,9,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"648",6841,2,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"649",9847,1,1987,"s","LBS","poisson",0,1,1,0,-99.4436507936508
"658",4164,0,1986,"s","LBS","poisson",0,2,1,0,-219.443650793651
"659",4017,1,1986,"s","LBS","poisson",0,2,0,0,-219.443650793651
"660",14088,3,1986,"s","LBS","poisson",0,2,0,0,-219.443650793651
"661",3332,4,1986,"s","LBS","poisson",0,2,0,0,-219.443650793651
"663",7470,1,1986,"s","LBS","poisson",0,2,0,0,-219.443650793651
"664",10920,0,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"665",10427,0,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"666",4514,0,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"667",9404,1,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"668",1492,0,1987,"s","LBS","poisson",0,2,1,0,-99.4436507936508
"669",2955,1,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"670",1641,19,1987,"s","LBS","poisson",0,2,1,0,-99.4436507936508
"671",10476,0,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"672",11996,0,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"673",10379,0,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"681",2168,1,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"684",11505,0,1986,"s","LBS","poisson",0,2,0,0,-219.443650793651
"685",5617,1,1987,"s","LBS","poisson",0,1,1,0,-99.4436507936508
"689",13190,8,1985,"s","LBS","poisson",0,1,0,0,78.5563492063492
"692",8410,6,1986,"s","LBS","poisson",0,2,0,0,-219.443650793651
"693",12322,0,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"694",6999,1,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"695",6619,0,1987,"s","LBS","poisson",0,2,1,0,-99.4436507936508
"696",7187,0,1987,"s","LBS","poisson",0,2,1,0,-99.4436507936508
"710",8348,2,1986,"s","LBS","poisson",0,1,0,0,-219.443650793651
"714",9806,11,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"723",13300,2,1986,"s","LBS","poisson",0,1,0,0,-219.443650793651
"724",4317,2,1986,"s","LBS","poisson",0,1,0,0,-219.443650793651
"725",3466,1,1987,"s","LBS","poisson",0,2,1,0,-99.4436507936508
"726",3199,1,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"727",8328,12,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"728",14298,0,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"729",4356,0,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"740",4954,2,1986,"s","LBS","poisson",0,1,0,0,-219.443650793651
"741",2019,0,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"742",3065,1,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"743",3641,0,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"749",9384,1,1987,"s","LBS","poisson",0,1,1,0,-99.4436507936508
"760",2768,1,1986,"s","LBS","poisson",0,2,0,0,-219.443650793651
"761",12313,0,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"762",12241,0,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"763",3999,0,1987,"s","LBS","poisson",0,2,1,0,-99.4436507936508
"764",6994,0,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"765",771,2,1986,"s","LBS","poisson",0,1,0,0,-219.443650793651
"766",2528,4,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"767",12579,2,1986,"s","LBS","poisson",0,2,0,0,-219.443650793651
"768",7943,0,1986,"s","LBS","poisson",0,2,0,0,-219.443650793651
"769",6893,1,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"770",7071,0,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"771",10049,8,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"774",11784,1,1986,"s","LBS","poisson",0,2,0,0,-219.443650793651
"1013",9861,6,1987,"s","LBS","poisson",0,2,1,0,-99.4436507936508
"1019",955,13,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"1021",3773,2,1988,"s","LBS","poisson",0,1,1,0,26.5563492063492
"1028",4564,7,1986,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1036",6061,11,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"1041",2132,8,1988,"s","LBS","poisson",0,1,0,0,26.5563492063492
"1046",8610,11,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"1096",6570,9,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"1098",207,5,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1099",8958,12,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1100",11954,3,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1101",4974,3,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1105",1996,13,1987,"s","LBS","poisson",0,1,1,0,-99.4436507936508
"1106",12282,9,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"1109",8950,17,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"1110",13315,1,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1125",12175,9,1989,"s","LBS","poisson",0,2,0,0,-219.443650793651
"1126",4072,2,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1127",12317,1,1989,"s","LBS","poisson",0,1,1,0,-219.443650793651
"1128",2803,5,1989,"s","LBS","poisson",0,2,1,0,-219.443650793651
"1129",14112,6,1989,"s","LBS","poisson",0,2,0,0,-219.443650793651
"1130",11590,6,1989,"s","LBS","poisson",0,2,0,0,-219.443650793651
"1146",3610,49,1989,"s","LBS","poisson",0,2,0,0,-219.443650793651
"1147",7338,9,1989,"s","LBS","poisson",0,1,1,0,-219.443650793651
"1148",10456,8,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1152",2562,8,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1158",11979,3,1988,"s","LBS","poisson",0,2,0,0,26.5563492063492
"1159",7267,2,1989,"s","LBS","poisson",0,2,0,0,-219.443650793651
"1161",10095,7,1989,"s","LBS","poisson",0,2,0,0,-219.443650793651
"1169",4666,19,1988,"s","LBS","poisson",0,1,0,0,26.5563492063492
"1170",4932,7,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"1180",12918,15,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1181",13506,7,1989,"s","LBS","poisson",0,1,1,0,-219.443650793651
"1182",11699,10,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1188",3293,0,1988,"s","LBS","poisson",0,1,0,0,26.5563492063492
"1189",3991,0,1988,"s","LBS","poisson",0,1,0,0,26.5563492063492
"1202",5780,9,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"1203",11283,3,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1205",12643,9,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1209",850,13,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1210",5562,55,1989,"s","LBS","poisson",0,2,0,0,-219.443650793651
"1212",7405,0,1989,"s","LBS","poisson",0,2,0,0,-219.443650793651
"1213",197,0,1989,"s","LBS","poisson",0,2,0,0,-219.443650793651
"1215",10784,9,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1255",6317,4,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1256",7839,7,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1257",3704,2,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1258",1969,2,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1259",1265,10,1990,"s","LBS","poisson",0,1,1,0,-140.443650793651
"1263",7548,2,1989,"s","LBS","poisson",0,1,1,0,-219.443650793651
"1281",11012,4,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1282",12064,9,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1283",1028,11,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1284",224,10,1990,"s","LBS","poisson",0,1,1,0,-140.443650793651
"1286",8052,12,1987,"s","LBS","poisson",0,1,1,0,-99.4436507936508
"1307",13997,3,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1308",8195,6,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1309",10556,11,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1310",7159,8,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1311",5344,1,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1312",2725,45,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1313",7303,0,1990,"s","LBS","poisson",0,2,1,0,-140.443650793651
"1314",6737,2,1990,"s","LBS","poisson",0,1,1,0,-140.443650793651
"1326",1971,5,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1333",5401,1,1990,"s","LBS","poisson",0,1,1,0,-140.443650793651
"1334",3808,2,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1339",13051,1,1990,"s","LBS","poisson",0,2,1,0,-140.443650793651
"1340",2155,1,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1350",9546,7,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1351",2182,5,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1352",13304,2,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1353",4000,10,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1354",7557,2,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1355",9744,7,1990,"s","LBS","poisson",0,1,1,0,-140.443650793651
"1356",5489,0,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1374",471,5,1990,"s","LBS","poisson",0,1,1,0,-140.443650793651
"1375",6885,11,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1379",4263,10,1988,"s","LBS","poisson",0,1,1,0,26.5563492063492
"1401",12134,0,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1402",9425,5,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1403",9270,9,1990,"s","LBS","poisson",0,1,1,0,-140.443650793651
"1404",968,12,1990,"s","LBS","poisson",0,1,1,0,-140.443650793651
"1405",8553,0,1990,"s","LBS","poisson",0,2,1,0,-140.443650793651
"1406",2380,11,1990,"s","LBS","poisson",0,2,1,0,-140.443650793651
"1407",6712,5,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1408",2208,1,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1409",11436,15,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1410",8341,2,1990,"s","LBS","poisson",0,2,1,0,-140.443650793651
"1411",13524,3,1990,"s","LBS","poisson",0,2,1,0,-140.443650793651
"1413",5709,17,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1415",11348,23,1989,"s","LBS","poisson",0,2,1,0,-219.443650793651
"1416",7678,5,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1418",13105,9,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"1420",12736,12,1986,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1426",3215,0,1990,"s","LBS","poisson",0,1,1,0,-140.443650793651
"1436",7638,19,1990,"s","LBS","poisson",0,1,1,0,-140.443650793651
"1437",6177,3,1990,"s","LBS","poisson",0,2,1,0,-140.443650793651
"1441",5771,0,1988,"s","LBS","poisson",0,1,0,0,26.5563492063492
"1446",8725,10,1990,"s","LBS","poisson",0,1,1,0,-140.443650793651
"1459",13426,11,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1460",13000,1,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1461",10387,0,1990,"s","LBS","poisson",0,2,1,0,-140.443650793651
"1462",4413,8,1990,"s","LBS","poisson",0,1,1,0,-140.443650793651
"1463",13995,2,1990,"s","LBS","poisson",0,2,1,0,-140.443650793651
"1464",5910,22,1990,"s","LBS","poisson",0,2,1,0,-140.443650793651
"1466",4130,11,1989,"s","LBS","poisson",0,2,0,0,-219.443650793651
"1467",11688,12,1988,"s","LBS","poisson",0,1,0,0,26.5563492063492
"1472",1438,0,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1479",1475,2,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1480",11829,18,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1483",4870,1,1990,"s","LBS","poisson",0,2,1,0,-140.443650793651
"1486",10396,1,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1487",4489,2,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1488",280,9,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1492",8067,1,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1493",3678,8,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1495",934,0,1990,"s","LBS","poisson",0,2,1,0,-140.443650793651
"1497",3231,13,1987,"s","LBS","poisson",0,1,0,0,-99.4436507936508
"1501",975,8,1990,"s","LBS","poisson",0,1,1,0,-140.443650793651
"1503",5641,0,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1504",8728,0,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1507",6925,4,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1508",1354,1,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1509",1633,6,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1513",9531,7,1990,"s","LBS","poisson",0,1,1,0,-140.443650793651
"1515",11532,0,1990,"s","LBS","poisson",0,2,1,0,-140.443650793651
"1516",875,5,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1518",10354,0,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1519",9765,1,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1521",9032,2,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1534",2943,0,1989,"s","LBS","poisson",0,1,1,0,-219.443650793651
"1604",14124,6,1991,"s","LBS","poisson",0,2,0,0,-16.4436507936508
"1632",9482,5,1991,"s","LBS","poisson",0,2,0,0,-16.4436507936508
"1634",12538,10,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1639",9874,5,1988,"s","LBS","poisson",0,1,0,0,26.5563492063492
"1645",10858,10,1991,"s","LBS","poisson",0,1,1,0,-16.4436507936508
"1651",12659,10,1991,"s","LBS","poisson",0,1,0,0,-16.4436507936508
"1657",5977,4,1991,"s","LBS","poisson",0,1,0,0,-16.4436507936508
"1659",3324,10,1986,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1664",13084,0,1991,"s","LBS","poisson",0,2,0,0,-16.4436507936508
"1665",7402,0,1991,"s","LBS","poisson",0,2,1,0,-16.4436507936508
"1666",6277,2,1991,"s","LBS","poisson",0,1,0,0,-16.4436507936508
"1670",5205,1,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"1672",5631,9,1991,"s","LBS","poisson",0,1,0,0,-16.4436507936508
"1674",7945,4,1991,"s","LBS","poisson",0,1,0,0,-16.4436507936508
"1675",3910,11,1991,"s","LBS","poisson",0,2,0,0,-16.4436507936508
"1683",2283,10,1991,"s","LBS","poisson",0,1,0,0,-16.4436507936508
"1688",5590,10,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1706",4886,9,1991,"s","LBS","poisson",0,1,0,0,-16.4436507936508
"1707",2240,11,1991,"s","LBS","poisson",0,1,1,0,-16.4436507936508
"1711",3668,12,1988,"s","LBS","poisson",0,1,0,0,26.5563492063492
"1712",13708,10,1988,"s","LBS","poisson",0,1,0,0,26.5563492063492
"1730",4008,4,1991,"s","LBS","poisson",0,1,1,0,-16.4436507936508
"1731",5102,0,1991,"s","LBS","poisson",0,2,0,0,-16.4436507936508
"1732",7460,8,1991,"s","LBS","poisson",0,1,0,0,-16.4436507936508
"1733",11579,1,1991,"s","LBS","poisson",0,2,0,0,-16.4436507936508
"1734",6108,30,1991,"s","LBS","poisson",0,2,0,0,-16.4436507936508
"1760",3650,5,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1769",12719,8,1988,"s","LBS","poisson",0,1,0,0,26.5563492063492
"1786",14186,11,1991,"s","LBS","poisson",0,1,1,0,-16.4436507936508
"1787",9509,1,1991,"s","LBS","poisson",0,2,0,0,-16.4436507936508
"1788",1546,1,1991,"s","LBS","poisson",0,2,1,0,-16.4436507936508
"1789",4341,2,1991,"s","LBS","poisson",0,2,0,0,-16.4436507936508
"1791",13357,8,1990,"s","LBS","poisson",0,1,1,0,-140.443650793651
"1793",1452,5,1991,"s","LBS","poisson",0,1,0,0,-16.4436507936508
"1794",8227,7,1991,"s","LBS","poisson",0,1,0,0,-16.4436507936508
"1797",12400,3,1991,"s","LBS","poisson",0,2,0,0,-16.4436507936508
"1800",13983,5,1991,"s","LBS","poisson",0,1,0,0,-16.4436507936508
"1805",13597,6,1991,"s","LBS","poisson",0,1,0,0,-16.4436507936508
"1808",10374,10,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"1811",1136,6,1991,"s","LBS","poisson",0,1,0,0,-16.4436507936508
"1836",2712,5,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"1837",3586,11,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"1838",6199,9,1992,"s","LBS","poisson",0,1,1,0,-109.443650793651
"1839",3254,11,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"1840",12023,13,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"1841",13178,8,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"1858",501,0,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"1859",2109,9,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"1860",12952,13,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"1887",9732,0,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"1888",6820,2,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"1889",13261,9,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"1890",9421,13,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"1891",9760,4,1992,"s","LBS","poisson",0,2,1,0,-109.443650793651
"1892",6370,0,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"1893",5931,0,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"1917",6109,10,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"1921",12562,8,1987,"s","LBS","poisson",0,2,0,0,-99.4436507936508
"1924",10864,6,1992,"s","LBS","poisson",0,1,1,0,-109.443650793651
"1932",8413,0,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"1937",4831,10,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"1939",827,0,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"1941",1769,1,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"1944",12607,11,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"1948",13307,0,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"1954",11251,2,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"1956",3912,10,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"1961",10168,10,1992,"s","LBS","poisson",0,1,1,0,-109.443650793651
"1966",10670,12,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"1968",9659,7,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"1972",3597,2,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"1973",2083,9,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"1976",1152,1,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"1977",11290,6,1991,"s","LBS","poisson",0,1,0,0,-16.4436507936508
"1981",13544,5,1992,"s","LBS","poisson",0,1,1,0,-109.443650793651
"1982",13653,1,1992,"s","LBS","poisson",0,2,1,0,-109.443650793651
"1985",13438,2,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"1988",1138,9,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"1999",1490,0,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"2000",12740,25,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"2007",3238,2,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"2009",2541,14,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"2011",3595,0,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"2021",11867,0,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"2023",1712,6,1992,"s","LBS","poisson",0,1,1,0,-109.443650793651
"2026",9329,8,1991,"s","LBS","poisson",0,1,0,0,-16.4436507936508
"2028",7049,7,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"2030",468,6,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"2031",9967,4,1992,"s","LBS","poisson",0,2,1,0,-109.443650793651
"2034",8219,4,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"2036",7108,8,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"2045",6599,13,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"2049",4483,1,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"2059",10951,13,1989,"s","LBS","poisson",0,1,0,0,-219.443650793651
"2061",8639,4,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"2065",5038,0,1992,"s","LBS","poisson",0,2,1,0,-109.443650793651
"2071",2656,5,1992,"s","LBS","poisson",0,1,1,0,-109.443650793651
"2073",803,8,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"2074",3768,3,1991,"s","LBS","poisson",0,1,0,0,-16.4436507936508
"2079",13555,1,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"2089",10766,30,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"2103",2301,5,1993,"s","LBS","poisson",0,1,1,0,12.5563492063492
"2104",9265,4,1991,"s","LBS","poisson",0,1,0,0,-16.4436507936508
"2105",7155,5,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"2108",835,13,1986,"s","LBS","poisson",0,1,0,0,-219.443650793651
"2126",7982,9,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2127",12477,17,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2128",10737,5,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2129",6912,0,1993,"s","LBS","poisson",0,2,1,0,12.5563492063492
"2130",4077,0,1993,"s","LBS","poisson",0,2,0,0,12.5563492063492
"2131",12549,13,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"2134",2173,3,1992,"s","LBS","poisson",0,2,0,0,-109.443650793651
"2152",12148,9,1993,"s","LBS","poisson",0,1,1,0,12.5563492063492
"2159",4805,1,1993,"s","LBS","poisson",0,1,1,0,12.5563492063492
"2160",3107,3,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2161",10240,7,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"2166",8692,0,1993,"s","LBS","poisson",0,2,1,0,12.5563492063492
"2188",13136,8,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2189",10159,8,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2219",630,7,1993,"s","LBS","poisson",0,2,0,0,12.5563492063492
"2220",13789,0,1993,"s","LBS","poisson",0,2,0,0,12.5563492063492
"2221",876,0,1993,"s","LBS","poisson",0,2,0,0,12.5563492063492
"2222",2841,4,1993,"s","LBS","poisson",0,2,0,0,12.5563492063492
"2223",12396,12,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2224",6965,5,1993,"s","LBS","poisson",0,1,1,0,12.5563492063492
"2239",10431,0,1993,"s","LBS","poisson",0,1,1,0,12.5563492063492
"2240",2703,10,1993,"s","LBS","poisson",0,1,1,0,12.5563492063492
"2241",7189,12,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"2264",775,11,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2265",6496,12,1992,"s","LBS","poisson",0,1,0,0,-109.443650793651
"2272",4422,17,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2278",4894,13,1989,"s","LBS","poisson",0,2,0,0,-219.443650793651
"2284",3077,13,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2305",5153,9,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2309",7051,2,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2310",10568,9,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2311",12182,2,1992,"s","LBS","poisson",0,1,1,0,-109.443650793651
"2352",735,2,1994,"s","LBS","poisson",0,1,0,0,4.55634920634918
"2353",4750,8,1994,"s","LBS","poisson",0,1,0,0,4.55634920634918
"2357",7572,0,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2374",11652,15,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2414",7037,3,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2415",1090,5,1991,"s","LBS","poisson",0,1,0,0,-16.4436507936508
"2419",6017,7,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2424",12635,11,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2433",11215,3,1993,"s","LBS","poisson",0,2,0,0,12.5563492063492
"2434",8137,1,1993,"s","LBS","poisson",0,2,0,0,12.5563492063492
"2438",3747,15,1993,"s","LBS","poisson",0,2,0,0,12.5563492063492
"2442",5515,8,1990,"s","LBS","poisson",0,1,0,0,-140.443650793651
"2443",6596,7,1990,"s","LBS","poisson",0,1,1,0,-140.443650793651
"2445",14262,8,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2446",11071,18,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2470",2767,7,1994,"s","LBS","poisson",0,1,0,0,4.55634920634918
"2487",564,4,1994,"s","LBS","poisson",0,1,0,0,4.55634920634918
"2488",11807,5,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2489",6367,10,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2491",7730,11,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2492",13690,7,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
"2500",3951,8,1994,"s","LBS","poisson",0,1,0,0,4.55634920634918
"2507",2650,11,1990,"s","LBS","poisson",0,2,0,0,-140.443650793651
"2508",9498,6,1993,"s","LBS","poisson",0,2,1,0,12.5563492063492
"2511",13278,3,1993,"s","LBS","poisson",0,2,0,0,12.5563492063492
"2517",3540,11,1994,"s","LBS","poisson",0,1,0,0,4.55634920634918
"2534",5586,9,1993,"s","LBS","poisson",0,1,0,0,12.5563492063492
