"","LambBolCirc","Sur1","ID","Twin","jdateMC","PopDensMC","birthjdateMC","BirthYear"
"7813",243,1,4405,0,-1.61958146487294,158.499252615845,-6.2153443766347,2004
"8147",254,1,13519,0,-2.61958146487294,-107.500747384155,-2.2153443766347,2005
"8620",256,1,4358,0,-4.61958146487294,-65.5007473841555,-3.2153443766347,2007
"8133",250,1,14017,0,5.38041853512706,-107.500747384155,-5.2153443766347,2005
"11128",201,0,4148,0,0.380418535127063,32.4992526158445,3.7846556233653,2013
"7536",210,1,12244,0,-1.61958146487294,-18.5007473841555,-2.2153443766347,2003
"8671",220,1,12910,0,-4.61958146487294,-65.5007473841555,0.784655623365296,2007
"8688",230,1,4797,0,-0.619581464872937,-65.5007473841555,-0.215344376634704,2007
"8843",219,0,6191,0,-7.61958146487294,54.4992526158445,-14.2153443766347,2008
"8506",229,1,3643,0,-5.61958146487294,-45.5007473841555,6.7846556233653,2006
"8742",224,1,5691,0,-4.61958146487294,-65.5007473841555,7.7846556233653,2007
"8145",212,1,9062,0,-2.61958146487294,-107.500747384155,-4.2153443766347,2005
"9119",252,1,4018,0,4.38041853512706,104.499252615845,-20.2153443766347,2009
"8637",245,1,8053,0,-4.61958146487294,-65.5007473841555,-2.2153443766347,2007
"9146",225,1,582,0,-2.61958146487294,104.499252615845,-11.2153443766347,2009
"9151",180,1,6709,0,-2.61958146487294,104.499252615845,-11.2153443766347,2009
"8502",216,0,13778,0,2.38041853512706,-45.5007473841555,4.7846556233653,2006
"8633",232,0,11029,0,-4.61958146487294,-65.5007473841555,-3.2153443766347,2007
"7573",195,1,9283,0,-1.61958146487294,-18.5007473841555,2.7846556233653,2003
"8430",224,0,6378,0,-5.61958146487294,-45.5007473841555,-0.215344376634704,2006
"8886",219,1,13251,0,-6.61958146487294,54.4992526158445,-5.2153443766347,2008
"7523",205,1,6757,0,4.38041853512706,-18.5007473841555,-4.2153443766347,2003
"8598",237,1,11340,0,-4.61958146487294,-65.5007473841555,-7.2153443766347,2007
"8748",194,1,10289,0,-0.619581464872937,-65.5007473841555,6.7846556233653,2007
"9170",225,1,13200,0,-2.61958146487294,104.499252615845,-3.2153443766347,2009
"9185",205,1,10097,0,-2.61958146487294,104.499252615845,-3.2153443766347,2009
"11121",215,1,12516,0,-2.61958146487294,32.4992526158445,3.7846556233653,2013
"8513",235,1,9795,0,-5.61958146487294,-45.5007473841555,8.7846556233653,2006
"8586",210,1,1414,0,-4.61958146487294,-65.5007473841555,-11.2153443766347,2007
"8119",212,1,4003,0,5.38041853512706,-107.500747384155,-10.2153443766347,2005
"8717",245,1,6265,0,-4.61958146487294,-65.5007473841555,-0.215344376634704,2007
"8692",243,1,8819,0,-4.61958146487294,-65.5007473841555,1.7846556233653,2007
"8724",239,0,2914,0,-4.61958146487294,-65.5007473841555,1.7846556233653,2007
"8588",155,1,7076,0,-0.619581464872937,-65.5007473841555,-23.2153443766347,2007
"8847",216,1,8229,0,-3.61958146487294,54.4992526158445,-19.2153443766347,2008
"9556",225,1,12575,0,2.38041853512706,159.499252615845,-11.2153443766347,2010
"8612",185,1,1012,0,-0.619581464872937,-65.5007473841555,-5.2153443766347,2007
"9502",215,1,11810,0,-4.61958146487294,159.499252615845,-3.2153443766347,2010
"8901",198,1,7421,0,-3.61958146487294,54.4992526158445,-8.2153443766347,2008
"8666",209,1,12684,0,-4.61958146487294,-65.5007473841555,0.784655623365296,2007
"10768",230,1,11003,0,0.380418535127063,-150.500747384155,2.7846556233653,2012
"9186",210,1,11174,0,-2.61958146487294,104.499252615845,-3.2153443766347,2009
"9492",230,1,5425,0,-4.61958146487294,159.499252615845,-4.2153443766347,2010
"10798",180,1,10494,0,0.380418535127063,-150.500747384155,3.7846556233653,2012
"8885",180,1,3759,0,-7.61958146487294,54.4992526158445,-6.2153443766347,2008
"9596",220,0,6976,0,2.38041853512706,159.499252615845,-6.2153443766347,2010
"8654",222,1,10660,0,-4.61958146487294,-65.5007473841555,-1.2153443766347,2007
"8966",157,1,751,0,-3.61958146487294,54.4992526158445,-6.2153443766347,2008
"9250",250,1,3802,0,-2.61958146487294,104.499252615845,-5.2153443766347,2009
"10313",225,1,6408,0,-3.61958146487294,136.499252615845,-1.2153443766347,2011
"10732",230,1,1863,0,2.38041853512706,-150.500747384155,-1.2153443766347,2012
"9268",218,1,6952,0,3.38041853512706,104.499252615845,-5.2153443766347,2009
"8940",213,1,5559,0,-3.61958146487294,54.4992526158445,-6.2153443766347,2008
"10723",195,1,9704,0,2.38041853512706,-150.500747384155,-3.2153443766347,2012
"9228",203,1,3278,0,3.38041853512706,104.499252615845,-10.2153443766347,2009
"11892",195,0,6492,0,0.380418535127063,-30.5007473841555,-0.215344376634704,2014
"10809",165,1,9192,0,0.380418535127063,-150.500747384155,9.7846556233653,2012
"10709",230,1,6654,0,2.38041853512706,-150.500747384155,-9.2153443766347,2012
"11740",180,1,8872,0,0.380418535127063,-30.5007473841555,-5.2153443766347,2014
"11007",190,1,2364,0,0.380418535127063,32.4992526158445,-5.2153443766347,2013
"11822",230,1,520,0,4.38041853512706,-30.5007473841555,-0.215344376634704,2014
"11017",225,1,232,0,7.38041853512706,32.4992526158445,-4.2153443766347,2013
"10753",190,1,6741,0,0.380418535127063,-150.500747384155,1.7846556233653,2012
"12233",210,1,1395,0,-7.61958146487294,0.499252615844512,5.7846556233653,2015
"11035",215,0,1199,0,-2.61958146487294,32.4992526158445,-3.2153443766347,2013
"12253",160,1,768,0,-7.61958146487294,0.499252615844512,6.7846556233653,2015
"11880",220,1,10059,0,4.38041853512706,-30.5007473841555,6.7846556233653,2014
"10781",225,1,8393,0,0.380418535127063,-150.500747384155,5.7846556233653,2012
"12569",180,1,10769,0,0.380418535127063,-68.5007473841555,7.7846556233653,2016
"10726",240,1,11322,0,2.38041853512706,-150.500747384155,-3.2153443766347,2012
"10769",185,1,10802,0,0.380418535127063,-150.500747384155,3.7846556233653,2012
"11827",230,0,12305,0,0.380418535127063,-30.5007473841555,0.784655623365296,2014
"11096",235,0,1745,0,5.38041853512706,32.4992526158445,1.7846556233653,2013
"11758",230,1,11140,0,4.38041853512706,-30.5007473841555,-2.2153443766347,2014
"10745",240,1,60,0,8.38041853512706,-150.500747384155,-2.2153443766347,2012
"12559",190,0,1058,0,8.38041853512706,-68.5007473841555,6.7846556233653,2016
"11783",220,1,12861,0,4.38041853512706,-30.5007473841555,-0.215344376634704,2014
"11823",225,1,2722,0,-5.61958146487294,-30.5007473841555,2.7846556233653,2014
"12277",205,1,6896,0,-7.61958146487294,0.499252615844512,6.7846556233653,2015
"10780",190,1,862,0,0.380418535127063,-150.500747384155,4.7846556233653,2012
"12177",210,1,13840,0,-7.61958146487294,0.499252615844512,5.7846556233653,2015
"10756",195,1,1637,0,2.38041853512706,-150.500747384155,0.784655623365296,2012
"10746",170,1,2082,0,0.380418535127063,-150.500747384155,-1.2153443766347,2012
"12631",180,1,3088,0,0.380418535127063,-68.5007473841555,14.7846556233653,2016
"10771",225,1,976,0,0.380418535127063,-150.500747384155,2.7846556233653,2012
"11058",220,1,2944,0,0.380418535127063,32.4992526158445,-2.2153443766347,2013
"11792",230,1,7246,0,4.38041853512706,-30.5007473841555,0.784655623365296,2014
"12210",220,0,336,0,-7.61958146487294,0.499252615844512,3.7846556233653,2015
"12597",215,1,5330,0,0.380418535127063,-68.5007473841555,7.7846556233653,2016
"11895",180,0,4670,0,-5.61958146487294,-30.5007473841555,9.7846556233653,2014
"12169",195,0,3938,0,-4.61958146487294,0.499252615844512,-2.2153443766347,2015
"11063",240,1,4963,0,5.38041853512706,32.4992526158445,-3.2153443766347,2013
"13113",220,1,7968,0,-0.619581464872937,-134.500747384155,0.784655623365296,2018
"12558",220,1,8253,0,2.38041853512706,-68.5007473841555,4.7846556233653,2016
"12749",235,0,9981,0,7.38041853512706,15.4992526158445,-4.2153443766347,2017
"12602",190,1,6343,0,0.380418535127063,-68.5007473841555,10.7846556233653,2016
"12491",195,1,3294,0,0.380418535127063,-68.5007473841555,4.7846556233653,2016
"11745",160,0,6229,0,0.380418535127063,-30.5007473841555,-5.2153443766347,2014
"12581",190,1,10615,0,8.38041853512706,-68.5007473841555,8.7846556233653,2016
"12794",195,0,11188,0,-2.61958146487294,15.4992526158445,-0.215344376634704,2017
"8651",215,0,5390,1,-4.61958146487294,-65.5007473841555,-1.2153443766347,2007
"3914",195,1,7187,1,5.38041853512706,-181.500747384155,2.7846556233653,1987
"5921",141,0,1302,1,-2.61958146487294,29.4992526158445,5.7846556233653,1997
"3918",210,1,929,1,5.38041853512706,-181.500747384155,2.7846556233653,1987
"3983",180,1,10216,1,6.38041853512706,-181.500747384155,-2.2153443766347,1987
"3977",250,0,2523,1,5.38041853512706,-181.500747384155,2.7846556233653,1987
"3939",175,1,4043,1,6.38041853512706,-181.500747384155,6.7846556233653,1987
"3940",215,1,188,1,6.38041853512706,-181.500747384155,6.7846556233653,1987
"4062",180,0,1137,1,10.3804185351271,-55.5007473841555,-11.2153443766347,1988
"3946",175,0,10260,1,5.38041853512706,-181.500747384155,7.7846556233653,1987
"4154",160,0,8140,1,9.38041853512706,-55.5007473841555,-1.2153443766347,1988
"4125",180,0,10420,1,12.3804185351271,-55.5007473841555,-4.2153443766347,1988
"5527",150,0,13427,1,2.38041853512706,62.4992526158445,-2.2153443766347,1996
"5386",135,1,2114,1,1.38041853512706,-155.500747384155,6.7846556233653,1995
"5608",150,0,6041,1,1.38041853512706,62.4992526158445,5.7846556233653,1996
"6047",165,0,4433,1,-2.61958146487294,78.4992526158445,-2.2153443766347,1998
"6048",179,0,7257,1,-2.61958146487294,78.4992526158445,-2.2153443766347,1998
"5569",180,0,13721,1,1.38041853512706,62.4992526158445,-0.215344376634704,1996
"5570",190,0,14123,1,1.38041853512706,62.4992526158445,-0.215344376634704,1996
"5568",190,0,7924,1,1.38041853512706,62.4992526158445,1.7846556233653,1996
"6368",124,1,10634,1,-4.61958146487294,-187.500747384155,8.7846556233653,1999
"6080",187,0,8505,1,0.380418535127063,78.4992526158445,0.784655623365296,1998
"5778",194,0,3648,1,1.38041853512706,29.4992526158445,-3.2153443766347,1997
"5509",180,0,5133,1,1.38041853512706,62.4992526158445,-14.2153443766347,1996
"6025",138,0,4572,1,-2.61958146487294,78.4992526158445,-5.2153443766347,1998
"5888",134,0,13563,1,-2.61958146487294,29.4992526158445,8.7846556233653,1997
"5652",190,0,12785,1,1.38041853512706,62.4992526158445,18.7846556233653,1996
"5653",180,0,9578,1,1.38041853512706,62.4992526158445,18.7846556233653,1996
"5611",160,0,1382,1,1.38041853512706,62.4992526158445,6.7846556233653,1996
"5612",130,0,5789,1,1.38041853512706,62.4992526158445,6.7846556233653,1996
"5361",130,1,9816,1,1.38041853512706,-155.500747384155,3.7846556233653,1995
"5650",160,0,9778,1,1.38041853512706,62.4992526158445,18.7846556233653,1996
"6001",177,0,1304,1,-2.61958146487294,78.4992526158445,-5.2153443766347,1998
"5519",190,0,11092,1,2.38041853512706,62.4992526158445,-3.2153443766347,1996
"5591",170,0,4877,1,1.38041853512706,62.4992526158445,4.7846556233653,1996
"7503",205,1,9712,1,1.38041853512706,-18.5007473841555,-8.2153443766347,2003
"5908",148,0,6472,1,-2.61958146487294,29.4992526158445,16.7846556233653,1997
"5909",126,0,10995,1,-2.61958146487294,29.4992526158445,16.7846556233653,1997
"5602",190,0,980,1,1.38041853512706,62.4992526158445,5.7846556233653,1996
"5901",209,1,7644,1,3.38041853512706,29.4992526158445,12.7846556233653,1997
"5782",159,0,1095,1,1.38041853512706,29.4992526158445,-4.2153443766347,1997
"5783",166,0,10940,1,1.38041853512706,29.4992526158445,-4.2153443766347,1997
"6060",130,0,6154,1,-2.61958146487294,78.4992526158445,-1.2153443766347,1998
"6061",139,0,12866,1,-2.61958146487294,78.4992526158445,-1.2153443766347,1998
"7617",165,1,2250,1,1.38041853512706,-18.5007473841555,3.7846556233653,2003
"7828",145,0,2245,1,-1.61958146487294,158.499252615845,-6.2153443766347,2004
"6496",200,0,9793,1,-5.61958146487294,-51.5007473841555,-3.2153443766347,2000
"7922",130,0,3268,1,-1.61958146487294,158.499252615845,-1.2153443766347,2004
"6707",145,0,798,1,-6.61958146487294,138.499252615845,-7.2153443766347,2001
"6683",185,0,7290,1,-0.619581464872937,138.499252615845,-6.2153443766347,2001
"6765",165,0,9605,1,-0.619581464872937,138.499252615845,-6.2153443766347,2001
"5543",190,0,8580,1,5.38041853512706,62.4992526158445,-0.215344376634704,1996
"6332",180,0,8828,1,-4.61958146487294,-187.500747384155,2.7846556233653,1999
"6333",175,0,10234,1,-4.61958146487294,-187.500747384155,2.7846556233653,1999
"8071",110,0,10753,1,-1.61958146487294,158.499252615845,21.7846556233653,2004
"6046",175,0,2166,1,-1.61958146487294,78.4992526158445,-2.2153443766347,1998
"6763",175,0,13185,1,-0.619581464872937,138.499252615845,-2.2153443766347,2001
"5603",130,0,3753,1,1.38041853512706,62.4992526158445,2.7846556233653,1996
"7512",125,0,12048,1,-1.61958146487294,-18.5007473841555,-6.2153443766347,2003
"7885",210,0,10474,1,4.38041853512706,158.499252615845,-3.2153443766347,2004
"7879",160,0,4409,1,-1.61958146487294,158.499252615845,-3.2153443766347,2004
"6676",155,0,9143,1,-6.61958146487294,138.499252615845,-3.2153443766347,2001
"7239",130,1,3333,1,-1.61958146487294,-177.500747384155,-2.2153443766347,2002
"7598",150,1,13085,1,-1.61958146487294,-18.5007473841555,6.7846556233653,2003
"7776",130,0,6391,1,-1.61958146487294,158.499252615845,-13.2153443766347,2004
"7777",150,0,1496,1,-1.61958146487294,158.499252615845,-13.2153443766347,2004
"7967",201,0,7817,1,-1.61958146487294,158.499252615845,-6.2153443766347,2004
"6524",190,1,3070,1,-5.61958146487294,-51.5007473841555,-2.2153443766347,2000
"6680",150,0,9389,1,-6.61958146487294,138.499252615845,3.7846556233653,2001
"6681",140,0,2201,1,-6.61958146487294,138.499252615845,3.7846556233653,2001
"7528",240,1,13822,1,4.38041853512706,-18.5007473841555,-2.2153443766347,2003
"8420",142,0,1238,1,2.38041853512706,-45.5007473841555,-3.2153443766347,2006
"8017",155,0,3428,1,-1.61958146487294,158.499252615845,7.7846556233653,2004
"8018",135,0,832,1,-1.61958146487294,158.499252615845,7.7846556233653,2004
"6746",135,0,8699,1,-3.61958146487294,138.499252615845,-1.2153443766347,2001
"7607",195,1,10386,1,1.38041853512706,-18.5007473841555,7.7846556233653,2003
"7608",155,0,2299,1,1.38041853512706,-18.5007473841555,7.7846556233653,2003
"7840",190,0,8069,1,-1.61958146487294,158.499252615845,-4.2153443766347,2004
"9248",165,0,5689,1,-1.61958146487294,104.499252615845,-7.2153443766347,2009
"7888",219,0,724,1,4.38041853512706,158.499252615845,-2.2153443766347,2004
"8516",177,0,12981,1,-5.61958146487294,-45.5007473841555,1.7846556233653,2006
"7864",176,0,5987,1,1.38041853512706,158.499252615845,-2.2153443766347,2004
"7688",195,1,2016,1,4.38041853512706,-18.5007473841555,1.7846556233653,2003
"7966",231,0,7869,1,-1.61958146487294,158.499252615845,-1.2153443766347,2004
"7821",230,0,12536,1,4.38041853512706,158.499252615845,-7.2153443766347,2004
"8634",150,0,9519,1,-0.619581464872937,-65.5007473841555,-6.2153443766347,2007
"7950",180,0,3338,1,1.38041853512706,158.499252615845,3.7846556233653,2004
"7951",170,0,9234,1,1.38041853512706,158.499252615845,3.7846556233653,2004
"8450",163,1,10155,1,-5.61958146487294,-45.5007473841555,1.7846556233653,2006
"8451",167,0,932,1,-5.61958146487294,-45.5007473841555,1.7846556233653,2006
"8432",212,0,11940,1,-5.61958146487294,-45.5007473841555,-0.215344376634704,2006
"8908",151,0,6754,1,-7.61958146487294,54.4992526158445,-4.2153443766347,2008
"8878",185,1,10677,1,-0.619581464872937,54.4992526158445,-8.2153443766347,2008
"8673",205,0,4414,1,1.38041853512706,-65.5007473841555,-3.2153443766347,2007
"7587",160,1,3689,1,1.38041853512706,-18.5007473841555,5.7846556233653,2003
"9319",154,0,9115,1,3.38041853512706,104.499252615845,-9.2153443766347,2009
"7861",173,0,7321,1,-1.61958146487294,158.499252615845,-2.2153443766347,2004
"8752",175,0,9094,1,-4.61958146487294,-65.5007473841555,13.7846556233653,2007
"9530",180,0,1656,1,-4.61958146487294,159.499252615845,-5.2153443766347,2010
"9200",200,0,8855,1,-2.61958146487294,104.499252615845,-2.2153443766347,2009
"8607",175,0,12309,1,-0.619581464872937,-65.5007473841555,-5.2153443766347,2007
"8873",146,1,13024,1,-7.61958146487294,54.4992526158445,-6.2153443766347,2008
"8732",149,0,4102,1,-0.619581464872937,-65.5007473841555,1.7846556233653,2007
"9547",190,0,11918,1,2.38041853512706,159.499252615845,-2.2153443766347,2010
"9548",175,0,12692,1,2.38041853512706,159.499252615845,-2.2153443766347,2010
"8509",202,0,12278,1,-2.61958146487294,-45.5007473841555,7.7846556233653,2006
"8510",205,0,11031,1,-5.61958146487294,-45.5007473841555,7.7846556233653,2006
"8898",128,0,7232,1,-7.61958146487294,54.4992526158445,-6.2153443766347,2008
"9165",145,0,9271,1,-2.61958146487294,104.499252615845,-11.2153443766347,2009
"9166",140,0,4862,1,-2.61958146487294,104.499252615845,-11.2153443766347,2009
"8616",185,0,11850,1,-0.619581464872937,-65.5007473841555,-8.2153443766347,2007
"9149",193,1,3156,1,3.38041853512706,104.499252615845,-13.2153443766347,2009
"10287",80,0,13535,1,-3.61958146487294,136.499252615845,-1.2153443766347,2011
"9260",160,0,5262,1,-2.61958146487294,104.499252615845,0.784655623365296,2009
"8617",175,0,10007,1,-0.619581464872937,-65.5007473841555,-6.2153443766347,2007
