"","LambBolCirc","Sur1","ID","Twin","jdateMC","PopDensMC","birthjdateMC","BirthYear"
"8618",169,0,7078,1,-0.619581464872937,-65.5007473841555,-6.2153443766347,2007
"8842",196,0,6416,1,-7.61958146487294,54.4992526158445,-17.2153443766347,2008
"9473",125,0,9349,1,2.38041853512706,159.499252615845,-9.2153443766347,2010
"9190",180,0,7917,1,-2.61958146487294,104.499252615845,-2.2153443766347,2009
"9176",180,0,5682,1,-2.61958146487294,104.499252615845,-4.2153443766347,2009
"9177",170,0,3810,1,-2.61958146487294,104.499252615845,-4.2153443766347,2009
"9553",145,1,8409,1,-4.61958146487294,159.499252615845,-0.215344376634704,2010
"9554",150,0,9586,1,-4.61958146487294,159.499252615845,-0.215344376634704,2010
"8977",193,1,11953,1,-7.61958146487294,54.4992526158445,-3.2153443766347,2008
"10355",125,0,7844,1,0.380418535127063,136.499252615845,1.7846556233653,2011
"9058",245,0,12351,1,-0.619581464872937,54.4992526158445,-6.2153443766347,2008
"9229",90,1,9559,1,3.38041853512706,104.499252615845,-10.2153443766347,2009
"9230",188,0,7734,1,3.38041853512706,104.499252615845,-10.2153443766347,2009
"9193",175,0,7567,1,-2.61958146487294,104.499252615845,-4.2153443766347,2009
"11110",170,0,3074,1,0.380418535127063,32.4992526158445,1.7846556233653,2013
"10270",100,0,4504,1,-3.61958146487294,136.499252615845,-7.2153443766347,2011
"11142",155,0,8583,1,-2.61958146487294,32.4992526158445,2.7846556233653,2013
"11143",170,0,4691,1,-2.61958146487294,32.4992526158445,2.7846556233653,2013
"9512",150,0,8263,1,-2.61958146487294,159.499252615845,-4.2153443766347,2010
"10279",170,0,8821,1,-3.61958146487294,136.499252615845,-0.215344376634704,2011
"10280",175,0,2150,1,-3.61958146487294,136.499252615845,-0.215344376634704,2011
"11793",130,0,12522,1,-2.61958146487294,-30.5007473841555,-2.2153443766347,2014
"11130",155,0,2024,1,-2.61958146487294,32.4992526158445,2.7846556233653,2013
"11021",175,0,14035,1,0.380418535127063,32.4992526158445,-5.2153443766347,2013
"12744",185,0,9211,1,0.380418535127063,15.4992526158445,-4.2153443766347,2017
"9447",160,0,6484,1,2.38041853512706,159.499252615845,-13.2153443766347,2010
"11046",170,0,9128,1,-2.61958146487294,32.4992526158445,-3.2153443766347,2013
"11139",165,0,8718,1,-2.61958146487294,32.4992526158445,5.7846556233653,2013
"11140",155,0,7526,1,-2.61958146487294,32.4992526158445,5.7846556233653,2013
"12489",175,0,10884,1,0.380418535127063,-68.5007473841555,-3.2153443766347,2016
"11858",185,0,3683,1,-2.61958146487294,-30.5007473841555,3.7846556233653,2014
"8794",180,0,1196,1,-0.619581464872937,-65.5007473841555,0.784655623365296,2007
"10363",200,0,1292,1,0.380418535127063,136.499252615845,-2.2153443766347,2011
"11037",200,0,12531,1,5.38041853512706,32.4992526158445,-4.2153443766347,2013
"11765",145,0,10397,1,-5.61958146487294,-30.5007473841555,-3.2153443766347,2014
"12759",130,0,5044,1,2.38041853512706,15.4992526158445,-4.2153443766347,2017
"11845",180,0,6772,1,4.38041853512706,-30.5007473841555,1.7846556233653,2014
"11067",185,0,9871,1,-2.61958146487294,32.4992526158445,-1.2153443766347,2013
"11860",200,0,4812,1,-2.61958146487294,-30.5007473841555,4.7846556233653,2014
"12283",110,0,8946,1,-7.61958146487294,0.499252615844512,7.7846556233653,2015
"11082",210,0,157,1,0.380418535127063,32.4992526158445,-0.215344376634704,2013
"11150",165,0,7471,1,-2.61958146487294,32.4992526158445,7.7846556233653,2013
"11151",190,0,13341,1,0.380418535127063,32.4992526158445,7.7846556233653,2013
"11903",100,0,13706,1,-5.61958146487294,-30.5007473841555,13.7846556233653,2014
"11085",190,0,8370,1,0.380418535127063,32.4992526158445,0.784655623365296,2013
"12305",105,0,8028,1,-7.61958146487294,0.499252615844512,8.7846556233653,2015
"12627",185,0,8072,1,0.380418535127063,-68.5007473841555,12.7846556233653,2016
"10317",180,0,10545,1,-3.61958146487294,136.499252615845,-0.215344376634704,2011
"11787",220,0,9152,1,4.38041853512706,-30.5007473841555,-0.215344376634704,2014
"12863",155,0,13480,1,5.38041853512706,15.4992526158445,4.7846556233653,2017
"12162",155,0,9626,1,-7.61958146487294,0.499252615844512,8.7846556233653,2015
"12574",180,1,4964,1,0.380418535127063,-68.5007473841555,6.7846556233653,2016
"11890",185,0,12611,1,0.380418535127063,-30.5007473841555,4.7846556233653,2014
"11842",150,0,13777,1,-2.61958146487294,-30.5007473841555,1.7846556233653,2014
"11077",200,0,772,1,-2.61958146487294,32.4992526158445,-2.2153443766347,2013
"11839",170,0,4019,1,-5.61958146487294,-30.5007473841555,0.784655623365296,2014
"11040",160,0,14307,1,-2.61958146487294,32.4992526158445,-3.2153443766347,2013
"11050",160,0,11343,1,-2.61958146487294,32.4992526158445,-4.2153443766347,2013
"11834",175,0,13571,1,-5.61958146487294,-30.5007473841555,2.7846556233653,2014
"12178",205,0,3407,1,-7.61958146487294,0.499252615844512,-0.215344376634704,2015
"12529",180,0,66,1,0.380418535127063,-68.5007473841555,3.7846556233653,2016
"12830",175,0,2072,1,-2.61958146487294,15.4992526158445,0.784655623365296,2017
"12215",190,0,9728,1,0.380418535127063,0.499252615844512,0.784655623365296,2015
"12312",110,0,10779,1,-4.61958146487294,0.499252615844512,10.7846556233653,2015
"12775",205,0,3038,1,-2.61958146487294,15.4992526158445,-2.2153443766347,2017
"7459",110,0,2413,1,-3.61958146487294,138.499252615845,-5.2153443766347,2001
"3656",180,0,11739,1,-0.619581464872937,-3.50074738415549,5.7846556233653,1985
"12302",185,0,12804,1,0.380418535127063,0.499252615844512,0.784655623365296,2015
"13099",165,0,223,1,-2.61958146487294,-134.500747384155,-0.215344376634704,2018
"13117",205,1,9303,1,6.38041853512706,-134.500747384155,2.7846556233653,2018
"13132",110,0,5525,1,-2.61958146487294,-134.500747384155,2.7846556233653,2018
"13138",195,0,8147,1,-2.61958146487294,-134.500747384155,6.7846556233653,2018
"13390",185,0,13514,1,0.380418535127063,-4.50074738415549,-4.2153443766347,2019
"13422",180,0,3901,1,-2.61958146487294,-4.50074738415549,-3.2153443766347,2019
"13433",110,0,2537,1,0.380418535127063,-4.50074738415549,-2.2153443766347,2019
"13459",120,0,14097,1,-2.61958146487294,-4.50074738415549,0.784655623365296,2019
"13478",205,0,1630,1,3.38041853512706,-4.50074738415549,1.7846556233653,2019
"13479",195,0,13679,1,3.38041853512706,-4.50074738415549,1.7846556233653,2019
"13516",205,0,10103,1,0.380418535127063,-4.50074738415549,6.7846556233653,2019
"13519",120,0,4169,1,-2.61958146487294,-4.50074738415549,6.7846556233653,2019
"13543",100,0,10011,1,-2.61958146487294,-4.50074738415549,8.7846556233653,2019
"13544",80,0,13744,1,-2.61958146487294,-4.50074738415549,8.7846556233653,2019
"13549",105,0,9797,1,-2.61958146487294,-4.50074738415549,11.7846556233653,2019
"13599",105,0,1540,1,-2.61958146487294,-4.50074738415549,22.7846556233653,2019
"13600",105,0,889,1,-2.61958146487294,-4.50074738415549,22.7846556233653,2019
"13813",160,1,6115,1,12.3804185351271,-10.5007473841555,-3.2153443766347,2020
"13831",210,0,2634,1,7.38041853512706,-10.5007473841555,-0.215344376634704,2020
"13838",140,1,12739,1,7.38041853512706,-10.5007473841555,-1.2153443766347,2020
"13839",150,1,13616,1,7.38041853512706,-10.5007473841555,-1.2153443766347,2020
"13841",165,0,8005,1,7.38041853512706,-10.5007473841555,2.7846556233653,2020
"13913",160,0,770,1,10.3804185351271,-10.5007473841555,2.7846556233653,2020
"13932",175,1,4384,1,0.380418535127063,-10.5007473841555,5.7846556233653,2020
"14032",170,0,7005,1,9.38041853512706,44.4992526158445,-4.2153443766347,2021
"14037",195,0,7952,1,7.38041853512706,44.4992526158445,-4.2153443766347,2021
"14055",150,0,10705,1,7.38041853512706,44.4992526158445,-4.2153443766347,2021
"14107",115,0,10312,1,2.38041853512706,44.4992526158445,2.7846556233653,2021
"14111",190,0,5109,1,0.380418535127063,44.4992526158445,2.7846556233653,2021
"14119",190,0,4091,1,0.380418535127063,44.4992526158445,2.7846556233653,2021
"14156",140,0,6631,1,2.38041853512706,44.4992526158445,5.7846556233653,2021
"14170",185,0,9828,1,7.38041853512706,44.4992526158445,7.7846556233653,2021
"14352",180,0,14366,1,4.38041853512706,2.49925261584451,-6.2153443766347,2022
"14380",135,0,14403,1,-1.61958146487294,2.49925261584451,-3.2153443766347,2022
"14416",100,0,14347,1,4.38041853512706,2.49925261584451,-2.2153443766347,2022
"14417",135,0,14382,1,4.38041853512706,2.49925261584451,-2.2153443766347,2022
"14468",145,0,14376,1,4.38041853512706,2.49925261584451,2.7846556233653,2022
"14469",110,0,14346,1,4.38041853512706,2.49925261584451,2.7846556233653,2022
"3993",245,1,4356,0,5.38041853512706,-181.500747384155,6.7846556233653,1987
"6761",105,0,3082,0,-0.619581464872937,138.499252615845,-7.2153443766347,2001
"6766",210,0,10092,0,-0.619581464872937,138.499252615845,1.7846556233653,2001
"6037",207,0,4632,0,-1.61958146487294,78.4992526158445,-3.2153443766347,1998
"3877",210,1,12322,0,5.38041853512706,-181.500747384155,-5.2153443766347,1987
"3646",240,0,9520,0,-0.619581464872937,-3.50074738415549,5.7846556233653,1985
"3883",225,1,12313,0,5.38041853512706,-181.500747384155,-1.2153443766347,1987
"3786",196,1,11505,0,14.3804185351271,-301.500747384155,-14.2153443766347,1986
"4055",197,0,944,0,10.3804185351271,-55.5007473841555,-12.2153443766347,1988
"4174",238,0,9026,0,12.3804185351271,-55.5007473841555,-3.2153443766347,1988
"3956",210,1,11330,0,6.38041853512706,-181.500747384155,10.7846556233653,1987
"3916",205,1,12348,0,6.38041853512706,-181.500747384155,3.7846556233653,1987
"3876",210,1,10427,0,5.38041853512706,-181.500747384155,-5.2153443766347,1987
"3893",225,1,12241,0,5.38041853512706,-181.500747384155,-0.215344376634704,1987
"3984",284,1,10379,0,7.38041853512706,-181.500747384155,-1.2153443766347,1987
"4141",195,0,1549,0,10.3804185351271,-55.5007473841555,-3.2153443766347,1988
"3898",270,1,4782,0,5.38041853512706,-181.500747384155,-1.2153443766347,1987
"4150",230,0,9429,0,12.3804185351271,-55.5007473841555,-1.2153443766347,1988
"4097",230,0,12381,0,17.3804185351271,-55.5007473841555,-7.2153443766347,1988
"3934",205,1,4550,0,6.38041853512706,-181.500747384155,6.7846556233653,1987
"3887",250,1,10754,0,5.38041853512706,-181.500747384155,-2.2153443766347,1987
"4099",235,0,11495,0,9.38041853512706,-55.5007473841555,-6.2153443766347,1988
"4136",195,0,406,0,12.3804185351271,-55.5007473841555,-3.2153443766347,1988
"3971",220,1,11996,0,5.38041853512706,-181.500747384155,25.7846556233653,1987
"4176",218,0,8965,0,12.3804185351271,-55.5007473841555,4.7846556233653,1988
"3951",227,1,7071,0,6.38041853512706,-181.500747384155,7.7846556233653,1987
"4135",245,1,5546,0,17.3804185351271,-55.5007473841555,-3.2153443766347,1988
"5616",140,0,1986,0,5.38041853512706,62.4992526158445,6.7846556233653,1996
"4106",210,0,11710,0,15.3804185351271,-55.5007473841555,-6.2153443766347,1988
"3906",212,1,6994,0,5.38041853512706,-181.500747384155,1.7846556233653,1987
"4130",210,0,13641,0,14.3804185351271,-55.5007473841555,-3.2153443766347,1988
"3957",191,1,14298,0,7.38041853512706,-181.500747384155,11.7846556233653,1987
"3929",120,1,3641,0,5.38041853512706,-181.500747384155,3.7846556233653,1987
"4068",180,1,11513,0,12.3804185351271,-55.5007473841555,-11.2153443766347,1988
"3935",209,1,5655,0,6.38041853512706,-181.500747384155,6.7846556233653,1987
"4103",223,0,266,0,9.38041853512706,-55.5007473841555,-6.2153443766347,1988
"3873",190,1,10920,0,5.38041853512706,-181.500747384155,-12.2153443766347,1987
"4188",190,0,8095,0,10.3804185351271,-55.5007473841555,-12.2153443766347,1988
"4118",205,0,12809,0,12.3804185351271,-55.5007473841555,-4.2153443766347,1988
"3896",185,1,12211,0,6.38041853512706,-181.500747384155,0.784655623365296,1987
"4107",205,0,3331,0,10.3804185351271,-55.5007473841555,-5.2153443766347,1988
"4049",244,0,11956,0,17.3804185351271,-55.5007473841555,-14.2153443766347,1988
"4116",137,0,234,0,10.3804185351271,-55.5007473841555,-4.2153443766347,1988
"4117",130,0,3751,0,6.38041853512706,-55.5007473841555,-5.2153443766347,1988
"5403",226,1,7898,0,6.38041853512706,-155.500747384155,9.7846556233653,1995
"4110",160,0,10470,0,10.3804185351271,-55.5007473841555,-5.2153443766347,1988
"4047",150,0,13765,0,12.3804185351271,-55.5007473841555,-21.2153443766347,1988
"5379",208,1,14254,0,1.38041853512706,-155.500747384155,5.7846556233653,1995
"5683",210,0,11936,0,2.38041853512706,62.4992526158445,7.7846556233653,1996
"5902",184,0,9982,0,-2.61958146487294,29.4992526158445,9.7846556233653,1997
"6152",203,0,1781,0,-1.61958146487294,78.4992526158445,3.7846556233653,1998
"4175",144,0,13748,0,9.38041853512706,-55.5007473841555,2.7846556233653,1988
"5881",140,0,12011,0,-2.61958146487294,29.4992526158445,6.7846556233653,1997
"4162",250,0,1175,0,15.3804185351271,-55.5007473841555,-0.215344376634704,1988
"5745",151,0,4005,0,-2.61958146487294,29.4992526158445,-15.2153443766347,1997
"5610",220,0,6567,0,4.38041853512706,62.4992526158445,2.7846556233653,1996
"5563",220,0,6745,0,1.38041853512706,62.4992526158445,1.7846556233653,1996
"6110",144,0,4461,0,-2.61958146487294,78.4992526158445,3.7846556233653,1998
"5878",207,0,4820,0,1.38041853512706,29.4992526158445,1.7846556233653,1997
"6004",189,0,6029,0,-2.61958146487294,78.4992526158445,-5.2153443766347,1998
"6088",211,0,9719,0,0.380418535127063,78.4992526158445,1.7846556233653,1998
"5820",115,0,7668,0,0.380418535127063,29.4992526158445,-0.215344376634704,1997
"5507",250,0,11508,0,1.38041853512706,62.4992526158445,-14.2153443766347,1996
"5334",185,1,3507,0,4.38041853512706,-155.500747384155,-0.215344376634704,1995
"5595",220,0,7225,0,2.38041853512706,62.4992526158445,2.7846556233653,1996
"5510",230,1,5007,0,0.380418535127063,62.4992526158445,-13.2153443766347,1996
"5857",213,0,5154,0,3.38041853512706,29.4992526158445,2.7846556233653,1997
"5864",179,0,11044,0,-2.61958146487294,29.4992526158445,4.7846556233653,1997
"6578",180,1,13543,0,-5.61958146487294,-51.5007473841555,3.7846556233653,2000
"5317",185,0,12658,0,6.38041853512706,-155.500747384155,-7.2153443766347,1995
"5743",180,1,13920,0,1.38041853512706,29.4992526158445,-13.2153443766347,1997
"6029",203,0,2877,0,2.38041853512706,78.4992526158445,-4.2153443766347,1998
"5528",240,1,13380,0,0.380418535127063,62.4992526158445,-2.2153443766347,1996
"6143",191,0,4936,0,0.380418535127063,78.4992526158445,3.7846556233653,1998
"6153",176,0,1018,0,-2.61958146487294,78.4992526158445,5.7846556233653,1998
"6284",203,1,7793,0,-4.61958146487294,-187.500747384155,-1.2153443766347,1999
"5696",220,1,5790,0,4.38041853512706,62.4992526158445,0.784655623365296,1996
"5918",190,0,4969,0,-2.61958146487294,29.4992526158445,6.7846556233653,1997
"6326",220,1,11665,0,-1.61958146487294,-187.500747384155,3.7846556233653,1999
"5641",210,0,7838,0,1.38041853512706,62.4992526158445,4.7846556233653,1996
"6158",205,0,10301,0,-2.61958146487294,78.4992526158445,7.7846556233653,1998
"5324",206,1,12670,0,5.38041853512706,-155.500747384155,-3.2153443766347,1995
"6087",249,0,13948,0,2.38041853512706,78.4992526158445,1.7846556233653,1998
"5753",198,1,9232,0,3.38041853512706,29.4992526158445,-9.2153443766347,1997
"6039",158,0,1658,0,0.380418535127063,78.4992526158445,-5.2153443766347,1998
"5876",191,0,2297,0,1.38041853512706,29.4992526158445,1.7846556233653,1997
"6123",195,0,10100,0,0.380418535127063,78.4992526158445,3.7846556233653,1998
"6148",251,0,10295,0,-2.61958146487294,78.4992526158445,4.7846556233653,1998
"7779",137,0,5838,0,-1.61958146487294,158.499252615845,-14.2153443766347,2004
"6162",183,0,2750,0,-2.61958146487294,78.4992526158445,4.7846556233653,1998
"5750",211,0,11541,0,-2.61958146487294,29.4992526158445,-9.2153443766347,1997
"6258",225,0,2483,0,-4.61958146487294,-187.500747384155,-15.2153443766347,1999
"5564",230,0,4363,0,1.38041853512706,62.4992526158445,2.7846556233653,1996
"5393",165,0,4272,0,1.38041853512706,-155.500747384155,7.7846556233653,1995
"5520",230,0,8714,0,0.380418535127063,62.4992526158445,-3.2153443766347,1996
"5662",230,0,6102,0,0.380418535127063,62.4992526158445,-0.215344376634704,1996
"6032",202,0,8657,0,0.380418535127063,78.4992526158445,-4.2153443766347,1998
"6700",150,0,6417,0,-6.61958146487294,138.499252615845,-5.2153443766347,2001
"6079",235,0,484,0,2.38041853512706,78.4992526158445,-1.2153443766347,1998
"5605",230,0,5354,0,1.38041853512706,62.4992526158445,7.7846556233653,1996
"6097",175,0,12542,0,-2.61958146487294,78.4992526158445,2.7846556233653,1998
"5365",214,1,1841,0,1.38041853512706,-155.500747384155,3.7846556233653,1995
"6095",216,0,3823,0,-2.61958146487294,78.4992526158445,2.7846556233653,1998
"5809",206,0,9764,0,1.38041853512706,29.4992526158445,-1.2153443766347,1997
"6084",202,0,5300,0,2.38041853512706,78.4992526158445,1.7846556233653,1998
"5681",190,0,2410,0,2.38041853512706,62.4992526158445,-0.215344376634704,1996
"5801",173,0,2376,0,3.38041853512706,29.4992526158445,-1.2153443766347,1997
"6182",199,0,8643,0,2.38041853512706,78.4992526158445,16.7846556233653,1998
"5999",211,0,2334,0,4.38041853512706,78.4992526158445,-8.2153443766347,1998
"5586",200,1,13985,0,1.38041853512706,62.4992526158445,4.7846556233653,1996
"5762",188,1,12117,0,3.38041853512706,29.4992526158445,-5.2153443766347,1997
"5371",134,1,8677,0,8.38041853512706,-155.500747384155,4.7846556233653,1995
"5895",209,0,14079,0,-2.61958146487294,29.4992526158445,3.7846556233653,1997
"6129",226,0,1097,0,4.38041853512706,78.4992526158445,1.7846556233653,1998
"6699",190,0,4313,0,-6.61958146487294,138.499252615845,2.7846556233653,2001
"5626",190,0,1896,0,1.38041853512706,62.4992526158445,5.7846556233653,1996
"5845",176,0,13331,0,0.380418535127063,29.4992526158445,2.7846556233653,1997
"5539",230,1,3352,0,2.38041853512706,62.4992526158445,-1.2153443766347,1996
"5396",176,1,4402,0,5.38041853512706,-155.500747384155,7.7846556233653,1995
"5636",210,0,567,0,2.38041853512706,62.4992526158445,13.7846556233653,1996
"6734",165,0,4458,0,-4.61958146487294,138.499252615845,0.784655623365296,2001
"7890",160,0,7828,0,-1.61958146487294,158.499252615845,-0.215344376634704,2004
"5897",187,0,1735,0,-2.61958146487294,29.4992526158445,2.7846556233653,1997
"5880",182,0,11894,0,0.380418535127063,29.4992526158445,5.7846556233653,1997
"6108",174,0,3167,0,-1.61958146487294,78.4992526158445,1.7846556233653,1998
"6316",193,0,4806,0,-4.61958146487294,-187.500747384155,2.7846556233653,1999
"7943",190,0,1305,0,-1.61958146487294,158.499252615845,2.7846556233653,2004
"5607",240,1,10411,0,0.380418535127063,62.4992526158445,5.7846556233653,1996
"5866",194,1,13880,0,1.38041853512706,29.4992526158445,3.7846556233653,1997
"6531",240,1,2649,0,-0.619581464872937,-51.5007473841555,-3.2153443766347,2000
"6054",197,0,14015,0,0.380418535127063,78.4992526158445,-3.2153443766347,1998
"7696",195,1,1112,0,1.38041853512706,-18.5007473841555,3.7846556233653,2003
"5832",184,0,3964,0,1.38041853512706,29.4992526158445,0.784655623365296,1997
"5826",179,0,7664,0,-2.61958146487294,29.4992526158445,-0.215344376634704,1997
"5613",240,0,11162,0,0.380418535127063,62.4992526158445,6.7846556233653,1996
"6015",229,0,2331,0,0.380418535127063,78.4992526158445,-4.2153443766347,1998
"5512",210,0,5408,0,1.38041853512706,62.4992526158445,-5.2153443766347,1996
"6321",242,1,8336,0,3.38041853512706,-187.500747384155,2.7846556233653,1999
"8045",212,0,3230,0,-1.61958146487294,158.499252615845,-3.2153443766347,2004
"5538",230,0,19,0,5.38041853512706,62.4992526158445,-1.2153443766347,1996
"5855",207,0,12884,0,1.38041853512706,29.4992526158445,2.7846556233653,1997
"5841",224,0,9031,0,1.38041853512706,29.4992526158445,-0.215344376634704,1997
"5882",188,0,11172,0,1.38041853512706,29.4992526158445,7.7846556233653,1997
"6118",210,0,2732,0,0.380418535127063,78.4992526158445,2.7846556233653,1998
"6755",200,0,1113,0,-3.61958146487294,138.499252615845,2.7846556233653,2001
"6361",225,0,11681,0,-1.61958146487294,-187.500747384155,8.7846556233653,1999
"5926",210,1,13669,0,-2.61958146487294,29.4992526158445,7.7846556233653,1997
"6345",213,1,10767,0,-4.61958146487294,-187.500747384155,6.7846556233653,1999
"5922",215,0,12406,0,-2.61958146487294,29.4992526158445,6.7846556233653,1997
"6150",182,0,8672,0,-2.61958146487294,78.4992526158445,6.7846556233653,1998
"6275",241,1,446,0,3.38041853512706,-187.500747384155,-4.2153443766347,1999
"6049",229,0,103,0,-1.61958146487294,78.4992526158445,-2.2153443766347,1998
"8041",224,0,10460,0,-1.61958146487294,158.499252615845,-3.2153443766347,2004
"6324",203,1,1297,0,-2.61958146487294,-187.500747384155,1.7846556233653,1999
"5550",220,0,7087,0,1.38041853512706,62.4992526158445,0.784655623365296,1996
"5548",210,1,437,0,1.38041853512706,62.4992526158445,0.784655623365296,1996
"6541",220,0,8668,0,-3.61958146487294,-51.5007473841555,-0.215344376634704,2000
"5995",219,0,8837,0,-2.61958146487294,78.4992526158445,-7.2153443766347,1998
"6500",180,1,6306,0,-5.61958146487294,-51.5007473841555,-3.2153443766347,2000
"6309",218,0,13290,0,-0.619581464872937,-187.500747384155,-2.2153443766347,1999
"6748",145,0,11643,0,-3.61958146487294,138.499252615845,-3.2153443766347,2001
"5779",180,0,715,0,1.38041853512706,29.4992526158445,-4.2153443766347,1997
"6764",110,0,1081,0,-0.619581464872937,138.499252615845,-4.2153443766347,2001
"5919",175,0,1981,0,-2.61958146487294,29.4992526158445,1.7846556233653,1997
"6310",222,0,984,0,-4.61958146487294,-187.500747384155,0.784655623365296,1999
"6504",220,1,8456,0,-5.61958146487294,-51.5007473841555,-2.2153443766347,2000
"6675",200,0,11552,0,-0.619581464872937,138.499252615845,-8.2153443766347,2001
"7691",215,1,11904,0,-1.61958146487294,-18.5007473841555,2.7846556233653,2003
"6009",200,0,10222,0,2.38041853512706,78.4992526158445,-4.2153443766347,1998
"6019",194,0,7156,0,-2.61958146487294,78.4992526158445,-4.2153443766347,1998
"6077",182,0,11369,0,-2.61958146487294,78.4992526158445,0.784655623365296,1998
"5828",151,1,1632,0,-2.61958146487294,29.4992526158445,-1.2153443766347,1997
"6570",235,1,977,0,-3.61958146487294,-51.5007473841555,-4.2153443766347,2000
"8022",215,0,9189,0,6.38041853512706,158.499252615845,-3.2153443766347,2004
"7407",170,0,6008,0,-1.61958146487294,138.499252615845,-1.2153443766347,2001
"7535",215,1,11806,0,-1.61958146487294,-18.5007473841555,-1.2153443766347,2003
"5627",90,0,9515,0,1.38041853512706,62.4992526158445,2.7846556233653,1996
"6107",226,0,5811,0,0.380418535127063,78.4992526158445,1.7846556233653,1998
"6051",166,0,7412,0,-1.61958146487294,78.4992526158445,-1.2153443766347,1998
"7875",184,0,11021,0,-1.61958146487294,158.499252615845,-3.2153443766347,2004
"5645",140,0,13340,0,1.38041853512706,62.4992526158445,12.7846556233653,1996
"6057",191,0,7173,0,-2.61958146487294,78.4992526158445,-1.2153443766347,1998
"6679",225,0,11946,0,-6.61958146487294,138.499252615845,-10.2153443766347,2001
"6021",192,0,13749,0,0.380418535127063,78.4992526158445,-5.2153443766347,1998
"7964",175,0,13681,0,-1.61958146487294,158.499252615845,5.7846556233653,2004
"6581",200,0,302,0,-3.61958146487294,-51.5007473841555,4.7846556233653,2000
"6526",215,1,1846,0,-0.619581464872937,-51.5007473841555,-4.2153443766347,2000
"6096",193,0,5564,0,-1.61958146487294,78.4992526158445,0.784655623365296,1998
"7699",250,0,2137,0,4.38041853512706,-18.5007473841555,11.7846556233653,2003
"6085",201,0,7909,0,0.380418535127063,78.4992526158445,-0.215344376634704,1998
"6445",260,1,5086,0,-3.61958146487294,-51.5007473841555,-15.2153443766347,2000
"6482",215,1,7738,0,-3.61958146487294,-51.5007473841555,-5.2153443766347,2000
"6756",210,0,10104,0,-3.61958146487294,138.499252615845,2.7846556233653,2001
"6109",158,0,3715,0,-2.61958146487294,78.4992526158445,2.7846556233653,1998
"7946",210,0,6879,0,-1.61958146487294,158.499252615845,3.7846556233653,2004
"8431",184,0,5604,0,-5.61958146487294,-45.5007473841555,0.784655623365296,2006
"6179",117,0,9996,0,0.380418535127063,78.4992526158445,3.7846556233653,1998
"7605",180,0,2204,0,-1.61958146487294,-18.5007473841555,8.7846556233653,2003
"6128",168,0,12742,0,-2.61958146487294,78.4992526158445,1.7846556233653,1998
"9006",143,1,11203,0,-7.61958146487294,54.4992526158445,7.7846556233653,2008
"6010",193,0,4115,0,4.38041853512706,78.4992526158445,-5.2153443766347,1998
"7552",215,1,7926,0,-1.61958146487294,-18.5007473841555,0.784655623365296,2003
"6169",128,0,11608,0,0.380418535127063,78.4992526158445,5.7846556233653,1998
"6341",171,1,8425,0,-2.61958146487294,-187.500747384155,4.7846556233653,1999
"6705",205,0,6790,0,-6.61958146487294,138.499252615845,-4.2153443766347,2001
"6533",235,1,4830,0,-0.619581464872937,-51.5007473841555,-1.2153443766347,2000
"7204",150,1,7816,0,3.38041853512706,-177.500747384155,-0.215344376634704,2002
"7147",205,1,3299,0,3.38041853512706,-177.500747384155,-14.2153443766347,2002
"8725",206,1,4322,0,-4.61958146487294,-65.5007473841555,4.7846556233653,2007
"6706",215,0,13551,0,-6.61958146487294,138.499252615845,-4.2153443766347,2001
"8126",233,0,9865,0,5.38041853512706,-107.500747384155,-7.2153443766347,2005
"7856",205,0,12938,0,-1.61958146487294,158.499252615845,-4.2153443766347,2004
"6356",138,0,7002,0,3.38041853512706,-187.500747384155,0.784655623365296,1999
"6542",215,0,4209,0,-3.61958146487294,-51.5007473841555,0.784655623365296,2000
"7154",230,1,3458,0,3.38041853512706,-177.500747384155,-8.2153443766347,2002
"6678",195,0,8937,0,-6.61958146487294,138.499252615845,-6.2153443766347,2001
"7179",140,1,10826,0,3.38041853512706,-177.500747384155,-2.2153443766347,2002
"8423",127,0,9354,0,-2.61958146487294,-45.5007473841555,-1.2153443766347,2006
"6767",195,0,14134,0,-0.619581464872937,138.499252615845,-5.2153443766347,2001
"7886",225,0,12830,0,1.38041853512706,158.499252615845,-1.2153443766347,2004
"7202",170,1,8035,0,3.38041853512706,-177.500747384155,-5.2153443766347,2002
"8862",229,0,1600,0,-0.619581464872937,54.4992526158445,-7.2153443766347,2008
"8183",237,0,13140,0,-2.61958146487294,-107.500747384155,0.784655623365296,2005
"8306",210,0,2717,0,-0.619581464872937,-107.500747384155,16.7846556233653,2005
"6753",170,0,11977,0,-3.61958146487294,138.499252615845,-7.2153443766347,2001
"6747",145,0,7134,0,-3.61958146487294,138.499252615845,-1.2153443766347,2001
"8726",140,0,2017,0,-4.61958146487294,-65.5007473841555,2.7846556233653,2007
"9252",220,0,324,0,-1.61958146487294,104.499252615845,-6.2153443766347,2009
"6758",165,0,7419,0,-3.61958146487294,138.499252615845,-3.2153443766347,2001
"8137",175,1,4847,0,-0.619581464872937,-107.500747384155,-4.2153443766347,2005
"7803",220,1,7264,0,-1.61958146487294,158.499252615845,-8.2153443766347,2004
"8641",235,1,11111,0,-4.61958146487294,-65.5007473841555,-2.2153443766347,2007
"7693",215,1,10740,0,4.38041853512706,-18.5007473841555,4.7846556233653,2003
"8396",248,0,10391,0,-2.61958146487294,-45.5007473841555,-3.2153443766347,2006
