"","id","animal","time","y","Twin","Sex","Horn","BirthYear","PopDensBirth","MumID","jdate","PopDensCap","CapAgeYears","horngeno","trait","measure","family","MumAge","PopDens","AgeMC","jdateMC","MumAgeMC","PopDensMC"
"3356",3465,3465,0,0,1,2,3,2001,651,3214,0,NA,0,NA,"s","S1","threshold",6,651,0,0,1.30382267056013,154.217099056604
"3357",10420,10420,0,0,1,2,3,2000,461,3222,0,NA,0,NA,"s","S1","threshold",5,461,0,0,0.303822670560128,-35.7829009433962
"3360",2217,2217,0,0,1,2,3,2004,671,3223,0,NA,0,NA,"s","S1","threshold",9,671,0,0,4.30382267056013,174.217099056604
"3362",6478,6478,0,0,1,2,NA,2005,405,3223,0,NA,0,NA,"s","S1","threshold",10,405,0,0,5.30382267056013,-91.7829009433962
"3363",9231,9231,0,0,1,2,3,2001,651,3236,0,NA,0,NA,"s","S1","threshold",6,651,0,0,1.30382267056013,154.217099056604
"3364",422,422,0,0,1,2,NA,2003,494,3237,0,NA,0,NA,"s","S1","threshold",8,494,0,0,3.30382267056013,-2.78290094339621
"3365",2114,2114,0,0,1,2,3,2004,671,3248,0,NA,0,NA,"s","S1","threshold",9,671,0,0,4.30382267056013,174.217099056604
"3366",13558,13558,0,0,1,2,3,2004,671,3250,0,NA,0,NA,"s","S1","threshold",9,671,0,0,4.30382267056013,174.217099056604
"3368",8606,8606,0,0,1,2,NA,2007,447,3250,0,NA,0,NA,"s","S1","threshold",12,447,0,0,7.30382267056013,-49.7829009433962
"3371",5639,5639,0,0,1,2,3,2001,651,3268,0,NA,0,NA,"s","S1","threshold",6,651,0,0,1.30382267056013,154.217099056604
"3373",3517,3517,0,0,1,2,NA,2007,447,3268,0,NA,0,NA,"s","S1","threshold",12,447,0,0,7.30382267056013,-49.7829009433962
"3374",8232,8232,0,0,1,2,3,2004,671,3291,0,NA,0,NA,"s","S1","threshold",9,671,0,0,4.30382267056013,174.217099056604
"3375",6726,6726,0,0,1,2,3,2004,671,3291,0,NA,0,NA,"s","S1","threshold",9,671,0,0,4.30382267056013,174.217099056604
"3376",3113,3113,0,0,1,2,3,2001,651,3300,0,NA,0,NA,"s","S1","threshold",6,651,0,0,1.30382267056013,154.217099056604
"3377",13443,13443,0,0,1,2,3,2001,651,3301,0,NA,0,NA,"s","S1","threshold",6,651,0,0,1.30382267056013,154.217099056604
"3378",2013,2013,0,0,1,2,3,2001,651,3307,0,NA,0,NA,"s","S1","threshold",6,651,0,0,1.30382267056013,154.217099056604
"3379",9144,9144,0,0,1,2,3,2001,651,3307,0,NA,0,NA,"s","S1","threshold",6,651,0,0,1.30382267056013,154.217099056604
"3380",2793,2793,0,0,1,2,1,1998,591,3314,0,NA,0,NA,"s","S1","threshold",3,591,0,0,-1.69617732943987,94.2170990566038
"3381",33,33,0,0,1,2,1,2001,651,3314,0,NA,0,NA,"s","S1","threshold",6,651,0,0,1.30382267056013,154.217099056604
"3383",11013,11013,0,0,1,2,NA,2002,335,3314,0,NA,0,NA,"s","S1","threshold",7,335,0,0,2.30382267056013,-161.782900943396
"3384",135,135,0,0,1,2,3,2001,651,3316,0,NA,0,NA,"s","S1","threshold",6,651,0,0,1.30382267056013,154.217099056604
"3385",5123,5123,0,0,1,2,3,2001,651,3316,0,NA,0,NA,"s","S1","threshold",6,651,0,0,1.30382267056013,154.217099056604
"3386",7958,7958,0,0,1,2,1,2006,467,3319,0,NA,0,NA,"s","S1","threshold",11,467,0,0,6.30382267056013,-29.7829009433962
"3388",7021,7021,0,0,1,2,NA,2007,447,3319,0,NA,0,NA,"s","S1","threshold",12,447,0,0,7.30382267056013,-49.7829009433962
"3389",9669,9669,0,0,1,2,3,2001,651,3330,0,NA,0,NA,"s","S1","threshold",6,651,0,0,1.30382267056013,154.217099056604
"3392",12856,12856,0,0,1,2,NA,2007,447,3420,0,NA,0,NA,"s","S1","threshold",11,447,0,0,6.30382267056013,-49.7829009433962
"3393",11117,11117,0,0,1,2,NA,2007,447,3420,0,NA,0,NA,"s","S1","threshold",11,447,0,0,6.30382267056013,-49.7829009433962
"3394",11967,11967,0,0,1,2,3,2004,671,3431,0,NA,0,NA,"s","S1","threshold",8,671,0,0,3.30382267056013,174.217099056604
"3395",12266,12266,0,0,1,2,NA,2004,671,3431,0,NA,0,NA,"s","S1","threshold",8,671,0,0,3.30382267056013,174.217099056604
"3396",2759,2759,0,0,1,2,NA,2002,335,3440,0,NA,0,NA,"s","S1","threshold",6,335,0,0,1.30382267056013,-161.782900943396
"3397",5716,5716,0,0,1,2,NA,2004,671,3443,0,NA,0,NA,"s","S1","threshold",8,671,0,0,3.30382267056013,174.217099056604
"3398",2112,2112,0,0,1,2,3,2004,671,3443,0,NA,0,NA,"s","S1","threshold",8,671,0,0,3.30382267056013,174.217099056604
"3399",8590,8590,0,0,1,2,NA,2002,335,3469,0,NA,0,NA,"s","S1","threshold",6,335,0,0,1.30382267056013,-161.782900943396
"3400",2554,2554,0,0,1,2,NA,2002,335,3469,0,NA,0,NA,"s","S1","threshold",6,335,0,0,1.30382267056013,-161.782900943396
"3401",11651,11651,0,0,1,2,1,2001,651,3471,0,NA,0,NA,"s","S1","threshold",5,651,0,0,0.303822670560128,154.217099056604
"3402",8319,8319,0,0,1,2,3,2001,651,3471,0,NA,0,NA,"s","S1","threshold",5,651,0,0,0.303822670560128,154.217099056604
"3404",1770,1770,0,0,1,2,NA,2002,335,3471,0,NA,0,NA,"s","S1","threshold",6,335,0,0,1.30382267056013,-161.782900943396
"3405",3354,3354,0,0,1,2,NA,2003,494,3488,0,NA,0,NA,"s","S1","threshold",7,494,0,0,2.30382267056013,-2.78290094339621
"3406",11243,11243,0,0,1,2,NA,2005,405,3488,0,NA,0,NA,"s","S1","threshold",9,405,0,0,4.30382267056013,-91.7829009433962
"3407",667,667,0,0,1,2,NA,2005,405,3488,0,NA,0,NA,"s","S1","threshold",9,405,0,0,4.30382267056013,-91.7829009433962
"3408",8798,8798,0,1,1,2,1,2003,494,3533,0,NA,0,NA,"s","S1","threshold",7,494,0,0,2.30382267056013,-2.78290094339621
"3409",13457,13457,0,0,1,2,3,2006,467,3533,0,NA,0,NA,"s","S1","threshold",10,467,0,0,5.30382267056013,-29.7829009433962
"3410",9060,9060,0,0,1,2,3,2000,461,3552,0,NA,0,NA,"s","S1","threshold",4,461,0,0,-0.696177329439872,-35.7829009433962
"3411",1140,1140,0,0,1,2,NA,2007,447,3552,0,NA,0,NA,"s","S1","threshold",11,447,0,0,6.30382267056013,-49.7829009433962
"3413",475,475,0,0,1,2,3,2001,651,3567,0,NA,0,NA,"s","S1","threshold",5,651,0,0,0.303822670560128,154.217099056604
"3414",14328,14328,0,0,1,2,1,2001,651,3567,0,NA,0,NA,"s","S1","threshold",5,651,0,0,0.303822670560128,154.217099056604
"3415",10753,10753,0,0,1,2,3,2004,671,3567,0,NA,0,NA,"s","S1","threshold",8,671,0,0,3.30382267056013,174.217099056604
"3416",13704,13704,0,0,1,2,3,2004,671,3567,0,NA,0,NA,"s","S1","threshold",8,671,0,0,3.30382267056013,174.217099056604
"3417",3353,3353,0,0,1,2,3,2004,671,3583,0,NA,0,NA,"s","S1","threshold",8,671,0,0,3.30382267056013,174.217099056604
"3418",13815,13815,0,0,1,2,3,2001,651,3589,0,NA,0,NA,"s","S1","threshold",5,651,0,0,0.303822670560128,154.217099056604
"3419",12708,12708,0,0,1,2,NA,2005,405,3609,0,NA,0,NA,"s","S1","threshold",9,405,0,0,4.30382267056013,-91.7829009433962
"3420",14026,14026,0,0,1,2,NA,2005,405,3641,0,NA,0,NA,"s","S1","threshold",8,405,0,0,3.30382267056013,-91.7829009433962
"3421",9323,9323,0,0,1,2,3,2006,467,3641,0,NA,0,NA,"s","S1","threshold",9,467,0,0,4.30382267056013,-29.7829009433962
"3422",7327,7327,0,0,1,2,3,2001,651,3659,0,NA,0,NA,"s","S1","threshold",4,651,0,0,-0.696177329439872,154.217099056604
"3423",9121,9121,0,0,1,2,NA,2002,335,3659,0,NA,0,NA,"s","S1","threshold",5,335,0,0,0.303822670560128,-161.782900943396
"3424",12609,12609,0,0,1,2,3,2004,671,3659,0,NA,0,NA,"s","S1","threshold",7,671,0,0,2.30382267056013,174.217099056604
"3425",5012,5012,0,0,1,2,NA,2007,447,3681,0,NA,0,NA,"s","S1","threshold",10,447,0,0,5.30382267056013,-49.7829009433962
"3426",14333,14333,0,0,1,2,3,2001,651,3692,0,NA,0,NA,"s","S1","threshold",4,651,0,0,-0.696177329439872,154.217099056604
"3427",13242,13242,0,0,1,2,NA,2003,494,3692,0,NA,0,NA,"s","S1","threshold",6,494,0,0,1.30382267056013,-2.78290094339621
"3428",1855,1855,0,0,1,2,3,2001,651,3734,0,NA,0,NA,"s","S1","threshold",4,651,0,0,-0.696177329439872,154.217099056604
"3429",10900,10900,0,0,1,2,3,2001,651,3734,0,NA,0,NA,"s","S1","threshold",4,651,0,0,-0.696177329439872,154.217099056604
"3430",7283,7283,0,0,1,2,3,2004,671,3748,0,NA,0,NA,"s","S1","threshold",7,671,0,0,2.30382267056013,174.217099056604
"3432",2033,2033,0,0,1,2,NA,2005,405,3748,0,NA,0,NA,"s","S1","threshold",8,405,0,0,3.30382267056013,-91.7829009433962
"3433",13070,13070,0,0,1,2,NA,2002,335,3771,0,NA,0,NA,"s","S1","threshold",5,335,0,0,0.303822670560128,-161.782900943396
"3434",3982,3982,0,0,1,2,3,2003,494,3771,0,NA,0,NA,"s","S1","threshold",6,494,0,0,1.30382267056013,-2.78290094339621
"3435",11822,11822,0,1,1,2,3,2006,467,3771,0,NA,0,NA,"s","S1","threshold",9,467,0,0,4.30382267056013,-29.7829009433962
"3437",12599,12599,0,0,1,2,NA,2007,447,3771,0,NA,0,NA,"s","S1","threshold",10,447,0,0,5.30382267056013,-49.7829009433962
"3438",8120,8120,0,0,1,2,NA,2002,335,3885,0,NA,0,NA,"s","S1","threshold",4,335,0,0,-0.696177329439872,-161.782900943396
"3439",12612,12612,0,0,1,2,3,2004,671,3885,0,NA,0,NA,"s","S1","threshold",6,671,0,0,1.30382267056013,174.217099056604
"3442",6949,6949,0,0,1,2,NA,2002,335,3968,0,NA,0,NA,"s","S1","threshold",4,335,0,0,-0.696177329439872,-161.782900943396
"3444",7672,7672,0,0,1,2,3,2004,671,4004,0,NA,0,NA,"s","S1","threshold",6,671,0,0,1.30382267056013,174.217099056604
"3445",4205,4205,0,0,1,2,3,2009,617,4004,0,NA,0,NA,"s","S1","threshold",11,617,0,0,6.30382267056013,120.217099056604
"3446",6224,6224,0,0,1,2,3,2004,671,4103,0,NA,0,NA,"s","S1","threshold",7,671,0,0,2.30382267056013,174.217099056604
"3447",1933,1933,0,0,1,2,3,2005,405,4103,0,NA,0,NA,"s","S1","threshold",8,405,0,0,3.30382267056013,-91.7829009433962
"3448",3138,3138,0,0,1,2,3,2005,405,4103,0,NA,0,NA,"s","S1","threshold",8,405,0,0,3.30382267056013,-91.7829009433962
"3450",6480,6480,0,0,1,2,NA,2007,447,4103,0,NA,0,NA,"s","S1","threshold",10,447,0,0,5.30382267056013,-49.7829009433962
"3451",2729,2729,0,0,1,2,3,2001,651,4106,0,NA,0,NA,"s","S1","threshold",3,651,0,0,-1.69617732943987,154.217099056604
"3452",4752,4752,0,0,1,2,3,2001,651,4106,0,NA,0,NA,"s","S1","threshold",3,651,0,0,-1.69617732943987,154.217099056604
"3453",4649,4649,0,0,1,2,NA,2005,405,4155,0,NA,0,NA,"s","S1","threshold",6,405,0,0,1.30382267056013,-91.7829009433962
"3454",9131,9131,0,0,1,2,NA,2006,467,4155,0,NA,0,NA,"s","S1","threshold",7,467,0,0,2.30382267056013,-29.7829009433962
"3457",12209,12209,0,0,1,2,NA,2005,405,4157,0,NA,0,NA,"s","S1","threshold",6,405,0,0,1.30382267056013,-91.7829009433962
"3458",2636,2636,0,0,1,2,NA,2007,447,4161,0,NA,0,NA,"s","S1","threshold",8,447,0,0,3.30382267056013,-49.7829009433962
"3461",3061,3061,0,0,1,2,NA,2007,447,4166,0,NA,0,NA,"s","S1","threshold",8,447,0,0,3.30382267056013,-49.7829009433962
"3462",5703,5703,0,0,1,2,NA,2005,405,4169,0,NA,0,NA,"s","S1","threshold",6,405,0,0,1.30382267056013,-91.7829009433962
"3463",6936,6936,0,0,1,2,NA,2005,405,4169,0,NA,0,NA,"s","S1","threshold",6,405,0,0,1.30382267056013,-91.7829009433962
"3464",8838,8838,0,0,1,2,NA,2001,651,4187,0,NA,0,NA,"s","S1","threshold",2,651,0,0,-2.69617732943987,154.217099056604
"3466",7566,7566,0,0,1,2,NA,2002,335,4187,0,NA,0,NA,"s","S1","threshold",3,335,0,0,-1.69617732943987,-161.782900943396
"3467",11241,11241,0,0,1,2,3,2006,467,4193,0,NA,0,NA,"s","S1","threshold",7,467,0,0,2.30382267056013,-29.7829009433962
"3468",11022,11022,0,1,1,2,3,2003,494,4195,0,NA,0,NA,"s","S1","threshold",4,494,0,0,-0.696177329439872,-2.78290094339621
"3469",6738,6738,0,0,1,2,3,2004,671,4217,0,NA,0,NA,"s","S1","threshold",5,671,0,0,0.303822670560128,174.217099056604
"3470",13108,13108,0,0,1,2,3,2003,494,4223,0,NA,0,NA,"s","S1","threshold",4,494,0,0,-0.696177329439872,-2.78290094339621
"3471",4734,4734,0,0,1,2,NA,2006,467,4226,0,NA,0,NA,"s","S1","threshold",7,467,0,0,2.30382267056013,-29.7829009433962
"3473",3312,3312,0,0,1,2,NA,2010,672,4238,0,NA,0,NA,"s","S1","threshold",11,672,0,0,6.30382267056013,175.217099056604
"3475",9940,9940,0,1,1,2,3,2003,494,4241,0,NA,0,NA,"s","S1","threshold",4,494,0,0,-0.696177329439872,-2.78290094339621
"3476",11089,11089,0,0,1,2,NA,2002,335,4243,0,NA,0,NA,"s","S1","threshold",3,335,0,0,-1.69617732943987,-161.782900943396
"3478",12192,12192,0,1,1,2,1,2003,494,4244,0,NA,0,NA,"s","S1","threshold",4,494,0,0,-0.696177329439872,-2.78290094339621
"3479",10411,10411,0,0,1,2,NA,2005,405,4244,0,NA,0,NA,"s","S1","threshold",6,405,0,0,1.30382267056013,-91.7829009433962
"3480",12676,12676,0,0,1,2,NA,2005,405,4244,0,NA,0,NA,"s","S1","threshold",6,405,0,0,1.30382267056013,-91.7829009433962
"3481",13371,13371,0,0,1,2,NA,2003,494,4255,0,NA,0,NA,"s","S1","threshold",4,494,0,0,-0.696177329439872,-2.78290094339621
"3482",3178,3178,0,0,1,2,NA,2003,494,4255,0,NA,0,NA,"s","S1","threshold",4,494,0,0,-0.696177329439872,-2.78290094339621
"3485",7704,7704,0,0,1,2,NA,2002,335,4257,0,NA,0,NA,"s","S1","threshold",3,335,0,0,-1.69617732943987,-161.782900943396
"3486",846,846,0,0,1,2,NA,2002,335,4257,0,NA,0,NA,"s","S1","threshold",3,335,0,0,-1.69617732943987,-161.782900943396
"3487",14204,14204,0,0,1,2,1,2005,405,4257,0,NA,0,NA,"s","S1","threshold",6,405,0,0,1.30382267056013,-91.7829009433962
"3488",8047,8047,0,0,1,2,NA,2002,335,4258,0,NA,0,NA,"s","S1","threshold",3,335,0,0,-1.69617732943987,-161.782900943396
"3489",8891,8891,0,0,1,2,3,2004,671,4258,0,NA,0,NA,"s","S1","threshold",5,671,0,0,0.303822670560128,174.217099056604
"3490",14054,14054,0,0,1,2,NA,2004,671,4258,0,NA,0,NA,"s","S1","threshold",5,671,0,0,0.303822670560128,174.217099056604
"3491",8885,8885,0,0,1,2,NA,2005,405,4258,0,NA,0,NA,"s","S1","threshold",6,405,0,0,1.30382267056013,-91.7829009433962
"3492",12134,12134,0,0,1,2,NA,2008,567,4258,0,NA,0,NA,"s","S1","threshold",9,567,0,0,4.30382267056013,70.2170990566038
"3493",4355,4355,0,0,1,2,1,2004,671,4313,0,NA,0,NA,"s","S1","threshold",5,671,0,0,0.303822670560128,174.217099056604
"3494",8322,8322,0,0,1,2,NA,2005,405,4313,0,NA,0,NA,"s","S1","threshold",6,405,0,0,1.30382267056013,-91.7829009433962
"3495",10695,10695,0,0,1,2,NA,2005,405,4313,0,NA,0,NA,"s","S1","threshold",6,405,0,0,1.30382267056013,-91.7829009433962
"3496",389,389,0,0,1,2,3,2006,467,4313,0,NA,0,NA,"s","S1","threshold",7,467,0,0,2.30382267056013,-29.7829009433962
"3497",2436,2436,0,0,1,2,NA,2006,467,4313,0,NA,0,NA,"s","S1","threshold",7,467,0,0,2.30382267056013,-29.7829009433962
"3498",6725,6725,0,0,1,2,NA,2001,651,4359,0,NA,0,NA,"s","S1","threshold",1,651,0,0,-3.69617732943987,154.217099056604
"3499",6288,6288,0,0,1,2,3,2007,447,4361,0,NA,0,NA,"s","S1","threshold",7,447,0,0,2.30382267056013,-49.7829009433962
"3500",6943,6943,0,0,1,2,1,2010,672,4361,0,NA,0,NA,"s","S1","threshold",10,672,0,0,5.30382267056013,175.217099056604
"3501",4083,4083,0,0,1,2,NA,2005,405,4378,0,NA,0,NA,"s","S1","threshold",5,405,0,0,0.303822670560128,-91.7829009433962
"3502",1219,1219,0,0,1,2,NA,2005,405,4378,0,NA,0,NA,"s","S1","threshold",5,405,0,0,0.303822670560128,-91.7829009433962
"3503",8908,8908,0,0,1,2,3,2004,671,4386,0,NA,0,NA,"s","S1","threshold",4,671,0,0,-0.696177329439872,174.217099056604
"3504",7668,7668,0,0,1,2,3,2004,671,4386,0,NA,0,NA,"s","S1","threshold",4,671,0,0,-0.696177329439872,174.217099056604
"3505",1337,1337,0,1,1,2,3,2006,467,4386,0,NA,0,NA,"s","S1","threshold",6,467,0,0,1.30382267056013,-29.7829009433962
"3506",10930,10930,0,0,1,2,3,2006,467,4386,0,NA,0,NA,"s","S1","threshold",6,467,0,0,1.30382267056013,-29.7829009433962
"3507",4270,4270,0,0,1,2,1,2006,467,4395,0,NA,0,NA,"s","S1","threshold",6,467,0,0,1.30382267056013,-29.7829009433962
"3508",12632,12632,0,0,1,2,1,2008,567,4395,0,NA,0,NA,"s","S1","threshold",8,567,0,0,3.30382267056013,70.2170990566038
"3509",9198,9198,0,0,1,2,NA,2011,649,4395,0,NA,0,NA,"s","S1","threshold",11,649,0,0,6.30382267056013,152.217099056604
"3510",1833,1833,0,1,1,2,3,2008,567,4399,0,NA,0,NA,"s","S1","threshold",8,567,0,0,3.30382267056013,70.2170990566038
"3511",4955,4955,0,0,1,2,3,2007,447,4410,0,NA,0,NA,"s","S1","threshold",7,447,0,0,2.30382267056013,-49.7829009433962
"3512",6442,6442,0,0,1,2,3,2009,617,4420,0,NA,0,NA,"s","S1","threshold",9,617,0,0,4.30382267056013,120.217099056604
"3513",14254,14254,0,0,1,2,NA,2009,617,4420,0,NA,0,NA,"s","S1","threshold",9,617,0,0,4.30382267056013,120.217099056604
"3514",3408,3408,0,0,1,2,3,2004,671,4454,0,NA,0,NA,"s","S1","threshold",4,671,0,0,-0.696177329439872,174.217099056604
"3515",11733,11733,0,0,1,2,3,2006,467,4456,0,NA,0,NA,"s","S1","threshold",6,467,0,0,1.30382267056013,-29.7829009433962
"3516",12375,12375,0,0,1,2,NA,2007,447,4456,0,NA,0,NA,"s","S1","threshold",7,447,0,0,2.30382267056013,-49.7829009433962
"3517",4506,4506,0,0,1,2,3,2008,567,4456,0,NA,0,NA,"s","S1","threshold",8,567,0,0,3.30382267056013,70.2170990566038
"3518",4799,4799,0,0,1,2,NA,2006,467,4460,0,NA,0,NA,"s","S1","threshold",6,467,0,0,1.30382267056013,-29.7829009433962
"3519",1539,1539,0,0,1,2,NA,2007,447,4465,0,NA,0,NA,"s","S1","threshold",7,447,0,0,2.30382267056013,-49.7829009433962
"3520",1532,1532,0,0,1,2,NA,2007,447,4465,0,NA,0,NA,"s","S1","threshold",7,447,0,0,2.30382267056013,-49.7829009433962
"3521",724,724,0,0,1,2,NA,2012,362,4465,0,NA,0,NA,"s","S1","threshold",12,362,0,0,7.30382267056013,-134.782900943396
"3525",14106,14106,0,0,1,2,3,2006,467,4473,0,NA,0,NA,"s","S1","threshold",6,467,0,0,1.30382267056013,-29.7829009433962
"3526",12236,12236,0,0,1,2,3,2007,447,4529,0,NA,0,NA,"s","S1","threshold",7,447,0,0,2.30382267056013,-49.7829009433962
"3527",10216,10216,0,0,1,2,3,2007,447,4529,0,NA,0,NA,"s","S1","threshold",7,447,0,0,2.30382267056013,-49.7829009433962
"3528",4545,4545,0,0,1,2,3,2007,447,4575,0,NA,0,NA,"s","S1","threshold",6,447,0,0,1.30382267056013,-49.7829009433962
"3529",12308,12308,0,0,1,2,3,2010,672,4575,0,NA,0,NA,"s","S1","threshold",9,672,0,0,4.30382267056013,175.217099056604
"3530",3402,3402,0,0,1,2,NA,2011,649,4575,0,NA,0,NA,"s","S1","threshold",10,649,0,0,5.30382267056013,152.217099056604
"3532",14049,14049,0,0,1,2,3,2009,617,4631,0,NA,0,NA,"s","S1","threshold",8,617,0,0,3.30382267056013,120.217099056604
"3533",6313,6313,0,0,1,2,NA,2005,405,4635,0,NA,0,NA,"s","S1","threshold",4,405,0,0,-0.696177329439872,-91.7829009433962
"3534",700,700,0,0,1,2,3,2006,467,4734,0,NA,0,NA,"s","S1","threshold",6,467,0,0,1.30382267056013,-29.7829009433962
"3535",13788,13788,0,0,1,2,3,2006,467,4734,0,NA,0,NA,"s","S1","threshold",6,467,0,0,1.30382267056013,-29.7829009433962
"3536",14056,14056,0,0,1,2,NA,2008,567,5060,0,NA,0,NA,"s","S1","threshold",6,567,0,0,1.30382267056013,70.2170990566038
"3537",11677,11677,0,0,1,2,NA,2008,567,5060,0,NA,0,NA,"s","S1","threshold",6,567,0,0,1.30382267056013,70.2170990566038
"3538",7739,7739,0,0,1,2,3,2007,447,5076,0,NA,0,NA,"s","S1","threshold",5,447,0,0,0.303822670560128,-49.7829009433962
"3539",3889,3889,0,1,1,2,3,2008,567,5076,0,NA,0,NA,"s","S1","threshold",6,567,0,0,1.30382267056013,70.2170990566038
"3540",12691,12691,0,0,1,2,3,2004,671,5089,0,NA,0,NA,"s","S1","threshold",2,671,0,0,-2.69617732943987,174.217099056604
"3541",11981,11981,0,0,1,2,NA,2007,447,5101,0,NA,0,NA,"s","S1","threshold",5,447,0,0,0.303822670560128,-49.7829009433962
"3543",7869,7869,0,0,1,2,NA,2005,405,5110,0,NA,0,NA,"s","S1","threshold",3,405,0,0,-1.69617732943987,-91.7829009433962
"3544",6662,6662,0,0,1,2,3,2006,467,5130,0,NA,0,NA,"s","S1","threshold",4,467,0,0,-0.696177329439872,-29.7829009433962
"3545",3208,3208,0,0,1,2,3,2007,447,5130,0,NA,0,NA,"s","S1","threshold",5,447,0,0,0.303822670560128,-49.7829009433962
"3546",3222,3222,0,0,1,2,3,2008,567,5130,0,NA,0,NA,"s","S1","threshold",6,567,0,0,1.30382267056013,70.2170990566038
"3549",2983,2983,0,0,1,2,3,2005,405,5133,0,NA,0,NA,"s","S1","threshold",3,405,0,0,-1.69617732943987,-91.7829009433962
"3550",11635,11635,0,0,1,2,3,2008,567,5133,0,NA,0,NA,"s","S1","threshold",6,567,0,0,1.30382267056013,70.2170990566038
"3551",4925,4925,0,0,1,2,3,2010,672,5133,0,NA,0,NA,"s","S1","threshold",8,672,0,0,3.30382267056013,175.217099056604
"3552",8218,8218,0,0,1,2,3,2010,672,5133,0,NA,0,NA,"s","S1","threshold",8,672,0,0,3.30382267056013,175.217099056604
"3553",13473,13473,0,0,1,2,3,2011,649,5133,0,NA,0,NA,"s","S1","threshold",9,649,0,0,4.30382267056013,152.217099056604
"3554",13955,13955,0,0,1,2,NA,2012,362,5133,0,NA,0,NA,"s","S1","threshold",10,362,0,0,5.30382267056013,-134.782900943396
"3556",6297,6297,0,0,1,2,NA,2004,671,5141,0,NA,0,NA,"s","S1","threshold",2,671,0,0,-2.69617732943987,174.217099056604
"3557",12293,12293,0,0,1,2,3,2006,467,5141,0,NA,0,NA,"s","S1","threshold",4,467,0,0,-0.696177329439872,-29.7829009433962
"3558",9589,9589,0,0,1,2,3,2006,467,5141,0,NA,0,NA,"s","S1","threshold",4,467,0,0,-0.696177329439872,-29.7829009433962
"3559",7182,7182,0,0,1,2,NA,2007,447,5150,0,NA,0,NA,"s","S1","threshold",5,447,0,0,0.303822670560128,-49.7829009433962
"3560",3116,3116,0,0,1,2,NA,2010,672,5150,0,NA,0,NA,"s","S1","threshold",8,672,0,0,3.30382267056013,175.217099056604
"3561",6730,6730,0,1,1,2,3,2007,447,5276,0,NA,0,NA,"s","S1","threshold",6,447,0,0,1.30382267056013,-49.7829009433962
"3562",8191,8191,0,0,1,2,NA,2005,405,5421,0,NA,0,NA,"s","S1","threshold",2,405,0,0,-2.69617732943987,-91.7829009433962
"3563",5764,5764,0,0,1,2,NA,2007,447,5421,0,NA,0,NA,"s","S1","threshold",4,447,0,0,-0.696177329439872,-49.7829009433962
"3564",10498,10498,0,0,1,2,3,2008,567,5427,0,NA,0,NA,"s","S1","threshold",5,567,0,0,0.303822670560128,70.2170990566038
"3565",3596,3596,0,0,1,2,1,2008,567,5427,0,NA,0,NA,"s","S1","threshold",5,567,0,0,0.303822670560128,70.2170990566038
"3566",3905,3905,0,0,1,2,3,2009,617,5427,0,NA,0,NA,"s","S1","threshold",6,617,0,0,1.30382267056013,120.217099056604
"3567",4587,4587,0,0,1,2,3,2009,617,5427,0,NA,0,NA,"s","S1","threshold",6,617,0,0,1.30382267056013,120.217099056604
"3570",5118,5118,0,0,1,2,3,2007,447,5433,0,NA,0,NA,"s","S1","threshold",4,447,0,0,-0.696177329439872,-49.7829009433962
"3571",3106,3106,0,0,1,2,NA,2007,447,5433,0,NA,0,NA,"s","S1","threshold",4,447,0,0,-0.696177329439872,-49.7829009433962
"3573",7554,7554,0,0,1,2,NA,2012,362,5433,0,NA,0,NA,"s","S1","threshold",9,362,0,0,4.30382267056013,-134.782900943396
"3575",1044,1044,0,0,1,2,3,2011,649,5443,0,NA,0,NA,"s","S1","threshold",8,649,0,0,3.30382267056013,152.217099056604
"3576",10462,10462,0,0,1,2,NA,2008,567,5444,0,NA,0,NA,"s","S1","threshold",5,567,0,0,0.303822670560128,70.2170990566038
"3577",6802,6802,0,0,1,2,3,2009,617,5444,0,NA,0,NA,"s","S1","threshold",6,617,0,0,1.30382267056013,120.217099056604
"3579",917,917,0,0,1,2,NA,2012,362,5444,0,NA,0,NA,"s","S1","threshold",9,362,0,0,4.30382267056013,-134.782900943396
"3580",5781,5781,0,0,1,2,NA,2004,671,5450,0,NA,0,NA,"s","S1","threshold",1,671,0,0,-3.69617732943987,174.217099056604
"3581",10547,10547,0,0,1,2,3,2008,567,5460,0,NA,0,NA,"s","S1","threshold",5,567,0,0,0.303822670560128,70.2170990566038
"3582",7655,7655,0,0,1,2,NA,2012,362,5460,0,NA,0,NA,"s","S1","threshold",9,362,0,0,4.30382267056013,-134.782900943396
"3583",4212,4212,0,0,1,2,NA,2012,362,5460,0,NA,0,NA,"s","S1","threshold",9,362,0,0,4.30382267056013,-134.782900943396
"3584",9757,9757,0,0,1,2,3,2007,447,5469,0,NA,0,NA,"s","S1","threshold",4,447,0,0,-0.696177329439872,-49.7829009433962
"3585",10393,10393,0,0,1,2,3,2007,447,5469,0,NA,0,NA,"s","S1","threshold",4,447,0,0,-0.696177329439872,-49.7829009433962
"3586",7764,7764,0,0,1,2,3,2008,567,5469,0,NA,0,NA,"s","S1","threshold",5,567,0,0,0.303822670560128,70.2170990566038
"3587",1424,1424,0,0,1,2,3,2010,672,5469,0,NA,0,NA,"s","S1","threshold",7,672,0,0,2.30382267056013,175.217099056604
"3590",11215,11215,0,0,1,2,3,2010,672,5485,0,NA,0,NA,"s","S1","threshold",7,672,0,0,2.30382267056013,175.217099056604
