"","animal","dam","sire"
"1154",6324,NA,NA
"1155",6695,NA,NA
"1156",8318,NA,NA
"1157",5251,NA,NA
"1158",9735,NA,NA
"1159",5202,NA,NA
"1160",3446,NA,NA
"1161",5330,NA,NA
"1162",2632,NA,NA
"1163",7431,NA,NA
"1164",4365,NA,NA
"1165",4123,NA,NA
"1166",13441,NA,NA
"1167",13758,NA,NA
"1168",9778,NA,NA
"1169",2292,NA,NA
"1170",10798,NA,NA
"1171",11846,NA,NA
"1172",11472,NA,NA
"1173",7391,NA,NA
"1174",12684,NA,NA
"1175",141,NA,NA
"1176",6492,NA,NA
"1177",6675,NA,NA
"1178",13887,NA,NA
"1179",6991,NA,NA
"1180",6389,NA,NA
"1181",3476,NA,NA
"1182",2695,NA,NA
"1183",302,NA,NA
"1184",6127,NA,NA
"1185",8711,NA,NA
"1186",3123,NA,NA
"1187",13535,NA,NA
"1188",2179,NA,NA
"1189",11582,NA,NA
"1190",9621,NA,NA
"1191",11323,NA,NA
"1192",1324,NA,NA
"1193",8973,NA,NA
"1194",4719,NA,NA
"1195",14107,NA,NA
"1196",5313,NA,NA
"1197",3592,NA,NA
"1198",4312,NA,NA
"1199",11077,NA,NA
"1200",2092,NA,NA
"1201",11780,NA,NA
"1202",2188,NA,NA
"1203",5297,NA,NA
"1204",5867,NA,NA
"1205",5400,NA,NA
"1206",6287,NA,NA
"1207",5530,NA,NA
"1208",1731,NA,NA
"1209",3498,NA,NA
"1210",5805,NA,NA
"1211",8803,NA,NA
"1212",5089,NA,NA
"1213",5937,NA,NA
"1214",4892,NA,NA
"1215",2758,NA,NA
"1216",6342,NA,NA
"1217",2562,NA,NA
"1218",6070,NA,NA
"1219",9420,NA,NA
"1220",696,NA,NA
"1221",13785,NA,NA
"1222",2074,NA,NA
"1223",1124,NA,NA
"1224",7179,NA,NA
"1225",10379,NA,NA
"1226",5322,NA,NA
"1227",9753,NA,NA
"1228",6600,NA,NA
"1229",7345,NA,NA
"1230",11901,NA,NA
"1231",12897,NA,NA
"1232",8767,NA,NA
"1233",12671,NA,NA
"1234",13424,NA,NA
"1235",11162,NA,NA
"1236",7160,NA,NA
"1237",3726,NA,NA
"1238",1118,NA,NA
"1239",14301,NA,NA
"1240",12429,NA,NA
"1241",11995,NA,NA
"1242",3191,NA,NA
"1243",3315,NA,NA
"1244",912,NA,NA
"1245",2310,NA,NA
"1246",8008,NA,NA
"1247",12179,NA,NA
"1248",3361,NA,NA
"1249",8938,NA,NA
"1250",3007,NA,NA
"1251",3224,NA,NA
"1252",8251,NA,NA
"1253",7051,NA,NA
"1254",11095,NA,NA
"1255",13309,NA,NA
"1256",10772,NA,NA
"1257",7455,NA,NA
"1258",8816,NA,NA
"1259",10028,NA,NA
"1260",6128,NA,NA
"1261",5927,NA,NA
"1262",6109,NA,NA
"1263",6876,NA,NA
"1264",9993,NA,NA
"1265",7100,NA,NA
"1266",7140,NA,NA
"1267",1029,NA,NA
"1268",13904,NA,NA
"1269",884,NA,NA
"1270",3282,NA,NA
"1271",9336,NA,NA
"1272",12686,NA,NA
"1273",6250,NA,NA
"1274",4988,NA,NA
"1275",11137,NA,NA
"1276",968,NA,NA
"1277",7143,NA,NA
"1278",12798,NA,NA
"1279",2735,NA,NA
"1280",14223,NA,NA
"1281",8033,NA,NA
"1282",5465,NA,NA
"1283",14171,NA,NA
"1284",11937,NA,NA
"1285",8375,NA,NA
"1286",9133,NA,NA
"1287",2034,NA,NA
"1288",11828,NA,NA
"1289",2728,NA,NA
"1290",10190,NA,NA
"1291",8119,NA,NA
"1292",11035,NA,NA
"1293",1196,NA,NA
"1294",11826,NA,NA
"1295",7535,NA,NA
"1296",998,NA,NA
"1297",5302,NA,NA
"1298",7695,NA,NA
"1299",12775,NA,NA
"1300",13663,NA,NA
"1301",3130,NA,NA
"1302",8131,NA,NA
"1303",6768,NA,NA
"1304",9926,NA,NA
"1305",7111,NA,NA
"1306",13504,NA,NA
"1307",11695,NA,NA
"1308",9168,NA,NA
"1309",9287,NA,NA
"1310",8975,NA,NA
"1311",4439,NA,NA
"1312",4943,NA,NA
"1313",359,NA,NA
"1314",774,NA,NA
"1315",2947,NA,NA
"1316",4032,NA,NA
"1317",11668,NA,NA
"1318",1131,NA,NA
"1319",14202,NA,NA
"1320",4730,NA,NA
"1321",4291,NA,NA
"1322",3587,NA,NA
"1323",9049,NA,NA
"1324",1123,NA,NA
"1325",9751,NA,NA
"1326",12359,NA,NA
"1327",12616,NA,NA
"1328",4063,NA,NA
"1329",11567,NA,NA
"1330",1846,NA,NA
"1331",1813,NA,NA
"1332",6218,NA,NA
"1333",12923,NA,NA
"1334",5625,NA,NA
"1335",8587,NA,NA
"1336",1850,NA,NA
"1337",9749,NA,NA
"1338",1703,NA,NA
"1339",162,NA,NA
"1340",14103,NA,NA
"1341",4516,NA,NA
"1342",13283,NA,NA
"1343",9095,NA,NA
"1344",3733,NA,NA
"1345",8048,NA,NA
"1346",914,NA,NA
"1347",13155,NA,NA
"1348",11413,NA,NA
"1349",3660,NA,NA
"1350",7909,NA,NA
"1351",1248,NA,NA
"1352",2598,NA,NA
"1353",8992,NA,NA
"1354",1130,NA,NA
"1355",12964,NA,NA
"1356",415,NA,NA
"1357",5426,NA,NA
"1358",10204,NA,NA
"1359",12780,NA,NA
"1360",3240,NA,NA
"1361",2051,NA,NA
"1362",731,NA,NA
"1363",1621,NA,NA
"1364",6714,NA,NA
"1365",3292,NA,NA
"1366",3856,NA,NA
"1367",8153,NA,NA
"1368",1787,NA,NA
"1369",3974,NA,NA
"1370",479,NA,NA
"1371",10384,NA,NA
"1372",3980,NA,NA
"1373",473,NA,NA
"1374",13266,NA,NA
"1375",10616,NA,NA
"1376",4959,NA,NA
"1377",10162,NA,NA
"1378",10223,NA,NA
"1379",8667,NA,NA
"1380",9886,NA,NA
"1381",8259,NA,NA
"1382",3888,NA,NA
"1383",401,NA,NA
"1384",12138,NA,NA
"1385",14025,NA,NA
"1386",2885,NA,NA
"1387",2970,NA,NA
"1388",1316,NA,NA
"1389",10221,NA,NA
"1390",12696,NA,NA
"1391",13643,NA,NA
"1392",9994,NA,NA
"1393",12382,NA,NA
"1394",10556,NA,NA
"1395",7043,NA,NA
"1396",8465,NA,NA
"1397",4865,NA,NA
"1398",13760,NA,NA
"1399",3438,NA,NA
"1400",6007,NA,NA
"1401",11550,NA,NA
"1402",13447,NA,NA
"1403",11285,NA,NA
"1404",223,NA,NA
"1405",1241,NA,NA
"1406",5343,NA,NA
"1407",10759,NA,NA
"1408",8035,NA,NA
"1409",14181,NA,NA
"1410",14160,NA,NA
"1411",9459,NA,NA
"1412",1023,NA,NA
"1413",12985,NA,NA
"1414",11029,NA,NA
"1415",7897,NA,NA
"1416",6998,NA,NA
"1417",9641,NA,NA
"1418",9873,NA,NA
"1419",1869,NA,NA
"1420",11231,NA,NA
"1421",1408,NA,NA
"1422",3850,NA,NA
"1423",7970,NA,NA
"1424",1301,NA,NA
"1425",8912,NA,NA
"1426",12990,NA,NA
"1427",11670,NA,NA
"1428",8572,NA,NA
"1429",7467,NA,NA
"1430",8482,NA,NA
"1431",3759,NA,NA
"1432",7307,NA,NA
"1433",2025,NA,NA
"1434",5289,NA,NA
"1435",4209,NA,NA
"1436",8999,NA,NA
"1437",3054,NA,NA
"1438",3777,NA,NA
"1439",812,NA,NA
"1440",7052,NA,NA
"1441",2088,NA,NA
"1442",976,NA,NA
"1443",11258,NA,NA
"1444",936,NA,NA
"1445",12281,NA,NA
"1446",4036,NA,NA
"1447",9901,NA,NA
"1448",207,NA,NA
"1449",8074,NA,NA
"1450",3770,NA,NA
"1451",4008,NA,NA
"1452",6530,NA,NA
"1453",2481,NA,NA
"1454",1016,NA,NA
"1455",1437,NA,NA
"1456",2073,NA,NA
"1457",11884,NA,NA
"1458",9104,NA,NA
"1459",4060,NA,NA
"1460",6292,NA,NA
"1461",4053,NA,NA
"1462",11032,NA,NA
"1463",14060,NA,NA
"1464",6316,NA,NA
"1465",1262,NA,NA
"1466",9809,NA,NA
"1467",10401,NA,NA
"1468",642,NA,NA
"1469",13185,NA,NA
"1470",5512,NA,NA
"1471",270,NA,NA
"1472",5878,NA,NA
"1473",13312,NA,NA
"1474",2339,NA,NA
"1475",14190,NA,NA
"1476",14055,NA,NA
"1477",941,NA,NA
"1478",2590,NA,NA
"1479",4685,NA,NA
"1480",8510,NA,NA
"1481",13592,NA,NA
"1482",10761,NA,NA
"1483",11021,NA,NA
"1484",13291,NA,NA
"1485",11506,NA,NA
"1486",4406,NA,NA
"1487",13742,NA,NA
"1488",2372,NA,NA
"1489",14063,NA,NA
"1490",2851,NA,NA
"1491",530,NA,NA
"1492",12979,NA,NA
"1493",7417,NA,NA
"1494",4311,NA,NA
"1495",7694,NA,NA
"1496",9413,NA,NA
"1497",4071,NA,NA
"1498",4878,NA,NA
"1499",10404,NA,NA
"1500",5031,NA,NA
"1501",5295,NA,NA
"1502",4361,NA,NA
"1503",631,NA,NA
"1504",3588,NA,NA
"1505",13600,NA,NA
"1506",8061,NA,NA
"1507",8504,NA,NA
"1508",5451,NA,NA
"1509",12368,NA,NA
"1510",138,NA,NA
"1511",9797,NA,NA
"1512",10311,NA,NA
"1513",9464,NA,NA
"1514",7344,NA,NA
"1515",7454,NA,NA
"1516",5944,NA,NA
"1517",8495,NA,NA
"1518",8737,NA,NA
"1519",8313,NA,NA
"1520",797,NA,NA
"1521",8432,NA,NA
"1522",5128,NA,NA
"1523",2059,NA,NA
"1524",5804,NA,NA
"1525",1548,NA,NA
"1526",3801,NA,NA
"1527",11706,NA,NA
"1528",8638,NA,NA
"1529",8395,NA,NA
"1530",3488,NA,NA
"1531",12440,NA,NA
"1532",10412,NA,NA
"1533",9116,NA,NA
"1534",4028,NA,NA
"1535",8362,NA,NA
"1536",7153,NA,NA
"1537",6338,NA,NA
"1538",6025,NA,NA
"1539",4926,NA,NA
"1540",7933,NA,NA
"1541",6819,NA,NA
"1542",13521,NA,NA
"1543",871,NA,NA
"1544",12464,NA,NA
"1545",782,NA,NA
"1546",4973,NA,NA
"1547",14325,NA,NA
"1548",5621,NA,NA
"1549",7773,NA,NA
"1550",13870,NA,NA
"1551",8193,NA,NA
"1552",8260,NA,NA
"1553",7834,NA,NA
"1554",5363,NA,NA
"1555",497,NA,NA
"1556",4709,NA,NA
"1557",5086,NA,NA
"1558",10355,NA,NA
"1559",7835,NA,NA
"1560",6026,NA,NA
"1561",5855,NA,NA
"1562",6269,NA,NA
"1563",7175,NA,NA
"1564",5683,NA,NA
"1565",2139,NA,NA
"1566",3085,NA,NA
"1567",5525,NA,NA
"1568",1472,NA,NA
"1569",9937,NA,NA
"1570",5595,NA,NA
"1571",6032,NA,NA
"1572",9039,NA,NA
"1573",12147,NA,NA
"1574",1728,NA,NA
"1575",8751,NA,NA
"1576",3684,NA,NA
"1577",11713,NA,NA
"1578",4094,NA,NA
"1579",9357,NA,NA
"1580",8186,NA,NA
"1581",2725,NA,NA
"1582",10188,NA,NA
"1583",10312,NA,NA
"1584",7789,NA,NA
"1585",5668,NA,NA
"1586",7002,NA,NA
"1587",11477,NA,NA
"1588",2656,NA,NA
"1589",1901,NA,NA
"1590",9269,NA,NA
"1591",3272,NA,NA
"1592",3129,NA,NA
"1593",12557,NA,NA
"1594",8498,NA,NA
"1595",13634,NA,NA
"1596",8669,NA,NA
"1597",10778,NA,NA
"1598",11698,NA,NA
"1599",8126,NA,NA
"1600",13759,NA,NA
"1601",8614,NA,NA
"1602",9943,NA,NA
"1603",7918,NA,NA
"1604",315,NA,NA
"1605",3952,NA,NA
"1606",11141,NA,NA
"1607",7870,NA,NA
"1608",4864,NA,NA
"1609",1589,NA,NA
"1610",3877,NA,NA
"1611",8112,NA,NA
"1612",13365,NA,NA
"1613",6176,NA,NA
"1614",6154,NA,NA
"1615",3677,NA,NA
"1616",13141,NA,NA
"1617",6930,NA,NA
"1618",13893,NA,NA
"1619",8228,NA,NA
"1620",12944,NA,NA
"1621",8127,NA,NA
"1622",347,NA,NA
"1623",10815,NA,NA
"1624",195,NA,NA
"1625",7677,NA,NA
"1626",4544,NA,NA
"1627",12345,NA,NA
"1628",7216,NA,NA
"1629",9253,NA,NA
"1630",4396,NA,NA
"1631",10621,NA,NA
"1632",8118,NA,NA
"1633",1037,NA,NA
"1634",5015,NA,NA
"1635",10828,NA,NA
"1636",11487,NA,NA
"1637",13287,NA,NA
"1638",11440,NA,NA
"1639",5021,NA,NA
"1640",11659,NA,NA
"1641",5395,NA,NA
"1642",9657,NA,NA
"1643",13359,NA,NA
"1644",5286,NA,NA
"1645",8462,NA,NA
"1646",12170,NA,NA
"1647",1681,NA,NA
"1648",10247,NA,NA
"1649",3715,NA,NA
"1650",1282,NA,NA
"1651",10795,NA,NA
"1652",5846,NA,NA
"1653",2362,NA,NA
"1654",5807,NA,NA
"1655",11194,NA,NA
"1656",12054,NA,NA
"1657",7879,NA,NA
"1658",4679,NA,NA
"1659",13928,NA,NA
"1660",2669,NA,NA
"1661",2800,NA,NA
"1662",3666,NA,NA
"1663",876,NA,NA
"1664",5600,NA,NA
"1665",7947,NA,NA
"1666",7671,NA,NA
"1667",1956,NA,NA
"1668",11301,NA,NA
"1669",12654,NA,NA
"1670",6558,NA,NA
"1671",12650,NA,NA
"1672",287,NA,NA
"1673",4784,NA,NA
"1674",13449,NA,NA
"1675",3683,NA,NA
"1676",743,NA,NA
"1677",8071,NA,NA
"1678",2056,NA,NA
"1679",1997,NA,NA
"1680",14150,NA,NA
"1681",9566,NA,NA
"1682",9720,NA,NA
"1683",2807,NA,NA
"1684",10453,NA,NA
"1685",12712,NA,NA
"1686",8416,NA,NA
"1687",11228,NA,NA
"1688",7883,NA,NA
"1689",1354,NA,NA
"1690",10836,NA,NA
"1691",11250,NA,NA
"1692",13442,NA,NA
"1693",7963,NA,NA
"1694",10655,NA,NA
"1695",239,NA,NA
"1696",10159,NA,NA
"1697",13717,NA,NA
"1698",6971,NA,NA
"1699",2734,NA,NA
"1700",211,NA,NA
"1701",4647,NA,NA
"1702",7225,NA,NA
"1703",8950,NA,NA
"1704",10762,NA,NA
"1705",13272,NA,NA
"1706",7234,NA,NA
"1707",14205,NA,NA
"1708",2613,NA,NA
"1709",11965,NA,NA
"1710",13807,NA,NA
"1711",2623,NA,NA
"1712",5658,NA,NA
"1713",5863,NA,NA
"1714",3834,NA,NA
"1715",11730,NA,NA
"1716",12620,NA,NA
"1717",11924,NA,NA
"1718",9386,NA,NA
"1719",9997,NA,NA
"1720",828,NA,NA
"1721",4271,NA,NA
"1722",11725,NA,NA
"1723",6515,NA,NA
"1724",5653,NA,NA
"1725",12841,NA,NA
"1726",3015,NA,NA
"1727",5455,NA,NA
"1728",3775,NA,NA
"1729",3243,NA,NA
"1730",979,NA,NA
"1731",2762,NA,NA
"1732",147,NA,NA
"1733",5110,NA,NA
"1734",14015,NA,NA
"1735",9963,NA,NA
"1736",2369,NA,NA
"1737",10013,NA,NA
"1738",4006,NA,NA
"1739",12926,NA,NA
"1740",10326,NA,NA
"1741",1643,NA,NA
"1742",807,NA,NA
"1743",7728,NA,NA
"1744",227,NA,NA
"1745",2958,NA,NA
"1746",3866,NA,NA
"1747",9497,NA,NA
"1748",13227,NA,NA
"1749",2833,NA,NA
"1750",4165,NA,NA
"1751",14162,NA,NA
"1752",7545,NA,NA
"1753",3804,NA,NA
"1754",8371,NA,NA
"1755",5877,NA,NA
"1756",14024,NA,NA
"1757",4331,NA,NA
"1758",11356,NA,NA
"1759",3936,NA,NA
"1760",100,NA,NA
"1761",5745,NA,NA
"1762",10227,NA,NA
"1763",10879,NA,NA
"1764",10514,NA,NA
"1765",6607,NA,NA
"1766",4292,NA,NA
"1767",3957,NA,NA
"1768",9907,NA,NA
"1769",10996,NA,NA
"1770",7697,NA,NA
"1771",5476,NA,NA
"1772",1669,NA,NA
"1773",3356,NA,NA
"1774",6507,NA,NA
"1775",8485,NA,NA
"1776",13454,NA,NA
"1777",3158,NA,NA
"1778",2685,NA,NA
"1779",2135,NA,NA
"1780",10207,NA,NA
"1781",7587,NA,NA
"1782",12314,NA,NA
"1783",1039,NA,NA
"1784",6878,NA,NA
"1785",6554,NA,NA
"1786",9146,NA,NA
"1787",6354,NA,NA
"1788",6096,NA,NA
"1789",6380,NA,NA
"1790",5167,NA,NA
"1791",8214,NA,NA
"1792",9436,NA,NA
"1793",13672,NA,NA
"1794",11456,NA,NA
"1795",7293,NA,NA
"1796",12844,NA,NA
"1797",1856,NA,NA
"1798",7156,NA,NA
"1799",101,NA,NA
"1800",2206,NA,NA
"1801",1288,NA,NA
"1802",12895,NA,NA
"1803",9830,NA,NA
"1804",12195,NA,NA
"1805",9385,NA,NA
"1806",9254,NA,NA
"1807",8819,NA,NA
"1808",9397,NA,NA
"1809",7617,NA,NA
"1810",2180,NA,NA
"1811",6568,NA,NA
"1812",9055,NA,NA
"1813",3656,NA,NA
"1814",4107,NA,NA
"1815",4052,NA,NA
"1816",6282,NA,NA
"1817",13608,NA,NA
"1818",1018,NA,NA
"1819",10302,NA,NA
"1820",13112,NA,NA
"1821",717,NA,NA
"1822",7803,NA,NA
"1823",457,NA,NA
"1824",13501,NA,NA
"1825",7003,NA,NA
"1826",1319,NA,NA
"1827",7405,NA,NA
"1828",8412,NA,NA
"1829",1420,NA,NA
"1830",8277,NA,NA
"1831",1313,NA,NA
"1832",3841,NA,NA
"1833",10647,NA,NA
"1834",8748,NA,NA
"1835",11321,NA,NA
"1836",8833,NA,NA
"1837",10055,NA,NA
"1838",12348,NA,NA
"1839",9435,NA,NA
"1840",7172,NA,NA
"1841",6880,NA,NA
"1842",6987,NA,NA
"1843",4961,NA,NA
"1844",335,NA,NA
"1845",12270,NA,NA
"1846",3767,NA,NA
"1847",11941,NA,NA
"1848",900,NA,NA
"1849",8831,NA,NA
"1850",13968,NA,NA
"1851",3814,NA,NA
"1852",11794,NA,NA
"1853",12425,NA,NA
"1854",10537,NA,NA
"1855",10048,NA,NA
"1856",2965,NA,NA
"1857",8888,NA,NA
"1858",1238,NA,NA
"1859",6349,NA,NA
"1860",14215,NA,NA
"1861",3196,NA,NA
"1862",9699,NA,NA
"1863",9673,NA,NA
"1864",1021,NA,NA
"1865",5634,NA,NA
"1866",7620,NA,NA
"1867",12124,NA,NA
"1868",5883,NA,NA
"1869",1192,NA,NA
"1870",6017,NA,NA
"1871",4908,NA,NA
"1872",11123,NA,NA
"1873",2164,NA,NA
"1874",3204,NA,NA
"1875",9310,NA,NA
"1876",4035,NA,NA
"1877",5063,NA,NA
"1878",8273,NA,NA
"1879",240,NA,NA
"1880",2278,NA,NA
"1881",7282,NA,NA
"1882",3675,NA,NA
"1883",2098,NA,NA
"1884",12963,NA,NA
"1885",14022,NA,NA
"1886",1702,NA,NA
"1887",11963,NA,NA
"1888",3796,NA,NA
"1889",10956,NA,NA
"1890",13292,NA,NA
"1891",2053,NA,NA
"1892",13392,NA,NA
"1893",14131,NA,NA
"1894",8016,NA,NA
"1895",12759,NA,NA
"1896",13913,NA,NA
"1897",3971,NA,NA
"1898",1756,NA,NA
"1899",12290,NA,NA
"1900",10951,NA,NA
"1901",1077,NA,NA
"1902",13041,NA,NA
"1903",1844,NA,NA
"1904",698,NA,NA
"1905",8725,NA,NA
"1906",3267,NA,NA
"1907",8062,NA,NA
"1908",10449,NA,NA
"1909",9890,NA,NA
"1910",1362,NA,NA
"1911",5490,NA,NA
"1912",9837,NA,NA
"1913",2794,NA,NA
"1914",3710,NA,NA
"1915",2031,NA,NA
"1916",11255,NA,NA
"1917",5419,NA,NA
"1918",9233,NA,NA
"1919",13683,NA,NA
"1920",580,NA,NA
"1921",14134,NA,NA
"1922",1920,NA,NA
"1923",1291,NA,NA
"1924",3288,NA,NA
"1925",10034,NA,NA
"1926",14321,NA,NA
"1927",5354,NA,NA
"1928",4889,NA,NA
"1929",3095,NA,NA
"1930",6933,NA,NA
"1931",12251,NA,NA
"1932",12142,NA,NA
"1933",5065,NA,NA
"1934",6045,NA,NA
"1935",12303,NA,NA
"1936",6252,NA,NA
"1937",14128,NA,NA
"1938",8197,NA,NA
"1939",3735,NA,NA
"1940",6356,NA,NA
"1941",12952,NA,NA
"1942",8459,NA,NA
"1943",10006,NA,NA
"1944",12829,NA,NA
"1945",2237,NA,NA
"1946",13274,NA,NA
"1947",10682,NA,NA
"1948",2697,NA,NA
"1949",4039,NA,NA
"1950",6555,NA,NA
"1951",12045,NA,NA
"1952",882,NA,NA
"1953",2178,NA,NA
"1954",747,NA,NA
"1955",11220,NA,NA
"1956",6546,NA,NA
"1957",3265,NA,NA
"1958",3604,NA,NA
"1959",5271,NA,NA
"1960",7066,NA,NA
"1961",12286,NA,NA
"1962",6612,NA,NA
"1963",8944,NA,NA
"1964",4392,NA,NA
"1965",2038,NA,NA
"1966",7546,NA,NA
"1967",2168,NA,NA
"1968",2649,NA,NA
"1969",1541,NA,NA
"1970",1784,NA,NA
"1971",13937,NA,NA
"1972",13522,NA,NA
"1973",12001,NA,NA
"1974",3399,NA,NA
"1975",9221,NA,NA
"1976",12191,NA,NA
"1977",10278,NA,NA
"1978",12327,NA,NA
"1979",11894,NA,NA
"1980",1886,NA,NA
"1981",7442,NA,NA
"1982",9869,NA,NA
"1983",699,NA,NA
"1984",9576,NA,NA
"1985",4460,NA,NA
"1986",9265,NA,NA
"1987",12069,NA,NA
"1988",2140,NA,NA
"1989",7137,NA,NA
"1990",5402,NA,NA
"1991",9553,NA,NA
"1992",4511,NA,NA
"1993",7422,NA,NA
"1994",1682,NA,NA
"1995",3237,NA,NA
"1996",13939,NA,NA
"1997",1081,NA,NA
"1998",8823,NA,NA
"1999",12552,NA,NA
"2000",13237,NA,NA
"2001",13734,NA,NA
"2002",12063,NA,NA
"2003",8759,NA,NA
"2004",3035,NA,NA
"2005",9678,NA,NA
"2006",3165,NA,NA
"2007",2046,NA,NA
"2008",1281,NA,NA
"2009",8712,NA,NA
"2010",6182,NA,NA
"2011",8744,NA,NA
"2012",6305,NA,NA
"2013",11704,NA,NA
"2014",9244,NA,NA
"2015",1149,NA,NA
"2016",8325,NA,NA
"2017",2644,NA,NA
"2018",8694,NA,NA
"2019",8919,NA,NA
"2020",11896,NA,NA
"2021",11234,NA,NA
"2022",2737,NA,NA
"2023",3723,NA,NA
"2024",5107,NA,NA
"2025",8394,NA,NA
"2026",13590,NA,NA
"2027",8851,NA,NA
"2028",11931,NA,NA
"2029",5199,NA,NA
"2030",6996,NA,NA
"2031",923,NA,NA
"2032",14256,NA,NA
"2033",1581,NA,NA
"2034",7785,NA,NA
"2035",10099,NA,NA
"2036",5529,NA,NA
"2037",10361,NA,NA
"2038",3789,NA,NA
"2039",11410,NA,NA
"2040",2154,NA,NA
"2041",7194,NA,NA
"2042",7605,NA,NA
"2043",2384,NA,NA
"2044",13253,NA,NA
"2045",14046,NA,NA
"2046",1574,NA,NA
"2047",6120,NA,NA
"2048",13247,NA,NA
"2049",12484,NA,NA
"2050",7018,NA,NA
"2051",6533,NA,NA
"2052",7796,NA,NA
"2053",5909,NA,NA
"2054",1644,NA,NA
"2055",8216,NA,NA
"2056",9832,NA,NA
"2057",4993,NA,NA
"2058",2410,NA,NA
"2059",2733,NA,NA
"2060",13137,NA,NA
"2061",9259,NA,NA
"2062",7248,NA,NA
"2063",11717,NA,NA
"2064",5028,NA,NA
"2065",2071,NA,NA
"2066",7087,NA,NA
"2067",4178,NA,NA
"2068",14161,NA,NA
"2069",11068,NA,NA
"2070",7805,NA,NA
"2071",13714,NA,NA
"2072",2712,NA,NA
"2073",10604,NA,NA
"2074",8138,NA,NA
"2075",1720,NA,NA
"2076",5820,NA,NA
"2077",10984,NA,NA
"2078",4127,NA,NA
"2079",343,NA,NA
"2080",3,NA,NA
"2081",14129,NA,NA
"2082",5508,NA,NA
"2083",10730,NA,NA
"2084",666,NA,NA
"2085",12916,NA,NA
"2086",10943,NA,NA
"2087",1256,NA,NA
"2088",6845,NA,NA
"2089",11660,NA,NA
"2090",10036,NA,NA
"2091",1675,NA,NA
"2092",639,NA,NA
"2093",7376,NA,NA
"2094",2538,NA,NA
"2095",4001,NA,NA
"2096",7122,NA,NA
"2097",4765,NA,NA
"2098",4810,NA,NA
"2099",8036,NA,NA
"2100",12297,NA,NA
"2101",14029,NA,NA
"2102",5287,NA,NA
"2103",7873,NA,NA
"2104",13945,NA,NA
"2105",5667,NA,NA
"2106",8220,NA,NA
"2107",7827,NA,NA
"2108",167,NA,NA
"2109",4192,NA,NA
"2110",1318,NA,NA
"2111",10484,NA,NA
"2112",11862,NA,NA
"2113",9482,NA,NA
"2114",11895,NA,NA
"2115",3890,NA,NA
"2116",1769,NA,NA
"2117",7846,NA,NA
"2118",8889,NA,NA
"2119",7005,NA,NA
"2120",3680,NA,NA
"2121",8529,NA,NA
"2122",55,NA,NA
"2123",13261,NA,NA
"2124",1620,NA,NA
"2125",11503,NA,NA
"2126",14319,NA,NA
"2127",9454,NA,NA
"2128",3327,NA,NA
"2129",3183,NA,NA
"2130",5853,NA,NA
"2131",9977,NA,NA
"2132",7945,NA,NA
"2133",8514,NA,NA
"2134",12935,NA,NA
"2135",11183,NA,NA
"2136",8985,NA,NA
"2137",7312,NA,NA
"2138",8876,NA,NA
"2139",11187,NA,NA
"2140",8521,NA,NA
"2141",4983,NA,NA
"2142",296,NA,NA
"2143",3154,NA,NA
"2144",4114,NA,NA
"2145",12169,NA,NA
"2146",4197,NA,NA
"2147",4924,NA,NA
"2148",1298,NA,NA
"2149",7631,NA,NA
"2150",11195,NA,NA
"2151",11610,NA,NA
"2152",8006,NA,NA
"2153",12451,NA,NA
"2154",1356,NA,NA
"2155",12397,NA,NA
"2156",5901,NA,NA
"2157",14274,NA,NA
"2158",163,NA,NA
"2159",5680,NA,NA
"2160",13776,NA,NA
"2161",3097,NA,NA
"2162",8896,NA,NA
"2163",577,NA,NA
"2164",2829,NA,NA
"2165",2612,NA,NA
"2166",12924,NA,NA
"2167",9015,NA,NA
"2168",9547,NA,NA
"2169",118,NA,NA
"2170",12703,NA,NA
"2171",13777,NA,NA
"2172",11214,NA,NA
"2173",2801,NA,NA
"2174",6708,NA,NA
"2175",569,NA,NA
"2176",8249,NA,NA
"2177",2508,NA,NA
"2178",5095,NA,NA
"2179",3810,NA,NA
"2180",9933,NA,NA
"2181",14210,NA,NA
"2182",12304,NA,NA
"2183",7336,NA,NA
"2184",13848,NA,NA
"2185",2580,NA,NA
"2186",8096,NA,NA
"2187",4529,NA,NA
"2188",3166,NA,NA
"2189",1366,NA,NA
"2190",6497,NA,NA
"2191",6003,NA,NA
"2192",6829,NA,NA
"2193",6946,NA,NA
"2194",7077,NA,NA
"2195",1203,NA,NA
"2196",9960,NA,NA
"2197",6669,NA,NA
"2198",12700,NA,NA
"2199",6214,NA,NA
"2200",965,NA,NA
"2201",13563,NA,NA
"2202",982,NA,NA
"2203",1809,NA,NA
"2204",11296,NA,NA
"2205",11861,NA,NA
"2206",11227,NA,NA
"2207",4941,NA,NA
"2208",4528,NA,NA
"2209",7778,NA,NA
"2210",9193,NA,NA
"2211",3347,NA,NA
"2212",4980,NA,NA
"2213",4431,NA,NA
"2214",13394,NA,NA
"2215",10023,NA,NA
"2216",5608,NA,NA
"2217",9543,NA,NA
"2218",12717,NA,NA
"2219",10377,NA,NA
"2220",1734,NA,NA
"2221",10969,NA,NA
"2222",5059,NA,NA
"2223",10866,NA,NA
"2224",9271,NA,NA
"2225",4467,NA,NA
"2226",6174,NA,NA
"2227",14298,NA,NA
"2228",10833,NA,NA
"2229",3754,NA,NA
"2230",9344,NA,NA
"2231",7386,NA,NA
"2232",5178,NA,NA
"2233",12826,NA,NA
"2234",1405,NA,NA
