"","id","y","time","trait","measure","family","CapAgeYears","Twin","jdateMC","PopDensMC"
"10520",10382,0,2010,"s","LBS","poisson",0,0,0,237.971354166667
"10639",1134,0,2010,"s","LBS","poisson",0,0,0,237.971354166667
"10641",485,0,2010,"s","LBS","poisson",0,0,0,237.971354166667
"10642",11981,15,2010,"s","LBS","poisson",0,0,0,237.971354166667
"10699",3156,0,2009,"s","LBS","poisson",0,1,0,182.971354166667
"10704",9718,0,2009,"s","LBS","poisson",0,0,0,182.971354166667
"10711",7421,9,2008,"s","LBS","poisson",0,0,0,132.971354166667
"10720",10426,4,2007,"s","LBS","poisson",0,1,0,12.9713541666667
"10731",2605,4,2003,"s","LBS","poisson",0,0,0,59.9713541666667
"11246",12554,17,2011,"s","LBS","poisson",0,0,0,214.971354166667
"11267",6952,67,2009,"s","LBS","poisson",0,0,0,182.971354166667
"11319",6408,49,2011,"s","LBS","poisson",0,0,0,214.971354166667
"11321",5425,3,2010,"s","LBS","poisson",0,0,0,237.971354166667
"4161",4164,260,1987,"r","BolCirc","gaussian",1,1,5.97640117994101,-222.138643067847
"4171",4017,300,1987,"r","BolCirc","gaussian",1,0,5.97640117994101,-222.138643067847
"4181",14088,300,1987,"r","BolCirc","gaussian",1,0,5.97640117994101,-222.138643067847
"4191",3332,305,1987,"r","BolCirc","gaussian",1,0,5.97640117994101,-222.138643067847
"4201",12579,230,1987,"r","BolCirc","gaussian",1,0,5.97640117994101,-222.138643067847
"4211",7470,285,1987,"r","BolCirc","gaussian",1,0,5.97640117994101,-222.138643067847
"4231",7943,245,1987,"r","BolCirc","gaussian",1,0,5.97640117994101,-222.138643067847
"4241",1318,270,1987,"r","BolCirc","gaussian",1,0,5.97640117994101,-222.138643067847
"4701",8410,288,1987,"r","BolCirc","gaussian",1,0,5.97640117994101,-222.138643067847
"4711",11505,220,1987,"r","BolCirc","gaussian",1,0,5.97640117994101,-222.138643067847
"5051",9581,280,1987,"r","BolCirc","gaussian",1,0,6.97640117994101,-222.138643067847
"5061",13929,290,1987,"r","BolCirc","gaussian",1,0,6.97640117994101,-222.138643067847
"5171",11784,265,1987,"r","BolCirc","gaussian",1,0,6.97640117994101,-222.138643067847
"5261",12613,293,1987,"r","BolCirc","gaussian",1,0,6.97640117994101,-222.138643067847
"6371",4782,255,1988,"r","BolCirc","gaussian",1,0,10.976401179941,-96.1386430678466
"658",4164,275,1988,"r","BolCirc","gaussian",2,1,10.976401179941,-96.1386430678466
"659",4017,293,1988,"r","BolCirc","gaussian",2,0,10.976401179941,-96.1386430678466
"660",14088,285,1988,"r","BolCirc","gaussian",2,0,10.976401179941,-96.1386430678466
"663",7470,265,1988,"r","BolCirc","gaussian",2,0,10.976401179941,-96.1386430678466
"6641",10920,250,1988,"r","BolCirc","gaussian",1,0,10.976401179941,-96.1386430678466
"6651",10427,240,1988,"r","BolCirc","gaussian",1,0,10.976401179941,-96.1386430678466
"6661",4514,235,1988,"r","BolCirc","gaussian",1,0,10.976401179941,-96.1386430678466
"6681",1492,230,1988,"r","BolCirc","gaussian",1,1,10.976401179941,-96.1386430678466
"6691",2955,259,1988,"r","BolCirc","gaussian",1,0,10.976401179941,-96.1386430678466
"6701",1641,245,1988,"r","BolCirc","gaussian",1,1,10.976401179941,-96.1386430678466
"6711",10476,250,1988,"r","BolCirc","gaussian",1,0,10.976401179941,-96.1386430678466
"6721",11996,263,1988,"r","BolCirc","gaussian",1,0,10.976401179941,-96.1386430678466
"6731",10379,255,1988,"r","BolCirc","gaussian",1,0,10.976401179941,-96.1386430678466
"684",11505,260,1988,"r","BolCirc","gaussian",2,0,10.976401179941,-96.1386430678466
"692",8410,295,1988,"r","BolCirc","gaussian",2,0,10.976401179941,-96.1386430678466
"6931",12322,245,1988,"r","BolCirc","gaussian",1,0,10.976401179941,-96.1386430678466
"6941",6999,260,1988,"r","BolCirc","gaussian",1,0,10.976401179941,-96.1386430678466
"6952",6619,252,1988,"r","BolCirc","gaussian",1,1,10.976401179941,-96.1386430678466
"6962",7187,287,1988,"r","BolCirc","gaussian",1,1,10.976401179941,-96.1386430678466
"7011",6481,275,1988,"r","BolCirc","gaussian",2,0,10.976401179941,-96.1386430678466
"7251",3466,288,1988,"r","BolCirc","gaussian",1,1,12.976401179941,-96.1386430678466
"7281",14298,280,1988,"r","BolCirc","gaussian",1,0,12.976401179941,-96.1386430678466
"7291",4356,260,1988,"r","BolCirc","gaussian",1,0,12.976401179941,-96.1386430678466
"7431",3641,285,1988,"r","BolCirc","gaussian",1,0,12.976401179941,-96.1386430678466
"7601",2768,280,1988,"r","BolCirc","gaussian",2,0,16.976401179941,-96.1386430678466
"7611",12313,255,1988,"r","BolCirc","gaussian",1,0,16.976401179941,-96.1386430678466
"7621",12241,290,1988,"r","BolCirc","gaussian",1,0,16.976401179941,-96.1386430678466
"7631",3999,258,1988,"r","BolCirc","gaussian",1,1,16.976401179941,-96.1386430678466
"7641",6994,255,1988,"r","BolCirc","gaussian",1,0,16.976401179941,-96.1386430678466
"767",12579,270,1988,"r","BolCirc","gaussian",2,0,17.976401179941,-96.1386430678466
"768",7943,255,1988,"r","BolCirc","gaussian",2,0,17.976401179941,-96.1386430678466
"7701",7071,265,1988,"r","BolCirc","gaussian",1,0,17.976401179941,-96.1386430678466
"774",11784,280,1988,"r","BolCirc","gaussian",2,0,17.976401179941,-96.1386430678466
"17311",5102,220,1992,"r","BolCirc","gaussian",1,0,-0.0235988200589929,-232.138643067847
"17331",11579,225,1992,"r","BolCirc","gaussian",1,0,-0.0235988200589929,-232.138643067847
"17341",6108,235,1992,"r","BolCirc","gaussian",1,0,-0.0235988200589929,-232.138643067847
"17871",9509,195,1992,"r","BolCirc","gaussian",1,0,1.97640117994101,-232.138643067847
"17881",1546,240,1992,"r","BolCirc","gaussian",1,1,1.97640117994101,-232.138643067847
"17891",4341,230,1992,"r","BolCirc","gaussian",1,0,1.97640117994101,-232.138643067847
"17971",12400,215,1992,"r","BolCirc","gaussian",1,0,1.97640117994101,-232.138643067847
"23381",2712,266,1995,"r","BolCirc","gaussian",3,0,1.97640117994101,-196.138643067847
"23541",13789,256,1995,"r","BolCirc","gaussian",2,0,1.97640117994101,-196.138643067847
"23551",2841,265,1995,"r","BolCirc","gaussian",2,0,1.97640117994101,-196.138643067847
"23591",6317,294,1995,"r","BolCirc","gaussian",5,0,1.97640117994101,-196.138643067847
"23861",2725,296,1995,"r","BolCirc","gaussian",5,0,1.97640117994101,-196.138643067847
"23941",630,287,1995,"r","BolCirc","gaussian",2,0,1.97640117994101,-196.138643067847
"23951",2803,297,1995,"r","BolCirc","gaussian",6,1,1.97640117994101,-196.138643067847
"23991",9760,302,1995,"r","BolCirc","gaussian",3,1,1.97640117994101,-196.138643067847
"24331",11215,287,1995,"r","BolCirc","gaussian",2,0,4.97640117994101,-196.138643067847
"24341",8137,280,1995,"r","BolCirc","gaussian",2,0,4.97640117994101,-196.138643067847
"24381",3747,292,1995,"r","BolCirc","gaussian",2,0,4.97640117994101,-196.138643067847
"24861",875,294,1995,"r","BolCirc","gaussian",5,0,6.97640117994101,-196.138643067847
"24951",14124,296,1995,"r","BolCirc","gaussian",4,0,6.97640117994101,-196.138643067847
"24971",8067,300,1995,"r","BolCirc","gaussian",5,0,6.97640117994101,-196.138643067847
"25071",2650,286,1995,"r","BolCirc","gaussian",5,0,6.97640117994101,-196.138643067847
"25081",9498,262,1995,"r","BolCirc","gaussian",2,1,6.97640117994101,-196.138643067847
"25111",13278,261,1995,"r","BolCirc","gaussian",2,0,6.97640117994101,-196.138643067847
"25141",9482,283,1995,"r","BolCirc","gaussian",4,0,6.97640117994101,-196.138643067847
"2515",9509,230,1995,"r","BolCirc","gaussian",4,0,6.97640117994101,-196.138643067847
"25551",5770,260,1996,"r","BolCirc","gaussian",1,0,0.976401179941007,21.8613569321534
"25901",6518,250,1996,"r","BolCirc","gaussian",1,0,0.976401179941007,21.8613569321534
"25931",7515,230,1996,"r","BolCirc","gaussian",1,0,0.976401179941007,21.8613569321534
"26251",9542,250,1996,"r","BolCirc","gaussian",1,1,1.97640117994101,21.8613569321534
"26281",10052,230,1996,"r","BolCirc","gaussian",1,0,1.97640117994101,21.8613569321534
"26301",14254,230,1996,"r","BolCirc","gaussian",1,0,1.97640117994101,21.8613569321534
"26341",11220,240,1996,"r","BolCirc","gaussian",1,0,1.97640117994101,21.8613569321534
"26371",8051,230,1996,"r","BolCirc","gaussian",1,0,1.97640117994101,21.8613569321534
"26381",9195,270,1996,"r","BolCirc","gaussian",1,0,1.97640117994101,21.8613569321534
"26391",4381,230,1996,"r","BolCirc","gaussian",1,0,1.97640117994101,21.8613569321534
"26401",97,260,1996,"r","BolCirc","gaussian",1,0,1.97640117994101,21.8613569321534
"26681",2114,220,1996,"r","BolCirc","gaussian",1,1,1.97640117994101,21.8613569321534
"26751",9608,260,1996,"r","BolCirc","gaussian",1,0,1.97640117994101,21.8613569321534
"26931",1841,270,1996,"r","BolCirc","gaussian",1,0,1.97640117994101,21.8613569321534
"27071",9816,230,1996,"r","BolCirc","gaussian",1,1,1.97640117994101,21.8613569321534
"27411",640,260,1996,"r","BolCirc","gaussian",1,0,1.97640117994101,21.8613569321534
"27671",4402,230,1996,"r","BolCirc","gaussian",1,0,2.97640117994101,21.8613569321534
"27691",10112,230,1996,"r","BolCirc","gaussian",1,0,2.97640117994101,21.8613569321534
"27701",6210,220,1996,"r","BolCirc","gaussian",1,0,2.97640117994101,21.8613569321534
"27721",954,260,1996,"r","BolCirc","gaussian",1,1,2.97640117994101,21.8613569321534
"27851",13007,220,1996,"r","BolCirc","gaussian",1,0,2.97640117994101,21.8613569321534
"27881",8962,230,1996,"r","BolCirc","gaussian",1,0,2.97640117994101,21.8613569321534
"27891",13074,250,1996,"r","BolCirc","gaussian",1,0,2.97640117994101,21.8613569321534
"27971",9967,280,1996,"r","BolCirc","gaussian",4,1,2.97640117994101,21.8613569321534
"28081",6052,250,1996,"r","BolCirc","gaussian",1,1,2.97640117994101,21.8613569321534
"28101",530,260,1996,"r","BolCirc","gaussian",1,1,2.97640117994101,21.8613569321534
"28161",4396,230,1996,"r","BolCirc","gaussian",1,0,2.97640117994101,21.8613569321534
"2851",2712,260,1996,"r","BolCirc","gaussian",4,0,4.97640117994101,21.8613569321534
"28521",13178,290,1996,"r","BolCirc","gaussian",4,0,4.97640117994101,21.8613569321534
"28531",12607,280,1996,"r","BolCirc","gaussian",4,0,4.97640117994101,21.8613569321534
"28591",3507,260,1996,"r","BolCirc","gaussian",1,0,4.97640117994101,21.8613569321534
"28611",12657,260,1996,"r","BolCirc","gaussian",1,0,4.97640117994101,21.8613569321534
"2864",11215,290,1996,"r","BolCirc","gaussian",3,0,4.97640117994101,21.8613569321534
"2866",2803,284,1996,"r","BolCirc","gaussian",7,1,4.97640117994101,21.8613569321534
"2867",6317,294,1996,"r","BolCirc","gaussian",6,0,4.97640117994101,21.8613569321534
"2868",2725,282,1996,"r","BolCirc","gaussian",6,0,4.97640117994101,21.8613569321534
"2869",9760,318,1996,"r","BolCirc","gaussian",4,1,4.97640117994101,21.8613569321534
"2870",6108,290,1996,"r","BolCirc","gaussian",5,0,4.97640117994101,21.8613569321534
"28741",5562,330,1996,"r","BolCirc","gaussian",7,0,4.97640117994101,21.8613569321534
"28771",2068,229,1996,"r","BolCirc","gaussian",1,0,4.97640117994101,21.8613569321534
"2878",3747,320,1996,"r","BolCirc","gaussian",3,0,4.97640117994101,21.8613569321534
"28811",10146,280,1996,"r","BolCirc","gaussian",3,0,4.97640117994101,21.8613569321534
"29021",12841,250,1996,"r","BolCirc","gaussian",1,0,5.97640117994101,21.8613569321534
"29131",1245,250,1996,"r","BolCirc","gaussian",1,0,5.97640117994101,21.8613569321534
"29141",2173,250,1996,"r","BolCirc","gaussian",4,0,5.97640117994101,21.8613569321534
"2969",5562,293,1997,"r","BolCirc","gaussian",8,0,-2.02359882005899,-11.1386430678466
"2994",6108,275,1997,"r","BolCirc","gaussian",6,0,-2.02359882005899,-11.1386430678466
"2999",2712,240,1997,"r","BolCirc","gaussian",5,0,-2.02359882005899,-11.1386430678466
"30021",12740,289,1997,"r","BolCirc","gaussian",5,0,-2.02359882005899,-11.1386430678466
"3004",9967,261,1997,"r","BolCirc","gaussian",5,1,-2.02359882005899,-11.1386430678466
"3006",13178,305,1997,"r","BolCirc","gaussian",5,0,-2.02359882005899,-11.1386430678466
"3009",12607,282,1997,"r","BolCirc","gaussian",5,0,-2.02359882005899,-11.1386430678466
"3016",3747,291,1997,"r","BolCirc","gaussian",4,0,-2.02359882005899,-11.1386430678466
"3017",11215,258,1997,"r","BolCirc","gaussian",4,0,-2.02359882005899,-11.1386430678466
"30241",6912,239,1997,"r","BolCirc","gaussian",4,1,-2.02359882005899,-11.1386430678466
"3026",10146,268,1997,"r","BolCirc","gaussian",4,0,-2.02359882005899,-11.1386430678466
"30321",5025,274,1997,"r","BolCirc","gaussian",3,0,-2.02359882005899,-11.1386430678466
"3042",6052,238,1997,"r","BolCirc","gaussian",2,1,-2.02359882005899,-11.1386430678466
"3045",10052,243,1997,"r","BolCirc","gaussian",2,0,-2.02359882005899,-11.1386430678466
"3053",4402,238,1997,"r","BolCirc","gaussian",2,0,-2.02359882005899,-11.1386430678466
"3054",530,231,1997,"r","BolCirc","gaussian",2,1,-2.02359882005899,-11.1386430678466
"3055",10112,253,1997,"r","BolCirc","gaussian",2,0,-2.02359882005899,-11.1386430678466
"3057",954,249,1997,"r","BolCirc","gaussian",2,1,-2.02359882005899,-11.1386430678466
"30591",13521,268,1997,"r","BolCirc","gaussian",2,0,-2.02359882005899,-11.1386430678466
"3060",1245,274,1997,"r","BolCirc","gaussian",2,0,-2.02359882005899,-11.1386430678466
"30621",437,220,1997,"r","BolCirc","gaussian",1,0,-2.02359882005899,-11.1386430678466
"30631",12752,217,1997,"r","BolCirc","gaussian",1,0,-2.02359882005899,-11.1386430678466
"30641",3806,171,1997,"r","BolCirc","gaussian",1,1,-2.02359882005899,-11.1386430678466
"30671",13985,190,1997,"r","BolCirc","gaussian",1,0,-2.02359882005899,-11.1386430678466
"30691",6342,219,1997,"r","BolCirc","gaussian",1,0,-2.02359882005899,-11.1386430678466
"30701",1120,214,1997,"r","BolCirc","gaussian",1,1,-2.02359882005899,-11.1386430678466
"30711",12608,207,1997,"r","BolCirc","gaussian",1,0,-2.02359882005899,-11.1386430678466
"3152",9542,226,1997,"r","BolCirc","gaussian",2,1,0.976401179941007,-11.1386430678466
"3153",4396,229,1997,"r","BolCirc","gaussian",2,0,0.976401179941007,-11.1386430678466
"3171",875,236,1997,"r","BolCirc","gaussian",7,0,1.97640117994101,-11.1386430678466
"3173",2650,255,1997,"r","BolCirc","gaussian",7,0,1.97640117994101,-11.1386430678466
"3176",9482,265,1997,"r","BolCirc","gaussian",6,0,1.97640117994101,-11.1386430678466
"31971",3073,204,1997,"r","BolCirc","gaussian",1,0,1.97640117994101,-11.1386430678466
"32021",14037,218,1997,"r","BolCirc","gaussian",1,0,1.97640117994101,-11.1386430678466
"32031",6694,239,1997,"r","BolCirc","gaussian",1,0,1.97640117994101,-11.1386430678466
"32041",2463,225,1997,"r","BolCirc","gaussian",1,0,1.97640117994101,-11.1386430678466
"3233",11220,256,1997,"r","BolCirc","gaussian",2,0,2.97640117994101,-11.1386430678466
"3244",14254,249,1997,"r","BolCirc","gaussian",2,0,3.97640117994101,-11.1386430678466
"3248",6518,257,1997,"r","BolCirc","gaussian",2,0,3.97640117994101,-11.1386430678466
"32491",5007,236,1997,"r","BolCirc","gaussian",1,0,3.97640117994101,-11.1386430678466
"32541",7906,244,1997,"r","BolCirc","gaussian",1,0,3.97640117994101,-11.1386430678466
"33191",11731,238,1998,"r","BolCirc","gaussian",1,0,-2.02359882005899,37.8613569321534
"33201",1632,201,1998,"r","BolCirc","gaussian",1,0,-2.02359882005899,37.8613569321534
"33221",13880,232,1998,"r","BolCirc","gaussian",1,0,-2.02359882005899,37.8613569321534
"33241",9208,212,1998,"r","BolCirc","gaussian",1,0,-2.02359882005899,37.8613569321534
"33991",4469,242,1998,"r","BolCirc","gaussian",1,0,-1.02359882005899,37.8613569321534
"34011",320,219,1998,"r","BolCirc","gaussian",1,0,-1.02359882005899,37.8613569321534
"3402",3806,234,1998,"r","BolCirc","gaussian",2,1,-1.02359882005899,37.8613569321534
"3403",6342,258,1998,"r","BolCirc","gaussian",2,0,-1.02359882005899,37.8613569321534
"34041",10173,211,1998,"r","BolCirc","gaussian",2,0,-1.02359882005899,37.8613569321534
"3405",9816,249,1998,"r","BolCirc","gaussian",3,1,-1.02359882005899,37.8613569321534
"3406",6052,269,1998,"r","BolCirc","gaussian",3,1,-1.02359882005899,37.8613569321534
"3409",97,260,1998,"r","BolCirc","gaussian",3,0,-1.02359882005899,37.8613569321534
"3410",4381,263,1998,"r","BolCirc","gaussian",3,0,-1.02359882005899,37.8613569321534
"3411",14254,255,1998,"r","BolCirc","gaussian",3,0,-1.02359882005899,37.8613569321534
"3412",9542,261,1998,"r","BolCirc","gaussian",3,1,-1.02359882005899,37.8613569321534
"3415",4402,250,1998,"r","BolCirc","gaussian",3,0,-1.02359882005899,37.8613569321534
"3416",954,263,1998,"r","BolCirc","gaussian",3,1,-1.02359882005899,37.8613569321534
"3421",630,273,1998,"r","BolCirc","gaussian",5,0,-1.02359882005899,37.8613569321534
"3430",6317,244,1998,"r","BolCirc","gaussian",8,0,-1.02359882005899,37.8613569321534
"34691",140,208,1998,"r","BolCirc","gaussian",1,0,0.976401179941007,37.8613569321534
"34701",9232,221,1998,"r","BolCirc","gaussian",1,0,0.976401179941007,37.8613569321534
"34721",3559,226,1998,"r","BolCirc","gaussian",1,0,0.976401179941007,37.8613569321534
"34801",7972,187,1998,"r","BolCirc","gaussian",1,0,0.976401179941007,37.8613569321534
"34811",13920,246,1998,"r","BolCirc","gaussian",1,0,0.976401179941007,37.8613569321534
"3484",14037,254,1998,"r","BolCirc","gaussian",2,0,0.976401179941007,37.8613569321534
"3486",6694,293,1998,"r","BolCirc","gaussian",2,0,0.976401179941007,37.8613569321534
"35351",5708,274,1998,"r","BolCirc","gaussian",2,0,2.97640117994101,37.8613569321534
"3538",13278,273,1998,"r","BolCirc","gaussian",5,0,2.97640117994101,37.8613569321534
"3540",8137,263,1998,"r","BolCirc","gaussian",5,0,2.97640117994101,37.8613569321534
"3545",9482,268,1998,"r","BolCirc","gaussian",7,0,2.97640117994101,37.8613569321534
"3546",14124,281,1998,"r","BolCirc","gaussian",7,0,2.97640117994101,37.8613569321534
"3547",2650,266,1998,"r","BolCirc","gaussian",8,0,2.97640117994101,37.8613569321534
"35511",4024,291,1998,"r","BolCirc","gaussian",2,0,3.97640117994101,37.8613569321534
"35521",9393,303,1998,"r","BolCirc","gaussian",2,1,3.97640117994101,37.8613569321534
"35531",3644,281,1998,"r","BolCirc","gaussian",3,0,3.97640117994101,37.8613569321534
"3715",4469,268,1999,"r","BolCirc","gaussian",2,0,-4.02359882005899,-228.138643067847
"3723",8051,265,1999,"r","BolCirc","gaussian",4,0,-4.02359882005899,-228.138643067847
"3726",97,286,1999,"r","BolCirc","gaussian",4,0,-4.02359882005899,-228.138643067847
"3727",4381,292,1999,"r","BolCirc","gaussian",4,0,-4.02359882005899,-228.138643067847
"3733",954,288,1999,"r","BolCirc","gaussian",4,1,-4.02359882005899,-228.138643067847
"3734",12657,292,1999,"r","BolCirc","gaussian",4,0,-4.02359882005899,-228.138643067847
"3748",13178,292,1999,"r","BolCirc","gaussian",7,0,-4.02359882005899,-228.138643067847
"37781",229,243,1999,"r","BolCirc","gaussian",1,0,-2.02359882005899,-228.138643067847
"38741",10457,304,1999,"r","BolCirc","gaussian",2,0,3.97640117994101,-228.138643067847
"39901",4597,290,2000,"r","BolCirc","gaussian",1,0,-5.02359882005899,-92.1386430678466
"39911",9060,265,2000,"r","BolCirc","gaussian",1,0,-5.02359882005899,-92.1386430678466
"39921",1858,265,2000,"r","BolCirc","gaussian",1,0,-5.02359882005899,-92.1386430678466
"39941",1260,265,2000,"r","BolCirc","gaussian",1,1,-5.02359882005899,-92.1386430678466
"39951",5865,230,2000,"r","BolCirc","gaussian",1,1,-5.02359882005899,-92.1386430678466
"39961",5893,260,2000,"r","BolCirc","gaussian",1,0,-5.02359882005899,-92.1386430678466
"39971",6898,270,2000,"r","BolCirc","gaussian",1,0,-5.02359882005899,-92.1386430678466
"40041",10634,230,2000,"r","BolCirc","gaussian",1,1,-5.02359882005899,-92.1386430678466
"4006",4469,285,2000,"r","BolCirc","gaussian",3,0,-5.02359882005899,-92.1386430678466
"4011",97,270,2000,"r","BolCirc","gaussian",5,0,-5.02359882005899,-92.1386430678466
"4012",4381,275,2000,"r","BolCirc","gaussian",5,0,-5.02359882005899,-92.1386430678466
"4016",954,285,2000,"r","BolCirc","gaussian",5,1,-5.02359882005899,-92.1386430678466
"4026",13178,285,2000,"r","BolCirc","gaussian",8,0,-5.02359882005899,-92.1386430678466
"40561",2508,255,2000,"r","BolCirc","gaussian",1,0,-3.02359882005899,-92.1386430678466
"40571",11665,245,2000,"r","BolCirc","gaussian",1,0,-3.02359882005899,-92.1386430678466
"40581",2027,270,2000,"r","BolCirc","gaussian",1,0,-3.02359882005899,-92.1386430678466
"40591",8425,240,2000,"r","BolCirc","gaussian",1,0,-3.02359882005899,-92.1386430678466
"40601",10767,250,2000,"r","BolCirc","gaussian",1,0,-3.02359882005899,-92.1386430678466
"40611",6381,225,2000,"r","BolCirc","gaussian",1,0,-3.02359882005899,-92.1386430678466
"40631",8882,270,2000,"r","BolCirc","gaussian",1,0,-3.02359882005899,-92.1386430678466
"4093",12752,295,2000,"r","BolCirc","gaussian",4,0,-1.02359882005899,-92.1386430678466
"4094",6518,270,2000,"r","BolCirc","gaussian",5,0,-1.02359882005899,-92.1386430678466
"4095",12841,255,2000,"r","BolCirc","gaussian",5,0,-1.02359882005899,-92.1386430678466
"4096",1245,320,2000,"r","BolCirc","gaussian",5,0,-1.02359882005899,-92.1386430678466
"4097",10112,300,2000,"r","BolCirc","gaussian",5,0,-1.02359882005899,-92.1386430678466
"41141",9348,280,2000,"r","BolCirc","gaussian",1,0,-0.0235988200589929,-92.1386430678466
"41161",2265,265,2000,"r","BolCirc","gaussian",1,0,-0.0235988200589929,-92.1386430678466
"41201",2825,235,2000,"r","BolCirc","gaussian",1,0,-0.0235988200589929,-92.1386430678466
"41251",1107,255,2000,"r","BolCirc","gaussian",4,1,-0.0235988200589929,-92.1386430678466
"41261",9587,265,2000,"r","BolCirc","gaussian",4,0,-0.0235988200589929,-92.1386430678466
"41381",11193,215,2000,"r","BolCirc","gaussian",1,1,0.976401179941007,-92.1386430678466
"41391",7258,275,2000,"r","BolCirc","gaussian",1,0,0.976401179941007,-92.1386430678466
"43561",6594,280,2001,"r","BolCirc","gaussian",1,0,-6.02359882005899,97.8613569321534
"43581",6306,240,2001,"r","BolCirc","gaussian",1,0,-6.02359882005899,97.8613569321534
"43631",3070,270,2001,"r","BolCirc","gaussian",1,1,-6.02359882005899,97.8613569321534
"43641",8593,255,2001,"r","BolCirc","gaussian",1,1,-6.02359882005899,97.8613569321534
"43651",2457,230,2001,"r","BolCirc","gaussian",1,0,-6.02359882005899,97.8613569321534
"43671",12363,225,2001,"r","BolCirc","gaussian",1,1,-6.02359882005899,97.8613569321534
"43691",977,215,2001,"r","BolCirc","gaussian",1,0,-6.02359882005899,97.8613569321534
"43711",8765,250,2001,"r","BolCirc","gaussian",1,1,-6.02359882005899,97.8613569321534
"43721",13543,185,2001,"r","BolCirc","gaussian",1,0,-6.02359882005899,97.8613569321534
"43741",11832,235,2001,"r","BolCirc","gaussian",1,0,-6.02359882005899,97.8613569321534
"4376",4597,285,2001,"r","BolCirc","gaussian",2,0,-6.02359882005899,97.8613569321534
"43771",2089,275,2001,"r","BolCirc","gaussian",2,0,-6.02359882005899,97.8613569321534
"4378",11193,260,2001,"r","BolCirc","gaussian",2,1,-6.02359882005899,97.8613569321534
"43791",355,265,2001,"r","BolCirc","gaussian",2,0,-6.02359882005899,97.8613569321534
"43801",7793,260,2001,"r","BolCirc","gaussian",2,0,-6.02359882005899,97.8613569321534
"4381",1858,255,2001,"r","BolCirc","gaussian",2,0,-6.02359882005899,97.8613569321534
"43821",7408,255,2001,"r","BolCirc","gaussian",2,1,-6.02359882005899,97.8613569321534
"43841",554,265,2001,"r","BolCirc","gaussian",2,0,-6.02359882005899,97.8613569321534
"4385",1260,255,2001,"r","BolCirc","gaussian",2,1,-6.02359882005899,97.8613569321534
"4386",5893,270,2001,"r","BolCirc","gaussian",2,0,-6.02359882005899,97.8613569321534
"4387",6898,270,2001,"r","BolCirc","gaussian",2,0,-6.02359882005899,97.8613569321534
"4389",2027,270,2001,"r","BolCirc","gaussian",2,0,-6.02359882005899,97.8613569321534
"4392",6381,250,2001,"r","BolCirc","gaussian",2,0,-6.02359882005899,97.8613569321534
"4396",10634,255,2001,"r","BolCirc","gaussian",2,1,-6.02359882005899,97.8613569321534
"4399",4469,285,2001,"r","BolCirc","gaussian",4,0,-6.02359882005899,97.8613569321534
"4406",97,285,2001,"r","BolCirc","gaussian",6,0,-6.02359882005899,97.8613569321534
"4407",4381,265,2001,"r","BolCirc","gaussian",6,0,-6.02359882005899,97.8613569321534
"45031",10186,200,2001,"r","BolCirc","gaussian",1,1,-3.02359882005899,97.8613569321534
"45041",8939,190,2001,"r","BolCirc","gaussian",1,1,-3.02359882005899,97.8613569321534
"45061",4083,245,2001,"r","BolCirc","gaussian",1,0,-3.02359882005899,97.8613569321534
"45071",10722,200,2001,"r","BolCirc","gaussian",1,0,-3.02359882005899,97.8613569321534
"45091",8456,245,2001,"r","BolCirc","gaussian",1,0,-3.02359882005899,97.8613569321534
"45121",14275,235,2001,"r","BolCirc","gaussian",1,1,-3.02359882005899,97.8613569321534
"45131",1719,240,2001,"r","BolCirc","gaussian",1,0,-3.02359882005899,97.8613569321534
"45181",7121,225,2001,"r","BolCirc","gaussian",1,0,-3.02359882005899,97.8613569321534
"45201",12724,230,2001,"r","BolCirc","gaussian",1,0,-3.02359882005899,97.8613569321534
"4525",7258,280,2001,"r","BolCirc","gaussian",2,0,-3.02359882005899,97.8613569321534
"4527",5865,275,2001,"r","BolCirc","gaussian",2,1,-3.02359882005899,97.8613569321534
"4529",11665,255,2001,"r","BolCirc","gaussian",2,0,-3.02359882005899,97.8613569321534
"4536",8882,275,2001,"r","BolCirc","gaussian",2,0,-3.02359882005899,97.8613569321534
"45641",7738,230,2001,"r","BolCirc","gaussian",1,0,-1.02359882005899,97.8613569321534
"45901",697,225,2001,"r","BolCirc","gaussian",1,0,-0.0235988200589929,97.8613569321534
"45911",4982,240,2001,"r","BolCirc","gaussian",1,1,-0.0235988200589929,97.8613569321534
"45921",12718,235,2001,"r","BolCirc","gaussian",1,0,-0.0235988200589929,97.8613569321534
"45951",7737,245,2001,"r","BolCirc","gaussian",2,0,-0.0235988200589929,97.8613569321534
"45961",1834,265,2001,"r","BolCirc","gaussian",2,0,-0.0235988200589929,97.8613569321534
"45971",1297,275,2001,"r","BolCirc","gaussian",2,0,-0.0235988200589929,97.8613569321534
"46001",1085,255,2001,"r","BolCirc","gaussian",2,0,-0.0235988200589929,97.8613569321534
"4602",10457,285,2001,"r","BolCirc","gaussian",4,0,-0.0235988200589929,97.8613569321534
"4605",6694,305,2001,"r","BolCirc","gaussian",5,0,-0.0235988200589929,97.8613569321534
"63691",10867,265,2002,"r","BolCirc","gaussian",2,0,-1.02359882005899,-218.138643067847
"63701",9825,240,2002,"r","BolCirc","gaussian",2,0,-1.02359882005899,-218.138643067847
