"","id","y","time","trait","measure","family","CapAgeYears","Twin","jdateMC","birthjdateMC","PopDensMC","MumAge"
"3889",3466,142,1987,"s","LMHL","gaussian",2,1,5.24155405405406,-0.998310810810807,-168.004222972973,4
"4024",1641,128,1987,"s","LMHL","gaussian",8,1,5.24155405405406,8.00168918918919,-168.004222972973,4
"4402",2380,100,1990,"s","LMHL","gaussian",5,1,0.241554054054063,4.00168918918919,-209.004222972973,7
"4427",13524,191,1990,"s","LMHL","gaussian",2,1,2.24155405405406,11.0016891891892,-209.004222972973,6
"4479",5910,165,1990,"s","LMHL","gaussian",5,1,2.24155405405406,11.0016891891892,-209.004222972973,6
"4741",9967,131,1992,"s","LMHL","gaussian",7,1,-1.75844594594594,-2.99831081081081,-178.004222972973,8
"4396",13995,142,1990,"s","LMHL","gaussian",4,1,0.241554054054063,3.00168918918919,-209.004222972973,4
"5362",6052,69,1995,"s","LMHL","gaussian",4,1,3.24155405405406,4.00168918918919,-142.004222972973,9
"4633",1546,156,1991,"s","LMHL","gaussian",1,1,4.24155405405406,3.00168918918919,-85.004222972973,4
"4418",8341,135,1990,"s","LMHL","gaussian",5,1,0.241554054054063,8.00168918918919,-209.004222972973,3
"4801",9760,161,1992,"s","LMHL","gaussian",5,1,-0.758445945945937,2.00168918918919,-178.004222972973,4
"4576",13537,140,1991,"s","LMHL","gaussian",1,1,2.24155405405406,-3.99831081081081,-85.004222972973,2
"4962",7646,162,1993,"s","LMHL","gaussian",1,1,-1.75844594594594,-3.99831081081081,-56.004222972973,3
"5183",14319,160,1994,"s","LMHL","gaussian",1,1,6.24155405405406,-1.99831081081081,-64.004222972973,4
"5623",1120,140,1996,"s","LMHL","gaussian",1,1,2.24155405405406,8.00168918918919,75.995777027027,4
"6313",1260,113,1999,"s","LMHL","gaussian",3,1,-4.75844594594594,-0.998310810810807,-174.004222972973,6
"6314",5865,136,1999,"s","LMHL","gaussian",8,1,-4.75844594594594,-0.998310810810807,-174.004222972973,6
"7555",12687,97,2003,"s","LMHL","gaussian",7,1,1.24155405405406,-0.998310810810807,-5.00422297297297,9
"7511",13979,126,2003,"s","LMHL","gaussian",2,1,-1.75844594594594,-5.99831081081081,-5.00422297297297,8
"7494",6614,159,2003,"s","LMHL","gaussian",2,1,4.24155405405406,-10.9983108108108,-5.00422297297297,8
"7564",1538,101,2003,"s","LMHL","gaussian",2,1,-1.75844594594594,4.00168918918919,-5.00422297297297,8
"6553",14275,139,2000,"s","LMHL","gaussian",2,1,-5.75844594594594,2.00168918918919,-38.004222972973,5
"6554",12363,119,2000,"s","LMHL","gaussian",2,1,-5.75844594594594,2.00168918918919,-38.004222972973,5
"7180",1733,116,2002,"s","LMHL","gaussian",3,1,3.24155405405406,-1.99831081081081,-164.004222972973,7
"6573",8765,104,2000,"s","LMHL","gaussian",5,1,-5.75844594594594,4.00168918918919,-38.004222972973,5
"7185",5949,51,2002,"s","LMHL","gaussian",5,1,3.24155405405406,-2.99831081081081,-164.004222972973,7
"6276",11193,125,1999,"s","LMHL","gaussian",3,1,-1.75844594594594,-1.99831081081081,-174.004222972973,4
"6525",8593,144,2000,"s","LMHL","gaussian",1,1,-5.75844594594594,-1.99831081081081,-38.004222972973,4
"7506",2421,113,2003,"s","LMHL","gaussian",1,1,1.24155405405406,-4.99831081081081,-5.00422297297297,4
"7687",5983,63,2003,"s","LMHL","gaussian",2,1,1.24155405405406,2.00168918918919,-5.00422297297297,4
"8696",10426,119,2007,"s","LMHL","gaussian",5,1,-0.758445945945937,2.00168918918919,-52.004222972973,5
"8958",9526,74,2008,"s","LMHL","gaussian",4,1,-7.75844594594594,-1.99831081081081,67.995777027027,5
"8715",145,94,2007,"s","LMHL","gaussian",5,1,-4.75844594594594,3.00168918918919,-52.004222972973,4
"8922",11308,105,2008,"s","LMHL","gaussian",4,1,-6.75844594594594,-2.99831081081081,67.995777027027,5
"8915",7305,85,2008,"s","LMHL","gaussian",4,1,-0.758445945945937,-3.99831081081081,67.995777027027,3
"11837",12042,54,2014,"s","LMHL","gaussian",1,1,-5.75844594594594,2.00168918918919,-17.004222972973,4
"13058",2423,143,2018,"s","LMHL","gaussian",1,1,-2.75844594594594,-1.99831081081081,-121.004222972973,9
"4233",12175,120,1989,"s","LMHL","gaussian",6,0,-3.75844594594594,-6.99831081081081,-288.004222972973,9
"4433",7159,190,1990,"s","LMHL","gaussian",1,0,0.241554054054063,5.00168918918919,-209.004222972973,9
"4388",8359,180,1990,"s","LMHL","gaussian",1,0,0.241554054054063,1.00168918918919,-209.004222972973,8
"4611",12400,146,1991,"s","LMHL","gaussian",1,0,2.24155405405406,2.00168918918919,-85.004222972973,8
"3920",2955,138,1987,"s","LMHL","gaussian",2,0,5.24155405405406,3.00168918918919,-168.004222972973,4
"4387",14248,159,1990,"s","LMHL","gaussian",1,0,2.24155405405406,1.00168918918919,-209.004222972973,7
"4517",11579,194,1991,"s","LMHL","gaussian",1,0,1.24155405405406,-6.99831081081081,-85.004222972973,8
"4568",3910,160,1991,"s","LMHL","gaussian",7,0,2.24155405405406,-6.99831081081081,-85.004222972973,8
"4020",12562,140,1987,"s","LMHL","gaussian",8,0,6.24155405405406,10.0016891891892,-168.004222972973,4
"4436",2725,185,1990,"s","LMHL","gaussian",7,0,0.241554054054063,5.00168918918919,-209.004222972973,6
"4964",13789,164,1993,"s","LMHL","gaussian",1,0,-1.75844594594594,-2.99831081081081,-56.004222972973,9
"4438",13337,214,1990,"s","LMHL","gaussian",0,0,0.241554054054063,-11.9983108108108,-209.004222972973,6
"4778",12607,145,1992,"s","LMHL","gaussian",6,0,-1.75844594594594,3.00168918918919,-178.004222972973,8
"4019",955,200,1987,"s","LMHL","gaussian",5,0,5.24155405405406,-5.99831081081081,-168.004222972973,3
"4306",10095,200,1989,"s","LMHL","gaussian",3,0,6.24155405405406,-2.99831081081081,-288.004222972973,4
"4644",4341,175,1991,"s","LMHL","gaussian",1,0,2.24155405405406,3.00168918918919,-85.004222972973,5
"4731",12740,111,1992,"s","LMHL","gaussian",7,0,-1.75844594594594,-7.99831081081081,-178.004222972973,5
"5339",5770,119,1995,"s","LMHL","gaussian",4,0,6.24155405405406,1.00168918918919,-142.004222972973,8
"5047",10146,182,1993,"s","LMHL","gaussian",6,0,3.24155405405406,5.00168918918919,-56.004222972973,6
"4733",12574,169,1992,"s","LMHL","gaussian",1,0,-1.75844594594594,-5.99831081081081,-178.004222972973,5
"4663",6108,178,1991,"s","LMHL","gaussian",8,0,1.24155405405406,0.00168918918919303,-85.004222972973,4
"4779",10766,198,1992,"s","LMHL","gaussian",1,0,2.24155405405406,3.00168918918919,-178.004222972973,5
"4415",11436,141,1990,"s","LMHL","gaussian",5,0,12.2415540540541,8.00168918918919,-209.004222972973,2
"4556",13084,211,1991,"s","LMHL","gaussian",4,0,2.24155405405406,-8.99831081081081,-85.004222972973,3
"5059",11682,177,1993,"s","LMHL","gaussian",1,0,1.24155405405406,1.00168918918919,-56.004222972973,5
"4612",9509,82,1991,"s","LMHL","gaussian",6,0,2.24155405405406,1.00168918918919,-85.004222972973,2
"4434",5344,113,1990,"s","LMHL","gaussian",2,0,0.241554054054063,18.0016891891892,-209.004222972973,1
"4420",8195,153,1990,"s","LMHL","gaussian",5,0,0.241554054054063,9.00168918918919,-209.004222972973,1
"4915",8334,165,1993,"s","LMHL","gaussian",2,0,1.24155405405406,-6.99831081081081,-56.004222972973,3
"4722",3597,153,1992,"s","LMHL","gaussian",3,0,1.24155405405406,-11.9983108108108,-178.004222972973,2
"5137",1202,162,1994,"s","LMHL","gaussian",1,0,2.24155405405406,-5.99831081081081,-64.004222972973,4
"5347",7515,143,1995,"s","LMHL","gaussian",2,0,5.24155405405406,2.00168918918919,-142.004222972973,5
"4752",3238,144,1992,"s","LMHL","gaussian",3,0,-0.758445945945937,-1.99831081081081,-178.004222972973,2
"5401",12841,139,1995,"s","LMHL","gaussian",7,0,6.24155405405406,8.00168918918919,-142.004222972973,5
"4909",3747,117,1993,"s","LMHL","gaussian",1,0,3.24155405405406,-10.9983108108108,-56.004222972973,3
"5618",6342,149,1996,"s","LMHL","gaussian",3,0,2.24155405405406,6.00168918918919,75.995777027027,6
"4931",630,131,1993,"s","LMHL","gaussian",6,0,-1.75844594594594,-4.99831081081081,-56.004222972973,2
"6342",1085,127,1999,"s","LMHL","gaussian",3,0,3.24155405405406,-2.99831081081081,-174.004222972973,8
"4926",11215,159,1993,"s","LMHL","gaussian",5,0,1.24155405405406,-5.99831081081081,-56.004222972973,2
"5584",6854,179,1996,"s","LMHL","gaussian",1,0,1.24155405405406,5.00168918918919,75.995777027027,5
"6490",9467,117,2000,"s","LMHL","gaussian",5,0,-3.75844594594594,-3.99831081081081,-38.004222972973,9
"5808",4469,179,1997,"s","LMHL","gaussian",5,0,-2.75844594594594,0.00168918918919303,42.995777027027,6
"5654",665,170,1996,"s","LMHL","gaussian",3,0,1.24155405405406,19.0016891891892,75.995777027027,4
"5376",10052,109,1995,"s","LMHL","gaussian",1,0,1.24155405405406,6.00168918918919,-142.004222972973,3
"5660",6437,120,1996,"s","LMHL","gaussian",1,0,0.241554054054063,7.00168918918919,75.995777027027,4
"5392",9195,138,1995,"s","LMHL","gaussian",2,0,4.24155405405406,8.00168918918919,-142.004222972973,3
"4966",2841,111,1993,"s","LMHL","gaussian",6,0,-1.75844594594594,-1.99831081081081,-56.004222972973,1
"5395",97,175,1995,"s","LMHL","gaussian",10,0,1.24155405405406,9.00168918918919,-142.004222972973,3
"6343",3019,137,1999,"s","LMHL","gaussian",8,0,3.24155405405406,1.00168918918919,-174.004222972973,7
"6337",2027,191,1999,"s","LMHL","gaussian",3,0,3.24155405405406,2.00168918918919,-174.004222972973,7
"5360",9608,137,1995,"s","LMHL","gaussian",2,0,1.24155405405406,4.00168918918919,-142.004222972973,3
"7175",9229,82,2002,"s","LMHL","gaussian",3,0,-1.75844594594594,-3.99831081081081,-164.004222972973,10
"5387",11220,91,1995,"s","LMHL","gaussian",4,0,1.24155405405406,7.00168918918919,-142.004222972973,3
"6362",2911,125,1999,"s","LMHL","gaussian",6,0,-1.75844594594594,11.0016891891892,-174.004222972973,6
"6293",2508,171,1999,"s","LMHL","gaussian",1,0,3.24155405405406,-3.99831081081081,-174.004222972973,6
"6267",4597,175,1999,"s","LMHL","gaussian",3,0,-4.75844594594594,-2.99831081081081,-174.004222972973,6
"6299",7777,137,1999,"s","LMHL","gaussian",2,0,3.24155405405406,0.00168918918919303,-174.004222972973,5
"6296",12100,106,1999,"s","LMHL","gaussian",3,0,-4.75844594594594,1.00168918918919,-174.004222972973,5
"6359",6381,167,1999,"s","LMHL","gaussian",3,0,-4.75844594594594,9.00168918918919,-174.004222972973,4
"6280",355,146,1999,"s","LMHL","gaussian",3,0,-4.75844594594594,-2.99831081081081,-174.004222972973,4
"7144",8818,185,2002,"s","LMHL","gaussian",8,0,3.24155405405406,-22.9983108108108,-164.004222972973,7
"6272",2089,135,1999,"s","LMHL","gaussian",3,0,3.24155405405406,-1.99831081081081,-174.004222972973,4
"7551",8460,172,2003,"s","LMHL","gaussian",9,0,4.24155405405406,2.00168918918919,-5.00422297297297,8
"6444",5848,192,2000,"s","LMHL","gaussian",2,0,-3.75844594594594,-16.9983108108108,-38.004222972973,5
"6769",8494,154,2001,"s","LMHL","gaussian",1,0,-0.758445945945937,-14.9983108108108,151.995777027027,6
"7184",9107,98,2002,"s","LMHL","gaussian",9,0,3.24155405405406,-0.998310810810807,-164.004222972973,7
"7174",9620,147,2002,"s","LMHL","gaussian",1,0,-1.75844594594594,-3.99831081081081,-164.004222972973,7
"6318",6898,120,1999,"s","LMHL","gaussian",3,0,-4.75844594594594,2.00168918918919,-174.004222972973,4
"6281",1788,144,1999,"s","LMHL","gaussian",6,0,3.24155405405406,-1.99831081081081,-174.004222972973,4
"7571",12970,102,2003,"s","LMHL","gaussian",2,0,-1.75844594594594,4.00168918918919,-5.00422297297297,8
"5819",10457,73,1997,"s","LMHL","gaussian",5,0,3.24155405405406,0.00168918918919303,42.995777027027,2
"6302",3192,158,1999,"s","LMHL","gaussian",6,0,-2.75844594594594,2.00168918918919,-174.004222972973,4
"7220",5426,133,2002,"s","LMHL","gaussian",9,0,-1.75844594594594,1.00168918918919,-164.004222972973,7
"7165",11837,148,2002,"s","LMHL","gaussian",3,0,-1.75844594594594,-4.99831081081081,-164.004222972973,7
"7246",9598,114,2002,"s","LMHL","gaussian",3,0,-1.75844594594594,6.00168918918919,-164.004222972973,7
"6297",2685,170,1999,"s","LMHL","gaussian",3,0,3.24155405405406,0.00168918918919303,-174.004222972973,3
"7159",7763,108,2002,"s","LMHL","gaussian",1,0,3.24155405405406,-8.99831081081081,-164.004222972973,6
"7193",9757,78,2002,"s","LMHL","gaussian",3,0,-1.75844594594594,-1.99831081081081,-164.004222972973,6
"6287",1858,139,1999,"s","LMHL","gaussian",6,0,-4.75844594594594,-0.998310810810807,-174.004222972973,3
"6569",11890,121,2000,"s","LMHL","gaussian",2,0,-5.75844594594594,3.00168918918919,-38.004222972973,4
"7155",10827,107,2002,"s","LMHL","gaussian",5,0,3.24155405405406,-8.99831081081081,-164.004222972973,6
"6338",2265,78,1999,"s","LMHL","gaussian",1,0,3.24155405405406,2.00168918918919,-174.004222972973,3
"7692",8000,101,2003,"s","LMHL","gaussian",8,0,1.24155405405406,3.00168918918919,-5.00422297297297,7
"6317",5893,146,1999,"s","LMHL","gaussian",3,0,-4.75844594594594,3.00168918918919,-174.004222972973,3
"7197",8210,150,2002,"s","LMHL","gaussian",1,0,-1.75844594594594,-0.998310810810807,-164.004222972973,6
"7941",10110,157,2004,"s","LMHL","gaussian",1,0,1.24155405405406,1.00168918918919,171.995777027027,8
"8215",1299,55,2005,"s","LMHL","gaussian",2,0,-2.75844594594594,4.00168918918919,-94.004222972973,9
"8740",686,75,2007,"s","LMHL","gaussian",5,0,-4.75844594594594,6.00168918918919,-52.004222972973,11
"6557",4611,136,2000,"s","LMHL","gaussian",2,0,-0.758445945945937,-0.998310810810807,-38.004222972973,4
"7233",12177,145,2002,"s","LMHL","gaussian",5,0,3.24155405405406,0.00168918918919303,-164.004222972973,6
"8152",10488,120,2005,"s","LMHL","gaussian",1,0,-0.758445945945937,-1.99831081081081,-94.004222972973,9
"6460",9825,98,2000,"s","LMHL","gaussian",4,0,-3.75844594594594,-10.9983108108108,-38.004222972973,3
"7201",12138,173,2002,"s","LMHL","gaussian",3,0,-1.75844594594594,-0.998310810810807,-164.004222972973,5
"7622",1699,87,2003,"s","LMHL","gaussian",4,0,-1.75844594594594,7.00168918918919,-5.00422297297297,6
"7235",116,148,2002,"s","LMHL","gaussian",1,0,6.24155405405406,3.00168918918919,-164.004222972973,5
"7543",2390,90,2003,"s","LMHL","gaussian",1,0,-1.75844594594594,-0.998310810810807,-5.00422297297297,6
"6532",1943,111,2000,"s","LMHL","gaussian",2,0,-3.75844594594594,0.00168918918919303,-38.004222972973,3
"7508",14133,119,2003,"s","LMHL","gaussian",8,0,1.24155405405406,-4.99831081081081,-5.00422297297297,4
"7194",11005,50,2002,"s","LMHL","gaussian",1,0,-1.75844594594594,-4.99831081081081,-164.004222972973,3
"8201",576,114,2005,"s","LMHL","gaussian",2,0,-2.75844594594594,-0.998310810810807,-94.004222972973,6
"7216",10576,72,2002,"s","LMHL","gaussian",1,0,3.24155405405406,-1.99831081081081,-164.004222972973,3
"8657",11483,153,2007,"s","LMHL","gaussian",1,0,-0.758445945945937,-0.998310810810807,-52.004222972973,8
"7217",13253,132,2002,"s","LMHL","gaussian",3,0,3.24155405405406,-0.998310810810807,-164.004222972973,3
"7539",2605,139,2003,"s","LMHL","gaussian",9,0,4.24155405405406,-1.99831081081081,-5.00422297297297,4
"7533",1326,73,2003,"s","LMHL","gaussian",1,0,1.24155405405406,-2.99831081081081,-5.00422297297297,4
"8233",8453,131,2005,"s","LMHL","gaussian",2,0,-0.758445945945937,11.0016891891892,-94.004222972973,5
"7570",13741,162,2003,"s","LMHL","gaussian",2,0,-1.75844594594594,5.00168918918919,-5.00422297297297,3
"7529",14007,113,2003,"s","LMHL","gaussian",1,0,1.24155405405406,-2.99831081081081,-5.00422297297297,3
"7245",11300,56,2002,"s","LMHL","gaussian",3,0,-1.75844594594594,3.00168918918919,-164.004222972973,2
"8584",7498,139,2007,"s","LMHL","gaussian",5,0,-0.758445945945937,-14.9983108108108,-52.004222972973,7
"7513",10880,198,2003,"s","LMHL","gaussian",11,0,-1.75844594594594,-5.99831081081081,-5.00422297297297,3
"7813",4405,120,2004,"s","LMHL","gaussian",8,0,-1.75844594594594,-5.99831081081081,171.995777027027,4
"8147",13519,175,2005,"s","LMHL","gaussian",7,0,-2.75844594594594,-1.99831081081081,-94.004222972973,5
"8620",4358,184,2007,"s","LMHL","gaussian",1,0,-4.75844594594594,-2.99831081081081,-52.004222972973,7
"8133",14017,120,2005,"s","LMHL","gaussian",7,0,5.24155405405406,-4.99831081081081,-94.004222972973,5
"11128",4148,106,2013,"s","LMHL","gaussian",1,0,0.241554054054063,4.00168918918919,45.995777027027,13
"7536",12244,160,2003,"s","LMHL","gaussian",4,0,-1.75844594594594,-1.99831081081081,-5.00422297297297,3
"8671",12910,73,2007,"s","LMHL","gaussian",1,0,-4.75844594594594,1.00168918918919,-52.004222972973,7
"8688",4797,139,2007,"s","LMHL","gaussian",8,0,-0.758445945945937,0.00168918918919303,-52.004222972973,7
"8843",6191,76,2008,"s","LMHL","gaussian",1,0,-7.75844594594594,-13.9983108108108,67.995777027027,6
"8506",3643,177,2006,"s","LMHL","gaussian",9,0,-5.75844594594594,7.00168918918919,-32.004222972973,4
"8742",5691,133,2007,"s","LMHL","gaussian",1,0,-4.75844594594594,8.00168918918919,-52.004222972973,5
"8145",9062,160,2005,"s","LMHL","gaussian",2,0,-2.75844594594594,-3.99831081081081,-94.004222972973,3
"9119",4018,131,2009,"s","LMHL","gaussian",3,0,4.24155405405406,-19.9983108108108,117.995777027027,7
"9146",582,171,2009,"s","LMHL","gaussian",5,0,-2.75844594594594,-10.9983108108108,117.995777027027,7
"8502",13778,167,2006,"s","LMHL","gaussian",1,0,2.24155405405406,5.00168918918919,-32.004222972973,4
"8633",11029,96,2007,"s","LMHL","gaussian",1,0,-4.75844594594594,-2.99831081081081,-52.004222972973,5
"7573",9283,160,2003,"s","LMHL","gaussian",2,0,-1.75844594594594,3.00168918918919,-5.00422297297297,1
"8430",6378,102,2006,"s","LMHL","gaussian",1,0,-5.75844594594594,0.00168918918919303,-32.004222972973,4
"8886",13251,156,2008,"s","LMHL","gaussian",6,0,-6.75844594594594,-4.99831081081081,67.995777027027,6
"7523",6757,179,2003,"s","LMHL","gaussian",2,0,4.24155405405406,-3.99831081081081,-5.00422297297297,3
"8598",11340,92,2007,"s","LMHL","gaussian",7,0,-4.75844594594594,-6.99831081081081,-52.004222972973,4
"8748",10289,121,2007,"s","LMHL","gaussian",1,0,-0.758445945945937,7.00168918918919,-52.004222972973,4
"9170",13200,93,2009,"s","LMHL","gaussian",3,0,-2.75844594594594,-2.99831081081081,117.995777027027,6
"9185",10097,118,2009,"s","LMHL","gaussian",7,0,-2.75844594594594,-2.99831081081081,117.995777027027,6
"11121",12516,107,2013,"s","LMHL","gaussian",3,0,-2.75844594594594,4.00168918918919,45.995777027027,10
"8513",9795,90,2006,"s","LMHL","gaussian",6,0,-5.75844594594594,9.00168918918919,-32.004222972973,3
"8586",1414,139,2007,"s","LMHL","gaussian",7,0,-4.75844594594594,-10.9983108108108,-52.004222972973,4
"8119",4003,128,2005,"s","LMHL","gaussian",6,0,5.24155405405406,-9.99831081081081,-94.004222972973,2
"8717",6265,135,2007,"s","LMHL","gaussian",5,0,-4.75844594594594,0.00168918918919303,-52.004222972973,4
"8692",8819,112,2007,"s","LMHL","gaussian",1,0,-4.75844594594594,2.00168918918919,-52.004222972973,4
"8724",2914,128,2007,"s","LMHL","gaussian",1,0,-4.75844594594594,2.00168918918919,-52.004222972973,3
"9556",12575,177,2010,"s","LMHL","gaussian",1,0,2.24155405405406,-10.9983108108108,172.995777027027,5
"8612",1012,148,2007,"s","LMHL","gaussian",8,0,-0.758445945945937,-4.99831081081081,-52.004222972973,2
"9502",11810,99,2010,"s","LMHL","gaussian",4,0,-4.75844594594594,-2.99831081081081,172.995777027027,5
"8901",7421,132,2008,"s","LMHL","gaussian",6,0,-3.75844594594594,-7.99831081081081,67.995777027027,3
"8666",12684,143,2007,"s","LMHL","gaussian",1,0,-4.75844594594594,1.00168918918919,-52.004222972973,2
"10768",11003,61,2012,"s","LMHL","gaussian",2,0,0.241554054054063,3.00168918918919,-137.004222972973,7
"9186",11174,77,2009,"s","LMHL","gaussian",3,0,-2.75844594594594,-2.99831081081081,117.995777027027,4
"9492",5425,59,2010,"s","LMHL","gaussian",1,0,-4.75844594594594,-3.99831081081081,172.995777027027,5
"10798",10494,151,2012,"s","LMHL","gaussian",2,0,0.241554054054063,4.00168918918919,-137.004222972973,7
"8885",3759,79,2008,"s","LMHL","gaussian",4,0,-7.75844594594594,-5.99831081081081,67.995777027027,3
"9596",6976,133,2010,"s","LMHL","gaussian",1,0,2.24155405405406,-5.99831081081081,172.995777027027,5
"8654",10660,150,2007,"s","LMHL","gaussian",1,0,-4.75844594594594,-0.998310810810807,-52.004222972973,2
"8966",751,53,2008,"s","LMHL","gaussian",4,0,-3.75844594594594,-5.99831081081081,67.995777027027,2
"10313",6408,138,2011,"s","LMHL","gaussian",1,0,-3.75844594594594,-0.998310810810807,149.995777027027,5
"10732",1863,148,2012,"s","LMHL","gaussian",1,0,2.24155405405406,-0.998310810810807,-137.004222972973,6
"9268",6952,123,2009,"s","LMHL","gaussian",7,0,3.24155405405406,-4.99831081081081,117.995777027027,3
"10723",9704,166,2012,"s","LMHL","gaussian",1,0,2.24155405405406,-2.99831081081081,-137.004222972973,5
"9228",3278,115,2009,"s","LMHL","gaussian",6,0,3.24155405405406,-9.99831081081081,117.995777027027,2
"11892",6492,132,2014,"s","LMHL","gaussian",1,0,0.241554054054063,0.00168918918919303,-17.004222972973,7
"10809",9192,109,2012,"s","LMHL","gaussian",1,0,0.241554054054063,10.0016891891892,-137.004222972973,5
"10709",6654,157,2012,"s","LMHL","gaussian",6,0,2.24155405405406,-8.99831081081081,-137.004222972973,5
"11740",8872,110,2014,"s","LMHL","gaussian",4,0,0.241554054054063,-4.99831081081081,-17.004222972973,7
"11007",2364,185,2013,"s","LMHL","gaussian",10,0,0.241554054054063,-4.99831081081081,45.995777027027,6
"11822",520,130,2014,"s","LMHL","gaussian",1,0,4.24155405405406,0.00168918918919303,-17.004222972973,6
"11017",232,145,2013,"s","LMHL","gaussian",9,0,7.24155405405406,-3.99831081081081,45.995777027027,5
"10753",6741,128,2012,"s","LMHL","gaussian",6,0,0.241554054054063,2.00168918918919,-137.004222972973,4
"12233",1395,136,2015,"s","LMHL","gaussian",1,0,-7.75844594594594,6.00168918918919,13.995777027027,7
"12253",768,149,2015,"s","LMHL","gaussian",3,0,-7.75844594594594,7.00168918918919,13.995777027027,7
"11880",10059,162,2014,"s","LMHL","gaussian",7,0,4.24155405405406,7.00168918918919,-17.004222972973,6
"10781",8393,149,2012,"s","LMHL","gaussian",1,0,0.241554054054063,6.00168918918919,-137.004222972973,4
"12569",10769,176,2016,"s","LMHL","gaussian",2,0,0.241554054054063,8.00168918918919,-55.004222972973,8
"10726",11322,151,2012,"s","LMHL","gaussian",2,0,2.24155405405406,-2.99831081081081,-137.004222972973,4
"10769",10802,164,2012,"s","LMHL","gaussian",2,0,0.241554054054063,4.00168918918919,-137.004222972973,4
"11827",12305,164,2014,"s","LMHL","gaussian",1,0,0.241554054054063,1.00168918918919,-17.004222972973,6
"11758",11140,80,2014,"s","LMHL","gaussian",9,0,4.24155405405406,-1.99831081081081,-17.004222972973,5
"10745",60,158,2012,"s","LMHL","gaussian",1,0,8.24155405405406,-1.99831081081081,-137.004222972973,3
"12559",1058,195,2016,"s","LMHL","gaussian",1,0,8.24155405405406,7.00168918918919,-55.004222972973,7
"11783",12861,106,2014,"s","LMHL","gaussian",4,0,4.24155405405406,0.00168918918919303,-17.004222972973,5
"11823",2722,172,2014,"s","LMHL","gaussian",4,0,-5.75844594594594,3.00168918918919,-17.004222972973,5
"12277",6896,175,2015,"s","LMHL","gaussian",1,0,-7.75844594594594,7.00168918918919,13.995777027027,6
"10780",862,171,2012,"s","LMHL","gaussian",2,0,0.241554054054063,5.00168918918919,-137.004222972973,3
"12177",13840,162,2015,"s","LMHL","gaussian",1,0,-7.75844594594594,6.00168918918919,13.995777027027,6
"10756",1637,122,2012,"s","LMHL","gaussian",1,0,2.24155405405406,1.00168918918919,-137.004222972973,3
"10771",976,138,2012,"s","LMHL","gaussian",2,0,0.241554054054063,3.00168918918919,-137.004222972973,3
"11058",2944,169,2013,"s","LMHL","gaussian",9,0,0.241554054054063,-1.99831081081081,45.995777027027,4
"12210",336,105,2015,"s","LMHL","gaussian",1,0,-7.75844594594594,4.00168918918919,13.995777027027,5
"12597",5330,173,2016,"s","LMHL","gaussian",2,0,0.241554054054063,8.00168918918919,-55.004222972973,6
"11895",4670,137,2014,"s","LMHL","gaussian",1,0,-5.75844594594594,10.0016891891892,-17.004222972973,4
"12169",3938,125,2015,"s","LMHL","gaussian",1,0,-4.75844594594594,-1.99831081081081,13.995777027027,5
"11063",4963,117,2013,"s","LMHL","gaussian",2,0,5.24155405405406,-2.99831081081081,45.995777027027,3
"13113",7968,196,2018,"s","LMHL","gaussian",2,0,-0.758445945945937,1.00168918918919,-121.004222972973,7
"12558",8253,146,2016,"s","LMHL","gaussian",1,0,2.24155405405406,5.00168918918919,-55.004222972973,5
"12749",9981,130,2017,"s","LMHL","gaussian",1,0,7.24155405405406,-3.99831081081081,28.995777027027,5
"12602",6343,134,2016,"s","LMHL","gaussian",6,0,0.241554054054063,11.0016891891892,-55.004222972973,4
"11745",6229,145,2014,"s","LMHL","gaussian",1,0,0.241554054054063,-4.99831081081081,-17.004222972973,2
"12581",10615,114,2016,"s","LMHL","gaussian",1,0,8.24155405405406,9.00168918918919,-55.004222972973,4
"12794",11188,122,2017,"s","LMHL","gaussian",1,0,-2.75844594594594,0.00168918918919303,28.995777027027,3
"8651",5390,191,2007,"s","LMHL","gaussian",1,1,-4.75844594594594,-0.998310810810807,-52.004222972973,7
"3918",929,155,1987,"s","LMHL","gaussian",1,1,5.24155405405406,3.00168918918919,-168.004222972973,8
"3983",10216,188,1987,"s","LMHL","gaussian",2,1,6.24155405405406,-1.99831081081081,-168.004222972973,7
"3977",2523,115,1987,"s","LMHL","gaussian",1,1,5.24155405405406,3.00168918918919,-168.004222972973,7
"3939",4043,119,1987,"s","LMHL","gaussian",1,1,6.24155405405406,7.00168918918919,-168.004222972973,6
"3940",188,155,1987,"s","LMHL","gaussian",2,1,6.24155405405406,7.00168918918919,-168.004222972973,6
"4062",1137,75,1988,"s","LMHL","gaussian",1,1,10.2415540540541,-10.9983108108108,-42.004222972973,6
"3946",10260,141,1987,"s","LMHL","gaussian",1,1,5.24155405405406,8.00168918918919,-168.004222972973,4
"4153",8764,133,1988,"s","LMHL","gaussian",1,1,9.24155405405406,-0.998310810810807,-42.004222972973,5
"4154",8140,130,1988,"s","LMHL","gaussian",1,1,9.24155405405406,-0.998310810810807,-42.004222972973,5
"4125",10420,130,1988,"s","LMHL","gaussian",1,1,12.2415540540541,-3.99831081081081,-42.004222972973,5
"4605",13534,178,1991,"s","LMHL","gaussian",1,1,2.24155405405406,-0.998310810810807,-85.004222972973,8
"4572",5725,180,1991,"s","LMHL","gaussian",1,1,2.24155405405406,-5.99831081081081,-85.004222972973,8
