"","id","y","time","trait","measure","family","CapAgeYears","Twin","jdateMC","PopDensMC"
"3018",630,437,1997,"r","HornLen","gaussian",4,0,1.66537467700258,15.6705426356589
"3024",6912,362,1997,"r","HornLen","gaussian",4,1,1.66537467700258,15.6705426356589
"3026",10146,504,1997,"r","HornLen","gaussian",4,0,1.66537467700258,15.6705426356589
"30321",5025,396,1997,"r","HornLen","gaussian",3,0,0.665374677002584,15.6705426356589
"3041",9816,310,1997,"r","HornLen","gaussian",2,1,-0.334625322997416,15.6705426356589
"3042",6052,286,1997,"r","HornLen","gaussian",2,1,-0.334625322997416,15.6705426356589
"3045",10052,334,1997,"r","HornLen","gaussian",2,0,-0.334625322997416,15.6705426356589
"3052",97,396,1997,"r","HornLen","gaussian",2,0,-0.334625322997416,15.6705426356589
"3053",4402,388,1997,"r","HornLen","gaussian",2,0,-0.334625322997416,15.6705426356589
"3054",530,381,1997,"r","HornLen","gaussian",2,1,-0.334625322997416,15.6705426356589
"3057",954,356,1997,"r","HornLen","gaussian",2,1,-0.334625322997416,15.6705426356589
"30591",13521,271,1997,"r","HornLen","gaussian",2,0,-0.334625322997416,15.6705426356589
"3060",1245,392,1997,"r","HornLen","gaussian",2,0,-0.334625322997416,15.6705426356589
"30621",437,265,1997,"r","HornLen","gaussian",1,0,-1.33462532299742,15.6705426356589
"30631",12752,284,1997,"r","HornLen","gaussian",1,0,-1.33462532299742,15.6705426356589
"30641",3806,239,1997,"r","HornLen","gaussian",1,1,-1.33462532299742,15.6705426356589
"30671",13985,239,1997,"r","HornLen","gaussian",1,0,-1.33462532299742,15.6705426356589
"30691",6342,255,1997,"r","HornLen","gaussian",1,0,-1.33462532299742,15.6705426356589
"30701",1120,221,1997,"r","HornLen","gaussian",1,1,-1.33462532299742,15.6705426356589
"3152",9542,291,1997,"r","HornLen","gaussian",2,1,-0.334625322997416,15.6705426356589
"3153",4396,332,1997,"r","HornLen","gaussian",2,0,-0.334625322997416,15.6705426356589
"3171",875,527,1997,"r","HornLen","gaussian",7,0,4.66537467700258,15.6705426356589
"3173",2650,537,1997,"r","HornLen","gaussian",7,0,4.66537467700258,15.6705426356589
"3176",9482,476,1997,"r","HornLen","gaussian",6,0,3.66537467700258,15.6705426356589
"3182",13278,461,1997,"r","HornLen","gaussian",4,0,1.66537467700258,15.6705426356589
"31971",3073,218,1997,"r","HornLen","gaussian",1,0,-1.33462532299742,15.6705426356589
"32021",14037,249,1997,"r","HornLen","gaussian",1,0,-1.33462532299742,15.6705426356589
"32031",6694,307,1997,"r","HornLen","gaussian",1,0,-1.33462532299742,15.6705426356589
"32041",2463,218,1997,"r","HornLen","gaussian",1,0,-1.33462532299742,15.6705426356589
"3233",11220,305,1997,"r","HornLen","gaussian",2,0,-0.334625322997416,15.6705426356589
"3244",14254,337,1997,"r","HornLen","gaussian",2,0,-0.334625322997416,15.6705426356589
"3248",6518,405,1997,"r","HornLen","gaussian",2,0,-0.334625322997416,15.6705426356589
"32491",5007,292,1997,"r","HornLen","gaussian",1,0,-1.33462532299742,15.6705426356589
"32541",7906,220,1997,"r","HornLen","gaussian",1,0,-1.33462532299742,15.6705426356589
"33191",11731,268,1998,"r","HornLen","gaussian",1,0,-1.33462532299742,64.6705426356589
"33201",1632,241,1998,"r","HornLen","gaussian",1,0,-1.33462532299742,64.6705426356589
"33221",13880,249,1998,"r","HornLen","gaussian",1,0,-1.33462532299742,64.6705426356589
"33241",9208,234,1998,"r","HornLen","gaussian",1,0,-1.33462532299742,64.6705426356589
"33991",4469,312,1998,"r","HornLen","gaussian",1,0,-1.33462532299742,64.6705426356589
"34011",320,173,1998,"r","HornLen","gaussian",1,0,-1.33462532299742,64.6705426356589
"3402",3806,308,1998,"r","HornLen","gaussian",2,1,-0.334625322997416,64.6705426356589
"3403",6342,343,1998,"r","HornLen","gaussian",2,0,-0.334625322997416,64.6705426356589
"34041",10173,339,1998,"r","HornLen","gaussian",2,0,-0.334625322997416,64.6705426356589
"3405",9816,376,1998,"r","HornLen","gaussian",3,1,0.665374677002584,64.6705426356589
"3406",6052,339,1998,"r","HornLen","gaussian",3,1,0.665374677002584,64.6705426356589
"3409",97,455,1998,"r","HornLen","gaussian",3,0,0.665374677002584,64.6705426356589
"3411",14254,385,1998,"r","HornLen","gaussian",3,0,0.665374677002584,64.6705426356589
"3412",9542,347,1998,"r","HornLen","gaussian",3,1,0.665374677002584,64.6705426356589
"3415",4402,459,1998,"r","HornLen","gaussian",3,0,0.665374677002584,64.6705426356589
"3416",954,405,1998,"r","HornLen","gaussian",3,1,0.665374677002584,64.6705426356589
"3421",630,442,1998,"r","HornLen","gaussian",5,0,2.66537467700258,64.6705426356589
"34691",140,244,1998,"r","HornLen","gaussian",1,0,-1.33462532299742,64.6705426356589
"34721",3559,289,1998,"r","HornLen","gaussian",1,0,-1.33462532299742,64.6705426356589
"34811",13920,333,1998,"r","HornLen","gaussian",1,0,-1.33462532299742,64.6705426356589
"3484",14037,329,1998,"r","HornLen","gaussian",2,0,-0.334625322997416,64.6705426356589
"3486",6694,436,1998,"r","HornLen","gaussian",2,0,-0.334625322997416,64.6705426356589
"35351",5708,323,1998,"r","HornLen","gaussian",2,0,-0.334625322997416,64.6705426356589
"3538",13278,487,1998,"r","HornLen","gaussian",5,0,2.66537467700258,64.6705426356589
"3540",8137,393,1998,"r","HornLen","gaussian",5,0,2.66537467700258,64.6705426356589
"3545",9482,483,1998,"r","HornLen","gaussian",7,0,4.66537467700258,64.6705426356589
"3547",2650,545,1998,"r","HornLen","gaussian",8,0,5.66537467700258,64.6705426356589
"35511",4024,408,1998,"r","HornLen","gaussian",2,0,-0.334625322997416,64.6705426356589
"35521",9393,318,1998,"r","HornLen","gaussian",2,1,-0.334625322997416,64.6705426356589
"35531",3644,445,1998,"r","HornLen","gaussian",3,0,0.665374677002584,64.6705426356589
"3715",4469,380,1999,"r","HornLen","gaussian",2,0,-0.334625322997416,-201.329457364341
"3723",8051,379,1999,"r","HornLen","gaussian",4,0,1.66537467700258,-201.329457364341
"3726",97,487,1999,"r","HornLen","gaussian",4,0,1.66537467700258,-201.329457364341
"3733",954,423,1999,"r","HornLen","gaussian",4,1,1.66537467700258,-201.329457364341
"3734",12657,397,1999,"r","HornLen","gaussian",4,0,1.66537467700258,-201.329457364341
"37781",229,280,1999,"r","HornLen","gaussian",1,0,-1.33462532299742,-201.329457364341
"38741",10457,299,1999,"r","HornLen","gaussian",2,0,-0.334625322997416,-201.329457364341
"39901",4597,359,2000,"r","HornLen","gaussian",1,0,-1.33462532299742,-65.3294573643411
"39911",9060,323,2000,"r","HornLen","gaussian",1,0,-1.33462532299742,-65.3294573643411
"39921",1858,307,2000,"r","HornLen","gaussian",1,0,-1.33462532299742,-65.3294573643411
"39941",1260,261,2000,"r","HornLen","gaussian",1,1,-1.33462532299742,-65.3294573643411
"39951",5865,245,2000,"r","HornLen","gaussian",1,1,-1.33462532299742,-65.3294573643411
"39961",5893,333,2000,"r","HornLen","gaussian",1,0,-1.33462532299742,-65.3294573643411
"39971",6898,259,2000,"r","HornLen","gaussian",1,0,-1.33462532299742,-65.3294573643411
"40041",10634,197,2000,"r","HornLen","gaussian",1,1,-1.33462532299742,-65.3294573643411
"4006",4469,461,2000,"r","HornLen","gaussian",3,0,0.665374677002584,-65.3294573643411
"4011",97,512,2000,"r","HornLen","gaussian",5,0,2.66537467700258,-65.3294573643411
"4016",954,444,2000,"r","HornLen","gaussian",5,1,2.66537467700258,-65.3294573643411
"40561",2508,298,2000,"r","HornLen","gaussian",1,0,-1.33462532299742,-65.3294573643411
"40571",11665,237,2000,"r","HornLen","gaussian",1,0,-1.33462532299742,-65.3294573643411
"40581",2027,324,2000,"r","HornLen","gaussian",1,0,-1.33462532299742,-65.3294573643411
"40591",8425,218,2000,"r","HornLen","gaussian",1,0,-1.33462532299742,-65.3294573643411
"40601",10767,291,2000,"r","HornLen","gaussian",1,0,-1.33462532299742,-65.3294573643411
"40611",6381,272,2000,"r","HornLen","gaussian",1,0,-1.33462532299742,-65.3294573643411
"40631",8882,232,2000,"r","HornLen","gaussian",1,0,-1.33462532299742,-65.3294573643411
"4093",12752,542,2000,"r","HornLen","gaussian",4,0,1.66537467700258,-65.3294573643411
"4094",6518,533,2000,"r","HornLen","gaussian",5,0,2.66537467700258,-65.3294573643411
"4095",12841,428,2000,"r","HornLen","gaussian",5,0,2.66537467700258,-65.3294573643411
"4096",1245,474,2000,"r","HornLen","gaussian",5,0,2.66537467700258,-65.3294573643411
"41141",9348,268,2000,"r","HornLen","gaussian",1,0,-1.33462532299742,-65.3294573643411
"41161",2265,214,2000,"r","HornLen","gaussian",1,0,-1.33462532299742,-65.3294573643411
"41201",2825,192,2000,"r","HornLen","gaussian",1,0,-1.33462532299742,-65.3294573643411
"41251",1107,323,2000,"r","HornLen","gaussian",4,1,1.66537467700258,-65.3294573643411
"41381",11193,236,2000,"r","HornLen","gaussian",1,1,-1.33462532299742,-65.3294573643411
"41391",7258,160,2000,"r","HornLen","gaussian",1,0,-1.33462532299742,-65.3294573643411
"43561",6594,245,2001,"r","HornLen","gaussian",1,0,-1.33462532299742,124.670542635659
"43581",6306,277,2001,"r","HornLen","gaussian",1,0,-1.33462532299742,124.670542635659
"43631",3070,181,2001,"r","HornLen","gaussian",1,1,-1.33462532299742,124.670542635659
"43641",8593,288,2001,"r","HornLen","gaussian",1,1,-1.33462532299742,124.670542635659
"43651",2457,258,2001,"r","HornLen","gaussian",1,0,-1.33462532299742,124.670542635659
"43671",12363,214,2001,"r","HornLen","gaussian",1,1,-1.33462532299742,124.670542635659
"43691",977,272,2001,"r","HornLen","gaussian",1,0,-1.33462532299742,124.670542635659
"43711",8765,220,2001,"r","HornLen","gaussian",1,1,-1.33462532299742,124.670542635659
"43721",13543,177,2001,"r","HornLen","gaussian",1,0,-1.33462532299742,124.670542635659
"43741",11832,190,2001,"r","HornLen","gaussian",1,0,-1.33462532299742,124.670542635659
"4376",4597,451,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"43771",2089,402,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"4378",11193,352,2001,"r","HornLen","gaussian",2,1,-0.334625322997416,124.670542635659
"43791",355,373,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"43801",7793,379,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"4381",1858,385,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"43821",7408,344,2001,"r","HornLen","gaussian",2,1,-0.334625322997416,124.670542635659
"43841",554,210,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"4385",1260,381,2001,"r","HornLen","gaussian",2,1,-0.334625322997416,124.670542635659
"4386",5893,427,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"4387",6898,349,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"4389",2027,415,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"4392",6381,374,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"4396",10634,290,2001,"r","HornLen","gaussian",2,1,-0.334625322997416,124.670542635659
"4399",4469,505,2001,"r","HornLen","gaussian",4,0,1.66537467700258,124.670542635659
"4406",97,535,2001,"r","HornLen","gaussian",6,0,3.66537467700258,124.670542635659
"44441",5848,298,2001,"r","HornLen","gaussian",1,0,-1.33462532299742,124.670542635659
"44451",1846,171,2001,"r","HornLen","gaussian",1,0,-1.33462532299742,124.670542635659
"44461",11646,234,2001,"r","HornLen","gaussian",1,1,-1.33462532299742,124.670542635659
"44491",4968,304,2001,"r","HornLen","gaussian",1,0,-1.33462532299742,124.670542635659
"44521",425,230,2001,"r","HornLen","gaussian",1,0,-1.33462532299742,124.670542635659
"44531",649,263,2001,"r","HornLen","gaussian",1,0,-1.33462532299742,124.670542635659
"4460",2265,301,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"4464",2825,314,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"45031",10186,278,2001,"r","HornLen","gaussian",1,1,-1.33462532299742,124.670542635659
"45041",8939,221,2001,"r","HornLen","gaussian",1,1,-1.33462532299742,124.670542635659
"45061",4083,273,2001,"r","HornLen","gaussian",1,0,-1.33462532299742,124.670542635659
"45071",10722,311,2001,"r","HornLen","gaussian",1,0,-1.33462532299742,124.670542635659
"45091",8456,256,2001,"r","HornLen","gaussian",1,0,-1.33462532299742,124.670542635659
"45121",14275,279,2001,"r","HornLen","gaussian",1,1,-1.33462532299742,124.670542635659
"45131",1719,315,2001,"r","HornLen","gaussian",1,0,-1.33462532299742,124.670542635659
"45181",7121,273,2001,"r","HornLen","gaussian",1,0,-1.33462532299742,124.670542635659
"45201",12724,200,2001,"r","HornLen","gaussian",1,0,-1.33462532299742,124.670542635659
"4525",7258,226,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"4527",5865,363,2001,"r","HornLen","gaussian",2,1,-0.334625322997416,124.670542635659
"4529",11665,341,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"4536",8882,335,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"45901",697,285,2001,"r","HornLen","gaussian",1,0,-1.33462532299742,124.670542635659
"45911",4982,209,2001,"r","HornLen","gaussian",1,1,-1.33462532299742,124.670542635659
"45951",7737,410,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"45961",1834,351,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"45971",1297,362,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"46001",1085,423,2001,"r","HornLen","gaussian",2,0,-0.334625322997416,124.670542635659
"4602",10457,405,2001,"r","HornLen","gaussian",4,0,1.66537467700258,124.670542635659
"4605",6694,592,2001,"r","HornLen","gaussian",5,0,2.66537467700258,124.670542635659
"4621",3559,465,2001,"r","HornLen","gaussian",4,0,1.66537467700258,124.670542635659
"4622",954,451,2001,"r","HornLen","gaussian",6,1,3.66537467700258,124.670542635659
"4623",8051,434,2001,"r","HornLen","gaussian",6,0,3.66537467700258,124.670542635659
"63691",10867,363,2002,"r","HornLen","gaussian",2,0,-0.334625322997416,-191.329457364341
"63701",9825,315,2002,"r","HornLen","gaussian",2,0,-0.334625322997416,-191.329457364341
"6374",8593,397,2002,"r","HornLen","gaussian",2,1,-0.334625322997416,-191.329457364341
"63771",12668,239,2002,"r","HornLen","gaussian",2,0,-0.334625322997416,-191.329457364341
"6405",12724,282,2002,"r","HornLen","gaussian",2,0,-0.334625322997416,-191.329457364341
"64071",8537,391,2002,"r","HornLen","gaussian",3,0,0.665374677002584,-191.329457364341
"6419",1107,373,2002,"r","HornLen","gaussian",6,1,3.66537467700258,-191.329457364341
"65361",12802,167,2002,"r","HornLen","gaussian",1,0,-1.33462532299742,-191.329457364341
"65371",5580,364,2002,"r","HornLen","gaussian",2,0,-0.334625322997416,-191.329457364341
"65511",1788,454,2002,"r","HornLen","gaussian",3,0,0.665374677002584,-191.329457364341
"67941",8873,184,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"67951",10827,268,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"67971",11837,292,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"67991",9620,330,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"68001",9229,229,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"68011",5949,185,2003,"r","HornLen","gaussian",1,1,-1.33462532299742,-32.3294573643411
"68021",9757,268,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"68031",11005,167,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"68051",3376,310,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"68061",8210,300,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"68091",12138,315,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"68111",4117,344,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"68131",13253,290,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"68141",5426,309,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"68181",12076,289,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"68201",3333,253,2003,"r","HornLen","gaussian",1,1,-1.33462532299742,-32.3294573643411
"68211",11300,265,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"68221",9598,295,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"68241",13829,243,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"68261",4973,220,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"68271",3761,297,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"6835",8593,456,2003,"r","HornLen","gaussian",3,1,0.665374677002584,-32.3294573643411
"6837",8765,438,2003,"r","HornLen","gaussian",3,1,0.665374677002584,-32.3294573643411
"6845",1858,453,2003,"r","HornLen","gaussian",4,0,1.66537467700258,-32.3294573643411
"6858",97,550,2003,"r","HornLen","gaussian",8,0,5.66537467700258,-32.3294573643411
"68811",8818,367,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"68831",5113,291,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"68841",13981,343,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"68851",12177,280,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"6886",10867,447,2003,"r","HornLen","gaussian",3,0,0.665374677002584,-32.3294573643411
"6889",12724,348,2003,"r","HornLen","gaussian",3,0,0.665374677002584,-32.3294573643411
"6890",5865,457,2003,"r","HornLen","gaussian",4,1,1.66537467700258,-32.3294573643411
"6893",954,351,2003,"r","HornLen","gaussian",8,1,5.66537467700258,-32.3294573643411
"69381",1311,263,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"69401",9018,340,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"69431",10576,227,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"69461",6575,311,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"69471",13801,354,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"6951",5580,448,2003,"r","HornLen","gaussian",3,0,0.665374677002584,-32.3294573643411
"6958",12668,317,2003,"r","HornLen","gaussian",3,0,0.665374677002584,-32.3294573643411
"6961",1788,493,2003,"r","HornLen","gaussian",4,0,1.66537467700258,-32.3294573643411
"69991",8232,344,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"70021",1733,265,2003,"r","HornLen","gaussian",1,1,-1.33462532299742,-32.3294573643411
"70051",8035,298,2003,"r","HornLen","gaussian",1,0,-1.33462532299742,-32.3294573643411
"72591",10880,372,2004,"r","HornLen","gaussian",1,0,-1.33462532299742,144.670542635659
"72651",8774,187,2004,"r","HornLen","gaussian",1,0,-1.33462532299742,144.670542635659
"72661",710,229,2004,"r","HornLen","gaussian",1,1,-1.33462532299742,144.670542635659
"72701",12687,199,2004,"r","HornLen","gaussian",1,1,-1.33462532299742,144.670542635659
"72741",12970,212,2004,"r","HornLen","gaussian",1,0,-1.33462532299742,144.670542635659
"72761",9283,274,2004,"r","HornLen","gaussian",1,0,-1.33462532299742,144.670542635659
"72781",3858,198,2004,"r","HornLen","gaussian",1,1,-1.33462532299742,144.670542635659
"72791",9181,189,2004,"r","HornLen","gaussian",1,1,-1.33462532299742,144.670542635659
"72831",13085,152,2004,"r","HornLen","gaussian",1,1,-1.33462532299742,144.670542635659
"72881",10386,167,2004,"r","HornLen","gaussian",1,1,-1.33462532299742,144.670542635659
"72901",1699,210,2004,"r","HornLen","gaussian",1,0,-1.33462532299742,144.670542635659
"72961",3959,250,2004,"r","HornLen","gaussian",1,0,-1.33462532299742,144.670542635659
"72991",11904,293,2004,"r","HornLen","gaussian",1,0,-1.33462532299742,144.670542635659
"73061",3458,360,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7309",9620,412,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7310",9229,326,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7311",5949,262,2004,"r","HornLen","gaussian",2,1,-0.334625322997416,144.670542635659
"7313",9757,335,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7317",4117,435,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7318",13253,390,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7320",5426,389,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"73231",1882,342,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7325",9598,353,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7328",13829,313,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7335",10867,482,2004,"r","HornLen","gaussian",4,0,1.66537467700258,144.670542635659
"7339",8593,463,2004,"r","HornLen","gaussian",4,1,1.66537467700258,144.670542635659
"7342",12724,378,2004,"r","HornLen","gaussian",4,0,1.66537467700258,144.670542635659
"7352",1858,445,2004,"r","HornLen","gaussian",5,0,2.66537467700258,144.670542635659
"7357",5865,465,2004,"r","HornLen","gaussian",5,1,2.66537467700258,144.670542635659
"7374",954,463,2004,"r","HornLen","gaussian",9,1,6.66537467700258,144.670542635659
"74071",1538,189,2004,"r","HornLen","gaussian",1,1,-1.33462532299742,144.670542635659
"74091",3986,117,2004,"r","HornLen","gaussian",1,0,-1.33462532299742,144.670542635659
"7410",10827,330,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7411",8232,435,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7412",11837,342,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7413",5113,375,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"74141",9107,369,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7415",3376,384,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7416",12138,402,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7418",10576,290,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"74201",116,368,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"74211",4970,330,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"74221",2526,295,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7423",11300,371,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7424",3761,368,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"74251",8216,343,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"74261",2180,337,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7433",2825,440,2004,"r","HornLen","gaussian",5,0,2.66537467700258,144.670542635659
"7437",3559,503,2004,"r","HornLen","gaussian",7,0,4.66537467700258,144.670542635659
"7439",97,548,2004,"r","HornLen","gaussian",9,0,6.66537467700258,144.670542635659
"74741",14309,255,2004,"r","HornLen","gaussian",1,0,-1.33462532299742,144.670542635659
"74771",3,223,2004,"r","HornLen","gaussian",1,0,-1.33462532299742,144.670542635659
"74821",1112,275,2004,"r","HornLen","gaussian",1,0,-1.33462532299742,144.670542635659
"74831",10745,318,2004,"r","HornLen","gaussian",1,0,-1.33462532299742,144.670542635659
"74851",1326,194,2004,"r","HornLen","gaussian",1,0,-1.33462532299742,144.670542635659
"74861",3299,209,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7487",9018,420,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"74891",2402,405,2004,"r","HornLen","gaussian",2,1,-0.334625322997416,144.670542635659
"7490",8035,372,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"7492",6575,410,2004,"r","HornLen","gaussian",2,0,-0.334625322997416,144.670542635659
"74931",8981,375,2004,"r","HornLen","gaussian",3,0,0.665374677002584,144.670542635659
"7505",8765,462,2004,"r","HornLen","gaussian",4,1,1.66537467700258,144.670542635659
"80081",7264,241,2005,"r","HornLen","gaussian",1,0,-1.33462532299742,-121.329457364341
"80091",4405,230,2005,"r","HornLen","gaussian",1,0,-1.33462532299742,-121.329457364341
"8013",10880,490,2005,"r","HornLen","gaussian",2,0,-0.334625322997416,-121.329457364341
"8032",3959,370,2005,"r","HornLen","gaussian",2,0,-0.334625322997416,-121.329457364341
"8033",11904,399,2005,"r","HornLen","gaussian",2,0,-0.334625322997416,-121.329457364341
"8038",9620,464,2005,"r","HornLen","gaussian",3,0,0.665374677002584,-121.329457364341
"8040",5949,335,2005,"r","HornLen","gaussian",3,1,0.665374677002584,-121.329457364341
"8054",8593,480,2005,"r","HornLen","gaussian",5,1,2.66537467700258,-121.329457364341
"81881",8736,258,2006,"r","HornLen","gaussian",1,0,-1.33462532299742,-59.3294573643411
"81981",1299,156,2006,"r","HornLen","gaussian",1,0,-1.33462532299742,-59.3294573643411
"8201",4405,307,2006,"r","HornLen","gaussian",2,0,-0.334625322997416,-59.3294573643411
"8202",10880,564,2006,"r","HornLen","gaussian",3,0,0.665374677002584,-59.3294573643411
"82051",8460,428,2006,"r","HornLen","gaussian",3,0,0.665374677002584,-59.3294573643411
"8215",9620,476,2006,"r","HornLen","gaussian",4,0,1.66537467700258,-59.3294573643411
"8216",5949,369,2006,"r","HornLen","gaussian",4,1,1.66537467700258,-59.3294573643411
"8225",8593,470,2006,"r","HornLen","gaussian",6,1,3.66537467700258,-59.3294573643411
"82541",9062,257,2006,"r","HornLen","gaussian",1,0,-1.33462532299742,-59.3294573643411
"82551",4062,254,2006,"r","HornLen","gaussian",1,0,-1.33462532299742,-59.3294573643411
"82581",8453,220,2006,"r","HornLen","gaussian",1,0,-1.33462532299742,-59.3294573643411
"8270",12668,377,2006,"r","HornLen","gaussian",6,0,3.66537467700258,-59.3294573643411
"82791",4671,380,2006,"r","HornLen","gaussian",3,1,0.665374677002584,-59.3294573643411
"82801",3689,413,2006,"r","HornLen","gaussian",3,1,0.665374677002584,-59.3294573643411
"82831",451,425,2006,"r","HornLen","gaussian",3,0,0.665374677002584,-59.3294573643411
"83051",1148,239,2006,"r","HornLen","gaussian",1,0,-1.33462532299742,-59.3294573643411
"83081",8887,349,2006,"r","HornLen","gaussian",3,0,0.665374677002584,-59.3294573643411
"83101",14007,375,2006,"r","HornLen","gaussian",3,0,0.665374677002584,-59.3294573643411
"8311",3,359,2006,"r","HornLen","gaussian",3,0,0.665374677002584,-59.3294573643411
"8312",710,382,2006,"r","HornLen","gaussian",3,1,0.665374677002584,-59.3294573643411
"83141",10973,450,2006,"r","HornLen","gaussian",3,1,0.665374677002584,-59.3294573643411
"83151",2035,458,2006,"r","HornLen","gaussian",3,0,0.665374677002584,-59.3294573643411
"83171",9263,335,2006,"r","HornLen","gaussian",4,0,1.66537467700258,-59.3294573643411
"86171",9558,277,2007,"r","HornLen","gaussian",1,0,-1.33462532299742,-79.3294573643411
"86301",3643,282,2007,"r","HornLen","gaussian",1,0,-1.33462532299742,-79.3294573643411
