"","ID","BolCirc","CapAgeYears","Sex","Twin","jdateMC","PopDensMC","CapYear","BirthYear","animal"
"12776",2037,265,3,2,0,-4.41226215644821,-27.0454545454545,2015,2012,2037
"12777",1560,265,3,2,0,-4.41226215644821,-27.0454545454545,2015,2012,1560
"13102",13840,245,1,2,0,0.587737843551793,-96.0454545454545,2016,2015,13840
"13106",1395,235,1,2,0,0.587737843551793,-96.0454545454545,2016,2015,1395
"13107",768,210,1,2,0,0.587737843551793,-96.0454545454545,2016,2015,768
"13111",11140,270,2,2,0,0.587737843551793,-96.0454545454545,2016,2014,11140
"13112",9187,280,2,2,0,0.587737843551793,-96.0454545454545,2016,2014,9187
"13115",12861,285,2,2,0,0.587737843551793,-96.0454545454545,2016,2014,12861
"13116",7246,285,2,2,0,0.587737843551793,-96.0454545454545,2016,2014,7246
"13119",520,285,2,2,0,0.587737843551793,-96.0454545454545,2016,2014,520
"13120",2722,265,2,2,0,0.587737843551793,-96.0454545454545,2016,2014,2722
"13121",2364,270,3,2,0,0.587737843551793,-96.0454545454545,2016,2013,2364
"13124",2944,270,3,2,0,0.587737843551793,-96.0454545454545,2016,2013,2944
"13125",6287,265,3,2,0,0.587737843551793,-96.0454545454545,2016,2013,6287
"13126",2629,285,3,2,0,0.587737843551793,-96.0454545454545,2016,2013,2629
"13131",6654,275,4,2,0,0.587737843551793,-96.0454545454545,2016,2012,6654
"13135",1863,310,4,2,0,0.587737843551793,-96.0454545454545,2016,2012,1863
"13137",8071,305,4,2,0,0.587737843551793,-96.0454545454545,2016,2012,8071
"13138",4004,290,4,2,0,0.587737843551793,-96.0454545454545,2016,2012,4004
"13139",9039,280,4,2,0,0.587737843551793,-96.0454545454545,2016,2012,9039
"13141",8393,285,4,2,0,0.587737843551793,-96.0454545454545,2016,2012,8393
"13147",6408,285,5,2,0,0.587737843551793,-96.0454545454545,2016,2011,6408
"13148",12554,285,5,2,0,0.587737843551793,-96.0454545454545,2016,2011,12554
"13171",4787,300,8,2,1,0.587737843551793,-96.0454545454545,2016,2008,4787
"13191",6896,260,1,2,0,2.58773784355179,-96.0454545454545,2016,2015,6896
"13194",10059,260,2,2,0,2.58773784355179,-96.0454545454545,2016,2014,10059
"13227",10733,260,2,2,0,6.58773784355179,-96.0454545454545,2016,2014,10733
"13229",11957,300,2,2,0,6.58773784355179,-96.0454545454545,2016,2014,11957
"13231",6600,295,3,2,0,6.58773784355179,-96.0454545454545,2016,2013,6600
"13233",11486,280,3,2,0,6.58773784355179,-96.0454545454545,2016,2013,11486
"13236",13871,280,3,2,0,6.58773784355179,-96.0454545454545,2016,2013,13871
"13238",8969,245,3,2,0,6.58773784355179,-96.0454545454545,2016,2013,8969
"13239",7039,220,3,2,0,6.58773784355179,-96.0454545454545,2016,2013,7039
"13277",6618,255,4,2,1,8.58773784355179,-96.0454545454545,2016,2012,6618
"13535",9610,235,1,2,0,-2.41226215644821,-12.0454545454545,2017,2016,9610
"13536",3088,255,1,2,0,-2.41226215644821,-12.0454545454545,2017,2016,3088
"13537",13840,275,2,2,0,-2.41226215644821,-12.0454545454545,2017,2015,13840
"13538",1395,270,2,2,0,-2.41226215644821,-12.0454545454545,2017,2015,1395
"13540",8872,270,3,2,0,-2.41226215644821,-12.0454545454545,2017,2014,8872
"13577",10463,240,1,2,0,2.58773784355179,-12.0454545454545,2017,2016,10463
"13599",1863,300,5,2,0,-2.41226215644821,-12.0454545454545,2017,2012,1863
"13601",9039,295,5,2,0,-2.41226215644821,-12.0454545454545,2017,2012,9039
"13622",3294,215,1,2,0,-2.41226215644821,-12.0454545454545,2017,2016,3294
"13660",7061,225,1,2,0,0.587737843551793,-12.0454545454545,2017,2016,7061
"13663",4964,235,1,2,1,0.587737843551793,-12.0454545454545,2017,2016,4964
"13665",4738,220,1,2,1,0.587737843551793,-12.0454545454545,2017,2016,4738
"13669",232,290,4,2,0,0.587737843551793,-12.0454545454545,2017,2013,232
"13670",7211,290,4,2,0,0.587737843551793,-12.0454545454545,2017,2013,7211
"13671",793,295,4,2,0,0.587737843551793,-12.0454545454545,2017,2013,793
"13681",12423,180,1,2,0,0.587737843551793,-12.0454545454545,2017,2016,12423
"13682",11461,210,1,2,0,0.587737843551793,-12.0454545454545,2017,2016,11461
"13683",10769,230,1,2,0,0.587737843551793,-12.0454545454545,2017,2016,10769
"13684",6343,245,1,2,0,0.587737843551793,-12.0454545454545,2017,2016,6343
"13685",11140,275,3,2,0,0.587737843551793,-12.0454545454545,2017,2014,11140
"13686",12861,295,3,2,0,0.587737843551793,-12.0454545454545,2017,2014,12861
"13690",6896,310,2,2,0,0.587737843551793,-12.0454545454545,2017,2015,6896
"13691",10059,295,3,2,0,0.587737843551793,-12.0454545454545,2017,2014,10059
"13727",12411,260,2,2,0,5.58773784355179,-12.0454545454545,2017,2015,12411
"13730",8226,305,3,2,0,5.58773784355179,-12.0454545454545,2017,2014,8226
"13748",5330,250,1,2,0,5.58773784355179,-12.0454545454545,2017,2016,5330
"13769",4284,245,1,2,0,7.58773784355179,-12.0454545454545,2017,2016,4284
"13789",774,205,1,2,0,7.58773784355179,-12.0454545454545,2017,2016,774
"13796",11957,325,3,2,0,7.58773784355179,-12.0454545454545,2017,2014,11957
"14094",6343,260,2,2,0,-2.41226215644821,-162.045454545455,2018,2016,6343
"14095",4738,255,2,2,1,-2.41226215644821,-162.045454545455,2018,2016,4738
"14147",13217,250,2,2,0,-2.41226215644821,-162.045454545455,2018,2016,13217
"14175",2092,270,2,2,0,-2.41226215644821,-162.045454545455,2018,2016,2092
"14177",8253,255,2,2,0,-2.41226215644821,-162.045454545455,2018,2016,8253
"14206",6896,310,3,2,0,-0.412262156448207,-162.045454545455,2018,2015,6896
"14208",10059,285,4,2,0,-0.412262156448207,-162.045454545455,2018,2014,10059
"14237",2217,265,1,2,0,1.58773784355179,-162.045454545455,2018,2017,2217
"14267",8111,265,2,2,0,6.58773784355179,-162.045454545455,2018,2016,8111
"14269",11957,315,4,2,0,6.58773784355179,-162.045454545455,2018,2014,11957
"14407",12342,225,1,2,0,-2.41226215644821,-32.0454545454545,2019,2018,12342
"14412",2957,220,1,2,0,-2.41226215644821,-32.0454545454545,2019,2018,2957
"14413",10750,245,1,2,0,-2.41226215644821,-32.0454545454545,2019,2018,10750
"14415",13217,290,3,2,0,-2.41226215644821,-32.0454545454545,2019,2016,13217
"14460",2423,235,1,2,1,-2.41226215644821,-32.0454545454545,2019,2018,2423
"14461",9253,260,1,2,0,-2.41226215644821,-32.0454545454545,2019,2018,9253
"14463",5635,220,1,2,0,-2.41226215644821,-32.0454545454545,2019,2018,5635
"14466",7968,230,1,2,0,-2.41226215644821,-32.0454545454545,2019,2018,7968
"14468",4836,235,1,2,0,-2.41226215644821,-32.0454545454545,2019,2018,4836
"14471",12339,275,1,2,0,-2.41226215644821,-32.0454545454545,2019,2018,12339
"14501",1142,260,1,2,0,-2.41226215644821,-32.0454545454545,2019,2018,1142
"14502",13254,230,1,2,0,-2.41226215644821,-32.0454545454545,2019,2018,13254
"14503",7219,235,1,2,0,-2.41226215644821,-32.0454545454545,2019,2018,7219
"14504",2217,285,2,2,0,-2.41226215644821,-32.0454545454545,2019,2017,2217
"14506",6343,305,3,2,0,-2.41226215644821,-32.0454545454545,2019,2016,6343
"14507",8111,290,3,2,0,-2.41226215644821,-32.0454545454545,2019,2016,8111
"14508",4738,275,3,2,1,-2.41226215644821,-32.0454545454545,2019,2016,4738
"14520",1277,230,1,2,0,0.587737843551793,-32.0454545454545,2019,2018,1277
"14525",4790,280,1,2,0,0.587737843551793,-32.0454545454545,2019,2018,4790
"14526",9479,270,1,2,0,0.587737843551793,-32.0454545454545,2019,2018,9479
"14528",2092,305,3,2,0,0.587737843551793,-32.0454545454545,2019,2016,2092
"14529",8253,285,3,2,0,0.587737843551793,-32.0454545454545,2019,2016,8253
"14531",3088,275,3,2,0,0.587737843551793,-32.0454545454545,2019,2016,3088
"14532",13840,290,4,2,0,0.587737843551793,-32.0454545454545,2019,2015,13840
"14533",1395,275,4,2,0,0.587737843551793,-32.0454545454545,2019,2015,1395
"14534",6896,320,4,2,0,0.587737843551793,-32.0454545454545,2019,2015,6896
"14535",10059,285,5,2,0,0.587737843551793,-32.0454545454545,2019,2014,10059
"14538",2944,280,6,2,0,0.587737843551793,-32.0454545454545,2019,2013,2944
"14539",2364,285,6,2,0,0.587737843551793,-32.0454545454545,2019,2013,2364
"14541",8071,320,7,2,0,0.587737843551793,-32.0454545454545,2019,2012,8071
"14542",12554,295,8,2,0,0.587737843551793,-32.0454545454545,2019,2011,12554
"14544",4787,280,11,2,1,0.587737843551793,-32.0454545454545,2019,2008,4787
"14552",5322,250,1,2,0,0.587737843551793,-32.0454545454545,2019,2018,5322
"14565",7475,280,1,2,0,0.587737843551793,-32.0454545454545,2019,2018,7475
"14567",8172,255,1,2,0,0.587737843551793,-32.0454545454545,2019,2018,8172
"14569",3035,255,1,2,0,0.587737843551793,-32.0454545454545,2019,2018,3035
"14572",793,310,6,2,0,0.587737843551793,-32.0454545454545,2019,2013,793
"14573",7211,280,6,2,0,0.587737843551793,-32.0454545454545,2019,2013,7211
"14574",232,285,6,2,0,0.587737843551793,-32.0454545454545,2019,2013,232
"14581",774,270,3,2,0,3.58773784355179,-32.0454545454545,2019,2016,774
"14582",10733,280,5,2,0,3.58773784355179,-32.0454545454545,2019,2014,10733
"14583",11957,310,5,2,0,3.58773784355179,-32.0454545454545,2019,2014,11957
"14584",11486,310,6,2,0,3.58773784355179,-32.0454545454545,2019,2013,11486
"14585",13871,305,6,2,0,3.58773784355179,-32.0454545454545,2019,2013,13871
"14586",6600,300,6,2,0,3.58773784355179,-32.0454545454545,2019,2013,6600
"14587",8969,285,6,2,0,3.58773784355179,-32.0454545454545,2019,2013,8969
"14588",7039,230,6,2,0,3.58773784355179,-32.0454545454545,2019,2013,7039
"14602",11931,250,1,2,0,3.58773784355179,-32.0454545454545,2019,2018,11931
"14603",7819,240,1,2,0,3.58773784355179,-32.0454545454545,2019,2018,7819
"14604",10616,235,1,2,0,3.58773784355179,-32.0454545454545,2019,2018,10616
"14605",14199,275,1,2,0,3.58773784355179,-32.0454545454545,2019,2018,14199
"14626",6387,270,3,2,0,4.58773784355179,-32.0454545454545,2019,2016,6387
"14844",8235,250,1,2,0,8.58773784355179,-38.0454545454545,2020,2019,8235
"14845",9233,225,1,2,0,8.58773784355179,-38.0454545454545,2020,2019,9233
"14852",4790,290,2,2,0,8.58773784355179,-38.0454545454545,2020,2018,4790
"14867",2490,240,1,2,0,11.5877378435518,-38.0454545454545,2020,2019,2490
"14887",3035,270,2,2,0,11.5877378435518,-38.0454545454545,2020,2018,3035
"14910",4836,260,2,2,0,12.5877378435518,-38.0454545454545,2020,2018,4836
"14924",8624,250,1,2,0,-6.41226215644821,-38.0454545454545,2020,2019,8624
"14934",3088,275,4,2,0,0.587737843551793,-38.0454545454545,2020,2016,3088
"14942",1395,275,5,2,0,17.5877378435518,-38.0454545454545,2020,2015,1395
"18611",4738,280,5,2,1,0.587737843551793,16.9545454545455,2021,2016,4738
"18629",14002,230,2,2,0,0.587737843551793,16.9545454545455,2021,2019,14002
"18631",14008,255,2,2,0,0.587737843551793,16.9545454545455,2021,2019,14008
"18638",797,255,1,2,0,0.587737843551793,16.9545454545455,2021,2020,797
"18644",12739,230,1,2,1,0.587737843551793,16.9545454545455,2021,2020,12739
"18645",13616,230,1,2,1,0.587737843551793,16.9545454545455,2021,2020,13616
"18650",13139,225,1,2,0,0.587737843551793,16.9545454545455,2021,2020,13139
"18651",4693,235,1,2,0,0.587737843551793,16.9545454545455,2021,2020,4693
"18678",1142,295,3,2,0,0.587737843551793,16.9545454545455,2021,2018,1142
"18679",8172,310,3,2,0,0.587737843551793,16.9545454545455,2021,2018,8172
"18681",5635,265,3,2,0,0.587737843551793,16.9545454545455,2021,2018,5635
"18683",3035,265,3,2,0,0.587737843551793,16.9545454545455,2021,2018,3035
"18685",7219,260,3,2,0,0.587737843551793,16.9545454545455,2021,2018,7219
"18686",2957,270,3,2,0,0.587737843551793,16.9545454545455,2021,2018,2957
"18690",8111,295,5,2,0,2.58773784355179,16.9545454545455,2021,2016,8111
"18703",7768,240,1,2,0,2.58773784355179,16.9545454545455,2021,2020,7768
"18738",9187,295,7,2,0,5.58773784355179,16.9545454545455,2021,2014,9187
"18739",11140,280,7,2,0,5.58773784355179,16.9545454545455,2021,2014,11140
"18740",6896,315,6,2,0,5.58773784355179,16.9545454545455,2021,2015,6896
"18764",5322,285,3,2,0,5.58773784355179,16.9545454545455,2021,2018,5322
"18788",11696,240,1,2,0,7.58773784355179,16.9545454545455,2021,2020,11696
"18833",8969,290,8,2,0,9.58773784355179,16.9545454545455,2021,2013,8969
"18835",11486,305,8,2,0,9.58773784355179,16.9545454545455,2021,2013,11486
"18836",11957,315,7,2,0,9.58773784355179,16.9545454545455,2021,2014,11957
"18841",9137,265,2,2,0,9.58773784355179,16.9545454545455,2021,2019,9137
"18843",5794,295,2,2,0,9.58773784355179,16.9545454545455,2021,2019,5794
"18844",2614,255,2,2,0,9.58773784355179,16.9545454545455,2021,2019,2614
"18846",9156,280,2,2,0,9.58773784355179,16.9545454545455,2021,2019,9156
"18865",11931,290,3,2,0,9.58773784355179,16.9545454545455,2021,2018,11931
"18866",1596,300,3,2,0,9.58773784355179,16.9545454545455,2021,2018,1596
"18867",7819,295,3,2,0,9.58773784355179,16.9545454545455,2021,2018,7819
"19189",797,240,2,2,0,-1.41226215644821,-25.0454545454545,2022,2020,797
"19197",7768,260,2,2,0,-1.41226215644821,-25.0454545454545,2022,2020,7768
"19199",11637,225,1,2,0,-1.41226215644821,-25.0454545454545,2022,2021,11637
"19203",6377,220,1,2,0,-1.41226215644821,-25.0454545454545,2022,2021,6377
"19205",8702,240,1,2,0,-1.41226215644821,-25.0454545454545,2022,2021,8702
"19219",11140,290,8,2,0,0.587737843551793,-25.0454545454545,2022,2014,11140
"19221",6896,315,7,2,0,0.587737843551793,-25.0454545454545,2022,2015,6896
"19242",14008,260,3,2,0,0.587737843551793,-25.0454545454545,2022,2019,14008
"19246",4384,220,2,2,1,0.587737843551793,-25.0454545454545,2022,2020,4384
"19247",13139,225,2,2,0,0.587737843551793,-25.0454545454545,2022,2020,13139
"19249",4693,260,2,2,0,0.587737843551793,-25.0454545454545,2022,2020,4693
"19255",2193,225,1,2,0,0.587737843551793,-25.0454545454545,2022,2021,2193
"19263",5635,265,4,2,0,0.587737843551793,-25.0454545454545,2022,2018,5635
"19272",14074,275,2,2,0,2.58773784355179,-25.0454545454545,2022,2020,14074
"19273",1535,225,1,2,0,2.58773784355179,-25.0454545454545,2022,2021,1535
"19274",10891,235,1,2,0,2.58773784355179,-25.0454545454545,2022,2021,10891
"19317",7571,225,1,2,0,4.58773784355179,-25.0454545454545,2022,2021,7571
"19320",6142,250,1,2,0,4.58773784355179,-25.0454545454545,2022,2021,6142
"19330",8172,265,4,2,0,5.58773784355179,-25.0454545454545,2022,2018,8172
"19331",3035,280,4,2,0,5.58773784355179,-25.0454545454545,2022,2018,3035
"19333",2217,290,5,2,0,6.58773784355179,-25.0454545454545,2022,2017,2217
"19350",4495,270,3,2,0,6.58773784355179,-25.0454545454545,2022,2019,4495
"19355",7400,265,2,2,0,6.58773784355179,-25.0454545454545,2022,2020,7400
"19360",10759,275,4,2,0,6.58773784355179,-25.0454545454545,2022,2018,10759
"19361",3267,295,4,2,0,6.58773784355179,-25.0454545454545,2022,2018,3267
