"","ID","BolCirc","CapAgeYears","Sex","Twin","jdateMC","PopDensMC","CapYear","BirthYear","animal"
"8032",3959,275,2,2,0,-2.41226215644821,-135.045454545455,2005,2003,3959
"8033",11904,277,2,2,0,-2.41226215644821,-135.045454545455,2005,2003,11904
"8038",9620,275,3,2,0,-2.41226215644821,-135.045454545455,2005,2002,9620
"8040",5949,308,3,2,1,-2.41226215644821,-135.045454545455,2005,2002,5949
"8054",8593,315,5,2,1,-2.41226215644821,-135.045454545455,2005,2000,8593
"8188",8736,270,1,2,0,-5.41226215644821,-73.0454545454545,2006,2005,8736
"8198",1299,262,1,2,0,-5.41226215644821,-73.0454545454545,2006,2005,1299
"8201",4405,287,2,2,0,-5.41226215644821,-73.0454545454545,2006,2004,4405
"8202",10880,324,3,2,0,-5.41226215644821,-73.0454545454545,2006,2003,10880
"8205",8460,326,3,2,0,-5.41226215644821,-73.0454545454545,2006,2003,8460
"8215",9620,275,4,2,0,-5.41226215644821,-73.0454545454545,2006,2002,9620
"8216",5949,316,4,2,1,-5.41226215644821,-73.0454545454545,2006,2002,5949
"8225",8593,317,6,2,1,-5.41226215644821,-73.0454545454545,2006,2000,8593
"8254",9062,272,1,2,0,-2.41226215644821,-73.0454545454545,2006,2005,9062
"8255",4062,267,1,2,0,-2.41226215644821,-73.0454545454545,2006,2005,4062
"8258",8453,241,1,2,0,-2.41226215644821,-73.0454545454545,2006,2005,8453
"8270",12668,293,6,2,0,-2.41226215644821,-73.0454545454545,2006,2000,12668
"8279",4671,309,3,2,1,-1.41226215644821,-73.0454545454545,2006,2003,4671
"8280",3689,278,3,2,1,-1.41226215644821,-73.0454545454545,2006,2003,3689
"8283",451,277,3,2,0,-1.41226215644821,-73.0454545454545,2006,2003,451
"8305",1148,236,1,2,0,2.58773784355179,-73.0454545454545,2006,2005,1148
"8308",8887,294,3,2,0,2.58773784355179,-73.0454545454545,2006,2003,8887
"8310",14007,264,3,2,0,2.58773784355179,-73.0454545454545,2006,2003,14007
"8311",3,277,3,2,0,2.58773784355179,-73.0454545454545,2006,2003,3
"8312",710,278,3,2,1,2.58773784355179,-73.0454545454545,2006,2003,710
"8314",10973,304,3,2,1,2.58773784355179,-73.0454545454545,2006,2003,10973
"8315",2035,296,3,2,0,2.58773784355179,-73.0454545454545,2006,2003,2035
"8317",9263,304,4,2,0,2.58773784355179,-73.0454545454545,2006,2002,9263
"8617",9558,248,1,2,0,-4.41226215644821,-93.0454545454545,2007,2006,9558
"8630",3643,255,1,2,0,-4.41226215644821,-93.0454545454545,2007,2006,3643
"8631",9795,273,1,2,0,-4.41226215644821,-93.0454545454545,2007,2006,9795
"8633",13519,290,2,2,0,-4.41226215644821,-93.0454545454545,2007,2005,13519
"8649",4405,317,3,2,0,-4.41226215644821,-93.0454545454545,2007,2004,4405
"8653",10880,325,4,2,0,-4.41226215644821,-93.0454545454545,2007,2003,10880
"8666",3959,309,4,2,0,-4.41226215644821,-93.0454545454545,2007,2003,3959
"8681",8232,343,5,2,0,-4.41226215644821,-93.0454545454545,2007,2002,8232
"8683",9620,267,5,2,0,-4.41226215644821,-93.0454545454545,2007,2002,9620
"8710",8593,325,7,2,1,-4.41226215644821,-93.0454545454545,2007,2000,8593
"8762",5779,245,1,2,0,-0.412262156448207,-93.0454545454545,2007,2006,5779
"8765",13855,245,1,2,0,-0.412262156448207,-93.0454545454545,2007,2006,13855
"8769",9525,220,1,2,0,-0.412262156448207,-93.0454545454545,2007,2006,9525
"8770",2645,220,1,2,0,-0.412262156448207,-93.0454545454545,2007,2006,2645
"8783",11947,275,2,2,0,-0.412262156448207,-93.0454545454545,2007,2005,11947
"8831",1643,280,4,2,0,1.58773784355179,-93.0454545454545,2007,2003,1643
"8832",1613,314,4,2,1,1.58773784355179,-93.0454545454545,2007,2003,1613
"8835",9547,271,4,2,0,1.58773784355179,-93.0454545454545,2007,2003,9547
"8845",12668,304,7,2,0,-4.41226215644821,-93.0454545454545,2007,2000,12668
"9011",1414,238,1,2,0,-7.41226215644821,26.9545454545455,2008,2007,1414
"9012",11983,281,1,2,0,-7.41226215644821,26.9545454545455,2008,2007,11983
"9013",4358,265,1,2,0,-7.41226215644821,26.9545454545455,2008,2007,4358
"9016",8053,267,1,2,0,-7.41226215644821,26.9545454545455,2008,2007,8053
"9019",13484,255,1,2,1,-7.41226215644821,26.9545454545455,2008,2007,13484
"9024",145,255,1,2,1,-7.41226215644821,26.9545454545455,2008,2007,145
"9027",4166,253,1,2,0,-7.41226215644821,26.9545454545455,2008,2007,4166
"9029",686,265,1,2,0,-7.41226215644821,26.9545454545455,2008,2007,686
"9030",1740,255,1,2,1,-7.41226215644821,26.9545454545455,2008,2007,1740
"9036",8349,265,2,2,0,-7.41226215644821,26.9545454545455,2008,2006,8349
"9039",13855,270,2,2,0,-7.41226215644821,26.9545454545455,2008,2006,13855
"9043",2645,275,2,2,0,-7.41226215644821,26.9545454545455,2008,2006,2645
"9044",3643,255,2,2,0,-7.41226215644821,26.9545454545455,2008,2006,3643
"9052",10880,311,5,2,0,-7.41226215644821,26.9545454545455,2008,2003,10880
"9059",451,271,5,2,0,-7.41226215644821,26.9545454545455,2008,2003,451
"9060",4671,302,5,2,1,-7.41226215644821,26.9545454545455,2008,2003,4671
"9065",6222,265,5,2,0,-7.41226215644821,26.9545454545455,2008,2003,6222
"9070",8232,330,6,2,0,-7.41226215644821,26.9545454545455,2008,2002,8232
"9117",11340,244,1,2,0,-6.41226215644821,26.9545454545455,2008,2007,11340
"9121",10660,275,1,2,0,-6.41226215644821,26.9545454545455,2008,2007,10660
"9125",13299,234,1,2,0,-6.41226215644821,26.9545454545455,2008,2007,13299
"9126",5691,285,1,2,0,-6.41226215644821,26.9545454545455,2008,2007,5691
"9127",2909,261,1,2,0,-6.41226215644821,26.9545454545455,2008,2007,2909
"9128",9558,239,2,2,0,-6.41226215644821,26.9545454545455,2008,2006,9558
"9130",9525,279,2,2,0,-6.41226215644821,26.9545454545455,2008,2006,9525
"9131",9795,289,2,2,0,-6.41226215644821,26.9545454545455,2008,2006,9795
"9132",13519,324,3,2,0,-6.41226215644821,26.9545454545455,2008,2005,13519
"9135",4405,331,4,2,0,-6.41226215644821,26.9545454545455,2008,2004,4405
"9147",9620,301,6,2,0,-6.41226215644821,26.9545454545455,2008,2002,9620
"9154",8593,324,8,2,1,-6.41226215644821,26.9545454545455,2008,2000,8593
"9183",10289,212,1,2,0,-3.41226215644821,26.9545454545455,2008,2007,10289
"9184",3045,233,1,2,0,-3.41226215644821,26.9545454545455,2008,2007,3045
"9186",14328,244,1,2,0,-3.41226215644821,26.9545454545455,2008,2007,14328
"9187",8540,244,1,2,0,-3.41226215644821,26.9545454545455,2008,2007,8540
"9189",5779,286,2,2,0,-3.41226215644821,26.9545454545455,2008,2006,5779
"9191",10798,278,2,2,0,-3.41226215644821,26.9545454545455,2008,2006,10798
"9246",2789,204,1,2,0,-0.412262156448207,26.9545454545455,2008,2007,2789
"9248",300,245,1,2,0,-0.412262156448207,26.9545454545455,2008,2007,300
"9250",9388,230,1,2,0,-0.412262156448207,26.9545454545455,2008,2007,9388
"9415",7792,277,2,2,0,4.58773784355179,76.9545454545455,2009,2007,7792
"9416",3596,306,2,2,1,4.58773784355179,76.9545454545455,2009,2007,3596
"9418",710,277,6,2,1,4.58773784355179,76.9545454545455,2009,2003,710
"9465",3759,255,1,2,0,-2.41226215644821,76.9545454545455,2009,2008,3759
"9471",13160,250,1,2,0,-2.41226215644821,76.9545454545455,2009,2008,13160
"9472",9526,225,1,2,1,-2.41226215644821,76.9545454545455,2009,2008,9526
"9473",6715,200,1,2,0,-2.41226215644821,76.9545454545455,2009,2008,6715
"9481",5666,250,1,2,0,-2.41226215644821,76.9545454545455,2009,2008,5666
"9482",13557,245,1,2,0,-2.41226215644821,76.9545454545455,2009,2008,13557
"9483",9314,280,1,2,0,-2.41226215644821,76.9545454545455,2009,2008,9314
"9484",4358,280,2,2,0,-2.41226215644821,76.9545454545455,2009,2007,4358
"9486",8053,310,2,2,0,-2.41226215644821,76.9545454545455,2009,2007,8053
"9488",10660,330,2,2,0,-2.41226215644821,76.9545454545455,2009,2007,10660
"9491",145,280,2,2,1,-2.41226215644821,76.9545454545455,2009,2007,145
"9495",686,300,2,2,0,-2.41226215644821,76.9545454545455,2009,2007,686
"9496",1740,285,2,2,1,-2.41226215644821,76.9545454545455,2009,2007,1740
"9499",8349,290,3,2,0,-2.41226215644821,76.9545454545455,2009,2006,8349
"9500",9558,270,3,2,0,-2.41226215644821,76.9545454545455,2009,2006,9558
"9501",5779,290,3,2,0,-2.41226215644821,76.9545454545455,2009,2006,5779
"9503",13855,275,3,2,0,-2.41226215644821,76.9545454545455,2009,2006,13855
"9504",9525,295,3,2,0,-2.41226215644821,76.9545454545455,2009,2006,9525
"9505",2645,285,3,2,0,-2.41226215644821,76.9545454545455,2009,2006,2645
"9506",9795,325,3,2,0,-2.41226215644821,76.9545454545455,2009,2006,9795
"9507",10798,265,3,2,0,-2.41226215644821,76.9545454545455,2009,2006,10798
"9508",13519,320,4,2,0,-2.41226215644821,76.9545454545455,2009,2005,13519
"9514",4405,295,5,2,0,-2.41226215644821,76.9545454545455,2009,2004,4405
"9516",10880,310,6,2,0,-2.41226215644821,76.9545454545455,2009,2003,10880
"9518",8460,330,6,2,0,-2.41226215644821,76.9545454545455,2009,2003,8460
"9519",12687,275,6,2,1,-2.41226215644821,76.9545454545455,2009,2003,12687
"9521",3959,280,6,2,0,-2.41226215644821,76.9545454545455,2009,2003,3959
"9531",5426,300,7,2,0,-2.41226215644821,76.9545454545455,2009,2002,5426
"9544",8593,320,9,2,1,-2.41226215644821,76.9545454545455,2009,2000,8593
"9579",13251,250,1,2,0,-1.41226215644821,76.9545454545455,2009,2008,13251
"9580",12408,235,1,2,0,-1.41226215644821,76.9545454545455,2009,2008,12408
"9581",7305,225,1,2,1,-1.41226215644821,76.9545454545455,2009,2008,7305
"9583",9684,230,1,2,1,-1.41226215644821,76.9545454545455,2009,2008,9684
"9584",4787,265,1,2,1,-1.41226215644821,76.9545454545455,2009,2008,4787
"9585",11953,265,1,2,1,-1.41226215644821,76.9545454545455,2009,2008,11953
"9588",11892,270,1,2,0,-1.41226215644821,76.9545454545455,2009,2008,11892
"9590",6119,245,1,2,1,-1.41226215644821,76.9545454545455,2009,2008,6119
"9591",1414,275,2,2,0,-1.41226215644821,76.9545454545455,2009,2007,1414
"9592",7076,270,2,2,0,-1.41226215644821,76.9545454545455,2009,2007,7076
"9593",11340,265,2,2,0,-1.41226215644821,76.9545454545455,2009,2007,11340
"9596",1012,295,2,2,0,-1.41226215644821,76.9545454545455,2009,2007,1012
"9601",5691,285,2,2,0,-1.41226215644821,76.9545454545455,2009,2007,5691
"9609",3643,270,3,2,0,-1.41226215644821,76.9545454545455,2009,2006,3643
"9620",8232,350,7,2,0,-1.41226215644821,76.9545454545455,2009,2002,8232
"9894",4018,280,1,2,0,-2.41226215644821,131.954545454545,2010,2009,4018
"9895",9447,215,1,2,0,-2.41226215644821,131.954545454545,2010,2009,9447
"9896",11713,220,1,2,0,-2.41226215644821,131.954545454545,2010,2009,11713
"9897",12454,255,1,2,0,-2.41226215644821,131.954545454545,2010,2009,12454
"9898",6709,240,1,2,0,-2.41226215644821,131.954545454545,2010,2009,6709
"9957",3136,260,1,2,0,2.58773784355179,131.954545454545,2010,2009,3136
"9959",10855,220,1,2,0,2.58773784355179,131.954545454545,2010,2009,10855
"9961",6162,255,1,2,0,2.58773784355179,131.954545454545,2010,2009,6162
"9963",12889,250,1,2,0,2.58773784355179,131.954545454545,2010,2009,12889
"9964",8138,230,1,2,0,2.58773784355179,131.954545454545,2010,2009,8138
"9966",9407,275,1,2,0,2.58773784355179,131.954545454545,2010,2009,9407
"9968",7214,245,1,2,0,2.58773784355179,131.954545454545,2010,2009,7214
"9969",8507,235,1,2,0,2.58773784355179,131.954545454545,2010,2009,8507
"9970",2426,230,1,2,0,2.58773784355179,131.954545454545,2010,2009,2426
"9971",12371,270,1,2,0,2.58773784355179,131.954545454545,2010,2009,12371
"9976",3563,300,2,2,0,2.58773784355179,131.954545454545,2010,2008,3563
"9979",9907,280,2,2,0,2.58773784355179,131.954545454545,2010,2008,9907
"9989",271,275,3,2,0,2.58773784355179,131.954545454545,2010,2007,271
"10021",2133,240,1,2,0,4.58773784355179,131.954545454545,2010,2009,2133
"10030",1061,275,2,2,0,4.58773784355179,131.954545454545,2010,2008,1061
"10104",582,245,1,2,0,-4.41226215644821,131.954545454545,2010,2009,582
"10107",13200,245,1,2,0,-4.41226215644821,131.954545454545,2010,2009,13200
"10108",8853,225,1,2,0,-4.41226215644821,131.954545454545,2010,2009,8853
"10112",10390,250,1,2,0,-4.41226215644821,131.954545454545,2010,2009,10390
"10116",3278,220,1,2,0,-4.41226215644821,131.954545454545,2010,2009,3278
"10118",12514,230,1,2,0,-4.41226215644821,131.954545454545,2010,2009,12514
"10119",3802,270,1,2,0,-4.41226215644821,131.954545454545,2010,2009,3802
"10122",10097,225,1,2,0,-4.41226215644821,131.954545454545,2010,2009,10097
"10123",11174,215,1,2,0,-4.41226215644821,131.954545454545,2010,2009,11174
"10125",9804,220,1,2,0,-4.41226215644821,131.954545454545,2010,2009,9804
"10129",3759,280,2,2,0,-4.41226215644821,131.954545454545,2010,2008,3759
"10130",13251,280,2,2,0,-4.41226215644821,131.954545454545,2010,2008,13251
"10131",12408,275,2,2,0,-4.41226215644821,131.954545454545,2010,2008,12408
"10132",7305,260,2,2,1,-4.41226215644821,131.954545454545,2010,2008,7305
"10135",3657,250,2,2,0,-4.41226215644821,131.954545454545,2010,2008,3657
"10140",13160,280,2,2,0,-4.41226215644821,131.954545454545,2010,2008,13160
"10141",9684,260,2,2,1,-4.41226215644821,131.954545454545,2010,2008,9684
"10147",4787,255,2,2,1,-4.41226215644821,131.954545454545,2010,2008,4787
"10155",11892,265,2,2,0,-4.41226215644821,131.954545454545,2010,2008,11892
"10156",5666,275,2,2,0,-4.41226215644821,131.954545454545,2010,2008,5666
"10157",13557,260,2,2,0,-4.41226215644821,131.954545454545,2010,2008,13557
"10159",9314,290,2,2,0,-4.41226215644821,131.954545454545,2010,2008,9314
"10160",1414,270,3,2,0,-4.41226215644821,131.954545454545,2010,2007,1414
"10161",11340,265,3,2,0,-4.41226215644821,131.954545454545,2010,2007,11340
"10163",4358,270,3,2,0,-4.41226215644821,131.954545454545,2010,2007,4358
"10166",8053,310,3,2,0,-4.41226215644821,131.954545454545,2010,2007,8053
"10168",11111,270,3,2,0,-4.41226215644821,131.954545454545,2010,2007,11111
"10170",10660,310,3,2,0,-4.41226215644821,131.954545454545,2010,2007,10660
"10177",145,255,3,2,1,-4.41226215644821,131.954545454545,2010,2007,145
"10180",686,285,3,2,0,-4.41226215644821,131.954545454545,2010,2007,686
"10181",5691,295,3,2,0,-4.41226215644821,131.954545454545,2010,2007,5691
"10182",1740,275,3,2,1,-4.41226215644821,131.954545454545,2010,2007,1740
"10187",8349,265,4,2,0,-4.41226215644821,131.954545454545,2010,2006,8349
"10188",9558,265,4,2,0,-4.41226215644821,131.954545454545,2010,2006,9558
"10190",13855,285,4,2,0,-4.41226215644821,131.954545454545,2010,2006,13855
"10193",9525,285,4,2,0,-4.41226215644821,131.954545454545,2010,2006,9525
"10194",2645,275,4,2,0,-4.41226215644821,131.954545454545,2010,2006,2645
"10195",3643,260,4,2,0,-4.41226215644821,131.954545454545,2010,2006,3643
"10196",9795,305,4,2,0,-4.41226215644821,131.954545454545,2010,2006,9795
"10197",13519,310,5,2,0,-4.41226215644821,131.954545454545,2010,2005,13519
"10208",4405,295,6,2,0,-4.41226215644821,131.954545454545,2010,2004,4405
"10212",10880,290,7,2,0,-4.41226215644821,131.954545454545,2010,2003,10880
"10217",3959,270,7,2,0,-4.41226215644821,131.954545454545,2010,2003,3959
"10231",8232,330,8,2,0,-4.41226215644821,131.954545454545,2010,2002,8232
"10244",8593,305,10,2,1,-4.41226215644821,131.954545454545,2010,2000,8593
"10518",11810,245,1,2,0,-3.41226215644821,108.954545454545,2011,2010,11810
"10520",10382,230,1,2,0,-3.41226215644821,108.954545454545,2011,2010,10382
"10528",582,270,2,2,0,-3.41226215644821,108.954545454545,2011,2009,582
"10529",8853,280,2,2,0,-3.41226215644821,108.954545454545,2011,2009,8853
"10536",3136,275,2,2,0,-3.41226215644821,108.954545454545,2011,2009,3136
"10542",10097,245,2,2,0,-3.41226215644821,108.954545454545,2011,2009,10097
"10543",9804,255,2,2,0,-3.41226215644821,108.954545454545,2011,2009,9804
"10548",3759,270,3,2,0,-3.41226215644821,108.954545454545,2011,2008,3759
"10549",13251,290,3,2,0,-3.41226215644821,108.954545454545,2011,2008,13251
"10550",12408,270,3,2,0,-3.41226215644821,108.954545454545,2011,2008,12408
"10551",7305,275,3,2,1,-3.41226215644821,108.954545454545,2011,2008,7305
"10565",13557,255,3,2,0,-3.41226215644821,108.954545454545,2011,2008,13557
"10569",1414,265,4,2,0,-3.41226215644821,108.954545454545,2011,2007,1414
"10571",8053,315,4,2,0,-3.41226215644821,108.954545454545,2011,2007,8053
"10573",11111,270,4,2,0,-3.41226215644821,108.954545454545,2011,2007,11111
"10579",686,270,4,2,0,-3.41226215644821,108.954545454545,2011,2007,686
"10580",5691,300,4,2,0,-3.41226215644821,108.954545454545,2011,2007,5691
"10581",1740,280,4,2,1,-3.41226215644821,108.954545454545,2011,2007,1740
"10589",8349,270,5,2,0,-3.41226215644821,108.954545454545,2011,2006,8349
"10592",9525,280,5,2,0,-3.41226215644821,108.954545454545,2011,2006,9525
"10593",3643,280,5,2,0,-3.41226215644821,108.954545454545,2011,2006,3643
"10595",13519,315,6,2,0,-3.41226215644821,108.954545454545,2011,2005,13519
"10603",4405,285,7,2,0,-3.41226215644821,108.954545454545,2011,2004,4405
"10639",1134,230,1,2,0,-1.41226215644821,108.954545454545,2011,2010,1134
"10641",485,225,1,2,0,-1.41226215644821,108.954545454545,2011,2010,485
"10642",11981,230,1,2,0,-1.41226215644821,108.954545454545,2011,2010,11981
"10644",13200,255,2,2,0,-1.41226215644821,108.954545454545,2011,2009,13200
"10645",10390,285,2,2,0,-1.41226215644821,108.954545454545,2011,2009,10390
"10647",3278,250,2,2,0,-1.41226215644821,108.954545454545,2011,2009,3278
"10649",13160,285,3,2,0,-1.41226215644821,108.954545454545,2011,2008,13160
"10650",9684,265,3,2,1,-1.41226215644821,108.954545454545,2011,2008,9684
"10652",4787,285,3,2,1,-1.41226215644821,108.954545454545,2011,2008,4787
"10654",11892,280,3,2,0,-1.41226215644821,108.954545454545,2011,2008,11892
"10655",9314,300,3,2,0,-1.41226215644821,108.954545454545,2011,2008,9314
"10656",11340,270,4,2,0,-1.41226215644821,108.954545454545,2011,2007,11340
"10657",4358,275,4,2,0,-1.41226215644821,108.954545454545,2011,2007,4358
"10659",145,260,4,2,1,-1.41226215644821,108.954545454545,2011,2007,145
"10663",2645,280,5,2,0,-1.41226215644821,108.954545454545,2011,2006,2645
"10664",9795,305,5,2,0,-1.41226215644821,108.954545454545,2011,2006,9795
"10698",12454,270,2,2,0,0.587737843551793,108.954545454545,2011,2009,12454
"10699",3156,275,2,2,1,0.587737843551793,108.954545454545,2011,2009,3156
"10703",6162,275,2,2,0,0.587737843551793,108.954545454545,2011,2009,6162
"10704",9718,280,2,2,0,0.587737843551793,108.954545454545,2011,2009,9718
"10711",7421,300,3,2,0,0.587737843551793,108.954545454545,2011,2008,7421
"10717",1012,290,4,2,0,0.587737843551793,108.954545454545,2011,2007,1012
"10720",10426,280,4,2,1,0.587737843551793,108.954545454545,2011,2007,10426
"10730",8887,285,8,2,0,0.587737843551793,108.954545454545,2011,2003,8887
"10731",2605,285,8,2,0,0.587737843551793,108.954545454545,2011,2003,2605
"10734",1643,270,8,2,0,0.587737843551793,108.954545454545,2011,2003,1643
"11246",12554,220,1,2,0,0.587737843551793,-178.045454545455,2012,2011,12554
"11250",11810,290,2,2,0,0.587737843551793,-178.045454545455,2012,2010,11810
"11259",582,290,3,2,0,0.587737843551793,-178.045454545455,2012,2009,582
"11266",10097,260,3,2,0,0.587737843551793,-178.045454545455,2012,2009,10097
"11267",6952,275,3,2,0,0.587737843551793,-178.045454545455,2012,2009,6952
"11281",4358,280,5,2,0,0.587737843551793,-178.045454545455,2012,2007,4358
"11283",8053,340,5,2,0,0.587737843551793,-178.045454545455,2012,2007,8053
"11293",3643,275,6,2,0,0.587737843551793,-178.045454545455,2012,2006,3643
"11319",6408,260,1,2,0,2.58773784355179,-178.045454545455,2012,2011,6408
"11320",11981,260,2,2,0,2.58773784355179,-178.045454545455,2012,2010,11981
"11321",5425,310,2,2,0,2.58773784355179,-178.045454545455,2012,2010,5425
"11324",3278,270,3,2,0,2.58773784355179,-178.045454545455,2012,2009,3278
"11325",13251,295,4,2,0,2.58773784355179,-178.045454545455,2012,2008,13251
"11326",9684,275,4,2,1,2.58773784355179,-178.045454545455,2012,2008,9684
"11330",11892,275,4,2,0,2.58773784355179,-178.045454545455,2012,2008,11892
"11331",9314,300,4,2,0,2.58773784355179,-178.045454545455,2012,2008,9314
"11333",4787,310,4,2,1,2.58773784355179,-178.045454545455,2012,2008,4787
"11337",5691,305,5,2,0,2.58773784355179,-178.045454545455,2012,2007,5691
"11344",10880,300,9,2,0,2.58773784355179,-178.045454545455,2012,2003,10880
"11457",1921,250,1,2,0,-2.41226215644821,4.9545454545455,2013,2012,1921
"11460",9204,245,1,2,0,-2.41226215644821,4.9545454545455,2013,2012,9204
"11463",11003,255,1,2,0,-2.41226215644821,4.9545454545455,2013,2012,11003
"11464",10802,265,1,2,0,-2.41226215644821,4.9545454545455,2013,2012,10802
"11467",862,255,1,2,0,-2.41226215644821,4.9545454545455,2013,2012,862
"11468",8393,245,1,2,0,-2.41226215644821,4.9545454545455,2013,2012,8393
"11469",10494,245,1,2,0,-2.41226215644821,4.9545454545455,2013,2012,10494
"11473",1241,255,1,2,0,-2.41226215644821,4.9545454545455,2013,2012,1241
"11478",12554,280,2,2,0,-2.41226215644821,4.9545454545455,2013,2011,12554
"11479",11810,305,3,2,0,-2.41226215644821,4.9545454545455,2013,2010,11810
"11486",582,290,4,2,0,-2.41226215644821,4.9545454545455,2013,2009,582
"11490",10097,280,4,2,0,-2.41226215644821,4.9545454545455,2013,2009,10097
"11501",4358,275,6,2,0,-2.41226215644821,4.9545454545455,2013,2007,4358
"11503",8053,320,6,2,0,-2.41226215644821,4.9545454545455,2013,2007,8053
"11508",3643,285,7,2,0,-2.41226215644821,4.9545454545455,2013,2006,3643
"11509",10880,300,10,2,0,-2.41226215644821,4.9545454545455,2013,2003,10880
"11548",2082,259,1,2,0,0.587737843551793,4.9545454545455,2013,2012,2082
"11550",6693,250,1,2,0,0.587737843551793,4.9545454545455,2013,2012,6693
"11552",976,245,1,2,0,0.587737843551793,4.9545454545455,2013,2012,976
"11560",13447,230,1,2,0,0.587737843551793,4.9545454545455,2013,2012,13447
"11575",6952,280,4,2,0,0.587737843551793,4.9545454545455,2013,2009,6952
"11576",13251,305,5,2,0,0.587737843551793,4.9545454545455,2013,2008,13251
"11578",13557,300,5,2,0,0.587737843551793,4.9545454545455,2013,2008,13557
"11585",1414,285,6,2,0,0.587737843551793,4.9545454545455,2013,2007,1414
"11586",11340,290,6,2,0,0.587737843551793,4.9545454545455,2013,2007,11340
"11587",5691,295,6,2,0,0.587737843551793,4.9545454545455,2013,2007,5691
"11588",1740,310,6,2,1,0.587737843551793,4.9545454545455,2013,2007,1740
"11594",8349,295,7,2,0,0.587737843551793,4.9545454545455,2013,2006,8349
"11625",383,245,1,2,0,5.58773784355179,4.9545454545455,2013,2012,383
"11632",9039,265,1,2,0,5.58773784355179,4.9545454545455,2013,2012,9039
"11634",1560,270,1,2,0,5.58773784355179,4.9545454545455,2013,2012,1560
"11663",2026,270,1,2,0,7.58773784355179,4.9545454545455,2013,2012,2026
"11667",6741,255,1,2,0,7.58773784355179,4.9545454545455,2013,2012,6741
"11668",4714,260,1,2,0,7.58773784355179,4.9545454545455,2013,2012,4714
"11670",13825,260,1,2,0,7.58773784355179,4.9545454545455,2013,2012,13825
"11671",786,250,1,2,1,7.58773784355179,4.9545454545455,2013,2012,786
"12044",2364,235,1,2,0,-5.41226215644821,-58.0454545454545,2014,2013,2364
"12048",2944,230,1,2,0,-5.41226215644821,-58.0454545454545,2014,2013,2944
"12071",11981,270,4,2,0,-5.41226215644821,-58.0454545454545,2014,2010,11981
"12079",3278,255,5,2,0,-5.41226215644821,-58.0454545454545,2014,2009,3278
"12086",9684,270,6,2,1,-5.41226215644821,-58.0454545454545,2014,2008,9684
"12088",9314,305,6,2,0,-5.41226215644821,-58.0454545454545,2014,2008,9314
"12093",4787,295,6,2,1,-5.41226215644821,-58.0454545454545,2014,2008,4787
"12189",6287,220,1,2,0,-2.41226215644821,-58.0454545454545,2014,2013,6287
"12190",2629,240,1,2,0,-2.41226215644821,-58.0454545454545,2014,2013,2629
"12197",1560,270,2,2,0,-2.41226215644821,-58.0454545454545,2014,2012,1560
"12228",6600,270,1,2,0,0.587737843551793,-58.0454545454545,2014,2013,6600
"12229",12516,270,1,2,0,0.587737843551793,-58.0454545454545,2014,2013,12516
"12231",3171,260,1,2,0,0.587737843551793,-58.0454545454545,2014,2013,3171
"12234",5795,235,1,2,1,0.587737843551793,-58.0454545454545,2014,2013,5795
"12235",6654,285,2,2,0,0.587737843551793,-58.0454545454545,2014,2012,6654
"12237",8071,280,2,2,0,0.587737843551793,-58.0454545454545,2014,2012,8071
"12283",2037,265,2,2,0,4.58773784355179,-58.0454545454545,2014,2012,2037
"12297",13251,295,6,2,0,4.58773784355179,-58.0454545454545,2014,2008,13251
"12299",13557,295,6,2,0,4.58773784355179,-58.0454545454545,2014,2008,13557
"12306",11340,275,7,2,0,4.58773784355179,-58.0454545454545,2014,2007,11340
"12310",5691,295,7,2,0,4.58773784355179,-58.0454545454545,2014,2007,5691
"12311",1740,290,7,2,1,4.58773784355179,-58.0454545454545,2014,2007,1740
"12313",3643,275,8,2,0,4.58773784355179,-58.0454545454545,2014,2006,3643
"12670",11140,220,1,2,0,-7.41226215644821,-27.0454545454545,2015,2014,11140
"12674",7246,220,1,2,0,-7.41226215644821,-27.0454545454545,2015,2014,7246
"12676",348,235,1,2,0,-7.41226215644821,-27.0454545454545,2015,2014,348
"12678",520,220,1,2,0,-7.41226215644821,-27.0454545454545,2015,2014,520
"12679",2722,235,1,2,0,-7.41226215644821,-27.0454545454545,2015,2014,2722
"12681",10059,250,1,2,0,-7.41226215644821,-27.0454545454545,2015,2014,10059
"12685",2944,265,2,2,0,-7.41226215644821,-27.0454545454545,2015,2013,2944
"12686",12516,275,2,2,0,-7.41226215644821,-27.0454545454545,2015,2013,12516
"12688",3171,225,2,2,0,-7.41226215644821,-27.0454545454545,2015,2013,3171
"12689",9704,235,3,2,0,-7.41226215644821,-27.0454545454545,2015,2012,9704
"12691",1863,285,3,2,0,-7.41226215644821,-27.0454545454545,2015,2012,1863
"12692",4004,260,3,2,0,-7.41226215644821,-27.0454545454545,2015,2012,4004
"12694",9039,270,3,2,0,-7.41226215644821,-27.0454545454545,2015,2012,9039
"12696",8393,280,3,2,0,-7.41226215644821,-27.0454545454545,2015,2012,8393
"12703",6408,265,4,2,0,-7.41226215644821,-27.0454545454545,2015,2011,6408
"12705",12554,275,4,2,0,-7.41226215644821,-27.0454545454545,2015,2011,12554
"12727",10209,270,7,2,0,-7.41226215644821,-27.0454545454545,2015,2008,10209
"12736",8053,320,8,2,0,-7.41226215644821,-27.0454545454545,2015,2007,8053
"12770",14177,205,1,2,0,-4.41226215644821,-27.0454545454545,2015,2014,14177
