"","ID","Weight","CapAgeYears","Sex","Twin","jdateMC","PopDensMC","CapYear","BirthYear","animal"
"2960",4564,19.8,11,1,0,-2.61222361284939,33.1758448060075,1997,1986,4564
"2961",8052,22.6,10,1,1,-2.61222361284939,33.1758448060075,1997,1987,8052
"2962",9166,23.3,10,1,0,-2.61222361284939,33.1758448060075,1997,1987,9166
"2963",8328,25.4,10,1,0,-2.61222361284939,33.1758448060075,1997,1987,8328
"2964",6570,22.4,10,1,0,-2.61222361284939,33.1758448060075,1997,1987,6570
"2965",8610,25,10,1,0,-2.61222361284939,33.1758448060075,1997,1987,8610
"2966",12719,22.1,9,1,0,-2.61222361284939,33.1758448060075,1997,1988,12719
"2967",3991,22,9,1,0,-2.61222361284939,33.1758448060075,1997,1988,3991
"2968",4666,24.1,9,1,0,-2.61222361284939,33.1758448060075,1997,1988,4666
"2969",5562,40.6,8,2,0,-2.61222361284939,33.1758448060075,1997,1989,5562
"2970",12000,21.9,8,1,0,-2.61222361284939,33.1758448060075,1997,1989,12000
"2971",2803,37.4,8,2,1,-2.61222361284939,33.1758448060075,1997,1989,2803
"2972",8958,22.6,8,1,0,-2.61222361284939,33.1758448060075,1997,1989,8958
"2973",7338,20.8,8,1,1,-2.61222361284939,33.1758448060075,1997,1989,7338
"2974",2562,24.5,8,1,0,-2.61222361284939,33.1758448060075,1997,1989,2562
"2975",207,27.3,8,1,0,-2.61222361284939,33.1758448060075,1997,1989,207
"2976",12918,25.6,8,1,0,-2.61222361284939,33.1758448060075,1997,1989,12918
"2977",5515,24.3,7,1,0,-2.61222361284939,33.1758448060075,1997,1990,5515
"2978",280,20.8,7,1,0,-2.61222361284939,33.1758448060075,1997,1990,280
"2979",5590,22.2,7,1,0,-2.61222361284939,33.1758448060075,1997,1990,5590
"2980",12064,23.2,7,1,0,-2.61222361284939,33.1758448060075,1997,1990,12064
"2981",6317,36.8,7,2,0,-2.61222361284939,33.1758448060075,1997,1990,6317
"2982",224,22.3,7,1,1,-2.61222361284939,33.1758448060075,1997,1990,224
"2983",10374,22,7,1,0,-2.61222361284939,33.1758448060075,1997,1990,10374
"2984",1265,20.7,7,1,1,-2.61222361284939,33.1758448060075,1997,1990,1265
"2985",1028,24.7,7,1,0,-2.61222361284939,33.1758448060075,1997,1990,1028
"2986",1971,24,7,1,0,-2.61222361284939,33.1758448060075,1997,1990,1971
"2987",6599,25.5,7,1,0,-2.61222361284939,33.1758448060075,1997,1990,6599
"2988",6885,24,7,1,0,-2.61222361284939,33.1758448060075,1997,1990,6885
"2989",4886,22,6,1,0,-2.61222361284939,33.1758448060075,1997,1991,4886
"2990",3768,23.7,6,1,0,-2.61222361284939,33.1758448060075,1997,1991,3768
"2991",2240,21.4,6,1,1,-2.61222361284939,33.1758448060075,1997,1991,2240
"2992",13597,22.5,6,1,0,-2.61222361284939,33.1758448060075,1997,1991,13597
"2993",7460,22.4,6,1,0,-2.61222361284939,33.1758448060075,1997,1991,7460
"2994",6108,39.5,6,2,0,-2.61222361284939,33.1758448060075,1997,1991,6108
"2995",13983,22.6,6,1,0,-2.61222361284939,33.1758448060075,1997,1991,13983
"2996",9329,21,6,1,0,-2.61222361284939,33.1758448060075,1997,1991,9329
"2997",2283,25.3,6,1,0,-2.61222361284939,33.1758448060075,1997,1991,2283
"2998",501,16,5,1,0,-2.61222361284939,33.1758448060075,1997,1992,501
"2999",2712,34.5,5,2,0,-2.61222361284939,33.1758448060075,1997,1992,2712
"3000",8841,18,5,1,0,-2.61222361284939,33.1758448060075,1997,1992,8841
"3001",14332,24.3,5,1,1,-2.61222361284939,33.1758448060075,1997,1992,14332
"3002",12740,36.4,5,2,0,-2.61222361284939,33.1758448060075,1997,1992,12740
"3003",3586,23.1,5,1,0,-2.61222361284939,33.1758448060075,1997,1992,3586
"3004",9967,32.4,5,2,1,-2.61222361284939,33.1758448060075,1997,1992,9967
"3005",2083,21.5,5,1,0,-2.61222361284939,33.1758448060075,1997,1992,2083
"3006",13178,33.4,5,2,0,-2.61222361284939,33.1758448060075,1997,1992,13178
"3007",6045,21.8,5,1,0,-2.61222361284939,33.1758448060075,1997,1992,6045
"3008",13261,21.4,5,1,0,-2.61222361284939,33.1758448060075,1997,1992,13261
"3009",12607,30.6,5,2,0,-2.61222361284939,33.1758448060075,1997,1992,12607
"3010",2656,22.6,5,1,1,-2.61222361284939,33.1758448060075,1997,1992,2656
"3011",803,22.2,5,1,0,-2.61222361284939,33.1758448060075,1997,1992,803
"3012",7189,22.1,5,1,0,-2.61222361284939,33.1758448060075,1997,1992,7189
"3013",9659,23.5,5,1,0,-2.61222361284939,33.1758448060075,1997,1992,9659
"3014",12023,24.7,5,1,0,-2.61222361284939,33.1758448060075,1997,1992,12023
"3015",5585,22.4,4,1,0,-2.61222361284939,33.1758448060075,1997,1993,5585
"3016",3747,38.2,4,2,0,-2.61222361284939,33.1758448060075,1997,1993,3747
"3017",11215,33.5,4,2,0,-2.61222361284939,33.1758448060075,1997,1993,11215
"3018",630,41,4,2,0,-2.61222361284939,33.1758448060075,1997,1993,630
"3019",5400,22.4,4,1,0,-2.61222361284939,33.1758448060075,1997,1993,5400
"3020",12635,22.5,4,1,0,-2.61222361284939,33.1758448060075,1997,1993,12635
"3021",4422,18,4,1,0,-2.61222361284939,33.1758448060075,1997,1993,4422
"3022",6017,24.5,4,1,0,-2.61222361284939,33.1758448060075,1997,1993,6017
"3023",13136,18.7,4,1,0,-2.61222361284939,33.1758448060075,1997,1993,13136
"3024",6912,39.2,4,2,1,-2.61222361284939,33.1758448060075,1997,1993,6912
"3025",7572,26.2,4,1,0,-2.61222361284939,33.1758448060075,1997,1993,7572
"3026",10146,40.2,4,2,0,-2.61222361284939,33.1758448060075,1997,1993,10146
"3027",12396,24.8,4,1,0,-2.61222361284939,33.1758448060075,1997,1993,12396
"3028",5153,25.2,4,1,0,-2.61222361284939,33.1758448060075,1997,1993,5153
"3029",10568,23.6,4,1,0,-2.61222361284939,33.1758448060075,1997,1993,10568
"3030",10159,26.8,4,1,0,-2.61222361284939,33.1758448060075,1997,1993,10159
"3031",6965,22.8,4,1,1,-2.61222361284939,33.1758448060075,1997,1993,6965
"3032",5025,34.5,3,2,0,-2.61222361284939,33.1758448060075,1997,1994,5025
"3033",11139,23.3,3,1,0,-2.61222361284939,33.1758448060075,1997,1994,11139
"3034",4750,22.5,3,1,0,-2.61222361284939,33.1758448060075,1997,1994,4750
"3035",11493,15.6,2,1,0,-2.61222361284939,33.1758448060075,1997,1995,11493
"3036",316,21.4,2,1,0,-2.61222361284939,33.1758448060075,1997,1995,316
"3037",443,20.8,2,1,0,-2.61222361284939,33.1758448060075,1997,1995,443
"3038",2535,17.5,2,1,0,-2.61222361284939,33.1758448060075,1997,1995,2535
"3039",2014,20,2,1,0,-2.61222361284939,33.1758448060075,1997,1995,2014
"3040",2690,22.2,2,1,0,-2.61222361284939,33.1758448060075,1997,1995,2690
"3041",9816,25.3,2,2,1,-2.61222361284939,33.1758448060075,1997,1995,9816
"3042",6052,22.2,2,2,1,-2.61222361284939,33.1758448060075,1997,1995,6052
"3043",10560,18,2,1,0,-2.61222361284939,33.1758448060075,1997,1995,10560
"3044",3027,19.8,2,1,0,-2.61222361284939,33.1758448060075,1997,1995,3027
"3045",10052,24,2,2,0,-2.61222361284939,33.1758448060075,1997,1995,10052
"3046",4593,20.4,2,1,0,-2.61222361284939,33.1758448060075,1997,1995,4593
"3047",4198,19.1,2,1,0,-2.61222361284939,33.1758448060075,1997,1995,4198
"3048",9185,18.9,2,1,1,-2.61222361284939,33.1758448060075,1997,1995,9185
"3049",7099,18.9,2,1,0,-2.61222361284939,33.1758448060075,1997,1995,7099
"3050",2746,22.5,2,1,0,-2.61222361284939,33.1758448060075,1997,1995,2746
"3051",4381,28.6,2,2,0,-2.61222361284939,33.1758448060075,1997,1995,4381
"3052",97,31.5,2,2,0,-2.61222361284939,33.1758448060075,1997,1995,97
"3053",4402,25.8,2,2,0,-2.61222361284939,33.1758448060075,1997,1995,4402
"3054",530,26.8,2,2,1,-2.61222361284939,33.1758448060075,1997,1995,530
"3055",10112,27.5,2,2,0,-2.61222361284939,33.1758448060075,1997,1995,10112
"3056",12113,19.8,2,1,0,-2.61222361284939,33.1758448060075,1997,1995,12113
"3057",954,26,2,2,1,-2.61222361284939,33.1758448060075,1997,1995,954
"3058",3902,17.7,2,1,0,-2.61222361284939,33.1758448060075,1997,1995,3902
"3059",13521,20.8,2,2,0,-2.61222361284939,33.1758448060075,1997,1995,13521
"3060",1245,29.5,2,2,0,-2.61222361284939,33.1758448060075,1997,1995,1245
"3061",7422,18.2,1,1,0,-2.61222361284939,33.1758448060075,1997,1996,7422
"3062",437,19.2,1,2,0,-2.61222361284939,33.1758448060075,1997,1996,437
"3063",12752,20.4,1,2,0,-2.61222361284939,33.1758448060075,1997,1996,12752
"3064",3806,15.3,1,2,1,-2.61222361284939,33.1758448060075,1997,1996,3806
"3065",12831,14.9,1,1,0,-2.61222361284939,33.1758448060075,1997,1996,12831
"3066",3413,15.6,1,1,0,-2.61222361284939,33.1758448060075,1997,1996,3413
"3067",13985,16.6,1,2,0,-2.61222361284939,33.1758448060075,1997,1996,13985
"3068",10527,18.5,1,1,0,-2.61222361284939,33.1758448060075,1997,1996,10527
"3069",6342,23.3,1,2,0,-2.61222361284939,33.1758448060075,1997,1996,6342
"3070",1120,16,1,2,1,-2.61222361284939,33.1758448060075,1997,1996,1120
"3071",12608,17.6,1,2,0,-2.61222361284939,33.1758448060075,1997,1996,12608
"3072",2962,15.6,1,1,0,-2.61222361284939,33.1758448060075,1997,1996,2962
"3073",1254,12.5,1,1,0,-2.61222361284939,33.1758448060075,1997,1996,1254
"3074",12268,16.9,1,1,0,-2.61222361284939,33.1758448060075,1997,1996,12268
"3075",7907,17.8,1,1,0,-2.61222361284939,33.1758448060075,1997,1996,7907
"3076",13613,16.2,1,1,0,-2.61222361284939,33.1758448060075,1997,1996,13613
"3077",1044,15.9,1,1,0,-2.61222361284939,33.1758448060075,1997,1996,1044
"3143",850,20.7,8,1,0,-2.61222361284939,33.1758448060075,1997,1989,850
"3146",10456,22.4,8,1,0,0.387776387150609,33.1758448060075,1997,1989,10456
"3147",8639,25.5,7,1,0,0.387776387150609,33.1758448060075,1997,1990,8639
"3148",10864,19.6,5,1,1,0.387776387150609,33.1758448060075,1997,1992,10864
"3149",7051,23.4,4,1,0,0.387776387150609,33.1758448060075,1997,1993,7051
"3150",2703,22.4,4,1,1,0.387776387150609,33.1758448060075,1997,1993,2703
"3151",11652,25.3,4,1,0,0.387776387150609,33.1758448060075,1997,1993,11652
"3152",9542,24.7,2,2,1,0.387776387150609,33.1758448060075,1997,1995,9542
"3153",4396,21.2,2,2,0,0.387776387150609,33.1758448060075,1997,1995,4396
"3154",536,21.4,2,1,0,0.387776387150609,33.1758448060075,1997,1995,536
"3155",5545,19.7,1,1,0,0.387776387150609,33.1758448060075,1997,1996,5545
"3156",12700,16.6,1,1,1,0.387776387150609,33.1758448060075,1997,1996,12700
"3168",4263,21.7,9,1,1,1.38777638715061,33.1758448060075,1997,1988,4263
"3169",11699,21.2,8,1,0,1.38777638715061,33.1758448060075,1997,1989,11699
"3170",13426,23.4,7,1,0,1.38777638715061,33.1758448060075,1997,1990,13426
"3171",875,34.8,7,2,0,1.38777638715061,33.1758448060075,1997,1990,875
"3172",5709,28.4,7,1,0,1.38777638715061,33.1758448060075,1997,1990,5709
"3173",2650,45,7,2,0,1.38777638715061,33.1758448060075,1997,1990,2650
"3174",8725,24.2,7,1,1,1.38777638715061,33.1758448060075,1997,1990,8725
"3175",12659,23.5,6,1,0,1.38777638715061,33.1758448060075,1997,1991,12659
"3176",9482,41,6,2,0,1.38777638715061,33.1758448060075,1997,1991,9482
"3177",3912,22.6,5,1,0,1.38777638715061,33.1758448060075,1997,1992,3912
"3178",6199,21.2,5,1,1,1.38777638715061,33.1758448060075,1997,1992,6199
"3179",10168,21.8,5,1,1,1.38777638715061,33.1758448060075,1997,1992,10168
"3180",11807,22.5,4,1,0,1.38777638715061,33.1758448060075,1997,1993,11807
"3181",10737,23.8,4,1,0,1.38777638715061,33.1758448060075,1997,1993,10737
"3182",13278,38.5,4,2,0,1.38777638715061,33.1758448060075,1997,1993,13278
"3183",775,22.4,4,1,0,1.38777638715061,33.1758448060075,1997,1993,775
"3184",14262,19.8,4,1,0,1.38777638715061,33.1758448060075,1997,1993,14262
"3185",11417,23.2,4,1,1,1.38777638715061,33.1758448060075,1997,1993,11417
"3186",9443,23.4,4,1,1,1.38777638715061,33.1758448060075,1997,1993,9443
"3187",11071,23.3,4,1,0,1.38777638715061,33.1758448060075,1997,1993,11071
"3188",3951,22,3,1,0,1.38777638715061,33.1758448060075,1997,1994,3951
"3189",10741,20.6,3,1,0,1.38777638715061,33.1758448060075,1997,1994,10741
"3190",564,23.8,3,1,0,1.38777638715061,33.1758448060075,1997,1994,564
"3191",3540,21,3,1,0,1.38777638715061,33.1758448060075,1997,1994,3540
"3192",9584,19,2,1,0,1.38777638715061,33.1758448060075,1997,1995,9584
"3193",14313,23.4,2,1,0,1.38777638715061,33.1758448060075,1997,1995,14313
"3194",6244,18.6,2,1,0,1.38777638715061,33.1758448060075,1997,1995,6244
"3195",9432,23.7,2,1,0,1.38777638715061,33.1758448060075,1997,1995,9432
"3196",8156,16.8,1,1,0,1.38777638715061,33.1758448060075,1997,1996,8156
"3197",3073,16.8,1,2,0,1.38777638715061,33.1758448060075,1997,1996,3073
"3198",3917,16,1,1,0,1.38777638715061,33.1758448060075,1997,1996,3917
"3199",5148,19.6,1,2,0,1.38777638715061,33.1758448060075,1997,1996,5148
"3200",11968,20.8,1,1,0,1.38777638715061,33.1758448060075,1997,1996,11968
"3201",13359,17.4,1,1,0,1.38777638715061,33.1758448060075,1997,1996,13359
"3202",14037,21.7,1,2,0,1.38777638715061,33.1758448060075,1997,1996,14037
"3203",6694,21.6,1,2,0,1.38777638715061,33.1758448060075,1997,1996,6694
"3204",2463,19.4,1,2,0,1.38777638715061,33.1758448060075,1997,1996,2463
"3233",11220,25.6,2,2,0,2.38777638715061,33.1758448060075,1997,1995,11220
"3234",12643,22.8,8,1,0,3.38777638715061,33.1758448060075,1997,1989,12643
"3235",9768,21.2,5,1,1,3.38777638715061,33.1758448060075,1997,1992,9768
"3236",12549,24,5,1,0,3.38777638715061,33.1758448060075,1997,1992,12549
"3237",2109,22.6,5,1,0,3.38777638715061,33.1758448060075,1997,1992,2109
"3238",5863,14.5,4,1,0,3.38777638715061,33.1758448060075,1997,1993,5863
"3239",2079,25.2,3,1,0,3.38777638715061,33.1758448060075,1997,1994,2079
"3240",2767,23.5,3,1,0,3.38777638715061,33.1758448060075,1997,1994,2767
"3241",12962,23,2,1,0,3.38777638715061,33.1758448060075,1997,1995,12962
"3242",2853,20.3,2,1,1,3.38777638715061,33.1758448060075,1997,1995,2853
"3243",13471,22.4,2,1,1,3.38777638715061,33.1758448060075,1997,1995,13471
"3244",14254,25.6,2,2,0,3.38777638715061,33.1758448060075,1997,1995,14254
"3245",13464,22,2,1,0,3.38777638715061,33.1758448060075,1997,1995,13464
"3246",8483,19.4,2,1,0,3.38777638715061,33.1758448060075,1997,1995,8483
"3247",12572,21.8,2,1,0,3.38777638715061,33.1758448060075,1997,1995,12572
"3248",6518,32,2,2,0,3.38777638715061,33.1758448060075,1997,1995,6518
"3249",5007,23.4,1,2,0,3.38777638715061,33.1758448060075,1997,1996,5007
"3250",12227,17.8,1,1,0,3.38777638715061,33.1758448060075,1997,1996,12227
"3251",10251,19.5,1,1,0,3.38777638715061,33.1758448060075,1997,1996,10251
"3252",6781,17.6,1,1,0,3.38777638715061,33.1758448060075,1997,1996,6781
"3253",4240,14.3,1,1,0,3.38777638715061,33.1758448060075,1997,1996,4240
"3254",7906,23.5,1,2,0,3.38777638715061,33.1758448060075,1997,1996,7906
"3255",592,20.2,1,1,0,3.38777638715061,33.1758448060075,1997,1996,592
"3256",7963,19,1,1,0,3.38777638715061,33.1758448060075,1997,1996,7963
"3257",8510,16.8,1,1,0,3.38777638715061,33.1758448060075,1997,1996,8510
"3318",8832,13.7,1,1,0,-2.61222361284939,82.1758448060075,1998,1997,8832
"3319",11731,17.5,1,2,0,-2.61222361284939,82.1758448060075,1998,1997,11731
"3320",1632,14,1,2,0,-2.61222361284939,82.1758448060075,1998,1997,1632
"3321",13224,14.7,1,1,1,-2.61222361284939,82.1758448060075,1998,1997,13224
"3322",13880,18.7,1,2,0,-2.61222361284939,82.1758448060075,1998,1997,13880
"3323",11268,13.5,1,1,0,-2.61222361284939,82.1758448060075,1998,1997,11268
"3324",9208,19.5,1,2,0,-2.61222361284939,82.1758448060075,1998,1997,9208
"3325",12831,19.4,2,1,0,-2.61222361284939,82.1758448060075,1998,1996,12831
"3326",10527,22.2,2,1,0,-2.61222361284939,82.1758448060075,1998,1996,10527
"3327",12700,21.1,2,1,1,-2.61222361284939,82.1758448060075,1998,1996,12700
"3328",2962,16.3,2,1,0,-2.61222361284939,82.1758448060075,1998,1996,2962
"3329",1254,17,2,1,0,-2.61222361284939,82.1758448060075,1998,1996,1254
"3330",12268,18,2,1,0,-2.61222361284939,82.1758448060075,1998,1996,12268
"3331",7907,18.1,2,1,0,-2.61222361284939,82.1758448060075,1998,1996,7907
"3332",3413,21.5,2,1,0,-2.61222361284939,82.1758448060075,1998,1996,3413
"3333",2014,21.4,3,1,0,-2.61222361284939,82.1758448060075,1998,1995,2014
"3334",2690,23.9,3,1,0,-2.61222361284939,82.1758448060075,1998,1995,2690
"3335",4593,21.6,3,1,0,-2.61222361284939,82.1758448060075,1998,1995,4593
"3336",4198,20.7,3,1,0,-2.61222361284939,82.1758448060075,1998,1995,4198
"3337",2746,24.9,3,1,0,-2.61222361284939,82.1758448060075,1998,1995,2746
"3338",3571,23.9,3,1,0,-2.61222361284939,82.1758448060075,1998,1995,3571
"3339",12113,19.6,3,1,0,-2.61222361284939,82.1758448060075,1998,1995,12113
"3340",13471,23,3,1,1,-2.61222361284939,82.1758448060075,1998,1995,13471
"3341",3027,20.1,3,1,0,-2.61222361284939,82.1758448060075,1998,1995,3027
"3342",4750,22.6,4,1,0,-2.61222361284939,82.1758448060075,1998,1994,4750
"3343",10568,23.7,5,1,0,-2.61222361284939,82.1758448060075,1998,1993,10568
"3344",13136,20.6,5,1,0,-2.61222361284939,82.1758448060075,1998,1993,13136
"3345",7572,27.6,5,1,0,-2.61222361284939,82.1758448060075,1998,1993,7572
"3346",5153,25.5,5,1,0,-2.61222361284939,82.1758448060075,1998,1993,5153
"3347",4422,23.1,5,1,0,-2.61222361284939,82.1758448060075,1998,1993,4422
"3348",6965,20.5,5,1,1,-2.61222361284939,82.1758448060075,1998,1993,6965
"3349",803,21.5,6,1,0,-2.61222361284939,82.1758448060075,1998,1992,803
"3350",10864,17.6,6,1,1,-2.61222361284939,82.1758448060075,1998,1992,10864
"3351",2656,22.3,6,1,1,-2.61222361284939,82.1758448060075,1998,1992,2656
"3352",3586,23.8,6,1,0,-2.61222361284939,82.1758448060075,1998,1992,3586
"3353",12952,22.5,6,1,0,-2.61222361284939,82.1758448060075,1998,1992,12952
"3354",3254,19.3,6,1,0,-2.61222361284939,82.1758448060075,1998,1992,3254
"3355",12023,24,6,1,0,-2.61222361284939,82.1758448060075,1998,1992,12023
"3356",501,15.6,6,1,0,-2.61222361284939,82.1758448060075,1998,1992,501
"3357",7460,23.1,7,1,0,-2.61222361284939,82.1758448060075,1998,1991,7460
"3358",2283,26.1,7,1,0,-2.61222361284939,82.1758448060075,1998,1991,2283
"3359",4886,22.3,7,1,0,-2.61222361284939,82.1758448060075,1998,1991,4886
"3360",2240,20.9,7,1,1,-2.61222361284939,82.1758448060075,1998,1991,2240
"3361",13983,21.3,7,1,0,-2.61222361284939,82.1758448060075,1998,1991,13983
"3362",13597,19.6,7,1,0,-2.61222361284939,82.1758448060075,1998,1991,13597
"3363",224,21.5,8,1,1,-2.61222361284939,82.1758448060075,1998,1990,224
"3364",6599,24.1,8,1,0,-2.61222361284939,82.1758448060075,1998,1990,6599
"3365",10374,20.5,8,1,0,-2.61222361284939,82.1758448060075,1998,1990,10374
"3366",8639,22.5,8,1,0,-2.61222361284939,82.1758448060075,1998,1990,8639
"3367",280,20.5,8,1,0,-2.61222361284939,82.1758448060075,1998,1990,280
"3368",8958,20.4,9,1,0,-2.61222361284939,82.1758448060075,1998,1989,8958
"3369",10456,18.9,9,1,0,-2.61222361284939,82.1758448060075,1998,1989,10456
"3370",2562,23.9,9,1,0,-2.61222361284939,82.1758448060075,1998,1989,2562
"3371",12918,26.5,9,1,0,-2.61222361284939,82.1758448060075,1998,1989,12918
"3372",12719,19.3,10,1,0,-2.61222361284939,82.1758448060075,1998,1988,12719
"3373",3991,21.3,10,1,0,-2.61222361284939,82.1758448060075,1998,1988,3991
"3374",4666,23.1,10,1,0,-2.61222361284939,82.1758448060075,1998,1988,4666
"3398",3010,14.6,1,1,0,-1.61222361284939,82.1758448060075,1998,1997,3010
"3399",4469,21.8,1,2,0,-1.61222361284939,82.1758448060075,1998,1997,4469
"3400",1167,18,1,1,0,-1.61222361284939,82.1758448060075,1998,1997,1167
"3401",320,17.3,1,2,0,-1.61222361284939,82.1758448060075,1998,1997,320
"3402",3806,20.5,2,2,1,-1.61222361284939,82.1758448060075,1998,1996,3806
"3403",6342,33.5,2,2,0,-1.61222361284939,82.1758448060075,1998,1996,6342
"3404",10173,23.9,2,2,0,-1.61222361284939,82.1758448060075,1998,1996,10173
"3405",9816,26.7,3,2,1,-1.61222361284939,82.1758448060075,1998,1995,9816
"3406",6052,27.4,3,2,1,-1.61222361284939,82.1758448060075,1998,1995,6052
"3407",4278,18.7,3,1,0,-1.61222361284939,82.1758448060075,1998,1995,4278
"3408",536,21.8,3,1,0,-1.61222361284939,82.1758448060075,1998,1995,536
"3409",97,34.9,3,2,0,-1.61222361284939,82.1758448060075,1998,1995,97
"3410",4381,31.7,3,2,0,-1.61222361284939,82.1758448060075,1998,1995,4381
"3411",14254,26.2,3,2,0,-1.61222361284939,82.1758448060075,1998,1995,14254
"3412",9542,29.7,3,2,1,-1.61222361284939,82.1758448060075,1998,1995,9542
"3413",9185,19.8,3,1,1,-1.61222361284939,82.1758448060075,1998,1995,9185
"3414",10560,20.3,3,1,0,-1.61222361284939,82.1758448060075,1998,1995,10560
"3415",4402,29.6,3,2,0,-1.61222361284939,82.1758448060075,1998,1995,4402
"3416",954,29.3,3,2,1,-1.61222361284939,82.1758448060075,1998,1995,954
"3417",443,20.9,3,1,0,-1.61222361284939,82.1758448060075,1998,1995,443
"3418",3902,19.2,3,1,0,-1.61222361284939,82.1758448060075,1998,1995,3902
"3419",10741,19.5,4,1,0,-1.61222361284939,82.1758448060075,1998,1994,10741
"3420",11139,23.1,4,1,0,-1.61222361284939,82.1758448060075,1998,1994,11139
"3421",630,38.4,5,2,0,-1.61222361284939,82.1758448060075,1998,1993,630
"3422",11807,20.9,5,1,0,-1.61222361284939,82.1758448060075,1998,1993,11807
"3423",2703,19.1,5,1,1,-1.61222361284939,82.1758448060075,1998,1993,2703
"3424",10159,24.6,5,1,0,-1.61222361284939,82.1758448060075,1998,1993,10159
"3425",11652,25.1,5,1,0,-1.61222361284939,82.1758448060075,1998,1993,11652
"3426",7051,21.4,5,1,0,-1.61222361284939,82.1758448060075,1998,1993,7051
"3427",12396,24.7,5,1,0,-1.61222361284939,82.1758448060075,1998,1993,12396
"3428",1090,20.9,7,1,0,-1.61222361284939,82.1758448060075,1998,1991,1090
"3429",3768,21.8,7,1,0,-1.61222361284939,82.1758448060075,1998,1991,3768
"3430",6317,30.9,8,2,0,-1.61222361284939,82.1758448060075,1998,1990,6317
"3431",1028,24,8,1,0,-1.61222361284939,82.1758448060075,1998,1990,1028
"3468",864,16.3,1,1,0,0.387776387150609,82.1758448060075,1998,1997,864
"3469",140,14.8,1,2,0,0.387776387150609,82.1758448060075,1998,1997,140
"3470",9232,12.2,1,2,0,0.387776387150609,82.1758448060075,1998,1997,9232
"3471",289,18,1,1,0,0.387776387150609,82.1758448060075,1998,1997,289
"3472",3559,20.8,1,2,0,0.387776387150609,82.1758448060075,1998,1997,3559
"3473",6886,16,1,1,0,0.387776387150609,82.1758448060075,1998,1997,6886
"3474",3125,14.2,1,1,0,0.387776387150609,82.1758448060075,1998,1997,3125
"3475",581,14.7,1,1,0,0.387776387150609,82.1758448060075,1998,1997,581
"3476",9706,18.2,1,1,0,0.387776387150609,82.1758448060075,1998,1997,9706
"3477",7594,17,1,1,0,0.387776387150609,82.1758448060075,1998,1997,7594
"3478",1007,15.7,1,1,0,0.387776387150609,82.1758448060075,1998,1997,1007
"3479",11411,16.3,1,1,0,0.387776387150609,82.1758448060075,1998,1997,11411
"3480",7972,13.5,1,2,0,0.387776387150609,82.1758448060075,1998,1997,7972
"3481",13920,21.2,1,2,0,0.387776387150609,82.1758448060075,1998,1997,13920
"3482",592,24.1,2,1,0,0.387776387150609,82.1758448060075,1998,1996,592
"3483",9922,18.6,2,1,0,0.387776387150609,82.1758448060075,1998,1996,9922
"3484",14037,26.4,2,2,0,0.387776387150609,82.1758448060075,1998,1996,14037
"3485",664,18.7,2,1,0,0.387776387150609,82.1758448060075,1998,1996,664
"3486",6694,32.4,2,2,0,0.387776387150609,82.1758448060075,1998,1996,6694
"3487",3968,17.9,3,1,0,0.387776387150609,82.1758448060075,1998,1995,3968
"3488",13464,20.8,3,1,0,0.387776387150609,82.1758448060075,1998,1995,13464
"3489",5,20.6,3,1,0,0.387776387150609,82.1758448060075,1998,1995,5
"3490",8483,19.6,3,1,0,0.387776387150609,82.1758448060075,1998,1995,8483
"3491",564,24,4,1,0,0.387776387150609,82.1758448060075,1998,1994,564
"3492",2358,19,4,1,0,0.387776387150609,82.1758448060075,1998,1994,2358
"3493",2079,25.7,4,1,0,0.387776387150609,82.1758448060075,1998,1994,2079
"3494",3107,21.5,5,1,0,0.387776387150609,82.1758448060075,1998,1993,3107
"3495",14262,18.8,5,1,0,0.387776387150609,82.1758448060075,1998,1993,14262
"3496",6367,23,5,1,0,0.387776387150609,82.1758448060075,1998,1993,6367
"3497",7670,21.7,5,1,0,0.387776387150609,82.1758448060075,1998,1993,7670
"3498",5586,22.3,5,1,0,0.387776387150609,82.1758448060075,1998,1993,5586
"3499",775,22.6,5,1,0,0.387776387150609,82.1758448060075,1998,1993,775
"3500",9443,22.9,5,1,1,0.387776387150609,82.1758448060075,1998,1993,9443
"3501",12549,22.4,6,1,0,0.387776387150609,82.1758448060075,1998,1992,12549
"3502",1712,22.5,6,1,1,0.387776387150609,82.1758448060075,1998,1992,1712
"3503",4831,22.7,6,1,0,0.387776387150609,82.1758448060075,1998,1992,4831
"3504",10670,20.4,6,1,0,0.387776387150609,82.1758448060075,1998,1992,10670
"3505",8227,21.4,7,1,0,0.387776387150609,82.1758448060075,1998,1991,8227
"3506",12659,21.9,7,1,0,0.387776387150609,82.1758448060075,1998,1991,12659
"3507",13357,24.3,8,1,1,0.387776387150609,82.1758448060075,1998,1990,13357
"3508",10240,21.8,8,1,0,0.387776387150609,82.1758448060075,1998,1990,10240
"3509",4413,19.5,8,1,1,0.387776387150609,82.1758448060075,1998,1990,4413
"3510",7638,22,8,1,1,0.387776387150609,82.1758448060075,1998,1990,7638
"3511",12538,22.9,8,1,0,0.387776387150609,82.1758448060075,1998,1990,12538
"3512",8725,22,8,1,1,0.387776387150609,82.1758448060075,1998,1990,8725
"3513",1138,20.5,9,1,0,0.387776387150609,82.1758448060075,1998,1989,1138
"3514",11688,23.3,10,1,0,0.387776387150609,82.1758448060075,1998,1988,11688
