"","LambHindLeg","Sur1","ID","Sex","Twin","jdateMC","PopDensMC","birthjdateMC","BirthYear"
"4913",147,1,11807,1,0,1.287254280279,-59.7064045656309,-7.20435263740318,1993
"5340",156,0,7710,1,0,6.287254280279,-145.706404565631,0.795647362596824,1995
"4996",158,1,13310,1,0,2.287254280279,-59.7064045656309,-1.20435263740318,1993
"4985",154,1,7051,1,0,3.287254280279,-59.7064045656309,-1.20435263740318,1993
"5206",155,0,5595,1,0,8.287254280279,-67.7064045656309,0.795647362596824,1994
"5023",162,1,2866,1,0,-1.712745719721,-59.7064045656309,2.79564736259682,1993
"5181",169,1,12098,1,0,4.287254280279,-67.7064045656309,-2.20435263740318,1994
"5851",162,0,11310,1,0,-2.712745719721,39.2935954343691,2.79564736259682,1997
"5407",161,1,816,1,0,1.287254280279,-145.706404565631,9.79564736259682,1995
"4967",171,1,13136,1,0,-1.712745719721,-59.7064045656309,-3.20435263740318,1993
"5014",140,0,11868,1,0,1.287254280279,-59.7064045656309,-0.204352637403176,1993
"5352",151,1,4162,1,0,4.287254280279,-145.706404565631,2.79564736259682,1995
"5052",144,0,6326,1,0,1.287254280279,-59.7064045656309,9.79564736259682,1993
"5789",147,1,14251,1,0,-2.712745719721,39.2935954343691,-4.20435263740318,1997
"5348",155,1,2014,1,0,1.287254280279,-145.706404565631,1.79564736259682,1995
"5791",161,0,9565,1,0,1.287254280279,39.2935954343691,-2.20435263740318,1997
"5148",154,0,51,1,0,4.287254280279,-67.7064045656309,-5.20435263740318,1994
"5051",146,0,13121,1,0,1.287254280279,-59.7064045656309,2.79564736259682,1993
"5171",156,0,4434,1,0,2.287254280279,-67.7064045656309,-3.20435263740318,1994
"6298",164,1,6977,1,0,3.287254280279,-177.706404565631,-3.20435263740318,1999
"6151",163,0,7433,1,0,-2.712745719721,88.2935954343691,4.79564736259682,1998
"5127",159,1,4203,1,0,7.287254280279,-67.7064045656309,-8.20435263740318,1994
"5235",138,0,13501,1,0,4.287254280279,-67.7064045656309,15.7956473625968,1994
"5397",153,1,87,1,0,4.287254280279,-145.706404565631,7.79564736259682,1995
"5053",126,0,14253,1,0,1.287254280279,-59.7064045656309,1.79564736259682,1993
"5391",163,1,13464,1,0,6.287254280279,-145.706404565631,7.79564736259682,1995
"6112",158,1,8464,1,0,0.287254280279001,88.2935954343691,2.79564736259682,1998
"6307",163,0,7130,1,0,-4.712745719721,-177.706404565631,1.79564736259682,1999
"6698",160,0,13336,1,0,-6.712745719721,148.293595434369,-1.20435263740318,2001
"5057",130,0,6510,1,0,-1.712745719721,-59.7064045656309,10.7956473625968,1993
"5925",148,0,4109,1,0,-2.712745719721,39.2935954343691,7.79564736259682,1997
"6740",169,1,2501,1,0,-3.712745719721,148.293595434369,3.79564736259682,2001
"7597",166,1,13469,1,0,-1.712745719721,-8.70640456563092,7.79564736259682,2003
"8020",152,0,6557,1,0,-1.712745719721,168.293595434369,9.79564736259682,2004
"6259",156,1,3392,1,0,-4.712745719721,-177.706404565631,-12.2043526374032,1999
"6303",154,1,8238,1,0,-0.712745719720999,-177.706404565631,-0.204352637403176,1999
"5868",156,0,13836,1,0,1.287254280279,39.2935954343691,2.79564736259682,1997
"6102",166,0,12798,1,0,0.287254280279001,88.2935954343691,1.79564736259682,1998
"6714",153,0,6272,1,0,-4.712745719721,148.293595434369,-2.20435263740318,2001
"5341",150,1,6244,1,0,5.287254280279,-145.706404565631,0.795647362596824,1995
"7612",175,0,4382,1,0,-1.712745719721,-8.70640456563092,9.79564736259682,2003
"5577",170,1,5545,1,0,1.287254280279,72.2935954343691,3.79564736259682,1996
"6560",171,1,12988,1,0,-3.712745719721,-41.7064045656309,1.79564736259682,2000
"5529",161,1,4302,1,0,0.287254280279001,72.2935954343691,-2.20435263740318,1996
"5858",161,1,5693,1,0,1.287254280279,39.2935954343691,1.79564736259682,1997
"8514",146,0,5999,1,0,-2.712745719721,-35.7064045656309,3.79564736259682,2006
"6111",152,0,3476,1,0,0.287254280279001,88.2935954343691,1.79564736259682,1998
"6282",170,1,7914,1,0,-2.712745719721,-177.706404565631,-2.20435263740318,1999
"5844",155,1,1007,1,0,1.287254280279,39.2935954343691,0.795647362596824,1997
"5924",162,1,6773,1,0,-2.712745719721,39.2935954343691,5.79564736259682,1997
"6149",168,0,11354,1,0,-1.712745719721,88.2935954343691,4.79564736259682,1998
"5803",170,0,8723,1,0,3.287254280279,39.2935954343691,-0.204352637403176,1997
"7199",135,1,4576,1,0,-1.712745719721,-167.706404565631,-1.20435263740318,2002
"5596",140,0,6682,1,0,0.287254280279001,72.2935954343691,0.795647362596824,1996
"7794",162,0,7685,1,0,-1.712745719721,168.293595434369,-10.2043526374032,2004
"5632",136,0,8929,1,0,0.287254280279001,72.2935954343691,3.79564736259682,1996
"7164",163,1,12067,1,0,3.287254280279,-167.706404565631,-5.20435263740318,2002
"5620",131,0,7045,1,0,1.287254280279,72.2935954343691,7.79564736259682,1996
"6036",157,1,11432,1,0,0.287254280279001,88.2935954343691,-3.20435263740318,1998
"8063",164,0,7124,1,0,6.287254280279,168.293595434369,17.7956473625968,2004
"5574",136,0,6474,1,0,5.287254280279,72.2935954343691,-0.204352637403176,1996
"5688",135,0,7302,1,0,2.287254280279,72.2935954343691,-2.20435263740318,1996
"5590",132,0,11961,1,0,1.287254280279,72.2935954343691,-3.20435263740318,1996
"6325",165,1,5052,1,0,-1.712745719721,-177.706404565631,3.79564736259682,1999
"6502",167,1,11347,1,0,-5.712745719721,-41.7064045656309,-3.20435263740318,2000
"8164",152,0,12403,1,0,-2.712745719721,-97.7064045656309,-1.20435263740318,2005
"7572",166,1,6129,1,0,-1.712745719721,-8.70640456563092,4.79564736259682,2003
"5583",147,0,13010,1,0,1.287254280279,72.2935954343691,0.795647362596824,1996
"5997",156,0,1030,1,0,-2.712745719721,88.2935954343691,-8.20435263740318,1998
"5798",153,0,12669,1,0,1.287254280279,39.2935954343691,-2.20435263740318,1997
"7701",165,1,2753,1,0,0.287254280279001,-8.70640456563092,12.7956473625968,2003
"6006",155,0,9481,1,0,-1.712745719721,88.2935954343691,-5.20435263740318,1998
"6301",169,1,375,1,0,-4.712745719721,-177.706404565631,0.795647362596824,1999
"7229",161,1,8996,1,0,-1.712745719721,-167.706404565631,1.79564736259682,2002
"5638",154,0,2891,1,0,2.287254280279,72.2935954343691,3.79564736259682,1996
"5628",146,1,4474,1,0,1.287254280279,72.2935954343691,5.79564736259682,1996
"5615",127,0,2598,1,0,1.287254280279,72.2935954343691,3.79564736259682,1996
"6512",168,0,9632,1,0,-0.712745719720999,-41.7064045656309,-2.20435263740318,2000
"6519",161,1,1261,1,0,-3.712745719721,-41.7064045656309,-5.20435263740318,2000
"6073",144,0,8558,1,0,-1.712745719721,88.2935954343691,-0.204352637403176,1998
"5656",130,0,6725,1,0,0.287254280279001,72.2935954343691,15.7956473625968,1996
"6770",153,0,11185,1,0,-0.712745719720999,148.293595434369,-5.20435263740318,2001
"6323",156,0,5472,1,0,-2.712745719721,-177.706404565631,-2.20435263740318,1999
"6339",162,0,10796,1,0,-0.712745719720999,-177.706404565631,2.79564736259682,1999
"6291",158,1,6655,1,0,-4.712745719721,-177.706404565631,-2.20435263740318,1999
"6363",150,1,11133,1,0,-0.712745719720999,-177.706404565631,6.79564736259682,1999
"6739",169,1,13468,1,0,-3.712745719721,148.293595434369,3.79564736259682,2001
"7225",165,1,12596,1,0,-1.712745719721,-167.706404565631,1.79564736259682,2002
"5886",133,0,962,1,0,1.287254280279,39.2935954343691,3.79564736259682,1997
"6000",154,0,12424,1,0,0.287254280279001,88.2935954343691,-6.20435263740318,1998
"7634",158,0,9146,1,0,-1.712745719721,-8.70640456563092,13.7956473625968,2003
"7972",144,0,4587,1,0,-1.712745719721,168.293595434369,5.79564736259682,2004
"6540",169,0,11862,1,0,-5.712745719721,-41.7064045656309,-0.204352637403176,2000
"6358",160,1,4921,1,0,0.287254280279001,-177.706404565631,4.79564736259682,1999
"7313",159,1,2904,1,0,-1.712745719721,-167.706404565631,2.79564736259682,2002
"8121",149,0,12213,1,0,5.287254280279,-97.7064045656309,-8.20435263740318,2005
"8605",154,0,5900,1,0,1.287254280279,-55.7064045656309,-6.20435263740318,2007
"7898",168,0,98,1,0,-1.712745719721,168.293595434369,-1.20435263740318,2004
"6716",159,0,5781,1,0,-4.712745719721,148.293595434369,-6.20435263740318,2001
"7925",152,0,8470,1,0,-1.712745719721,168.293595434369,-3.20435263740318,2004
"6704",167,1,1282,1,0,-6.712745719721,148.293595434369,-1.20435263740318,2001
"7954",159,1,12267,1,0,-1.712745719721,168.293595434369,3.79564736259682,2004
"6494",165,1,5471,1,0,-3.712745719721,-41.7064045656309,-4.20435263740318,2000
"6366",147,1,6713,1,0,-1.712745719721,-177.706404565631,11.7956473625968,1999
"6743",167,1,9455,1,0,-3.712745719721,148.293595434369,-2.20435263740318,2001
"7685",163,0,3312,1,0,1.287254280279,-8.70640456563092,0.795647362596824,2003
"6515",157,0,732,1,0,-5.712745719721,-41.7064045656309,-3.20435263740318,2000
"7566",161,1,4421,1,0,-1.712745719721,-8.70640456563092,1.79564736259682,2003
"8377",153,0,9370,1,0,2.287254280279,-35.7064045656309,-5.20435263740318,2006
"6768",161,0,4298,1,0,-0.712745719720999,148.293595434369,-2.20435263740318,2001
"7188",153,1,9975,1,0,3.287254280279,-167.706404565631,-2.20435263740318,2002
"8875",168,0,3233,1,0,-0.712745719720999,64.2935954343691,-6.20435263740318,2008
"6730",160,0,4184,1,0,-4.712745719721,148.293595434369,-10.2043526374032,2001
"7232",144,1,1537,1,0,-1.712745719721,-167.706404565631,-6.20435263740318,2002
"7800",161,0,9934,1,0,4.287254280279,168.293595434369,-8.20435263740318,2004
"7676",170,1,7128,1,0,4.287254280279,-8.70640456563092,0.795647362596824,2003
"7492",174,1,1464,1,0,1.287254280279,-8.70640456563092,-13.2043526374032,2003
"7786",173,1,5351,1,0,-1.712745719721,168.293595434369,-12.2043526374032,2004
"9215",164,0,9423,1,0,3.287254280279,114.293595434369,-7.20435263740318,2009
"6709",145,0,5726,1,0,-6.712745719721,148.293595434369,-3.20435263740318,2001
"8069",160,0,5127,1,0,-1.712745719721,168.293595434369,34.7956473625968,2004
"6752",159,0,12891,1,0,-3.712745719721,148.293595434369,-1.20435263740318,2001
"6493",152,1,4398,1,0,-5.712745719721,-41.7064045656309,-5.20435263740318,2000
"8437",165,1,4428,1,0,-2.712745719721,-35.7064045656309,0.795647362596824,2006
"7623",170,1,9415,1,0,4.287254280279,-8.70640456563092,1.79564736259682,2003
"7920",160,0,8752,1,0,1.287254280279,168.293595434369,-0.204352637403176,2004
"6777",151,0,618,1,0,3.287254280279,148.293595434369,3.79564736259682,2001
"6728",160,0,3730,1,0,-4.712745719721,148.293595434369,-7.20435263740318,2001
"7178",157,0,13727,1,0,3.287254280279,-167.706404565631,-3.20435263740318,2002
"6729",164,0,9249,1,0,-4.712745719721,148.293595434369,-1.20435263740318,2001
"6735",152,0,7980,1,0,-3.712745719721,148.293595434369,-7.20435263740318,2001
"7545",174,0,6981,1,0,-1.712745719721,-8.70640456563092,0.795647362596824,2003
"6711",157,0,5890,1,0,-6.712745719721,148.293595434369,-0.204352637403176,2001
"6762",146,0,11109,1,0,-0.712745719720999,148.293595434369,87.7956473625968,2001
"7949",161,0,8481,1,0,4.287254280279,168.293595434369,-7.20435263740318,2004
"6771",158,0,11427,1,0,-0.712745719720999,148.293595434369,-2.20435263740318,2001
"7557",170,1,6650,1,0,4.287254280279,-8.70640456563092,-1.20435263740318,2003
"8643",171,1,1835,1,0,-0.712745719720999,-55.7064045656309,-2.20435263740318,2007
"7219",140,1,13917,1,0,-1.712745719721,-167.706404565631,-3.20435263740318,2002
"8852",163,0,6220,1,0,-7.712745719721,64.2935954343691,-8.20435263740318,2008
"6708",137,0,2249,1,0,-6.712745719721,148.293595434369,-5.20435263740318,2001
"7561",165,1,3549,1,0,-1.712745719721,-8.70640456563092,2.79564736259682,2003
"7862",163,0,4330,1,0,-1.712745719721,168.293595434369,-3.20435263740318,2004
"8636",159,1,11993,1,0,-4.712745719721,-55.7064045656309,-2.20435263740318,2007
"7665",165,1,3080,1,0,1.287254280279,-8.70640456563092,-5.20435263740318,2003
"8438",158,1,10795,1,0,2.287254280279,-35.7064045656309,-0.204352637403176,2006
"8649",163,0,3647,1,0,-4.712745719721,-55.7064045656309,-0.204352637403176,2007
"8228",146,1,2458,1,0,-2.712745719721,-97.7064045656309,6.79564736259682,2005
"7940",161,0,7885,1,0,-1.712745719721,168.293595434369,0.795647362596824,2004
"8148",145,0,278,1,0,-2.712745719721,-97.7064045656309,-2.20435263740318,2005
"8481",158,0,10686,1,0,-5.712745719721,-35.7064045656309,3.79564736259682,2006
"7679",171,1,2232,1,0,1.287254280279,-8.70640456563092,0.795647362596824,2003
"7609",148,1,13188,1,0,0.287254280279001,-8.70640456563092,5.79564736259682,2003
"6724",141,0,8592,1,0,-4.712745719721,148.293595434369,-4.20435263740318,2001
"8434",166,1,10742,1,0,-5.712745719721,-35.7064045656309,0.795647362596824,2006
"9057",168,0,9049,1,0,-0.712745719720999,64.2935954343691,-6.20435263740318,2008
"8134",150,0,12779,1,0,-0.712745719720999,-97.7064045656309,-6.20435263740318,2005
"7952",152,0,4994,1,0,-1.712745719721,168.293595434369,0.795647362596824,2004
"7808",160,0,9570,1,0,-1.712745719721,168.293595434369,-7.20435263740318,2004
"7606",158,1,10162,1,0,-1.712745719721,-8.70640456563092,8.79564736259682,2003
"8414",171,1,11099,1,0,-2.712745719721,-35.7064045656309,-3.20435263740318,2006
"8604",171,1,866,1,0,-4.712745719721,-55.7064045656309,-6.20435263740318,2007
"8155",151,1,1868,1,0,-2.712745719721,-97.7064045656309,-1.20435263740318,2005
"10223",154,0,6449,1,0,-3.712745719721,146.293595434369,-10.2043526374032,2011
"8684",157,1,3838,1,0,-4.712745719721,-55.7064045656309,0.795647362596824,2007
"9175",160,1,10694,1,0,-1.712745719721,114.293595434369,-4.20435263740318,2009
"7629",134,0,8825,1,0,1.287254280279,-8.70640456563092,11.7956473625968,2003
"8486",160,1,4084,1,0,-2.712745719721,-35.7064045656309,3.79564736259682,2006
"8672",141,0,4,1,0,-4.712745719721,-55.7064045656309,0.795647362596824,2007
"9500",147,0,4755,1,0,-4.712745719721,169.293595434369,-3.20435263740318,2010
"10304",142,0,1070,1,0,-3.712745719721,146.293595434369,1.79564736259682,2011
"7841",159,0,8475,1,0,-1.712745719721,168.293595434369,-4.20435263740318,2004
"9247",195,1,7050,1,0,3.287254280279,114.293595434369,-6.20435263740318,2009
"7611",159,0,4658,1,0,-1.712745719721,-8.70640456563092,10.7956473625968,2003
"8207",117,1,8130,1,0,-2.712745719721,-97.7064045656309,1.79564736259682,2005
"8500",165,1,13900,1,0,-5.712745719721,-35.7064045656309,5.79564736259682,2006
"8489",161,1,11428,1,0,2.287254280279,-35.7064045656309,-0.204352637403176,2006
"8781",157,0,13219,1,0,1.287254280279,-55.7064045656309,15.7956473625968,2007
"8956",167,1,13930,1,0,-6.712745719721,64.2935954343691,-8.20435263740318,2008
"7792",156,0,4259,1,0,-1.712745719721,168.293595434369,-10.2043526374032,2004
"8973",165,1,9344,1,0,-0.712745719720999,64.2935954343691,-3.20435263740318,2008
"8061",154,0,12378,1,0,-1.712745719721,168.293595434369,2.79564736259682,2004
"8305",125,0,2408,1,0,-2.712745719721,-97.7064045656309,13.7956473625968,2005
"7823",135,0,6760,1,0,-1.712745719721,168.293595434369,-8.20435263740318,2004
"7711",124,0,8658,1,0,0.287254280279001,-8.70640456563092,38.7956473625968,2003
"8025",157,0,7138,1,0,4.287254280279,168.293595434369,-15.2043526374032,2004
"8144",142,0,8653,1,0,-2.712745719721,-97.7064045656309,-4.20435263740318,2005
"8880",148,0,4182,1,0,-0.712745719720999,64.2935954343691,-6.20435263740318,2008
"7797",163,0,6732,1,0,-1.712745719721,168.293595434369,-8.20435263740318,2004
"8511",161,0,8651,1,0,2.287254280279,-35.7064045656309,8.79564736259682,2006
"9451",159,0,7726,1,0,-2.712745719721,169.293595434369,-10.2043526374032,2010
"9253",166,1,3833,1,0,3.287254280279,114.293595434369,-5.20435263740318,2009
"8887",167,1,10570,1,0,-0.712745719720999,64.2935954343691,-9.20435263740318,2008
"8027",145,0,13049,1,0,4.287254280279,168.293595434369,-3.20435263740318,2004
"9241",162,0,6012,1,0,-1.712745719721,114.293595434369,-5.20435263740318,2009
"8182",160,1,6320,1,0,-2.712745719721,-97.7064045656309,-0.204352637403176,2005
"8645",172,1,11923,1,0,-4.712745719721,-55.7064045656309,-0.204352637403176,2007
"8745",164,1,8726,1,0,-4.712745719721,-55.7064045656309,6.79564736259682,2007
"9448",164,0,11497,1,0,-4.712745719721,169.293595434369,-11.2043526374032,2010
"8205",109,1,3998,1,0,-2.712745719721,-97.7064045656309,2.79564736259682,2005
"9585",158,1,6540,1,0,-4.712745719721,169.293595434369,2.79564736259682,2010
"7980",138,0,2425,1,0,1.287254280279,168.293595434369,5.79564736259682,2004
"9056",162,0,9382,1,0,-3.712745719721,64.2935954343691,-6.20435263740318,2008
"8700",161,1,4408,1,0,-4.712745719721,-55.7064045656309,2.79564736259682,2007
"7945",131,0,12430,1,0,-1.712745719721,168.293595434369,-0.204352637403176,2004
"9184",161,1,8198,1,0,-2.712745719721,114.293595434369,-4.20435263740318,2009
"8214",141,0,13019,1,0,-2.712745719721,-97.7064045656309,-0.204352637403176,2005
"9575",174,1,9274,1,0,-4.712745719721,169.293595434369,1.79564736259682,2010
"10289",169,0,9408,1,0,-3.712745719721,146.293595434369,0.795647362596824,2011
"10360",147,0,9055,1,0,-3.712745719721,146.293595434369,5.79564736259682,2011
"8736",156,1,7080,1,0,-4.712745719721,-55.7064045656309,6.79564736259682,2007
"10310",125,0,12776,1,0,-3.712745719721,146.293595434369,1.79564736259682,2011
"8653",167,1,312,1,0,-4.712745719721,-55.7064045656309,0.795647362596824,2007
"7970",143,0,10178,1,0,-1.712745719721,168.293595434369,3.79564736259682,2004
"8699",162,1,4728,1,0,-4.712745719721,-55.7064045656309,0.795647362596824,2007
"9148",166,0,13303,1,0,3.287254280279,114.293595434369,-11.2043526374032,2009
"9526",138,0,4105,1,0,-4.712745719721,169.293595434369,-3.20435263740318,2010
"8021",141,0,7881,1,0,4.287254280279,168.293595434369,6.79564736259682,2004
"8156",145,1,10841,1,0,-2.712745719721,-97.7064045656309,-4.20435263740318,2005
"8154",124,0,6202,1,0,-2.712745719721,-97.7064045656309,-2.20435263740318,2005
"8962",175,1,8536,1,0,-6.712745719721,64.2935954343691,-2.20435263740318,2008
"9218",175,1,11093,1,0,-2.712745719721,114.293595434369,-8.20435263740318,2009
"9540",149,0,5620,1,0,-2.712745719721,169.293595434369,-3.20435263740318,2010
"8501",161,0,5357,1,0,2.287254280279,-35.7064045656309,4.79564736259682,2006
"9563",156,0,14108,1,0,2.287254280279,169.293595434369,-0.204352637403176,2010
"9535",159,0,9068,1,0,-4.712745719721,169.293595434369,-3.20435263740318,2010
"7544",160,1,11378,1,0,1.287254280279,-8.70640456563092,-4.20435263740318,2003
"9495",161,1,3755,1,0,-2.712745719721,169.293595434369,-5.20435263740318,2010
"9156",158,1,191,1,0,3.287254280279,114.293595434369,-10.2043526374032,2009
"8621",159,1,3664,1,0,1.287254280279,-55.7064045656309,-3.20435263740318,2007
"8656",156,0,12979,1,0,-4.712745719721,-55.7064045656309,-1.20435263740318,2007
"10350",151,0,2478,1,0,-3.712745719721,146.293595434369,-2.20435263740318,2011
"8721",154,1,3878,1,0,-0.712745719720999,-55.7064045656309,-1.20435263740318,2007
"9242",166,1,9070,1,0,-2.712745719721,114.293595434369,-5.20435263740318,2009
"9527",165,0,7310,1,0,-2.712745719721,169.293595434369,-2.20435263740318,2010
"8874",151,1,1450,1,0,-7.712745719721,64.2935954343691,-8.20435263740318,2008
"8632",147,0,1098,1,0,-0.712745719720999,-55.7064045656309,-6.20435263740318,2007
"9157",161,1,10467,1,0,3.287254280279,114.293595434369,-10.2043526374032,2009
"10305",148,0,14053,1,0,-3.712745719721,146.293595434369,1.79564736259682,2011
"10265",160,0,11467,1,0,-3.712745719721,146.293595434369,-0.204352637403176,2011
"9481",157,0,3401,1,0,-4.712745719721,169.293595434369,-6.20435263740318,2010
"9053",152,0,12389,1,0,-3.712745719721,64.2935954343691,-4.20435263740318,2008
"9463",161,0,13771,1,0,-4.712745719721,169.293595434369,-8.20435263740318,2010
"10248",145,0,7428,1,0,-3.712745719721,146.293595434369,-7.20435263740318,2011
"8695",154,1,12504,1,0,1.287254280279,-55.7064045656309,0.795647362596824,2007
"8855",161,1,12465,1,0,-0.712745719720999,64.2935954343691,-9.20435263740318,2008
"8951",162,1,10994,1,0,-6.712745719721,64.2935954343691,-0.204352637403176,2008
"9464",158,1,5572,1,0,-4.712745719721,169.293595434369,-8.20435263740318,2010
"9225",165,1,13720,1,0,-1.712745719721,114.293595434369,-9.20435263740318,2009
"10327",161,0,11064,1,0,-3.712745719721,146.293595434369,0.795647362596824,2011
"10298",154,0,8635,1,0,0.287254280279001,146.293595434369,-0.204352637403176,2011
"8935",161,1,6784,1,0,-0.712745719720999,64.2935954343691,-7.20435263740318,2008
"9171",156,1,8108,1,0,-1.712745719721,114.293595434369,-7.20435263740318,2009
"8786",158,0,1673,1,0,-0.712745719720999,-55.7064045656309,1.79564736259682,2007
"8443",155,1,10327,1,0,2.287254280279,-35.7064045656309,-2.20435263740318,2006
"9154",160,1,9373,1,0,-1.712745719721,114.293595434369,-13.2043526374032,2009
"9456",156,0,2333,1,0,4.287254280279,169.293595434369,-11.2043526374032,2010
"9132",166,0,4220,1,0,-1.712745719721,114.293595434369,-13.2043526374032,2009
"9141",147,0,2043,1,0,-1.712745719721,114.293595434369,-14.2043526374032,2009
"9490",165,0,12899,1,0,-2.712745719721,169.293595434369,-4.20435263740318,2010
"10466",149,0,912,1,0,0.287254280279001,146.293595434369,0.795647362596824,2011
"9258",151,0,7012,1,0,-2.712745719721,114.293595434369,-0.204352637403176,2009
"9579",152,0,9390,1,0,-4.712745719721,169.293595434369,1.79564736259682,2010
"10309",157,0,12047,1,0,-3.712745719721,146.293595434369,2.79564736259682,2011
"9522",152,0,823,1,0,-4.712745719721,169.293595434369,-3.20435263740318,2010
"9610",163,1,12236,1,0,-4.712745719721,169.293595434369,3.79564736259682,2010
"9496",154,1,8674,1,0,-2.712745719721,169.293595434369,-5.20435263740318,2010
"10264",165,0,11136,1,0,-1.712745719721,146.293595434369,-1.20435263740318,2011
"9273",163,1,13301,1,0,-2.712745719721,114.293595434369,2.79564736259682,2009
"10337",159,0,9275,1,0,-3.712745719721,146.293595434369,3.79564736259682,2011
"9538",160,0,4309,1,0,4.287254280279,169.293595434369,-3.20435263740318,2010
"10282",124,0,9248,1,0,0.287254280279001,146.293595434369,-1.20435263740318,2011
"10328",161,0,12526,1,0,0.287254280279001,146.293595434369,2.79564736259682,2011
"10312",151,0,10194,1,0,-3.712745719721,146.293595434369,2.79564736259682,2011
"9542",149,0,12500,1,0,2.287254280279,169.293595434369,-2.20435263740318,2010
"8549",158,1,5583,1,0,2.287254280279,-35.7064045656309,1.79564736259682,2006
"9457",143,0,5155,1,0,-2.712745719721,169.293595434369,-11.2043526374032,2010
"9603",160,1,10055,1,0,4.287254280279,169.293595434369,-3.20435263740318,2010
"9691",143,0,11138,1,0,-4.712745719721,169.293595434369,5.79564736259682,2010
"10324",171,0,5304,1,0,-3.712745719721,146.293595434369,2.79564736259682,2011
"9529",126,0,2372,1,0,2.287254280279,169.293595434369,-7.20435263740318,2010
"9588",143,0,12482,1,0,-2.712745719721,169.293595434369,-1.20435263740318,2010
"9582",132,0,4721,1,0,-4.712745719721,169.293595434369,-9.20435263740318,2010
"10246",147,0,7530,1,0,-3.712745719721,146.293595434369,-4.20435263740318,2011
"10290",147,0,2422,1,0,-3.712745719721,146.293595434369,-0.204352637403176,2011
"9587",146,0,11506,1,0,-4.712745719721,169.293595434369,1.79564736259682,2010
"10292",156,0,10172,1,0,-3.712745719721,146.293595434369,0.795647362596824,2011
"10294",157,0,440,1,0,-3.712745719721,146.293595434369,1.79564736259682,2011
"9605",147,0,5683,1,0,-4.712745719721,169.293595434369,2.79564736259682,2010
"9568",154,0,138,1,0,-4.712745719721,169.293595434369,-1.20435263740318,2010
"10258",149,0,6716,1,0,-3.712745719721,146.293595434369,-4.20435263740318,2011
"9601",158,0,5976,1,0,2.287254280279,169.293595434369,1.79564736259682,2010
"10295",152,0,6762,1,0,-3.712745719721,146.293595434369,0.795647362596824,2011
"10311",157,0,11799,1,0,-3.712745719721,146.293595434369,1.79564736259682,2011
"9613",165,1,5024,1,0,2.287254280279,169.293595434369,-0.204352637403176,2010
"10260",157,0,1350,1,0,0.287254280279001,146.293595434369,-4.20435263740318,2011
"10326",147,0,1300,1,0,-3.712745719721,146.293595434369,1.79564736259682,2011
"10461",148,0,10350,1,0,-3.712745719721,146.293595434369,2.79564736259682,2011
"10500",148,0,7969,1,0,-3.712745719721,146.293595434369,-0.204352637403176,2011
"10266",149,0,8400,1,0,-3.712745719721,146.293595434369,-2.20435263740318,2011
"4402",170,1,2380,2,1,0.287254280279001,-212.706404565631,3.79564736259682,1990
"4260",155,1,11348,2,1,0.287254280279001,-291.706404565631,3.79564736259682,1989
"4787",166,1,8878,2,1,-0.712745719720999,-181.706404565631,11.7956473625968,1992
"4427",160,1,13524,2,1,2.287254280279,-212.706404565631,10.7956473625968,1990
"4479",165,1,5910,2,1,2.287254280279,-212.706404565631,10.7956473625968,1990
"4412",163,1,6177,2,1,0.287254280279001,-212.706404565631,5.79564736259682,1990
"4741",152,1,9967,2,1,-1.712745719721,-181.706404565631,-3.20435263740318,1992
"4396",172,1,13995,2,1,0.287254280279001,-212.706404565631,2.79564736259682,1990
"5362",144,1,6052,2,1,3.287254280279,-145.706404565631,3.79564736259682,1995
"4633",166,1,1546,2,1,4.287254280279,-88.7064045656309,2.79564736259682,1991
"4418",160,1,8341,2,1,0.287254280279001,-212.706404565631,7.79564736259682,1990
"4814",150,1,13653,2,1,1.287254280279,-181.706404565631,17.7956473625968,1992
"4801",163,1,9760,2,1,-0.712745719720999,-181.706404565631,1.79564736259682,1992
"4576",150,0,13537,2,1,2.287254280279,-88.7064045656309,-4.20435263740318,1991
"4962",162,0,7646,2,1,-1.712745719721,-59.7064045656309,-4.20435263740318,1993
"5183",172,0,14319,2,1,6.287254280279,-67.7064045656309,-2.20435263740318,1994
"5623",161,1,1120,2,1,2.287254280279,72.2935954343691,7.79564736259682,1996
"7226",166,1,1187,2,1,-1.712745719721,-167.706404565631,1.79564736259682,2002
"6313",151,1,1260,2,1,-4.712745719721,-177.706404565631,-1.20435263740318,1999
"6314",155,1,5865,2,1,-4.712745719721,-177.706404565631,-1.20435263740318,1999
"7555",147,1,12687,2,1,1.287254280279,-8.70640456563092,-1.20435263740318,2003
"7511",151,1,13979,2,1,-1.712745719721,-8.70640456563092,-6.20435263740318,2003
"7494",172,1,6614,2,1,4.287254280279,-8.70640456563092,-11.2043526374032,2003
"7564",171,1,1538,2,1,-1.712745719721,-8.70640456563092,3.79564736259682,2003
"7565",170,1,3409,2,1,-1.712745719721,-8.70640456563092,3.79564736259682,2003
"6553",162,1,14275,2,1,-5.712745719721,-41.7064045656309,1.79564736259682,2000
"6554",168,1,12363,2,1,-5.712745719721,-41.7064045656309,1.79564736259682,2000
"7180",160,1,1733,2,1,3.287254280279,-167.706404565631,-2.20435263740318,2002
"6573",163,1,8765,2,1,-5.712745719721,-41.7064045656309,3.79564736259682,2000
"7185",159,1,5949,2,1,3.287254280279,-167.706404565631,-3.20435263740318,2002
