"","LambHindLeg","Sur1","ID","Sex","Twin","jdateMC","PopDensMC","birthjdateMC","BirthYear"
"4457",159,1,1354,1,0,0.287254280279001,-212.706404565631,-10.2043526374032,1990
"4688",166,1,8227,1,0,2.287254280279,-88.7064045656309,0.795647362596824,1991
"4566",155,1,4391,1,0,2.287254280279,-88.7064045656309,-7.20435263740318,1991
"4476",156,1,13997,1,0,0.287254280279001,-212.706404565631,0.795647362596824,1990
"5359",167,1,2690,1,0,1.287254280279,-145.706404565631,3.79564736259682,1995
"4540",158,1,10552,1,0,5.287254280279,-88.7064045656309,-8.20435263740318,1991
"4961",168,1,6367,1,0,1.287254280279,-59.7064045656309,-4.20435263740318,1993
"4780",154,1,13438,1,0,-1.712745719721,-181.706404565631,3.79564736259682,1992
"4987",160,1,14262,1,0,2.287254280279,-59.7064045656309,-0.204352637403176,1993
"5989",156,1,661,1,0,-1.712745719721,88.2935954343691,-12.2043526374032,1998
"4999",168,1,1821,1,0,2.287254280279,-59.7064045656309,-1.20435263740318,1993
"5354",159,1,11202,1,0,5.287254280279,-145.706404565631,2.79564736259682,1995
"4580",175,1,9347,1,0,1.287254280279,-88.7064045656309,-7.20435263740318,1991
"5335",155,1,14080,1,0,1.287254280279,-145.706404565631,-0.204352637403176,1995
"6016",172,1,659,1,0,-2.712745719721,88.2935954343691,-4.20435263740318,1998
"5338",158,1,9375,1,0,5.287254280279,-145.706404565631,-1.20435263740318,1995
"4901",164,1,11652,1,0,3.287254280279,-59.7064045656309,5.79564736259682,1993
"5836",161,1,13626,1,0,-2.712745719721,39.2935954343691,0.795647362596824,1997
"6035",151,1,860,1,0,0.287254280279001,88.2935954343691,-3.20435263740318,1998
"5020",177,1,3107,1,0,2.287254280279,-59.7064045656309,0.795647362596824,1993
"5236",153,1,96,1,0,8.287254280279,-67.7064045656309,1.79564736259682,1994
"5870",156,1,11268,1,0,-2.712745719721,39.2935954343691,3.79564736259682,1997
"4724",160,1,3912,1,0,-0.712745719720999,-181.706404565631,-10.2043526374032,1992
"5311",163,1,316,1,0,3.287254280279,-145.706404565631,-11.2043526374032,1995
"5307",150,1,11493,1,0,6.287254280279,-145.706404565631,10.7956473625968,1995
"4968",164,1,5388,1,0,-1.712745719721,-59.7064045656309,-1.20435263740318,1993
"5131",157,1,5916,1,0,8.287254280279,-67.7064045656309,-8.20435263740318,1994
"5896",160,1,1229,1,0,-2.712745719721,39.2935954343691,3.79564736259682,1997
"4969",162,1,8730,1,0,-1.712745719721,-59.7064045656309,-3.20435263740318,1993
"5055",164,1,12396,1,0,-1.712745719721,-59.7064045656309,-6.20435263740318,1993
"4948",161,1,4422,1,0,-1.712745719721,-59.7064045656309,-3.20435263740318,1993
"4921",166,1,12477,1,0,2.287254280279,-59.7064045656309,-6.20435263740318,1993
"4918",171,1,7982,1,0,2.287254280279,-59.7064045656309,-6.20435263740318,1993
"5308",151,1,9584,1,0,5.287254280279,-145.706404565631,-19.2043526374032,1995
"5630",173,1,3153,1,0,1.287254280279,72.2935954343691,5.79564736259682,1996
"5578",168,1,12831,1,0,1.287254280279,72.2935954343691,2.79564736259682,1996
"4634",146,1,12944,1,0,4.287254280279,-88.7064045656309,1.79564736259682,1991
"4725",158,1,11251,1,0,-1.712745719721,-181.706404565631,-10.2043526374032,1992
"5185",157,1,3540,1,0,6.287254280279,-67.7064045656309,-2.20435263740318,1994
"5600",163,1,5221,1,0,1.287254280279,72.2935954343691,6.79564736259682,1996
"7602",169,1,3518,1,0,-1.712745719721,-8.70640456563092,6.79564736259682,2003
"5312",166,1,443,1,0,6.287254280279,-145.706404565631,-10.2043526374032,1995
"7353",159,1,11309,1,0,-0.712745719720999,148.293595434369,-4.20435263740318,2001
"6018",161,1,287,1,0,-2.712745719721,88.2935954343691,-4.20435263740318,1998
"5168",161,1,12337,1,0,4.287254280279,-67.7064045656309,-3.20435263740318,1994
"5749",161,1,2913,1,0,-2.712745719721,39.2935954343691,-10.2043526374032,1997
"5036",161,1,2269,1,0,2.287254280279,-59.7064045656309,4.79564736259682,1993
"5793",156,1,1701,1,0,1.287254280279,39.2935954343691,-2.20435263740318,1997
"4943",162,1,12635,1,0,3.287254280279,-59.7064045656309,-5.20435263740318,1993
"6050",160,1,14224,1,0,-1.712745719721,88.2935954343691,-2.20435263740318,1998
"5323",164,1,5,1,0,6.287254280279,-145.706404565631,-3.20435263740318,1995
"6261",161,1,6002,1,0,3.287254280279,-177.706404565631,-10.2043526374032,1999
"6070",167,1,8696,1,0,-2.712745719721,88.2935954343691,0.795647362596824,1998
"5238",149,1,2767,1,0,2.287254280279,-67.7064045656309,-3.20435263740318,1994
"5571",173,1,588,1,0,1.287254280279,72.2935954343691,1.79564736259682,1996
"6011",168,1,11339,1,0,-2.712745719721,88.2935954343691,-4.20435263740318,1998
"6696",160,1,13638,1,0,-6.712745719721,148.293595434369,-18.2043526374032,2001
"7537",154,1,1192,1,0,-1.712745719721,-8.70640456563092,-1.20435263740318,2003
"6757",167,1,13615,1,0,-3.712745719721,148.293595434369,2.79564736259682,2001
"5579",169,1,14046,1,0,2.287254280279,72.2935954343691,2.79564736259682,1996
"6552",177,1,5798,1,0,-3.712745719721,-41.7064045656309,-7.20435263740318,2000
"5800",152,1,8832,1,0,-2.712745719721,39.2935954343691,-1.20435263740318,1997
"5400",168,1,3571,1,0,1.287254280279,-145.706404565631,8.79564736259682,1995
"6052",166,1,4758,1,0,0.287254280279001,88.2935954343691,-0.204352637403176,1998
"7795",152,1,11877,1,0,6.287254280279,168.293595434369,-9.20435263740318,2004
"5657",169,1,7963,1,0,2.287254280279,72.2935954343691,21.7956473625968,1996
"5406",148,1,13525,1,0,1.287254280279,-145.706404565631,9.79564736259682,1995
"5865",170,1,10126,1,0,-2.712745719721,39.2935954343691,3.79564736259682,1997
"6692",170,1,7259,1,0,-11.712745719721,148.293595434369,3.79564736259682,2001
"5573",172,1,7388,1,0,1.287254280279,72.2935954343691,1.79564736259682,1996
"6076",156,1,10135,1,0,-2.712745719721,88.2935954343691,-0.204352637403176,1998
"5877",160,1,4941,1,0,-2.712745719721,39.2935954343691,5.79564736259682,1997
"7614",166,1,7860,1,0,4.287254280279,-8.70640456563092,1.79564736259682,2003
"6349",158,1,14311,1,0,-0.712745719720999,-177.706404565631,3.79564736259682,1999
"6017",161,1,107,1,0,-2.712745719721,88.2935954343691,-4.20435263740318,1998
"5581",160,1,1417,1,0,1.287254280279,72.2935954343691,3.79564736259682,1996
"6566",167,1,4549,1,0,-5.712745719721,-41.7064045656309,2.79564736259682,2000
"6742",168,1,217,1,0,-3.712745719721,148.293595434369,0.795647362596824,2001
"6098",158,1,11631,1,0,-1.712745719721,88.2935954343691,2.79564736259682,1998
"6331",154,1,14063,1,0,-2.712745719721,-177.706404565631,2.79564736259682,1999
"5537",165,1,12227,1,0,0.287254280279001,72.2935954343691,-2.20435263740318,1996
"5331",158,1,14313,1,0,5.287254280279,-145.706404565631,-1.20435263740318,1995
"5534",157,1,13378,1,0,4.287254280279,72.2935954343691,-1.20435263740318,1996
"5333",151,1,2535,1,0,5.287254280279,-145.706404565631,-0.204352637403176,1995
"5812",167,1,46,1,0,-2.712745719721,39.2935954343691,-0.204352637403176,1997
"5398",151,1,4278,1,0,6.287254280279,-145.706404565631,8.79564736259682,1995
"5587",160,1,6781,1,0,5.287254280279,72.2935954343691,3.79564736259682,1996
"5580",157,1,3413,1,0,1.287254280279,72.2935954343691,2.79564736259682,1996
"5661",166,1,9922,1,0,0.287254280279001,72.2935954343691,-1.20435263740318,1996
"6053",147,1,5724,1,0,0.287254280279001,88.2935954343691,-0.204352637403176,1998
"6776",159,1,886,1,0,-0.712745719720999,148.293595434369,-5.20435263740318,2001
"7695",155,1,13265,1,0,4.287254280279,-8.70640456563092,3.79564736259682,2003
"6340",153,1,8648,1,0,-0.712745719720999,-177.706404565631,2.79564736259682,1999
"6132",169,1,5882,1,0,0.287254280279001,88.2935954343691,3.79564736259682,1998
"6344",155,1,13454,1,0,-0.712745719720999,-177.706404565631,3.79564736259682,1999
"5582",166,1,13928,1,0,2.287254280279,72.2935954343691,4.79564736259682,1996
"6082",163,1,3369,1,0,2.287254280279,88.2935954343691,1.79564736259682,1998
"6320",165,1,13175,1,0,-0.712745719720999,-177.706404565631,2.79564736259682,1999
"6170",168,1,1839,1,0,-2.712745719721,88.2935954343691,9.79564736259682,1998
"5593",167,1,5509,1,0,1.287254280279,72.2935954343691,5.79564736259682,1996
"6775",165,1,10888,1,0,-0.712745719720999,148.293595434369,-20.2043526374032,2001
"5894",169,1,10002,1,0,1.287254280279,39.2935954343691,9.79564736259682,1997
"7161",150,1,10132,1,0,3.287254280279,-167.706404565631,-6.20435263740318,2002
"5769",162,1,6886,1,0,3.287254280279,39.2935954343691,-4.20435263740318,1997
"6172",158,1,4060,1,0,-2.712745719721,88.2935954343691,6.79564736259682,1998
"6266",160,1,11225,1,0,3.287254280279,-177.706404565631,-5.20435263740318,1999
"7149",148,1,7519,1,0,3.287254280279,-167.706404565631,-13.2043526374032,2002
"6470",163,1,9417,1,0,-3.712745719721,-41.7064045656309,-6.20435263740318,2000
"6139",157,1,2540,1,0,-1.712745719721,88.2935954343691,3.79564736259682,1998
"6555",165,1,5455,1,0,-3.712745719721,-41.7064045656309,-8.20435263740318,2000
"6022",163,1,154,1,0,0.287254280279001,88.2935954343691,-3.20435263740318,1998
"8162",151,1,13079,1,0,-2.712745719721,-97.7064045656309,-2.20435263740318,2005
"5772",166,1,3382,1,0,1.287254280279,39.2935954343691,-4.20435263740318,1997
"6335",147,1,7111,1,0,-4.712745719721,-177.706404565631,3.79564736259682,1999
"6782",164,1,175,1,0,10.287254280279,148.293595434369,-7.20435263740318,2001
"5770",148,1,3125,1,0,-2.712745719721,39.2935954343691,-5.20435263740318,1997
"5554",148,1,5067,1,0,5.287254280279,72.2935954343691,-1.20435263740318,1996
"6334",168,1,7724,1,0,3.287254280279,-177.706404565631,3.79564736259682,1999
"6306",157,1,5220,1,0,3.287254280279,-177.706404565631,0.795647362596824,1999
"6713",168,1,1859,1,0,-6.712745719721,148.293595434369,0.795647362596824,2001
"6059",160,1,8357,1,0,-1.712745719721,88.2935954343691,-1.20435263740318,1998
"6733",161,1,12627,1,0,-4.712745719721,148.293595434369,33.7956473625968,2001
"6161",156,1,4482,1,0,-2.712745719721,88.2935954343691,8.79564736259682,1998
"6348",156,1,12326,1,0,-4.712745719721,-177.706404565631,6.79564736259682,1999
"7893",168,1,2872,1,0,-1.712745719721,168.293595434369,-0.204352637403176,2004
"6278",166,1,14056,1,0,3.287254280279,-177.706404565631,-3.20435263740318,1999
"6364",164,1,9743,1,0,-4.712745719721,-177.706404565631,11.7956473625968,1999
"6352",161,1,2066,1,0,3.287254280279,-177.706404565631,3.79564736259682,1999
"8195",162,1,13512,1,0,-2.712745719721,-97.7064045656309,-4.20435263740318,2005
"6701",162,1,5554,1,0,-6.712745719721,148.293595434369,-5.20435263740318,2001
"6263",162,1,2305,1,0,-2.712745719721,-177.706404565631,-6.20435263740318,1999
"7842",167,1,8586,1,0,-1.712745719721,168.293595434369,-4.20435263740318,2004
"6781",166,1,14005,1,0,9.287254280279,148.293595434369,-6.20435263740318,2001
"6028",152,1,4480,1,0,0.287254280279001,88.2935954343691,-6.20435263740318,1998
"7581",168,1,9521,1,0,-1.712745719721,-8.70640456563092,5.79564736259682,2003
"8181",165,1,5742,1,0,-2.712745719721,-97.7064045656309,0.795647362596824,2005
"8059",167,1,9247,1,0,6.287254280279,168.293595434369,1.79564736259682,2004
"6269",152,1,8598,1,0,3.287254280279,-177.706404565631,-7.20435263740318,1999
"8515",160,1,8396,1,0,2.287254280279,-35.7064045656309,-3.20435263740318,2006
"7591",167,1,13850,1,0,-1.712745719721,-8.70640456563092,4.79564736259682,2003
"6159",158,1,11724,1,0,-2.712745719721,88.2935954343691,4.79564736259682,1998
"6274",159,1,8025,1,0,-2.712745719721,-177.706404565631,-3.20435263740318,1999
"6347",162,1,12877,1,0,0.287254280279001,-177.706404565631,6.79564736259682,1999
"7172",167,1,10690,1,0,1.287254280279,-167.706404565631,-5.20435263740318,2002
"7183",162,1,13505,1,0,-1.712745719721,-167.706404565631,-2.20435263740318,2002
"7674",161,1,4020,1,0,4.287254280279,-8.70640456563092,-0.204352637403176,2003
"7773",168,1,5238,1,0,4.287254280279,168.293595434369,-15.2043526374032,2004
"8844",151,1,13891,1,0,-7.712745719721,64.2935954343691,-13.2043526374032,2008
"8868",158,1,3034,1,0,-7.712745719721,64.2935954343691,-7.20435263740318,2008
"7200",152,1,583,1,0,-1.712745719721,-167.706404565631,-2.20435263740318,2002
"6351",160,1,5223,1,0,-4.712745719721,-177.706404565631,3.79564736259682,1999
"6486",165,1,1493,1,0,-0.712745719720999,-41.7064045656309,-7.20435263740318,2000
"7215",151,1,4956,1,0,-1.712745719721,-167.706404565631,0.795647362596824,2002
"7613",162,1,7500,1,0,1.287254280279,-8.70640456563092,0.795647362596824,2003
"8037",170,1,3435,1,0,6.287254280279,168.293595434369,-6.20435263740318,2004
"7510",174,1,8257,1,0,4.287254280279,-8.70640456563092,-6.20435263740318,2003
"7700",156,1,14076,1,0,4.287254280279,-8.70640456563092,11.7956473625968,2003
"6489",156,1,10698,1,0,-3.712745719721,-41.7064045656309,-4.20435263740318,2000
"6473",164,1,6838,1,0,-5.712745719721,-41.7064045656309,-6.20435263740318,2000
"7689",168,1,35,1,0,1.287254280279,-8.70640456563092,2.79564736259682,2003
"8058",165,1,6085,1,0,4.287254280279,168.293595434369,-3.20435263740318,2004
"6690",164,1,5886,1,0,-12.712745719721,148.293595434369,0.795647362596824,2001
"7208",143,1,14147,1,0,-1.712745719721,-167.706404565631,-1.20435263740318,2002
"7542",165,1,5361,1,0,-1.712745719721,-8.70640456563092,-2.20435263740318,2003
"7889",151,1,8401,1,0,1.287254280279,168.293595434369,-2.20435263740318,2004
"8204",148,1,53,1,0,-2.712745719721,-97.7064045656309,2.79564736259682,2005
"8024",167,1,9164,1,0,4.287254280279,168.293595434369,-7.20435263740318,2004
"8116",167,1,13752,1,0,5.287254280279,-97.7064045656309,-10.2043526374032,2005
"6579",148,1,2624,1,0,-0.712745719720999,-41.7064045656309,-3.20435263740318,2000
"7501",163,1,10882,1,0,4.287254280279,-8.70640456563092,-8.20435263740318,2003
"7594",168,1,10657,1,0,-1.712745719721,-8.70640456563092,5.79564736259682,2003
"6685",156,1,4628,1,0,-6.712745719721,148.293595434369,-7.20435263740318,2001
"6732",167,1,11050,1,0,-4.712745719721,148.293595434369,-2.20435263740318,2001
"7849",162,1,2233,1,0,4.287254280279,168.293595434369,-4.20435263740318,2004
"6703",163,1,7934,1,0,-6.712745719721,148.293595434369,-7.20435263740318,2001
"7619",175,1,11883,1,0,1.287254280279,-8.70640456563092,1.79564736259682,2003
"8036",162,1,3265,1,0,4.287254280279,168.293595434369,-7.20435263740318,2004
"7633",163,1,8527,1,0,1.287254280279,-8.70640456563092,-4.20435263740318,2003
"9007",162,1,3399,1,0,-7.712745719721,64.2935954343691,6.79564736259682,2008
"7817",162,1,12853,1,0,-1.712745719721,168.293595434369,-7.20435263740318,2004
"8881",174,1,3794,1,0,-7.712745719721,64.2935954343691,-6.20435263740318,2008
"7948",169,1,9799,1,0,-1.712745719721,168.293595434369,-4.20435263740318,2004
"7596",170,1,1480,1,0,-1.712745719721,-8.70640456563092,7.79564736259682,2003
"8220",148,1,14160,1,0,-2.712745719721,-97.7064045656309,6.79564736259682,2005
"9222",158,1,10331,1,0,3.287254280279,114.293595434369,-8.20435263740318,2009
"7195",152,1,11004,1,0,-1.712745719721,-167.706404565631,-5.20435263740318,2002
"8947",159,1,9148,1,0,-7.712745719721,64.2935954343691,-2.20435263740318,2008
"9210",165,1,6647,1,0,-2.712745719721,114.293595434369,-7.20435263740318,2009
"7553",150,1,93,1,0,1.287254280279,-8.70640456563092,-0.204352637403176,2003
"9152",159,1,4672,1,0,-2.712745719721,114.293595434369,-10.2043526374032,2009
"7675",169,1,3950,1,0,1.287254280279,-8.70640456563092,-0.204352637403176,2003
"7550",161,1,12519,1,0,1.287254280279,-8.70640456563092,0.795647362596824,2003
"7931",164,1,4734,1,0,6.287254280279,168.293595434369,-0.204352637403176,2004
"8151",158,1,12365,1,0,5.287254280279,-97.7064045656309,-2.20435263740318,2005
"8984",169,1,7611,1,0,-7.712745719721,64.2935954343691,1.79564736259682,2008
"7626",166,1,4733,1,0,-1.712745719721,-8.70640456563092,13.7956473625968,2003
"8704",165,1,4712,1,0,-4.712745719721,-55.7064045656309,1.79564736259682,2007
"7522",174,1,13835,1,0,1.287254280279,-8.70640456563092,-4.20435263740318,2003
