"","id","y","time","trait","measure","family","CapAgeYears","Sex","Twin","jdateMC","PopDensMC"
"6461",3483,17,1988,"r","Weight","gaussian",1,1,0,10.7196688552669,-54.6214673137311
"6471",9166,19.2,1988,"r","Weight","gaussian",1,1,0,10.7196688552669,-54.6214673137311
"6481",6841,19,1988,"r","Weight","gaussian",1,1,0,10.7196688552669,-54.6214673137311
"64910",9847,15.8,1988,"r","Weight","gaussian",1,1,1,10.7196688552669,-54.6214673137311
"658",4164,29.6,1988,"r","Weight","gaussian",2,2,1,10.7196688552669,-54.6214673137311
"659",4017,24.2,1988,"r","Weight","gaussian",2,2,0,10.7196688552669,-54.6214673137311
"660",14088,33,1988,"r","Weight","gaussian",2,2,0,10.7196688552669,-54.6214673137311
"661",3332,27.2,1988,"r","Weight","gaussian",2,2,0,10.7196688552669,-54.6214673137311
"663",7470,30.4,1988,"r","Weight","gaussian",2,2,0,10.7196688552669,-54.6214673137311
"6641",10920,19.5,1988,"r","Weight","gaussian",1,2,0,10.7196688552669,-54.6214673137311
"6651",10427,24.5,1988,"r","Weight","gaussian",1,2,0,10.7196688552669,-54.6214673137311
"6671",9404,17.2,1988,"r","Weight","gaussian",1,1,0,10.7196688552669,-54.6214673137311
"6681",1492,26.6,1988,"r","Weight","gaussian",1,2,1,10.7196688552669,-54.6214673137311
"6691",2955,22.4,1988,"r","Weight","gaussian",1,2,0,10.7196688552669,-54.6214673137311
"6701",1641,22,1988,"r","Weight","gaussian",1,2,1,10.7196688552669,-54.6214673137311
"6711",10476,26.4,1988,"r","Weight","gaussian",1,2,0,10.7196688552669,-54.6214673137311
"6721",11996,25.2,1988,"r","Weight","gaussian",1,2,0,10.7196688552669,-54.6214673137311
"6731",10379,30.8,1988,"r","Weight","gaussian",1,2,0,10.7196688552669,-54.6214673137311
"68110",2168,22.7,1988,"r","Weight","gaussian",1,1,0,10.7196688552669,-54.6214673137311
"684",11505,24.8,1988,"r","Weight","gaussian",2,2,0,10.7196688552669,-54.6214673137311
"68510",5617,17,1988,"r","Weight","gaussian",1,1,1,10.7196688552669,-54.6214673137311
"689",13190,23.2,1988,"r","Weight","gaussian",3,1,0,10.7196688552669,-54.6214673137311
"692",8410,30.8,1988,"r","Weight","gaussian",2,2,0,10.7196688552669,-54.6214673137311
"6931",12322,27.4,1988,"r","Weight","gaussian",1,2,0,10.7196688552669,-54.6214673137311
"69410",6999,24.6,1988,"r","Weight","gaussian",1,2,0,10.7196688552669,-54.6214673137311
"69510",6619,28,1988,"r","Weight","gaussian",1,2,1,10.7196688552669,-54.6214673137311
"69610",7187,29,1988,"r","Weight","gaussian",1,2,1,10.7196688552669,-54.6214673137311
"70110",6481,26.7,1988,"r","Weight","gaussian",2,2,0,10.7196688552669,-54.6214673137311
"710",8348,17.4,1988,"r","Weight","gaussian",2,1,0,12.7196688552669,-54.6214673137311
"7141",9806,21.5,1988,"r","Weight","gaussian",1,1,0,12.7196688552669,-54.6214673137311
"7231",13300,20.3,1988,"r","Weight","gaussian",2,1,0,12.7196688552669,-54.6214673137311
"724",4317,15.8,1988,"r","Weight","gaussian",2,1,0,12.7196688552669,-54.6214673137311
"7251",3466,26.4,1988,"r","Weight","gaussian",1,2,1,12.7196688552669,-54.6214673137311
"72610",3199,21,1988,"r","Weight","gaussian",1,1,0,12.7196688552669,-54.6214673137311
"72710",8328,19.8,1988,"r","Weight","gaussian",1,1,0,12.7196688552669,-54.6214673137311
"72810",14298,27.6,1988,"r","Weight","gaussian",1,2,0,12.7196688552669,-54.6214673137311
"72910",4356,28.8,1988,"r","Weight","gaussian",1,2,0,12.7196688552669,-54.6214673137311
"740",4954,22.8,1988,"r","Weight","gaussian",2,1,0,12.7196688552669,-54.6214673137311
"7417",2019,17.4,1988,"r","Weight","gaussian",1,1,0,12.7196688552669,-54.6214673137311
"7426",3065,17,1988,"r","Weight","gaussian",1,1,0,12.7196688552669,-54.6214673137311
"74310",3641,20.8,1988,"r","Weight","gaussian",1,2,0,12.7196688552669,-54.6214673137311
"74910",9384,19.8,1988,"r","Weight","gaussian",1,1,1,15.7196688552669,-54.6214673137311
"7601",2768,35.5,1988,"r","Weight","gaussian",2,2,0,16.7196688552669,-54.6214673137311
"7611",12313,29.6,1988,"r","Weight","gaussian",1,2,0,16.7196688552669,-54.6214673137311
"7621",12241,35,1988,"r","Weight","gaussian",1,2,0,16.7196688552669,-54.6214673137311
"7631",3999,28.2,1988,"r","Weight","gaussian",1,2,1,16.7196688552669,-54.6214673137311
"7641",6994,27.1,1988,"r","Weight","gaussian",1,2,0,16.7196688552669,-54.6214673137311
"765",771,26.3,1988,"r","Weight","gaussian",2,1,0,16.7196688552669,-54.6214673137311
"7661",2528,25.3,1988,"r","Weight","gaussian",1,1,0,17.7196688552669,-54.6214673137311
"767",12579,29.9,1988,"r","Weight","gaussian",2,2,0,17.7196688552669,-54.6214673137311
"768",7943,29.8,1988,"r","Weight","gaussian",2,2,0,17.7196688552669,-54.6214673137311
"7691",6893,18.3,1988,"r","Weight","gaussian",1,1,0,17.7196688552669,-54.6214673137311
"7711",10049,21.6,1988,"r","Weight","gaussian",1,1,0,17.7196688552669,-54.6214673137311
"774",11784,30.5,1988,"r","Weight","gaussian",2,2,0,17.7196688552669,-54.6214673137311
"101310",9861,17.8,1989,"r","Weight","gaussian",2,2,1,-0.280331144733083,-300.621467313731
"1016",3483,23.4,1989,"r","Weight","gaussian",2,1,0,-0.280331144733083,-300.621467313731
"101910",955,20,1989,"r","Weight","gaussian",2,2,0,-0.280331144733083,-300.621467313731
"102110",3773,20.7,1989,"r","Weight","gaussian",1,1,1,-0.280331144733083,-300.621467313731
"1022",6999,20,1989,"r","Weight","gaussian",2,2,0,-0.280331144733083,-300.621467313731
"1028",4564,17.1,1989,"r","Weight","gaussian",3,1,0,1.71966885526692,-300.621467313731
"1032",8328,24.4,1989,"r","Weight","gaussian",2,1,0,1.71966885526692,-300.621467313731
"10361",6061,24.6,1989,"r","Weight","gaussian",2,1,0,3.71966885526692,-300.621467313731
"1038",9806,18.2,1989,"r","Weight","gaussian",2,1,0,5.71966885526692,-300.621467313731
"10411",2132,20.2,1989,"r","Weight","gaussian",1,1,0,5.71966885526692,-300.621467313731
"1045",9166,24.4,1989,"r","Weight","gaussian",2,1,0,6.71966885526692,-300.621467313731
"10461",8610,23.2,1989,"r","Weight","gaussian",2,1,0,6.71966885526692,-300.621467313731
"10961",6570,23.7,1990,"r","Weight","gaussian",3,1,0,0.719668855266917,-221.621467313731
"1097",5625,27.7,1990,"r","Weight","gaussian",4,1,0,0.719668855266917,-221.621467313731
"10981",207,22.7,1990,"r","Weight","gaussian",1,1,0,0.719668855266917,-221.621467313731
"10991",8958,16.1,1990,"r","Weight","gaussian",1,1,0,0.719668855266917,-221.621467313731
"11001",11954,24.8,1990,"r","Weight","gaussian",1,1,0,0.719668855266917,-221.621467313731
"11011",4974,18.3,1990,"r","Weight","gaussian",1,1,0,0.719668855266917,-221.621467313731
"11051",1996,24.6,1990,"r","Weight","gaussian",3,1,1,0.719668855266917,-221.621467313731
"11061",12282,26,1990,"r","Weight","gaussian",3,1,0,0.719668855266917,-221.621467313731
"1107",8610,26.7,1990,"r","Weight","gaussian",3,1,0,0.719668855266917,-221.621467313731
"1108",9166,26.4,1990,"r","Weight","gaussian",3,1,0,0.719668855266917,-221.621467313731
"11091",8950,24.8,1990,"r","Weight","gaussian",3,1,0,0.719668855266917,-221.621467313731
"11101",13315,21.6,1990,"r","Weight","gaussian",1,1,0,0.719668855266917,-221.621467313731
"1123",3773,23.8,1990,"r","Weight","gaussian",2,1,1,0.719668855266917,-221.621467313731
"1124",8328,26.4,1990,"r","Weight","gaussian",3,1,0,0.719668855266917,-221.621467313731
"112510",12175,30.7,1990,"r","Weight","gaussian",1,2,0,0.719668855266917,-221.621467313731
"112610",4072,15.3,1990,"r","Weight","gaussian",1,1,0,0.719668855266917,-221.621467313731
"112710",12317,14.6,1990,"r","Weight","gaussian",1,1,1,0.719668855266917,-221.621467313731
"112810",2803,20.7,1990,"r","Weight","gaussian",1,2,1,0.719668855266917,-221.621467313731
"112910",14112,23.9,1990,"r","Weight","gaussian",1,2,0,0.719668855266917,-221.621467313731
"11304",11590,30.9,1990,"r","Weight","gaussian",1,2,0,0.719668855266917,-221.621467313731
"11461",3610,22.3,1990,"r","Weight","gaussian",1,2,0,0.719668855266917,-221.621467313731
"11471",7338,18.2,1990,"r","Weight","gaussian",1,1,1,0.719668855266917,-221.621467313731
"11481",10456,19.8,1990,"r","Weight","gaussian",1,1,0,0.719668855266917,-221.621467313731
"11521",2562,22.4,1990,"r","Weight","gaussian",1,1,0,0.719668855266917,-221.621467313731
"11581",11979,34.9,1990,"r","Weight","gaussian",2,2,0,0.719668855266917,-221.621467313731
"11591",7267,16,1990,"r","Weight","gaussian",1,2,0,0.719668855266917,-221.621467313731
"11611",10095,28.7,1990,"r","Weight","gaussian",1,2,0,0.719668855266917,-221.621467313731
"11691",4666,25.6,1990,"r","Weight","gaussian",2,1,0,2.71966885526692,-221.621467313731
"11701",4932,24.6,1990,"r","Weight","gaussian",3,1,0,2.71966885526692,-221.621467313731
"1171",8323,29,1990,"r","Weight","gaussian",4,1,0,2.71966885526692,-221.621467313731
"11801",12918,23.6,1990,"r","Weight","gaussian",1,1,0,2.71966885526692,-221.621467313731
"11811",13506,18.8,1990,"r","Weight","gaussian",1,1,1,2.71966885526692,-221.621467313731
"11821",11699,16.6,1990,"r","Weight","gaussian",1,1,0,2.71966885526692,-221.621467313731
"11881",3293,25,1990,"r","Weight","gaussian",2,1,0,2.71966885526692,-221.621467313731
"11891",3991,21.4,1990,"r","Weight","gaussian",2,1,0,2.71966885526692,-221.621467313731
"1190",6061,27,1990,"r","Weight","gaussian",3,1,0,2.71966885526692,-221.621467313731
"12021",5780,24.9,1990,"r","Weight","gaussian",3,1,0,2.71966885526692,-221.621467313731
"12031",11283,19.6,1990,"r","Weight","gaussian",1,1,0,2.71966885526692,-221.621467313731
"12051",12643,18,1990,"r","Weight","gaussian",1,1,0,2.71966885526692,-221.621467313731
"12091",850,19.6,1990,"r","Weight","gaussian",1,1,0,3.71966885526692,-221.621467313731
"12101",5562,27.9,1990,"r","Weight","gaussian",1,2,0,3.71966885526692,-221.621467313731
"12121",7405,16.5,1990,"r","Weight","gaussian",1,2,0,3.71966885526692,-221.621467313731
"12131",197,26.2,1990,"r","Weight","gaussian",1,2,0,8.71966885526692,-221.621467313731
"1214",9861,34.3,1990,"r","Weight","gaussian",3,2,1,9.71966885526692,-221.621467313731
"12151",10784,21.6,1990,"r","Weight","gaussian",1,1,0,9.71966885526692,-221.621467313731
"12551",6317,24.4,1991,"r","Weight","gaussian",1,2,0,1.71966885526692,-97.6214673137311
"12561",7839,25.6,1991,"r","Weight","gaussian",1,2,0,1.71966885526692,-97.6214673137311
"12571",3704,20.8,1991,"r","Weight","gaussian",1,1,0,1.71966885526692,-97.6214673137311
"12581",1969,21.6,1991,"r","Weight","gaussian",1,1,0,1.71966885526692,-97.6214673137311
"12591",1265,16.9,1991,"r","Weight","gaussian",1,1,1,1.71966885526692,-97.6214673137311
"1260",207,23.7,1991,"r","Weight","gaussian",2,1,0,1.71966885526692,-97.6214673137311
"1261",8958,20.7,1991,"r","Weight","gaussian",2,1,0,1.71966885526692,-97.6214673137311
"1262",4974,17.9,1991,"r","Weight","gaussian",2,1,0,1.71966885526692,-97.6214673137311
"12631",7548,15.2,1991,"r","Weight","gaussian",2,1,1,1.71966885526692,-97.6214673137311
"1264",4666,25.3,1991,"r","Weight","gaussian",3,1,0,1.71966885526692,-97.6214673137311
"1265",3483,24.1,1991,"r","Weight","gaussian",4,1,0,1.71966885526692,-97.6214673137311
"12811",11012,16.9,1991,"r","Weight","gaussian",1,1,0,1.71966885526692,-97.6214673137311
"12821",12064,20,1991,"r","Weight","gaussian",1,1,0,1.71966885526692,-97.6214673137311
"12831",1028,19.6,1991,"r","Weight","gaussian",1,1,0,1.71966885526692,-97.6214673137311
"12841",224,18,1991,"r","Weight","gaussian",1,1,1,1.71966885526692,-97.6214673137311
"1285",12918,24.4,1991,"r","Weight","gaussian",2,1,0,1.71966885526692,-97.6214673137311
"12861",8052,22.6,1991,"r","Weight","gaussian",4,1,1,1.71966885526692,-97.6214673137311
"1287",8610,25.9,1991,"r","Weight","gaussian",4,1,0,1.71966885526692,-97.6214673137311
"1288",9166,26.4,1991,"r","Weight","gaussian",4,1,0,1.71966885526692,-97.6214673137311
"13071",13997,14.7,1991,"r","Weight","gaussian",1,1,0,1.71966885526692,-97.6214673137311
"13081",8195,23.4,1991,"r","Weight","gaussian",1,2,0,1.71966885526692,-97.6214673137311
"13091",10556,21,1991,"r","Weight","gaussian",1,1,0,1.71966885526692,-97.6214673137311
"13101",7159,26,1991,"r","Weight","gaussian",1,2,0,1.71966885526692,-97.6214673137311
"13111",5344,25.8,1991,"r","Weight","gaussian",1,2,0,1.71966885526692,-97.6214673137311
"13121",2725,29.6,1991,"r","Weight","gaussian",1,2,0,1.71966885526692,-97.6214673137311
"13131",7303,24,1991,"r","Weight","gaussian",1,2,1,1.71966885526692,-97.6214673137311
"13141",6737,18.7,1991,"r","Weight","gaussian",1,1,1,1.71966885526692,-97.6214673137311
"1315",12175,31,1991,"r","Weight","gaussian",2,2,0,1.71966885526692,-97.6214673137311
"1316",2803,31.9,1991,"r","Weight","gaussian",2,2,1,1.71966885526692,-97.6214673137311
"1317",11590,33,1991,"r","Weight","gaussian",2,2,0,1.71966885526692,-97.6214673137311
"1318",3773,20.4,1991,"r","Weight","gaussian",3,1,1,1.71966885526692,-97.6214673137311
"1319",10049,26.7,1991,"r","Weight","gaussian",4,1,0,1.71966885526692,-97.6214673137311
"13261",1971,15.2,1991,"r","Weight","gaussian",1,1,0,1.71966885526692,-97.6214673137311
"1328",3610,32.9,1991,"r","Weight","gaussian",2,2,0,1.71966885526692,-97.6214673137311
"1329",7405,30.7,1991,"r","Weight","gaussian",2,2,0,1.71966885526692,-97.6214673137311
"1331",13190,23.8,1991,"r","Weight","gaussian",6,1,0,1.71966885526692,-97.6214673137311
"13331",5401,16.1,1991,"r","Weight","gaussian",1,1,1,1.71966885526692,-97.6214673137311
"13341",3808,20.4,1991,"r","Weight","gaussian",1,1,0,1.71966885526692,-97.6214673137311
"1335",2562,21.7,1991,"r","Weight","gaussian",2,1,0,1.71966885526692,-97.6214673137311
"13391",13051,16,1991,"r","Weight","gaussian",1,2,1,1.71966885526692,-97.6214673137311
"13401",2155,18.5,1991,"r","Weight","gaussian",1,1,0,1.71966885526692,-97.6214673137311
"1341",7267,29,1991,"r","Weight","gaussian",2,2,0,1.71966885526692,-97.6214673137311
"1342",10095,30,1991,"r","Weight","gaussian",2,2,0,1.71966885526692,-97.6214673137311
"13501",9546,24.2,1991,"r","Weight","gaussian",1,2,0,2.71966885526692,-97.6214673137311
"13511",2182,20.1,1991,"r","Weight","gaussian",1,1,0,2.71966885526692,-97.6214673137311
"13521",13304,17.2,1991,"r","Weight","gaussian",1,1,0,2.71966885526692,-97.6214673137311
"13531",4000,19,1991,"r","Weight","gaussian",1,1,0,2.71966885526692,-97.6214673137311
"13541",7557,18,1991,"r","Weight","gaussian",1,1,0,2.71966885526692,-97.6214673137311
"13551",9744,20.8,1991,"r","Weight","gaussian",1,1,1,2.71966885526692,-97.6214673137311
"13561",5489,24.6,1991,"r","Weight","gaussian",2,1,0,2.71966885526692,-97.6214673137311
"1357",11954,23.5,1991,"r","Weight","gaussian",2,1,0,2.71966885526692,-97.6214673137311
"1358",2132,22.2,1991,"r","Weight","gaussian",3,1,0,2.71966885526692,-97.6214673137311
"1359",9806,23.8,1991,"r","Weight","gaussian",4,1,0,2.71966885526692,-97.6214673137311
"1360",4932,25,1991,"r","Weight","gaussian",4,1,0,2.71966885526692,-97.6214673137311
"1361",8323,29.2,1991,"r","Weight","gaussian",5,1,0,2.71966885526692,-97.6214673137311
"1362",5625,24.6,1991,"r","Weight","gaussian",5,1,0,2.71966885526692,-97.6214673137311
"13741",471,18.8,1991,"r","Weight","gaussian",1,1,1,2.71966885526692,-97.6214673137311
"13751",6885,20.1,1991,"r","Weight","gaussian",1,1,0,2.71966885526692,-97.6214673137311
"1376",13506,17.7,1991,"r","Weight","gaussian",2,1,1,2.71966885526692,-97.6214673137311
"1377",11699,18.1,1991,"r","Weight","gaussian",2,1,0,2.71966885526692,-97.6214673137311
"13791",4263,18.8,1991,"r","Weight","gaussian",3,1,1,2.71966885526692,-97.6214673137311
"1380",1996,24,1991,"r","Weight","gaussian",4,1,1,2.71966885526692,-97.6214673137311
"1385",3245,29,1991,"r","Weight","gaussian",4,1,0,2.71966885526692,-97.6214673137311
"1386",12282,21.8,1991,"r","Weight","gaussian",4,1,0,2.71966885526692,-97.6214673137311
"14011",12134,22.1,1991,"r","Weight","gaussian",1,1,0,2.71966885526692,-97.6214673137311
"14021",9425,16.5,1991,"r","Weight","gaussian",1,1,0,2.71966885526692,-97.6214673137311
"14031",9270,18,1991,"r","Weight","gaussian",1,1,1,2.71966885526692,-97.6214673137311
"14041",968,21.2,1991,"r","Weight","gaussian",1,1,1,2.71966885526692,-97.6214673137311
"14051",8553,11.4,1991,"r","Weight","gaussian",1,2,1,2.71966885526692,-97.6214673137311
"14061",2380,21.7,1991,"r","Weight","gaussian",1,2,1,2.71966885526692,-97.6214673137311
"14071",6712,22.8,1991,"r","Weight","gaussian",1,2,0,2.71966885526692,-97.6214673137311
"14081",2208,14.4,1991,"r","Weight","gaussian",1,2,0,2.71966885526692,-97.6214673137311
"14091",11436,24.7,1991,"r","Weight","gaussian",1,2,0,2.71966885526692,-97.6214673137311
"14101",8341,20.8,1991,"r","Weight","gaussian",1,2,1,2.71966885526692,-97.6214673137311
"14111",13524,27.8,1991,"r","Weight","gaussian",1,2,1,2.71966885526692,-97.6214673137311
"14131",5709,23.8,1991,"r","Weight","gaussian",1,1,0,2.71966885526692,-97.6214673137311
"1414",5562,20.7,1991,"r","Weight","gaussian",2,2,0,2.71966885526692,-97.6214673137311
"14151",11348,30.7,1991,"r","Weight","gaussian",2,2,1,2.71966885526692,-97.6214673137311
"14161",7678,17,1991,"r","Weight","gaussian",2,1,0,2.71966885526692,-97.6214673137311
"1417",3991,22.4,1991,"r","Weight","gaussian",3,1,0,2.71966885526692,-97.6214673137311
"14181",13105,21.2,1991,"r","Weight","gaussian",4,1,0,2.71966885526692,-97.6214673137311
"1419",8328,25.1,1991,"r","Weight","gaussian",4,1,0,2.71966885526692,-97.6214673137311
"1420",12736,27.9,1991,"r","Weight","gaussian",5,1,0,2.71966885526692,-97.6214673137311
"14261",3215,21.2,1991,"r","Weight","gaussian",1,1,1,2.71966885526692,-97.6214673137311
"14361",7638,15.2,1991,"r","Weight","gaussian",1,1,1,2.71966885526692,-97.6214673137311
"14371",6177,24.4,1991,"r","Weight","gaussian",1,2,1,2.71966885526692,-97.6214673137311
"1438",11283,22.2,1991,"r","Weight","gaussian",2,1,0,2.71966885526692,-97.6214673137311
"1439",10784,22,1991,"r","Weight","gaussian",2,1,0,2.71966885526692,-97.6214673137311
"1440",7338,19,1991,"r","Weight","gaussian",2,1,1,2.71966885526692,-97.6214673137311
"14411",5771,25.7,1991,"r","Weight","gaussian",3,1,0,2.71966885526692,-97.6214673137311
"14461",8725,18.4,1991,"r","Weight","gaussian",1,1,1,2.71966885526692,-97.6214673137311
"14591",13426,15.9,1991,"r","Weight","gaussian",1,1,0,2.71966885526692,-97.6214673137311
"14601",13000,22.7,1991,"r","Weight","gaussian",1,2,0,2.71966885526692,-97.6214673137311
"14611",10387,22.2,1991,"r","Weight","gaussian",1,2,1,2.71966885526692,-97.6214673137311
"14621",4413,19.6,1991,"r","Weight","gaussian",1,1,1,2.71966885526692,-97.6214673137311
"14631",13995,22.6,1991,"r","Weight","gaussian",1,2,1,2.71966885526692,-97.6214673137311
"14641",5910,25.7,1991,"r","Weight","gaussian",1,2,1,2.71966885526692,-97.6214673137311
"14661",4130,31.5,1991,"r","Weight","gaussian",2,2,0,2.71966885526692,-97.6214673137311
"14671",11688,21.9,1991,"r","Weight","gaussian",3,1,0,2.71966885526692,-97.6214673137311
"14721",1438,14.6,1991,"r","Weight","gaussian",1,2,0,2.71966885526692,-97.6214673137311
"1477",6570,23.3,1991,"r","Weight","gaussian",4,1,0,3.71966885526692,-97.6214673137311
"14791",1475,18,1991,"r","Weight","gaussian",1,1,0,3.71966885526692,-97.6214673137311
"14801",11829,27.4,1991,"r","Weight","gaussian",1,2,0,3.71966885526692,-97.6214673137311
"1482",1641,23.8,1991,"r","Weight","gaussian",4,2,1,3.71966885526692,-97.6214673137311
"14831",4870,14.2,1991,"r","Weight","gaussian",1,2,1,3.71966885526692,-97.6214673137311
"14861",10396,20.2,1991,"r","Weight","gaussian",1,2,0,3.71966885526692,-97.6214673137311
"14871",4489,24.4,1991,"r","Weight","gaussian",1,2,0,3.71966885526692,-97.6214673137311
"14881",280,18.2,1991,"r","Weight","gaussian",1,1,0,3.71966885526692,-97.6214673137311
"14921",8067,28.8,1991,"r","Weight","gaussian",1,2,0,4.71966885526692,-97.6214673137311
"14931",3678,16,1991,"r","Weight","gaussian",1,1,0,4.71966885526692,-97.6214673137311
"14951",934,14.8,1991,"r","Weight","gaussian",1,2,1,4.71966885526692,-97.6214673137311
"1496",12317,16.8,1991,"r","Weight","gaussian",2,1,1,4.71966885526692,-97.6214673137311
"14971",3231,30.8,1991,"r","Weight","gaussian",4,1,0,4.71966885526692,-97.6214673137311
"15011",975,18.9,1991,"r","Weight","gaussian",1,1,1,4.71966885526692,-97.6214673137311
"1502",12643,21.3,1991,"r","Weight","gaussian",2,1,0,4.71966885526692,-97.6214673137311
"15031",5641,27.4,1991,"r","Weight","gaussian",1,2,0,4.71966885526692,-97.6214673137311
"15041",8728,15.4,1991,"r","Weight","gaussian",1,2,0,4.71966885526692,-97.6214673137311
"15071",6925,17.8,1991,"r","Weight","gaussian",1,1,0,5.71966885526692,-97.6214673137311
"15081",1354,18,1991,"r","Weight","gaussian",1,1,0,5.71966885526692,-97.6214673137311
"15091",1633,20.7,1991,"r","Weight","gaussian",2,1,0,5.71966885526692,-97.6214673137311
"15131",9531,18,1991,"r","Weight","gaussian",1,1,1,5.71966885526692,-97.6214673137311
"15151",11532,27.6,1991,"r","Weight","gaussian",1,2,1,5.71966885526692,-97.6214673137311
"15161",875,29,1991,"r","Weight","gaussian",1,2,0,5.71966885526692,-97.6214673137311
"15181",10354,24.6,1991,"r","Weight","gaussian",1,2,0,5.71966885526692,-97.6214673137311
"15191",9765,26.8,1991,"r","Weight","gaussian",1,2,0,5.71966885526692,-97.6214673137311
"15211",9032,13.4,1991,"r","Weight","gaussian",1,1,0,5.71966885526692,-97.6214673137311
"15341",2943,17.2,1991,"r","Weight","gaussian",2,1,1,6.71966885526692,-97.6214673137311
"1535",6061,25.8,1991,"r","Weight","gaussian",4,1,0,6.71966885526692,-97.6214673137311
"16041",14124,23.5,1992,"r","Weight","gaussian",1,2,0,-1.28033114473308,-190.621467313731
"1605",4000,19.9,1992,"r","Weight","gaussian",2,1,0,-1.28033114473308,-190.621467313731
"1606",1633,21.5,1992,"r","Weight","gaussian",3,1,0,-1.28033114473308,-190.621467313731
"1615",11699,19.5,1992,"r","Weight","gaussian",3,1,0,-1.28033114473308,-190.621467313731
"1616",4263,22.7,1992,"r","Weight","gaussian",4,1,1,-1.28033114473308,-190.621467313731
"1617",1996,22.4,1992,"r","Weight","gaussian",5,1,1,-1.28033114473308,-190.621467313731
"1621",12282,24.2,1992,"r","Weight","gaussian",5,1,0,-1.28033114473308,-190.621467313731
"16321",9482,20.9,1992,"r","Weight","gaussian",1,2,0,-1.28033114473308,-190.621467313731
"1633",12134,24.3,1992,"r","Weight","gaussian",2,1,0,-1.28033114473308,-190.621467313731
"16341",12538,21.3,1992,"r","Weight","gaussian",2,1,0,-1.28033114473308,-190.621467313731
"1635",11532,29.8,1992,"r","Weight","gaussian",2,2,1,-1.28033114473308,-190.621467313731
"1636",875,30.6,1992,"r","Weight","gaussian",2,2,0,-1.28033114473308,-190.621467313731
"1637",9425,21.6,1992,"r","Weight","gaussian",2,1,0,-1.28033114473308,-190.621467313731
"1638",7678,17.5,1992,"r","Weight","gaussian",3,1,0,-1.28033114473308,-190.621467313731
"16391",9874,21.1,1992,"r","Weight","gaussian",4,1,0,-1.28033114473308,-190.621467313731
"1640",3991,21.6,1992,"r","Weight","gaussian",4,1,0,-1.28033114473308,-190.621467313731
"1641",13105,21,1992,"r","Weight","gaussian",5,1,0,-1.28033114473308,-190.621467313731
"16451",10858,16,1992,"r","Weight","gaussian",1,1,1,-1.28033114473308,-190.621467313731
"1646",3215,23.6,1992,"r","Weight","gaussian",2,1,1,-1.28033114473308,-190.621467313731
"16511",12659,18,1992,"r","Weight","gaussian",1,1,0,-1.28033114473308,-190.621467313731
"1652",8725,21.1,1992,"r","Weight","gaussian",2,1,1,-1.28033114473308,-190.621467313731
"1653",10784,25,1992,"r","Weight","gaussian",3,1,0,-1.28033114473308,-190.621467313731
"1654",5771,26,1992,"r","Weight","gaussian",4,1,0,-1.28033114473308,-190.621467313731
"16571",5977,16.1,1992,"r","Weight","gaussian",1,1,0,-1.28033114473308,-190.621467313731
"1658",12643,20.6,1992,"r","Weight","gaussian",3,1,0,-1.28033114473308,-190.621467313731
"1659",3324,22.7,1992,"r","Weight","gaussian",6,1,0,-1.28033114473308,-190.621467313731
"16641",13084,19.9,1992,"r","Weight","gaussian",1,2,0,-1.28033114473308,-190.621467313731
"16651",7402,17.7,1992,"r","Weight","gaussian",1,2,1,-1.28033114473308,-190.621467313731
"16661",6277,12.2,1992,"r","Weight","gaussian",1,1,0,-1.28033114473308,-190.621467313731
"1667",13426,20.2,1992,"r","Weight","gaussian",2,1,0,-1.28033114473308,-190.621467313731
"1668",4413,22.1,1992,"r","Weight","gaussian",2,1,1,-1.28033114473308,-190.621467313731
"1669",9765,32,1992,"r","Weight","gaussian",2,2,0,-1.28033114473308,-190.621467313731
"16701",5205,23.4,1992,"r","Weight","gaussian",2,2,0,-1.28033114473308,-190.621467313731
"1671",11688,22.2,1992,"r","Weight","gaussian",4,1,0,-1.28033114473308,-190.621467313731
"16721",5631,19.2,1992,"r","Weight","gaussian",1,1,0,-1.28033114473308,-190.621467313731
"16741",7945,19.6,1992,"r","Weight","gaussian",1,1,0,-1.28033114473308,-190.621467313731
"16751",3910,22.6,1992,"r","Weight","gaussian",1,2,0,-1.28033114473308,-190.621467313731
"16831",2283,22.8,1992,"r","Weight","gaussian",1,1,0,-0.280331144733083,-190.621467313731
"1684",6317,32,1992,"r","Weight","gaussian",2,2,0,-0.280331144733083,-190.621467313731
"1685",7839,30.2,1992,"r","Weight","gaussian",2,2,0,-0.280331144733083,-190.621467313731
"1686",224,21.9,1992,"r","Weight","gaussian",2,1,1,-0.280331144733083,-190.621467313731
"1687",1265,21.4,1992,"r","Weight","gaussian",2,1,1,-0.280331144733083,-190.621467313731
"16881",5590,19.5,1992,"r","Weight","gaussian",2,1,0,-0.280331144733083,-190.621467313731
"1689",5489,25.7,1992,"r","Weight","gaussian",3,1,0,-0.280331144733083,-190.621467313731
"1690",8958,22.9,1992,"r","Weight","gaussian",3,1,0,-0.280331144733083,-190.621467313731
"1691",2132,24,1992,"r","Weight","gaussian",4,1,0,-0.280331144733083,-190.621467313731
"1692",4666,25.1,1992,"r","Weight","gaussian",4,1,0,-0.280331144733083,-190.621467313731
"1693",6570,23.2,1992,"r","Weight","gaussian",5,1,0,-0.280331144733083,-190.621467313731
"1694",8323,29.3,1992,"r","Weight","gaussian",6,1,0,-0.280331144733083,-190.621467313731
