"","ID","LambAugWeight","LambHindLeg","LambHornLen","LambBolCirc","Sex","PopDensBirth","MumAge","Twin","CapJDate"
"14052",7161,10.75,147,NA,NA,1,557,2,0,226
"14350",14406,12,155,NA,NA,1,515,3,0,224
"14180",5081,9.8,145,NA,NA,1,557,2,0,233
"14419",14337,11.15,154,NA,NA,1,515,3,0,228
"14291",7842,11,155,NA,NA,1,557,2,0,219
"14105",6430,11.3,149,118,175,2,557,2,0,228
"14406",14335,8.6,143,78,115,2,515,3,0,230
"14167",855,12.45,156,135,210,2,557,2,0,233
"14433",14339,12.1,153,NA,NA,1,515,3,0,224
"14181",2985,8.95,139,NA,NA,1,557,2,0,233
"14132",12678,10.9,158,85,155,2,557,2,0,226
"14447",14394,10.6,153,NA,NA,1,515,3,0,224
"14164",1900,11.4,151,NA,NA,1,557,2,0,233
"14133",8038,11.05,154,NA,NA,1,557,2,0,228
"14450",14399,11.05,151,103,150,2,515,3,0,226
"14440",14379,7.05,135,56,NA,2,515,3,0,224
"14061",4080,9.3,141,117,140,2,557,2,0,226
"14403",14367,12.9,158,126,175,2,515,3,0,230
"14455",14373,11.1,154,NA,NA,1,515,3,0,226
"14184",5072,11.55,150,138,180,2,557,2,0,235
"14372",14405,10.95,156,NA,NA,1,515,3,0,232
"13611",14093,5.5,136,46,100,2,508,1,0,226
"14476",14400,9,136,102,145,2,515,2,0,232
"14479",14387,10.15,143,NA,NA,1,515,2,0,224
"14478",14343,7.4,141,58,NA,2,515,2,0,224
"14346",14402,7.55,134,NA,NA,1,515,2,0,230
"14480",14353,9.25,151,NA,NA,1,515,2,0,224
"14668",14389,8.55,151,NA,115,2,515,2,0,226
"14463",14395,9.95,150,NA,NA,1,515,3,0,224
"13936",5315,13.25,155,NA,NA,1,502,8,0,233
"13937",2369,18.95,173,194,230,2,502,6,0,233
"14177",1476,7.2,136,NA,NA,1,557,2,0,228
"14667",14359,9.1,141,NA,NA,1,515,2,0,226
