"","ID","LambAugWeight","LambHindLeg","LambHornLen","LambBolCirc","Sex","PopDensBirth","MumAge","Twin","CapJDate"
"11752",13425,13.8,156,NA,NA,1,482,5,0,220
"12687",4032,10.05,151,NA,NA,1,444,7,0,226
"12811",8004,17,165,172,235,2,528,8,0,226
"11083",2051,13.05,166,NA,NA,1,545,4,0,223
"10273",3026,10.8,158,76,160,2,649,2,0,222
"10742",11856,14.6,168,NA,NA,1,362,3,0,226
"11019",12037,18.7,182,NA,255,2,545,4,0,226
"12155",1158,12.65,152,NA,NA,1,513,6,0,218
"12777",7464,17.6,173,114,225,2,528,8,0,223
"13409",9326,15.05,167,158,205,2,508,10,0,223
"10735",55,9.5,146,NA,NA,1,362,3,0,226
"10775",14310,14,156,113,195,2,362,3,0,228
"12284",8368,12.4,157,NA,NA,1,513,6,0,228
"12681",3680,11.7,154,NA,NA,1,444,7,0,234
"12607",6789,10.45,146,NA,NA,1,444,7,0,232
"12213",4565,12.65,166,115,185,2,513,6,0,218
"12505",11797,15.35,162,113,215,2,444,7,0,226
"12220",7920,10.55,151,NA,NA,1,513,6,0,218
"12871",13823,15.85,161,159,220,2,528,8,0,228
"11104",7613,15.6,171,123,210,2,545,4,0,231
"10721",10736,14.3,164,156,205,2,362,3,0,228
"12192",7017,15.9,169,98,210,2,513,6,0,228
"12614",12680,13.15,160,NA,NA,1,444,7,0,226
"12732",3817,17.15,165,124,225,2,528,8,0,223
"10249",3792,10.5,159,125,145,2,649,2,0,222
"10770",7752,13.3,163,NA,NA,1,362,3,0,226
"12217",6627,11.7,161,NA,NA,1,513,6,0,221
"10751",4523,10.4,144,NA,NA,1,362,2,0,226
"11004",10594,12,149,NA,NA,1,545,3,0,226
"11786",7798,12.9,148,136,195,2,482,4,0,220
"12618",9215,10.3,145,NA,NA,1,444,6,0,226
"12992",3582,11.25,151,NA,NA,1,528,7,0,223
"13318",1523,15.25,166,93,200,2,378,8,0,223
"13375",3593,13.2,163,NA,NA,1,508,9,0,223
"14423",14392,11.7,148,99,170,2,515,12,0,224
"11852",5560,15.8,172,92,200,2,482,4,0,230
"12893",9371,12.4,161,99,165,2,528,7,0,223
"13510",10491,10.85,154,NA,NA,1,508,9,0,223
"11003",5446,13.4,159,144,225,2,545,3,0,226
"12756",2229,11,146,48,175,2,528,7,0,223
"11107",6422,12.35,165,NA,NA,1,545,3,0,226
"12195",7066,12.1,160,NA,NA,1,513,5,0,218
"12566",13441,12.6,163,NA,NA,1,444,6,0,226
"12989",152,12.05,162,125,180,2,528,7,0,226
"10797",7357,11.8,163,NA,NA,1,362,2,0,226
"11022",13016,14.3,172,NA,NA,1,545,3,0,223
"11818",13268,17.7,174,130,230,2,482,4,0,220
"12530",8865,12.25,165,NA,NA,1,444,6,0,226
"12095",9995,13.9,165,NA,NA,1,482,4,0,230
"11055",3142,15.7,168,NA,NA,1,545,3,0,226
"12033",9114,12.7,160,NA,NA,1,482,4,0,220
"12846",4276,13,165,NA,NA,1,528,7,0,223
"13123",3035,16.35,172,96,210,2,378,8,0,223
"13445",9671,13.8,166,NA,NA,1,508,9,0,223
"13926",14045,17.4,170,NA,NA,1,502,10,0,241
"11084",4992,12.45,164,NA,NA,1,545,3,0,223
"12294",4881,11.15,158,NA,NA,1,513,5,0,218
"12598",5878,12.55,164,NA,NA,1,444,6,0,226
"12886",5184,12.2,161,NA,NA,1,528,7,0,226
"13145",2719,12.5,161,NA,NA,1,378,8,0,223
"14120",4121,10.95,152,NA,NA,1,557,11,0,226
"12527",12743,13.6,165,158,195,2,444,6,0,226
"12754",9619,13.1,162,133,175,2,528,7,0,223
"13086",4656,11.5,155,100,170,2,378,8,0,223
"11779",12789,14.35,172,150,225,2,482,4,0,220
"12691",3852,10.4,155,69,115,2,444,6,0,216
"10805",71,6.5,133,NA,NA,1,362,2,0,226
"11156",9138,13.7,167,NA,205,2,545,3,0,223
"11888",8076,11.9,163,127,195,2,482,4,0,220
"12508",5536,11.55,158,NA,NA,1,444,6,0,226
"13144",12339,10.7,154,115,190,2,378,8,0,223
"11117",13761,15.85,167,186,215,2,545,3,0,226
"11887",10212,11.7,157,NA,NA,1,482,4,0,220
"12288",14304,14.9,167,113,180,2,513,5,0,218
"12578",6145,13.8,165,NA,NA,1,444,6,0,226
"11008",11680,12.5,159,NA,NA,1,545,3,0,223
"13392",8516,12.25,155,NA,NA,1,508,9,0,223
"12977",11539,13.05,163,NA,NA,1,528,7,0,228
"13108",3267,14.05,164,NA,185,2,378,8,0,227
"13901",12031,12.6,164,NA,NA,1,502,10,0,237
"11825",12513,11.7,158,NA,NA,1,482,4,0,230
"12246",5613,12,153,NA,NA,1,513,5,0,228
"12881",7544,10.45,153,NA,NA,1,528,7,0,228
"11870",10613,15.8,165,98,195,2,482,4,0,226
"12031",2365,18.25,175,147,215,2,482,4,0,226
"12409",7703,14.6,168,NA,NA,1,513,5,0,226
"12753",2636,6.6,157,NA,NA,1,528,8,0,231
"11057",13658,14.8,158,141,210,2,545,2,0,226
"11777",2655,14.05,164,NA,NA,1,482,3,0,223
"12183",3308,12.65,157,145,175,2,513,4,0,218
"12514",7061,15.8,176,147,230,2,444,5,0,226
"11023",6036,12.3,152,105,195,2,545,2,0,223
"12059",377,11.8,161,NA,NA,1,482,3,0,220
"12251",9338,12.25,162,NA,NA,1,513,4,0,218
"12600",6924,13.2,161,NA,NA,1,444,5,0,226
"14127",8305,13.15,163,168,180,2,557,10,0,231
"11736",9673,17.2,171,142,225,2,482,3,0,226
"12538",10338,16.9,175,153,255,2,444,5,0,228
"11767",9972,12.9,155,NA,NA,1,482,3,0,226
"12186",9635,13.35,164,NA,NA,1,513,4,0,218
"11087",741,13.9,161,NA,NA,1,545,2,0,226
"11778",474,11.5,160,NA,NA,1,482,3,0,220
"12309",3801,11.05,155,NA,NA,1,513,4,0,218
"13125",1736,12.2,160,NA,NA,1,378,7,0,225
"13506",4248,12.75,160,NA,NA,1,508,8,0,226
"13833",11570,12.3,162,108,155,2,502,9,0,219
"11088",1563,12.95,159,NA,NA,1,545,2,0,231
"12154",13758,12.6,148,94,195,2,513,4,0,228
"13012",7372,13.95,156,NA,NA,1,528,6,0,231
"11031",2493,11.8,160,NA,NA,1,545,2,0,226
"13408",2340,13.7,166,NA,NA,1,508,8,0,229
"11144",5387,17.3,174,NA,195,2,545,2,0,231
"13098",509,15.65,167,NA,NA,1,378,7,0,223
"13916",11384,16.5,169,NA,NA,1,502,9,0,224
"12589",2552,12.9,158,NA,NA,1,444,4,0,232
"14182",4610,12.35,158,90,195,2,557,9,0,233
"14487",14385,11.65,150,NA,NA,1,515,10,0,232
"11749",7142,10.9,152,NA,NA,1,482,2,0,223
"12172",1102,11.5,151,118,215,2,513,3,0,228
"13031",3318,11.4,155,67,150,2,378,6,0,227
"13372",6410,15.7,164,88,225,2,508,7,0,230
"13998",1961,13,153,NA,NA,1,557,9,0,235
"12519",14250,15.05,159,123,205,2,444,4,0,228
"11742",9124,12.95,161,NA,NA,1,482,2,0,223
"12193",13558,13.85,156,151,195,2,513,3,0,221
"11798",9736,11.2,154,NA,NA,1,482,2,0,226
"11060",4979,12.6,161,NA,NA,1,545,1,0,233
"12512",4390,18.15,175,NA,210,2,444,4,0,232
"11125",10063,9,141,NA,NA,1,545,1,0,231
"12583",913,14.05,160,NA,NA,1,444,4,0,234
"12747",1604,15.45,157,173,220,2,528,5,0,223
"13053",13723,15.95,165,121,215,2,378,6,0,223
"13870",8285,15,160,189,230,2,502,8,0,243
"14290",9113,12.5,161,NA,NA,1,557,9,0,231
"12592",1484,16.35,164,161,195,2,444,4,0,232
"12780",8716,16.4,168,NA,NA,1,528,5,0,233
"12496",14034,14.75,160,121,195,2,444,4,0,226
"12764",725,16.65,173,54,225,2,528,5,0,223
"13030",12342,13.25,161,85,185,2,378,6,0,223
"11052",10782,10.3,147,NA,NA,1,545,1,0,223
"11770",10908,11.1,154,NA,NA,1,482,2,0,220
"12196",5005,12.3,163,60,165,2,513,3,0,218
"12506",5616,12.95,163,NA,85,2,444,4,0,226
"12755",8669,15.15,159,94,230,2,528,5,0,223
"13141",14334,12.15,162,NA,NA,1,378,6,0,223
"13499",1956,15.35,171,143,220,2,508,7,0,223
"13816",10237,13.2,152,NA,NA,1,502,8,0,233
"14059",9066,14.65,172,142,215,2,557,9,0,226
"14394",14393,8.75,142,NA,NA,1,515,10,0,224
"12174",2546,10.2,148,NA,NA,1,513,3,0,228
"12507",14242,15.6,171,163,210,2,444,4,0,226
"12772",1471,16.2,168,NA,NA,1,528,5,0,233
"12238",4440,11.25,146,NA,NA,1,513,3,0,218
"12490",4394,10.95,155,NA,NA,1,444,4,0,226
"12748",6051,10.55,149,NA,NA,1,528,5,0,226
"11124",1732,8.2,139,NA,NA,1,545,1,0,231
"11863",2454,9.8,138,111,160,2,482,2,0,223
"12999",5608,8.8,152,70,120,2,528,5,0,223
"13054",4637,10.7,143,109,150,2,378,6,0,223
"13523",10061,15.45,169,108,200,2,508,7,0,230
"11153",6321,9.25,146,NA,130,2,545,1,0,231
"12570",7309,11.95,147,NA,NA,1,444,4,0,232
"12805",5462,15.75,162,166,215,2,528,5,0,231
"13069",5532,12.75,156,134,160,2,378,6,0,232
"12198",8418,10.75,150,NA,NA,1,513,3,0,218
"12515",3530,12,160,NA,NA,1,444,4,0,226
"12776",2442,13.15,166,NA,NA,1,528,5,0,223
"13073",9253,13.8,171,120,200,2,378,6,0,223
"13430",9346,12.5,168,NA,NA,1,508,7,0,223
"14040",12257,12.85,162,NA,NA,1,557,9,0,226
"12551",13131,14.45,159,NA,NA,1,444,4,0,234
"12206",4168,10.2,143,NA,NA,1,513,3,0,218
"12541",8850,12.35,153,NA,170,2,444,4,0,228
"12828",8630,10.3,148,NA,NA,1,528,5,0,223
"13116",10616,10.95,144,62,150,2,378,6,0,223
"13466",11595,13.6,163,NA,NA,1,508,7,0,223
"14136",9266,13.3,158,149,205,2,557,9,0,231
"14673",14345,10.1,150,NA,NA,1,515,10,0,230
"12504",10590,14.7,157,144,195,2,444,4,0,234
"11833",7967,9.2,141,NA,NA,1,482,2,0,230
"12226",4293,11.15,151,NA,NA,1,513,3,0,228
"12798",7150,13.25,159,159,185,2,528,5,0,233
"11093",4904,10.5,156,NA,NA,1,545,1,0,226
"13327",4037,14.4,169,NA,NA,1,378,6,0,232
"11106",155,7.95,147,NA,NA,1,545,1,0,223
"11158",10674,9.7,145,NA,NA,1,545,1,0,223
"11856",13812,11.2,145,78,170,2,482,2,0,220
"12411",2553,12.05,158,NA,NA,1,513,3,0,218
"12845",231,14.85,171,73,195,2,528,5,0,223
"13092",3316,13.8,164,NA,NA,1,378,6,0,223
"13449",7999,15.2,177,138,215,2,508,7,0,223
"14138",1987,12.55,163,128,225,2,557,9,0,226
"12417",7624,13.2,160,NA,NA,1,513,3,0,213
"12571",9610,16.5,172,168,210,2,444,4,0,226
"12849",9935,15.7,171,NA,NA,1,528,5,0,223
"11751",5279,11,150,NA,NA,1,482,2,0,220
"12822",10208,12.7,156,NA,NA,1,528,5,0,228
"12752",983,12.1,150,NA,NA,1,528,5,0,231
"12256",1592,10.9,148,NA,NA,1,513,3,0,218
"12565",8411,15.3,155,130,190,2,444,4,0,228
"13102",3721,14,167,NA,NA,1,378,6,0,225
"11131",6996,6.35,129,NA,NA,1,545,1,0,226
"12265",13423,9.5,151,45,135,2,513,3,0,218
"13093",5635,13.8,163,101,195,2,378,6,0,225
"12180",2578,12.3,166,NA,NA,1,513,3,0,218
"12028",1195,9.3,148,70,130,2,482,2,0,223
"12746",12640,13.5,156,169,200,2,528,5,0,223
"12290",928,10.45,148,NA,NA,1,513,3,0,226
"12876",9638,13.8,162,NA,NA,1,528,5,0,231
"12058",2748,10.4,150,89,150,2,482,2,0,220
"12693",9158,10,162,72,105,2,444,4,0,218
"12895",2207,12.35,161,NA,195,2,528,5,0,226
"13598",10894,11.9,161,NA,NA,1,508,7,0,226
"12272",11177,13.35,174,131,210,2,513,3,0,218
"12494",12689,12.95,163,NA,NA,1,444,4,0,226
"11885",12221,9.8,143,110,130,2,482,2,0,220
"12295",9916,9.4,147,NA,NA,1,513,3,0,221
"12616",11772,11.55,158,NA,NA,1,444,4,0,226
"12870",8846,11.95,156,NA,NA,1,528,5,0,226
"11215",6392,6.4,145,NA,NA,1,545,1,0,223
"13010",1409,12.75,159,NA,NA,1,528,5,0,231
"12486",12423,15.95,164,138,210,2,444,4,0,232
"11857",7992,12.2,157,78,180,2,482,2,0,220
"12307",7805,11.4,155,64,155,2,513,3,0,218
"12557",13351,12.7,158,NA,NA,1,444,4,0,226
"11218",560,6.95,133,NA,NA,1,545,1,0,223
"12267",4076,11.9,158,NA,NA,1,513,4,0,218
"12862",2686,13.85,163,NA,NA,1,528,4,0,233
"13124",1810,14.95,165,NA,NA,1,378,5,0,232
"12056",9837,6.6,130,39,105,2,482,1,0,215
"12274",8054,8.65,141,NA,NA,1,513,2,0,218
"12683",9772,13,157,NA,NA,1,444,3,0,216
"12998",12453,9.8,153,82,115,2,528,4,0,215
"13085",8436,13.15,165,NA,NA,1,378,5,0,223
"13456",8797,12.05,159,NA,NA,1,508,6,0,223
"13930",13978,2.52,NA,NA,NA,1,502,7,0,220
"14014",11637,12.15,159,64,205,2,557,8,0,226
"14647",14372,10.25,152,131,145,2,515,9,0,224
"12320",6445,10.5,150,136,150,2,513,2,0,221
"13127",2708,13.85,160,NA,NA,1,378,5,0,232
"12852",6922,11.35,145,NA,165,2,528,4,0,223
"13094",12880,11.2,150,124,125,2,378,5,0,223
"14096",9841,6.5,133,72,95,2,557,8,0,228
"12273",1501,7.6,142,NA,NA,1,513,2,0,218
"12835",13953,12.9,166,146,195,2,528,4,0,226
"12878",7551,15.95,168,75,195,2,528,4,0,223
"13082",9173,13.6,159,NA,NA,1,378,5,0,223
"13437",2490,15.65,166,NA,220,2,508,6,0,223
"13906",6729,16,162,NA,NA,1,502,7,0,238
"12617",3206,10,151,NA,NA,1,444,3,0,226
"12853",3282,14,165,NA,NA,1,528,4,0,223
"13139",7065,13.35,159,NA,NA,1,378,5,0,223
"13539",350,14.5,174,132,NA,2,508,6,0,223
"12734",9723,9.6,146,NA,NA,1,528,4,0,223
"13146",1622,12.85,160,102,155,2,378,5,0,223
"14106",1814,15.3,164,174,190,2,557,8,0,231
"12590",2893,13.55,158,NA,NA,1,444,3,0,232
"13443",11119,14.55,166,NA,NA,1,508,6,0,223
"12522",13013,13.5,163,NA,NA,1,444,3,0,226
"12812",13428,16.15,174,163,200,2,528,4,0,223
"12493",10293,12.05,157,NA,NA,1,444,3,0,234
"12742",6536,12.65,157,NA,NA,1,528,4,0,231
"13040",1277,11.85,154,107,140,2,378,5,0,232
"13555",11708,12.6,156,NA,NA,1,508,6,0,230
"12231",1674,12.9,155,84,165,2,513,2,0,226
"12552",12338,14.2,162,NA,NA,1,444,3,0,232
"12892",1773,13.95,166,NA,NA,1,528,4,0,231
"12685",4156,12.4,155,NA,NA,1,444,3,0,228
"12773",12715,13.2,162,160,180,2,528,4,0,223
"13373",11617,14.5,158,NA,NA,1,508,6,0,223
"14340",14397,10.55,146,NA,NA,1,515,9,0,226
"12241",4924,11.4,149,NA,NA,1,513,2,0,226
"12582",11485,13.9,155,NA,NA,1,444,3,0,232
"13514",11237,16.45,160,NA,220,2,508,6,0,223
"12182",813,11.1,NA,62,165,2,513,2,0,218
"12500",9040,14.45,162,104,215,2,444,3,0,226
"13057",12111,15.1,167,99,220,2,378,5,0,223
"12593",42,13.1,154,NA,NA,1,444,3,0,232
"12806",4621,15.65,169,154,220,2,528,4,0,233
"12310",5493,7.05,137,44,115,2,513,2,0,228
"12819",9737,15.05,176,162,220,2,528,4,0,231
"14041",10215,10.55,135,NA,NA,1,557,8,0,235
"12252",5917,11.6,155,NA,NA,1,513,2,0,228
"12561",2625,15.05,156,149,200,2,444,3,0,234
"12531",8353,13.7,155,154,190,2,444,3,0,232
"12781",9012,12.2,160,NA,NA,1,528,4,0,231
"13062",9243,12.15,152,NA,NA,1,378,5,0,223
"13497",11747,13.8,163,179,205,2,508,6,0,223
"14097",14031,13.2,155,NA,NA,1,557,8,0,228
"14165",8170,10.25,152,90,155,2,557,8,0,233
"11882",12284,5.4,131,NA,NA,1,482,2,0,223
"11226",470,12.45,153,NA,NA,1,545,1,0,231
"12299",4541,12.85,160,NA,NA,1,513,3,0,228
"14086",9290,14.35,159,58,175,2,557,9,0,235
"12499",12892,13.4,159,NA,NA,1,444,3,0,226
"12765",4635,15.25,169,148,220,2,528,4,0,223
"13378",4260,15,160,NA,NA,1,508,6,0,223
"13370",11622,16.2,165,115,245,2,508,6,0,230
"12733",2437,12.8,161,NA,210,2,528,3,0,228
"13842",10566,14.7,152,117,190,2,502,6,0,239
"14056",6142,16.35,175,154,245,2,557,7,0,233
"12890",9225,10.45,147,NA,NA,1,528,3,0,228
"12588",14050,9.85,143,NA,145,2,444,2,0,226
"12783",7590,11.6,154,NA,NA,1,528,3,0,226
"13397",4516,17.45,168,160,215,2,508,5,0,226
"14141",8309,11.7,153,NA,NA,1,557,7,0,231
"13149",8354,14.15,166,NA,NA,1,378,4,0,223
"13495",327,13.45,159,NA,NA,1,508,5,0,223
"12768",3068,12.45,161,NA,NA,1,528,3,0,233
"13152",315,9.15,147,NA,NA,1,378,4,0,225
"13515",10481,11.75,158,NA,NA,1,508,5,0,226
"14128",9819,13.35,164,167,170,2,557,7,0,228
"14644",14354,8.5,143,109,120,2,515,8,0,226
"12766",4676,14.15,151,123,125,2,528,3,0,223
"12567",7529,12.45,156,67,185,2,444,2,0,228
"14404",14378,11.75,155,NA,NA,1,515,8,0,230
"14152",3748,13.25,164,NA,NA,1,557,7,0,233
"14646",14391,11.25,153,NA,NA,1,515,8,0,232
"13330",3725,11.4,158,NA,NA,1,378,4,0,227
"13457",8624,15.65,166,156,225,2,508,5,0,229
"13875",14074,15.7,164,121,210,2,502,6,0,237
"12990",8992,9.5,153,32,105,2,528,3,0,223
"13055",11338,12.35,153,117,170,2,378,4,0,223
"13376",12370,13.05,163,140,210,2,508,5,0,223
"13810",797,13.8,162,121,180,2,502,6,0,233
"14159",12160,12.4,165,NA,170,2,557,7,0,226
"13111",8960,12,158,NA,NA,1,378,4,0,223
"13507",14192,14.4,168,NA,NA,1,508,5,0,223
"14110",10121,13.55,170,NA,NA,1,557,7,0,226
"12767",498,13.3,160,NA,NA,1,528,3,0,231
"13104",6015,13,161,NA,NA,1,378,4,0,232
"12889",7941,14.7,166,114,210,2,528,3,0,233
"13316",5322,5.65,131,22,85,2,378,4,0,223
"12858",12781,10.95,157,NA,NA,1,528,3,0,233
"12587",7991,10.55,151,76,130,2,444,2,0,226
"14436",14341,15.45,168,145,180,2,515,8,0,226
"12736",9046,14.95,155,160,190,2,528,3,0,233
"13033",5438,13.15,154,NA,NA,1,378,4,0,232
"14358",14365,8.8,143,101,95,2,515,8,0,230
"13008",10502,8.2,151,NA,NA,1,528,3,0,231
"12840",5194,14.2,163,NA,NA,1,528,3,0,231
"12991",3049,10,150,NA,NA,1,528,3,0,226
"13540",6690,13.45,167,151,175,2,508,5,0,226
"13919",7637,12.6,151,133,150,2,502,6,0,223
"14139",5393,9.6,156,NA,NA,1,557,7,0,226
"12757",10596,10.25,148,58,200,2,528,2,0,223
"13065",12517,9.4,143,NA,NA,1,378,3,0,223
"13451",9217,13.55,162,NA,195,2,508,4,0,223
"13891",11937,11.8,152,NA,NA,1,502,5,0,233
"14082",6895,15.05,163,NA,NA,1,557,6,0,226
"14448",14352,14.7,168,123,195,2,515,7,0,224
"12875",4883,10.8,154,40,170,2,528,2,0,223
"13498",3534,12.75,161,NA,NA,1,508,4,0,223
"14153",4839,12.25,148,NA,NA,1,557,6,0,228
"12831",5132,14.3,159,NA,NA,1,528,2,0,231
"13081",13097,13.35,157,NA,NA,1,378,3,0,227
"14299",11187,10.65,165,68,130,2,557,6,0,228
"14123",1150,15,160,NA,NA,1,557,6,0,233
"14348",14380,12.55,152,NA,NA,1,515,7,0,232
"13056",13086,10.95,154,NA,NA,1,378,3,0,223
"13447",14002,13.2,164,99,160,2,508,4,0,223
"13821",12784,12.45,157,NA,NA,1,502,5,0,233
"14088",10355,14.45,171,NA,205,2,557,6,0,226
"14396",14371,12.3,160,NA,NA,1,515,7,0,224
"12832",10846,10.1,142,NA,180,2,528,2,0,223
"13328",6601,11.2,160,NA,NA,1,378,3,0,223
"13436",13587,15.1,171,114,235,2,508,4,0,223
"13087",2701,9.7,149,91,145,2,378,3,0,223
"13505",13594,13.25,162,158,195,2,508,4,0,223
"14154",10633,10.95,151,136,160,2,557,6,0,228
"13126",5094,5.25,130,NA,NA,1,378,3,0,223
"14057",275,14,161,NA,NA,1,557,6,0,235
"13076",1105,11.55,150,NA,NA,1,378,3,0,223
"13465",8827,16.05,168,152,210,2,508,4,0,223
"14142",5669,13,153,152,180,2,557,6,0,226
"14414",14390,12.15,158,NA,NA,1,515,7,0,226
"13083",6835,8.8,138,NA,NA,1,378,3,0,223
"13464",14008,13.45,163,45,190,2,508,4,0,226
"14462",14360,5.3,127,NA,NA,1,515,7,0,226
"13317",2957,11.5,159,91,125,2,378,3,0,223
"12797",1440,13.75,162,NA,190,2,528,2,0,228
"13089",7361,11.85,157,NA,NA,1,378,3,0,227
"13404",10043,17.05,166,140,220,2,508,4,0,229
"13860",10073,14.45,162,NA,NA,1,502,5,0,237
"14053",10891,14.3,161,136,210,2,557,6,0,228
"14183",14200,14.25,164,185,205,2,557,6,0,235
"14364",14374,10.6,154,NA,NA,1,515,7,0,230
"13488",5328,12.15,156,NA,NA,1,508,4,0,230
"13110",1019,15.5,168,NA,NA,1,378,3,0,223
"12891",4280,9.1,143,NA,NA,1,528,2,0,223
"13084",8172,11.45,147,91,155,2,378,3,0,223
"13848",12968,13.5,158,NA,NA,1,502,5,0,238
"14028",10853,12,149,NA,NA,1,557,6,0,228
"14438",14377,12.65,154,125,170,2,515,7,0,230
"13424",4737,10.35,150,NA,NA,1,508,3,0,223
"13609",728,13,167,57,175,2,508,3,0,223
"14095",6377,16.4,166,174,220,2,557,5,0,231
"14365",14344,12.8,161,151,185,2,515,6,0,224
"13474",7581,12.3,155,180,185,2,508,3,0,223
"13829",13629,18,176,202,240,2,502,4,0,233
"14065",13635,17.35,164,NA,NA,1,557,5,0,231
"13917",13139,16.95,163,165,225,2,502,4,0,238
"13432",5810,14.15,167,NA,NA,1,508,3,0,223
"14042",5766,14.75,176,NA,NA,1,557,5,0,226
"13106",14049,11.4,155,72,190,2,378,2,0,223
"13441",8371,15,165,148,210,2,508,3,0,229
"14043",2193,16.05,169,93,215,2,557,5,0,228
"14369",14396,12.5,160,NA,NA,1,515,6,0,226
"14158",9503,13.2,160,70,200,2,557,5,0,226
"14663",14404,6.9,NA,NA,NA,2,515,6,0,215
"12995",12467,4.55,118,NA,NA,1,528,1,0,226
"13393",8320,16.6,166,121,220,2,508,3,0,226
"13955",5202,14.45,163,NA,200,2,502,4,0,239
"13527",9043,12.95,151,NA,NA,1,508,3,0,229
"13493",3225,13.7,166,NA,195,2,508,3,0,223
"13615",11941,13.35,166,NA,170,2,508,3,0,226
"14147",11297,13.3,162,NA,NA,1,557,5,0,231
"14645",14336,10.9,NA,NA,NA,1,515,6,0,214
"13326",5175,8.25,141,118,110,2,378,2,0,232
"13846",11192,14.5,159,200,200,2,502,4,0,239
"13871",723,16.5,164,102,215,2,502,4,0,237
"13398",10738,17.85,168,NA,250,2,508,3,0,230
"14027",8041,14.5,168,NA,NA,1,557,5,0,226
"12997",2048,4.6,124,52,NA,2,528,2,0,213
"13107",3971,11.3,157,111,160,2,378,3,0,227
"14431",14338,14.15,168,NA,210,2,515,5,0,232
"13868",12863,16.2,171,148,195,2,502,3,0,226
"14355",14375,11.05,159,NA,NA,1,515,5,0,230
"13861",12787,14.8,157,140,190,2,502,3,0,237
"14079",6983,12.85,162,NA,NA,1,557,4,0,233
"13999",1168,18.9,172,171,230,2,557,4,0,235
"13892",8001,14.4,155,NA,NA,1,502,3,0,229
"14063",8577,13.4,160,NA,NA,1,557,4,0,226
"14392",14358,15.35,162,184,190,2,515,5,0,230
"12901",2669,10.5,142,NA,NA,1,528,1,0,228
"13140",9335,9.45,142,NA,NA,1,378,2,0,227
"14016",5192,12.35,148,NA,NA,1,557,5,0,233
"13884",4531,11.5,148,NA,NA,1,502,2,0,238
"14025",1259,12.4,151,127,195,2,557,3,0,228
"13931",1985,9.2,146,NA,NA,1,502,2,0,226
"14359",14381,15.9,166,52,220,2,515,4,0,232
"14049",5797,15.35,165,175,225,2,557,3,0,235
"14388",14350,12.5,166,107,135,2,515,4,0,230
"13486",2773,7.5,128,NA,NA,1,508,1,0,226
"14418",14357,12.35,155,NA,NA,1,515,4,0,226
"14114",7465,15.9,167,174,210,2,557,3,0,235
"13529",5157,8.25,128,NA,NA,1,508,1,0,223
"14336",14363,14.3,157,141,170,2,515,4,0,226
"14399",14386,12.85,153,NA,185,2,515,4,0,224
"13849",13483,12.25,155,NA,NA,1,502,2,0,237
"14033",12698,14.55,164,NA,NA,1,557,3,0,233
"14080",1264,12.65,154,NA,NA,1,557,3,0,233
"13905",3009,8.1,146,NA,NA,1,502,2,0,233
"14066",1844,16.7,173,NA,170,2,557,3,0,226
"14395",14362,12,158,NA,NA,1,515,4,0,224
"14357",14348,12,158,NA,NA,1,515,4,0,232
"13909",13038,11.25,152,117,150,2,502,2,0,237
"14134",13443,11.65,154,NA,NA,1,557,3,0,228
"14148",13207,11.05,155,NA,NA,1,557,3,0,228
"14426",14384,11.5,154,NA,NA,1,515,4,0,226
"14076",838,9.9,150,NA,NA,1,557,3,0,235
"14295",4387,9.1,154,83,100,2,557,3,0,226
"14408",14398,12.8,157,148,210,2,515,4,0,224
"14131",12281,13.95,163,109,210,2,557,3,0,231
"14415",14349,10.75,154,NA,NA,1,515,4,0,224
"13475",2918,10.25,144,NA,NA,1,508,1,0,223
"14143",7647,12.95,155,NA,NA,1,557,3,0,228
"14068",4585,13.45,157,NA,NA,1,557,3,0,231
"14460",14368,12.4,163,NA,NA,1,515,4,0,226
"14064",5500,10,147,NA,NA,1,557,3,0,233
"14067",13374,14.65,164,NA,NA,1,557,3,0,231
"14363",14364,13.05,160,NA,NA,1,515,4,0,224
"13840",8160,11.6,160,NA,NA,1,502,2,0,233
"14294",14170,7.5,146,NA,NA,1,557,3,0,226
"13888",10939,7.8,136,NA,NA,1,502,2,0,237
"14400",14370,10.85,153,124,150,2,515,4,0,230
"14130",4451,12.55,160,NA,NA,1,557,3,0,228
"14446",14340,8.85,148,140,130,2,515,4,0,226
"14045",12539,13.2,152,173,200,2,557,3,0,235
"14109",6389,12.9,159,NA,NA,1,557,3,0,231
"14456",14369,12.6,162,153,175,2,515,4,0,224
"14035",5165,14.6,164,65,215,2,557,3,0,233
"14347",14361,11.4,156,132,200,2,515,4,0,230
"13843",5091,10.05,147,NA,NA,1,502,3,0,237
"12689",9445,12,155,128,160,2,444,3,0,213
"13321",10759,15.2,166,167,230,2,378,5,0,227
"13496",5272,15.6,173,NA,220,2,508,6,0,229
"13899",5619,15.2,164,NA,NA,1,502,7,0,237
"14442",14342,13.6,169,NA,NA,1,515,4,0,232
"13610",11780,8.05,140,NA,NA,1,508,1,0,223
"14383",14401,14,160,101,210,2,515,4,0,224
"13898",6603,11.25,151,NA,NA,1,502,2,0,237
"14078",14044,10.6,143,NA,NA,1,557,3,0,233
"14018",2856,19.8,177,187,230,2,557,4,0,235
"14342",14383,16.7,168,133,200,2,515,5,0,230
"14389",14355,10.4,147,134,165,2,515,3,0,226
"14374",14388,10.2,149,NA,NA,1,515,3,0,226
"14005",1648,9.05,146,NA,NA,1,557,2,0,233
