"","LambAugWeight","Sur1","ID","Sex","Twin","jdateMC","PopDensMC","birthjdateMC","BirthYear"
"4466",16,1,9425,1,0,0.0316205533596872,-208.245059288538,-0.407760141093476,1990
"4609",15.4,1,8159,1,0,6.03162055335969,-84.2450592885376,-1.40776014109348,1991
"4614",11.2,0,9396,1,0,2.03162055335969,-84.2450592885376,-1.40776014109348,1991
"3492",13.9,0,2960,1,0,-0.968379446640313,10.7549407114624,-11.4077601410935,1985
"3979",16,1,6998,1,0,5.03162055335969,-167.245059288538,-4.40776014109348,1987
"3576",15.2,0,9833,1,0,12.0316205533597,10.7549407114624,-1.40776014109348,1985
"3872",17,1,7635,1,0,5.03162055335969,-167.245059288538,-22.4077601410935,1987
"4053",16.6,0,10448,1,0,10.0316205533597,-41.2450592885376,-13.4077601410935,1988
"3880",16.5,1,9162,1,0,6.03162055335969,-167.245059288538,-2.40776014109348,1987
"3674",11.5,0,4453,1,0,11.0316205533597,10.7549407114624,6.59223985890652,1985
"4075",15.8,0,6382,1,0,10.0316205533597,-41.2450592885376,-10.4077601410935,1988
"3546",16.2,0,7287,1,0,15.0316205533597,10.7549407114624,-1.40776014109348,1985
"3536",13.4,0,8615,1,0,11.0316205533597,10.7549407114624,-2.40776014109348,1985
"3803",16.1,1,2774,1,0,9.03162055335969,-287.245059288538,-0.407760141093476,1986
"4588",8.8,0,3350,1,0,4.03162055335969,-84.2450592885376,-4.40776014109348,1991
"4206",16.8,1,3991,1,0,15.0316205533597,-41.2450592885376,-4.40776014109348,1988
"4668",14.6,1,13983,1,0,1.03162055335969,-84.2450592885376,-8.40776014109348,1991
"4487",15.8,1,7155,1,0,2.03162055335969,-208.245059288538,-3.40776014109348,1990
"3985",15,1,7619,1,0,9.03162055335969,-167.245059288538,9.59223985890652,1987
"4200",15,1,11688,1,0,0.0316205533596872,-41.2450592885376,27.5922398589065,1988
"4541",15.3,1,3768,1,0,1.03162055335969,-84.2450592885376,-11.4077601410935,1991
"3886",19,1,2168,1,0,5.03162055335969,-167.245059288538,-1.40776014109348,1987
"4751",16.5,0,10938,1,0,-0.968379446640313,-177.245059288538,-1.40776014109348,1992
"5144",15.9,0,442,1,0,4.03162055335969,-63.2450592885376,-5.40776014109348,1994
"3578",14.8,0,4629,1,0,16.0316205533597,10.7549407114624,1.59223985890652,1985
"4198",16.2,1,2132,1,0,12.0316205533597,-41.2450592885376,1.59223985890652,1988
"3970",16.4,0,9676,1,0,5.03162055335969,-167.245059288538,23.5922398589065,1987
"4469",14.9,1,12064,1,0,0.0316205533596872,-208.245059288538,3.59223985890652,1990
"4302",11,1,10456,1,0,6.03162055335969,-287.245059288538,-0.407760141093476,1989
"4629",11.6,1,9265,1,0,2.03162055335969,-84.2450592885376,1.59223985890652,1991
"3907",17.5,1,4932,1,0,6.03162055335969,-167.245059288538,1.59223985890652,1987
"3912",14.5,1,3199,1,0,6.03162055335969,-167.245059288538,2.59223985890652,1987
"4737",14.1,1,4483,1,0,-1.96837944664031,-177.245059288538,-4.40776014109348,1992
"3895",16,1,12282,1,0,6.03162055335969,-167.245059288538,0.592239858906524,1987
"3882",17,1,6893,1,0,6.03162055335969,-167.245059288538,-2.40776014109348,1987
"4100",14.4,0,6435,1,0,10.0316205533597,-41.2450592885376,-6.40776014109348,1988
"4667",15.6,1,817,1,0,1.03162055335969,-84.2450592885376,-15.4077601410935,1991
"5199",13.5,0,11861,1,0,4.03162055335969,-63.2450592885376,-1.40776014109348,1994
"3894",15.5,1,6841,1,0,5.03162055335969,-167.245059288538,-0.407760141093476,1987
"5243",9.7,0,10540,1,0,4.03162055335969,-63.2450592885376,-0.407760141093476,1994
"4205",18,1,12719,1,0,10.0316205533597,-41.2450592885376,-15.4077601410935,1988
"4293",14.6,1,5489,1,0,1.03162055335969,-287.245059288538,-2.40776014109348,1989
"4955",15,1,10737,1,0,2.03162055335969,-55.2450592885376,-6.40776014109348,1993
"5162",13.6,0,13973,1,0,-2.96837944664031,-63.2450592885376,-4.40776014109348,1994
"3900",16.5,0,6046,1,0,6.03162055335969,-167.245059288538,0.592239858906524,1987
"4123",16.4,0,3470,1,0,12.0316205533597,-41.2450592885376,-4.40776014109348,1988
"4781",6.8,0,9292,1,0,-1.96837944664031,-177.245059288538,2.59223985890652,1992
"3973",16.5,1,3483,1,0,5.03162055335969,-167.245059288538,-16.4077601410935,1987
"4042",18.8,0,953,1,0,10.0316205533597,-41.2450592885376,-26.4077601410935,1988
"3783",7.8,1,4317,1,0,-1.96837944664031,-287.245059288538,39.5922398589065,1986
"3892",14,1,9731,1,0,5.03162055335969,-167.245059288538,-0.407760141093476,1987
"4102",15.1,0,3985,1,0,12.0316205533597,-41.2450592885376,-6.40776014109348,1988
"3928",14,1,2019,1,0,5.03162055335969,-167.245059288538,5.59223985890652,1987
"3955",15,1,2528,1,0,5.03162055335969,-167.245059288538,9.59223985890652,1987
"3923",12,0,634,1,0,5.03162055335969,-167.245059288538,4.59223985890652,1987
"4628",16,1,6515,1,0,2.03162055335969,-84.2450592885376,0.592239858906524,1991
"4812",14.6,1,9659,1,0,-0.968379446640313,-177.245059288538,1.59223985890652,1992
"4774",12.3,0,6415,1,0,-0.968379446640313,-177.245059288538,1.59223985890652,1992
"3891",15,0,10419,1,0,5.03162055335969,-167.245059288538,-1.40776014109348,1987
"4108",16,0,332,1,0,10.0316205533597,-41.2450592885376,-5.40776014109348,1988
"4956",16.2,1,6017,1,0,3.03162055335969,-55.2450592885376,-4.40776014109348,1993
"4381",14.3,1,12134,1,0,0.0316205533596872,-208.245059288538,-3.40776014109348,1990
"4050",12.2,0,12059,1,0,15.0316205533597,-41.2450592885376,-13.4077601410935,1988
"4166",11.4,0,12935,1,0,10.0316205533597,-41.2450592885376,-0.407760141093476,1988
"4501",16.1,1,6599,1,0,0.0316205533596872,-208.245059288538,11.5922398589065,1990
"4658",15.4,1,13597,1,0,1.03162055335969,-84.2450592885376,4.59223985890652,1991
"5220",16.1,1,11139,1,0,4.03162055335969,-63.2450592885376,4.59223985890652,1994
"5192",14.2,1,852,1,0,2.03162055335969,-63.2450592885376,-1.40776014109348,1994
"4793",13.6,1,2109,1,0,-0.968379446640313,-177.245059288538,18.5922398589065,1992
"5232",15.6,1,4750,1,0,4.03162055335969,-63.2450592885376,11.5922398589065,1994
"4193",12,0,2751,1,0,12.0316205533597,-41.2450592885376,-2.40776014109348,1988
"4242",15.8,0,10749,1,0,5.03162055335969,-287.245059288538,-5.40776014109348,1989
"5210",14,0,6808,1,0,8.03162055335969,-63.2450592885376,1.59223985890652,1994
"5589",14.7,1,17,1,0,2.03162055335969,76.7549407114624,6.59223985890652,1996
"4944",15,1,5586,1,0,1.03162055335969,-55.2450592885376,-5.40776014109348,1993
"4441",12,0,1705,1,0,0.0316205533596872,-208.245059288538,23.5922398589065,1990
"5194",13.5,0,9468,1,0,2.03162055335969,-63.2450592885376,-1.40776014109348,1994
"5384",12.4,1,4198,1,0,1.03162055335969,-141.245059288538,6.59223985890652,1995
"4502",15,1,8639,1,0,2.03162055335969,-208.245059288538,11.5922398589065,1990
"4603",15.7,1,5631,1,0,2.03162055335969,-84.2450592885376,-1.40776014109348,1991
"5642",18.2,1,11968,1,0,2.03162055335969,76.7549407114624,5.59223985890652,1996
"4426",12.2,0,811,1,0,2.03162055335969,-208.245059288538,10.5922398589065,1990
"4746",8.8,0,7953,1,0,-1.96837944664031,-177.245059288538,-3.40776014109348,1992
"5147",13.8,0,1929,1,0,4.03162055335969,-63.2450592885376,-5.40776014109348,1994
"4474",14.2,1,2182,1,0,2.03162055335969,-208.245059288538,8.59223985890652,1990
"4498",12.6,1,3678,1,0,2.03162055335969,-208.245059288538,8.59223985890652,1990
"5330",13.3,1,12962,1,0,6.03162055335969,-141.245059288538,-1.40776014109348,1995
"5829",12,0,3314,1,0,1.03162055335969,43.7549407114624,0.592239858906524,1997
"4432",10.7,0,1374,1,0,0.0316205533596872,-208.245059288538,15.5922398589065,1990
"4982",17,1,7572,1,0,3.03162055335969,-55.2450592885376,-1.40776014109348,1993
"4947",14.9,0,13276,1,0,3.03162055335969,-55.2450592885376,-2.40776014109348,1993
"4581",14.1,0,5276,1,0,2.03162055335969,-84.2450592885376,-5.40776014109348,1991
"4538",14.2,1,5977,1,0,2.03162055335969,-84.2450592885376,-13.4077601410935,1991
"4604",14.1,1,14194,1,0,4.03162055335969,-84.2450592885376,-2.40776014109348,1991
"4492",11.4,1,1971,1,0,3.03162055335969,-208.245059288538,12.5922398589065,1990
"5631",14.4,1,11516,1,0,4.03162055335969,76.7549407114624,9.59223985890652,1996
"4960",13.4,0,10681,1,0,2.03162055335969,-55.2450592885376,-4.40776014109348,1993
"5167",14,0,10832,1,0,2.03162055335969,-63.2450592885376,-4.40776014109348,1994
"6121",12.9,0,6147,1,0,0.0316205533596872,92.7549407114624,3.59223985890652,1998
"4532",8.8,0,4930,1,0,2.03162055335969,-84.2450592885376,-15.4077601410935,1991
"4650",10.3,0,12971,1,0,2.03162055335969,-84.2450592885376,6.59223985890652,1991
"4550",12.3,0,9955,1,0,5.03162055335969,-84.2450592885376,-9.40776014109348,1991
"4673",8.8,0,10725,1,0,2.03162055335969,-84.2450592885376,1.59223985890652,1991
"4648",3.1,0,13562,1,0,1.03162055335969,-84.2450592885376,112.592239858907,1991
"4651",9.6,0,11820,1,0,2.03162055335969,-84.2450592885376,5.59223985890652,1991
"4579",11.8,0,2966,1,0,16.0316205533597,-84.2450592885376,-5.40776014109348,1991
"6576",13.8,1,11823,1,0,-5.96837944664031,-37.2450592885376,4.59223985890652,2000
"4619",9.2,0,7510,1,0,1.03162055335969,-84.2450592885376,1.59223985890652,1991
"4755",11.9,0,11321,1,0,-0.968379446640313,-177.245059288538,-0.407760141093476,1992
"5364",13.1,1,10560,1,0,1.03162055335969,-141.245059288538,3.59223985890652,1995
"4995",11.3,0,9633,1,0,-1.96837944664031,-55.2450592885376,-1.40776014109348,1993
"5120",12,0,11594,1,0,8.03162055335969,-63.2450592885376,-9.40776014109348,1994
"5169",15.6,0,4503,1,0,2.03162055335969,-63.2450592885376,-4.40776014109348,1994
"6140",11.4,1,4705,1,0,0.0316205533596872,92.7549407114624,4.59223985890652,1998
"5121",15.4,0,8576,1,0,2.03162055335969,-63.2450592885376,-9.40776014109348,1994
"5644",8,0,6868,1,0,0.0316205533596872,76.7549407114624,-3.40776014109348,1996
"5367",12.7,0,7521,1,0,6.03162055335969,-141.245059288538,3.59223985890652,1995
"5357",15.2,1,12771,1,0,6.03162055335969,-141.245059288538,2.59223985890652,1995
"5547",13.4,1,10775,1,0,2.03162055335969,76.7549407114624,-0.407760141093476,1996
"5072",15.7,1,10159,1,0,3.03162055335969,-55.2450592885376,6.59223985890652,1993
"5389",15.3,1,2746,1,0,1.03162055335969,-141.245059288538,7.59223985890652,1995
"5846",15,1,1167,1,0,-2.96837944664031,43.7549407114624,1.59223985890652,1997
"6561",15.2,1,1854,1,0,-5.96837944664031,-37.2450592885376,1.59223985890652,2000
"5138",12,0,13432,1,0,4.03162055335969,-63.2450592885376,-6.40776014109348,1994
"4908",14.6,0,8234,1,0,2.03162055335969,-55.2450592885376,-11.4077601410935,1993
"5117",13.5,0,6044,1,0,2.03162055335969,-63.2450592885376,-12.4077601410935,1994
"5402",13.9,1,9276,1,0,5.03162055335969,-141.245059288538,8.59223985890652,1995
"4913",10.5,1,11807,1,0,1.03162055335969,-55.2450592885376,-7.40776014109348,1993
"5340",12.6,0,7710,1,0,6.03162055335969,-141.245059288538,0.592239858906524,1995
"4996",12.4,1,13310,1,0,2.03162055335969,-55.2450592885376,-1.40776014109348,1993
"4985",12.3,1,7051,1,0,3.03162055335969,-55.2450592885376,-1.40776014109348,1993
"5206",14,0,5595,1,0,8.03162055335969,-63.2450592885376,0.592239858906524,1994
"5023",14.6,1,2866,1,0,-1.96837944664031,-55.2450592885376,2.59223985890652,1993
"5181",14.1,1,12098,1,0,4.03162055335969,-63.2450592885376,-2.40776014109348,1994
"5851",13.5,0,11310,1,0,-2.96837944664031,43.7549407114624,2.59223985890652,1997
"5407",12.6,1,816,1,0,1.03162055335969,-141.245059288538,9.59223985890652,1995
"4967",13.6,1,13136,1,0,-1.96837944664031,-55.2450592885376,-3.40776014109348,1993
"5014",7.6,0,11868,1,0,1.03162055335969,-55.2450592885376,-0.407760141093476,1993
"5352",12.4,1,4162,1,0,4.03162055335969,-141.245059288538,2.59223985890652,1995
"5052",8.3,0,6326,1,0,1.03162055335969,-55.2450592885376,9.59223985890652,1993
"5789",14.7,1,14251,1,0,-2.96837944664031,43.7549407114624,-4.40776014109348,1997
"5348",12.2,1,2014,1,0,1.03162055335969,-141.245059288538,1.59223985890652,1995
"5791",14.2,0,9565,1,0,1.03162055335969,43.7549407114624,-2.40776014109348,1997
"5148",12,0,51,1,0,4.03162055335969,-63.2450592885376,-5.40776014109348,1994
"5051",9.7,0,13121,1,0,1.03162055335969,-55.2450592885376,2.59223985890652,1993
"5171",13.4,0,4434,1,0,2.03162055335969,-63.2450592885376,-3.40776014109348,1994
"6298",15.1,1,6977,1,0,3.03162055335969,-173.245059288538,-3.40776014109348,1999
"6151",14.2,0,7433,1,0,-2.96837944664031,92.7549407114624,4.59223985890652,1998
"5127",14.8,1,4203,1,0,7.03162055335969,-63.2450592885376,-8.40776014109348,1994
"5235",7.7,0,13501,1,0,4.03162055335969,-63.2450592885376,15.5922398589065,1994
"5397",10.9,1,87,1,0,4.03162055335969,-141.245059288538,7.59223985890652,1995
"5053",5.4,0,14253,1,0,1.03162055335969,-55.2450592885376,1.59223985890652,1993
"5391",13.6,1,13464,1,0,6.03162055335969,-141.245059288538,7.59223985890652,1995
"6112",14.1,1,8464,1,0,0.0316205533596872,92.7549407114624,2.59223985890652,1998
"6307",15.1,0,7130,1,0,-4.96837944664031,-173.245059288538,1.59223985890652,1999
"6698",12.3,0,13336,1,0,-6.96837944664031,152.754940711462,-1.40776014109348,2001
"5057",6.1,0,6510,1,0,-1.96837944664031,-55.2450592885376,10.5922398589065,1993
"5925",10.6,0,4109,1,0,-2.96837944664031,43.7549407114624,7.59223985890652,1997
"6740",14.7,1,2501,1,0,-3.96837944664031,152.754940711462,3.59223985890652,2001
"7597",14.75,1,13469,1,0,-1.96837944664031,-4.24505928853756,7.59223985890652,2003
"8020",8.55,0,6557,1,0,-1.96837944664031,172.754940711462,9.59223985890652,2004
"6259",12.7,1,3392,1,0,-4.96837944664031,-173.245059288538,-12.4077601410935,1999
"6303",11.2,1,8238,1,0,-0.968379446640313,-173.245059288538,-0.407760141093476,1999
"5868",12.5,0,13836,1,0,1.03162055335969,43.7549407114624,2.59223985890652,1997
"6102",14.1,0,12798,1,0,0.0316205533596872,92.7549407114624,1.59223985890652,1998
"6714",10.7,0,6272,1,0,-4.96837944664031,152.754940711462,-2.40776014109348,2001
"5341",10.9,1,6244,1,0,5.03162055335969,-141.245059288538,0.592239858906524,1995
"7612",15.15,0,4382,1,0,-1.96837944664031,-4.24505928853756,9.59223985890652,2003
"5577",13.9,1,5545,1,0,1.03162055335969,76.7549407114624,3.59223985890652,1996
"6560",17.8,1,12988,1,0,-3.96837944664031,-37.2450592885376,1.59223985890652,2000
"5529",15.3,1,4302,1,0,0.0316205533596872,76.7549407114624,-2.40776014109348,1996
"5858",13.6,1,5693,1,0,1.03162055335969,43.7549407114624,1.59223985890652,1997
"8514",9.15,0,5999,1,0,-2.96837944664031,-31.2450592885376,3.59223985890652,2006
"6111",11.7,0,3476,1,0,0.0316205533596872,92.7549407114624,1.59223985890652,1998
"6282",14.6,1,7914,1,0,-2.96837944664031,-173.245059288538,-2.40776014109348,1999
"5844",13.5,1,1007,1,0,1.03162055335969,43.7549407114624,0.592239858906524,1997
"5924",14.2,1,6773,1,0,-2.96837944664031,43.7549407114624,5.59223985890652,1997
"6149",15.1,0,11354,1,0,-1.96837944664031,92.7549407114624,4.59223985890652,1998
"5803",15.6,0,8723,1,0,3.03162055335969,43.7549407114624,-0.407760141093476,1997
"7199",6.5,1,4576,1,0,-1.96837944664031,-163.245059288538,-1.40776014109348,2002
"5596",9.7,0,6682,1,0,0.0316205533596872,76.7549407114624,0.592239858906524,1996
"7794",12.15,0,7685,1,0,-1.96837944664031,172.754940711462,-10.4077601410935,2004
"5632",9.7,0,8929,1,0,0.0316205533596872,76.7549407114624,3.59223985890652,1996
"7164",15.8,1,12067,1,0,3.03162055335969,-163.245059288538,-5.40776014109348,2002
"5620",6.4,0,7045,1,0,1.03162055335969,76.7549407114624,7.59223985890652,1996
"6036",12.9,1,11432,1,0,0.0316205533596872,92.7549407114624,-3.40776014109348,1998
"8063",11.4,0,7124,1,0,6.03162055335969,172.754940711462,17.5922398589065,2004
"5574",5.5,0,6474,1,0,5.03162055335969,76.7549407114624,-0.407760141093476,1996
"5688",9.2,0,7302,1,0,2.03162055335969,76.7549407114624,-2.40776014109348,1996
"5590",7.7,0,11961,1,0,1.03162055335969,76.7549407114624,-3.40776014109348,1996
"6325",16,1,5052,1,0,-1.96837944664031,-173.245059288538,3.59223985890652,1999
"6502",17,1,11347,1,0,-5.96837944664031,-37.2450592885376,-3.40776014109348,2000
"8164",12.35,0,12403,1,0,-2.96837944664031,-93.2450592885376,-1.40776014109348,2005
"7572",12.8,1,6129,1,0,-1.96837944664031,-4.24505928853756,4.59223985890652,2003
"5583",10.4,0,13010,1,0,1.03162055335969,76.7549407114624,0.592239858906524,1996
"5997",12.7,0,1030,1,0,-2.96837944664031,92.7549407114624,-8.40776014109348,1998
"5798",11.1,0,12669,1,0,1.03162055335969,43.7549407114624,-2.40776014109348,1997
"7701",13.45,1,2753,1,0,0.0316205533596872,-4.24505928853756,12.5922398589065,2003
"6006",10.9,0,9481,1,0,-1.96837944664031,92.7549407114624,-5.40776014109348,1998
"6301",15.8,1,375,1,0,-4.96837944664031,-173.245059288538,0.592239858906524,1999
"7229",13.4,1,8996,1,0,-1.96837944664031,-163.245059288538,1.59223985890652,2002
"5638",11,0,2891,1,0,2.03162055335969,76.7549407114624,3.59223985890652,1996
"5628",8.9,1,4474,1,0,1.03162055335969,76.7549407114624,5.59223985890652,1996
"5615",6.6,0,2598,1,0,1.03162055335969,76.7549407114624,3.59223985890652,1996
"6512",14.2,0,9632,1,0,-0.968379446640313,-37.2450592885376,-2.40776014109348,2000
"6519",16.2,1,1261,1,0,-3.96837944664031,-37.2450592885376,-5.40776014109348,2000
"6073",10.9,0,8558,1,0,-1.96837944664031,92.7549407114624,-0.407760141093476,1998
"5656",7,0,6725,1,0,0.0316205533596872,76.7549407114624,15.5922398589065,1996
"6770",11.6,0,11185,1,0,-0.968379446640313,152.754940711462,-5.40776014109348,2001
"6323",12.4,0,5472,1,0,-2.96837944664031,-173.245059288538,-2.40776014109348,1999
"6339",12.8,0,10796,1,0,-0.968379446640313,-173.245059288538,2.59223985890652,1999
"6291",12,1,6655,1,0,-4.96837944664031,-173.245059288538,-2.40776014109348,1999
"6363",11.3,1,11133,1,0,-0.968379446640313,-173.245059288538,6.59223985890652,1999
"6739",15.3,1,13468,1,0,-3.96837944664031,152.754940711462,3.59223985890652,2001
"7225",15.2,1,12596,1,0,-1.96837944664031,-163.245059288538,1.59223985890652,2002
"5886",8,0,962,1,0,1.03162055335969,43.7549407114624,3.59223985890652,1997
"6000",11,0,12424,1,0,0.0316205533596872,92.7549407114624,-6.40776014109348,1998
"7634",11.7,0,9146,1,0,-1.96837944664031,-4.24505928853756,13.5922398589065,2003
"7972",9.65,0,4587,1,0,-1.96837944664031,172.754940711462,5.59223985890652,2004
"6540",14.8,0,11862,1,0,-5.96837944664031,-37.2450592885376,-0.407760141093476,2000
"6358",13,1,4921,1,0,0.0316205533596872,-173.245059288538,4.59223985890652,1999
"7313",12.5,1,2904,1,0,-1.96837944664031,-163.245059288538,2.59223985890652,2002
"8121",10.5,0,12213,1,0,5.03162055335969,-93.2450592885376,-8.40776014109348,2005
"8605",11.7,0,5900,1,0,1.03162055335969,-51.2450592885376,-6.40776014109348,2007
"7898",11.9,0,98,1,0,-1.96837944664031,172.754940711462,-1.40776014109348,2004
"6716",11.7,0,5781,1,0,-4.96837944664031,152.754940711462,-6.40776014109348,2001
"7925",12.55,0,8470,1,0,-1.96837944664031,172.754940711462,-3.40776014109348,2004
"6704",14.9,1,1282,1,0,-6.96837944664031,152.754940711462,-1.40776014109348,2001
"7954",13.8,1,12267,1,0,-1.96837944664031,172.754940711462,3.59223985890652,2004
"6494",14.2,1,5471,1,0,-3.96837944664031,-37.2450592885376,-4.40776014109348,2000
"6366",10.9,1,6713,1,0,-1.96837944664031,-173.245059288538,11.5922398589065,1999
"6743",15.9,1,9455,1,0,-3.96837944664031,152.754940711462,-2.40776014109348,2001
"7685",14.9,0,3312,1,0,1.03162055335969,-4.24505928853756,0.592239858906524,2003
"6515",13.4,0,732,1,0,-5.96837944664031,-37.2450592885376,-3.40776014109348,2000
"7566",15.55,1,4421,1,0,-1.96837944664031,-4.24505928853756,1.59223985890652,2003
"8377",12.05,0,9370,1,0,2.03162055335969,-31.2450592885376,-5.40776014109348,2006
"6768",11.7,0,4298,1,0,-0.968379446640313,152.754940711462,-2.40776014109348,2001
"7188",11.4,1,9975,1,0,3.03162055335969,-163.245059288538,-2.40776014109348,2002
"8875",12.6,0,3233,1,0,-0.968379446640313,68.7549407114624,-6.40776014109348,2008
"6730",14.6,0,4184,1,0,-4.96837944664031,152.754940711462,-10.4077601410935,2001
"7232",9.9,1,1537,1,0,-1.96837944664031,-163.245059288538,-6.40776014109348,2002
"7800",12,0,9934,1,0,4.03162055335969,172.754940711462,-8.40776014109348,2004
"7676",15,1,7128,1,0,4.03162055335969,-4.24505928853756,0.592239858906524,2003
"7492",15.5,1,1464,1,0,1.03162055335969,-4.24505928853756,-13.4077601410935,2003
"7786",14.4,1,5351,1,0,-1.96837944664031,172.754940711462,-12.4077601410935,2004
"9215",12.7,0,9423,1,0,3.03162055335969,118.754940711462,-7.40776014109348,2009
"6709",8.7,0,5726,1,0,-6.96837944664031,152.754940711462,-3.40776014109348,2001
"8069",10.15,0,5127,1,0,-1.96837944664031,172.754940711462,34.5922398589065,2004
"6752",11.7,0,12891,1,0,-3.96837944664031,152.754940711462,-1.40776014109348,2001
"6493",12.4,1,4398,1,0,-5.96837944664031,-37.2450592885376,-5.40776014109348,2000
"8437",12.6,1,4428,1,0,-2.96837944664031,-31.2450592885376,0.592239858906524,2006
"7623",15.85,1,9415,1,0,4.03162055335969,-4.24505928853756,1.59223985890652,2003
"7920",11.4,0,8752,1,0,1.03162055335969,172.754940711462,-0.407760141093476,2004
"6777",11.6,0,618,1,0,3.03162055335969,152.754940711462,3.59223985890652,2001
"6728",11.7,0,3730,1,0,-4.96837944664031,152.754940711462,-7.40776014109348,2001
"7178",13.3,0,13727,1,0,3.03162055335969,-163.245059288538,-3.40776014109348,2002
"6729",12.4,0,9249,1,0,-4.96837944664031,152.754940711462,-1.40776014109348,2001
"6735",11.6,0,7980,1,0,-3.96837944664031,152.754940711462,-7.40776014109348,2001
"7545",15.8,0,6981,1,0,-1.96837944664031,-4.24505928853756,0.592239858906524,2003
"6711",11.6,0,5890,1,0,-6.96837944664031,152.754940711462,-0.407760141093476,2001
"6762",5.9,0,11109,1,0,-0.968379446640313,152.754940711462,87.5922398589065,2001
"7949",14.6,0,8481,1,0,4.03162055335969,172.754940711462,-7.40776014109348,2004
"6771",12,0,11427,1,0,-0.968379446640313,152.754940711462,-2.40776014109348,2001
"7557",16.45,1,6650,1,0,4.03162055335969,-4.24505928853756,-1.40776014109348,2003
"8643",15.4,1,1835,1,0,-0.968379446640313,-51.2450592885376,-2.40776014109348,2007
"7219",8.4,1,13917,1,0,-1.96837944664031,-163.245059288538,-3.40776014109348,2002
"8852",13.2,0,6220,1,0,-7.96837944664031,68.7549407114624,-8.40776014109348,2008
"6708",7.6,0,2249,1,0,-6.96837944664031,152.754940711462,-5.40776014109348,2001
"7561",14.05,1,3549,1,0,-1.96837944664031,-4.24505928853756,2.59223985890652,2003
"7862",12.9,0,4330,1,0,-1.96837944664031,172.754940711462,-3.40776014109348,2004
"8636",12.4,1,11993,1,0,-4.96837944664031,-51.2450592885376,-2.40776014109348,2007
"7665",15.15,1,3080,1,0,1.03162055335969,-4.24505928853756,-5.40776014109348,2003
"8438",12.75,1,10795,1,0,2.03162055335969,-31.2450592885376,-0.407760141093476,2006
"8649",12.9,0,3647,1,0,-4.96837944664031,-51.2450592885376,-0.407760141093476,2007
"8228",11.25,1,2458,1,0,-2.96837944664031,-93.2450592885376,6.59223985890652,2005
"7940",12,0,7885,1,0,-1.96837944664031,172.754940711462,0.592239858906524,2004
"8148",10.7,0,278,1,0,-2.96837944664031,-93.2450592885376,-2.40776014109348,2005
"8481",11.55,0,10686,1,0,-5.96837944664031,-31.2450592885376,3.59223985890652,2006
"7679",14.55,1,2232,1,0,1.03162055335969,-4.24505928853756,0.592239858906524,2003
"7609",10.2,1,13188,1,0,0.0316205533596872,-4.24505928853756,5.59223985890652,2003
"6724",9,0,8592,1,0,-4.96837944664031,152.754940711462,-4.40776014109348,2001
"8434",14.45,1,10742,1,0,-5.96837944664031,-31.2450592885376,0.592239858906524,2006
"9057",15.4,0,9049,1,0,-0.968379446640313,68.7549407114624,-6.40776014109348,2008
"8134",10.3,0,12779,1,0,-0.968379446640313,-93.2450592885376,-6.40776014109348,2005
"7952",9.95,0,4994,1,0,-1.96837944664031,172.754940711462,0.592239858906524,2004
"7808",13.7,0,9570,1,0,-1.96837944664031,172.754940711462,-7.40776014109348,2004
"7606",12.65,1,10162,1,0,-1.96837944664031,-4.24505928853756,8.59223985890652,2003
"8414",14.1,1,11099,1,0,-2.96837944664031,-31.2450592885376,-3.40776014109348,2006
"8604",14.9,1,866,1,0,-4.96837944664031,-51.2450592885376,-6.40776014109348,2007
"8155",10.7,1,1868,1,0,-2.96837944664031,-93.2450592885376,-1.40776014109348,2005
"10223",11.1,0,6449,1,0,-3.96837944664031,150.754940711462,-10.4077601410935,2011
"8684",12.8,1,3838,1,0,-4.96837944664031,-51.2450592885376,0.592239858906524,2007
"9175",14.7,1,10694,1,0,-1.96837944664031,118.754940711462,-4.40776014109348,2009
"7629",6.45,0,8825,1,0,1.03162055335969,-4.24505928853756,11.5922398589065,2003
"8486",12.35,1,4084,1,0,-2.96837944664031,-31.2450592885376,3.59223985890652,2006
"8672",9.2,0,4,1,0,-4.96837944664031,-51.2450592885376,0.592239858906524,2007
"9500",9.3,0,4755,1,0,-4.96837944664031,173.754940711462,-3.40776014109348,2010
"10304",8.8,0,1070,1,0,-3.96837944664031,150.754940711462,1.59223985890652,2011
"7841",11.45,0,8475,1,0,-1.96837944664031,172.754940711462,-4.40776014109348,2004
"9247",15.6,1,7050,1,0,3.03162055335969,118.754940711462,-6.40776014109348,2009
"7611",11.85,0,4658,1,0,-1.96837944664031,-4.24505928853756,10.5922398589065,2003
"8207",11,1,8130,1,0,-2.96837944664031,-93.2450592885376,1.59223985890652,2005
"8500",13.2,1,13900,1,0,-5.96837944664031,-31.2450592885376,5.59223985890652,2006
"8489",12.9,1,11428,1,0,2.03162055335969,-31.2450592885376,-0.407760141093476,2006
"8781",11.7,0,13219,1,0,1.03162055335969,-51.2450592885376,15.5922398589065,2007
"8956",14.8,1,13930,1,0,-6.96837944664031,68.7549407114624,-8.40776014109348,2008
"7792",11.25,0,4259,1,0,-1.96837944664031,172.754940711462,-10.4077601410935,2004
"8973",13.9,1,9344,1,0,-0.968379446640313,68.7549407114624,-3.40776014109348,2008
"8061",11.5,0,12378,1,0,-1.96837944664031,172.754940711462,2.59223985890652,2004
"8305",4.55,0,2408,1,0,-2.96837944664031,-93.2450592885376,13.5922398589065,2005
