"","LambHornLen","Sur1","ID","Twin","jdateMC","PopDensMC","birthjdateMC","BirthYear"
"8133",120,1,14017,0,5.28790087463557,-95.2142857142857,-4.99831081081081,2005
"11128",106,0,4148,0,0.287900874635568,44.7857142857143,4.00168918918919,2013
"7536",160,1,12244,0,-1.71209912536443,-6.21428571428572,-1.99831081081081,2003
"8671",73,1,12910,0,-4.71209912536443,-53.2142857142857,1.00168918918919,2007
"8688",139,1,4797,0,-0.712099125364432,-53.2142857142857,0.00168918918919303,2007
"8843",76,0,6191,0,-7.71209912536443,66.7857142857143,-13.9983108108108,2008
"8506",177,1,3643,0,-5.71209912536443,-33.2142857142857,7.00168918918919,2006
"8742",133,1,5691,0,-4.71209912536443,-53.2142857142857,8.00168918918919,2007
"8145",160,1,9062,0,-2.71209912536443,-95.2142857142857,-3.99831081081081,2005
"9119",131,1,4018,0,4.28790087463557,116.785714285714,-19.9983108108108,2009
"9146",171,1,582,0,-2.71209912536443,116.785714285714,-10.9983108108108,2009
"8502",167,0,13778,0,2.28790087463557,-33.2142857142857,5.00168918918919,2006
"8633",96,0,11029,0,-4.71209912536443,-53.2142857142857,-2.99831081081081,2007
"7573",160,1,9283,0,-1.71209912536443,-6.21428571428572,3.00168918918919,2003
"8430",102,0,6378,0,-5.71209912536443,-33.2142857142857,0.00168918918919303,2006
"8886",156,1,13251,0,-6.71209912536443,66.7857142857143,-4.99831081081081,2008
"7523",179,1,6757,0,4.28790087463557,-6.21428571428572,-3.99831081081081,2003
"8598",92,1,11340,0,-4.71209912536443,-53.2142857142857,-6.99831081081081,2007
"8748",121,1,10289,0,-0.712099125364432,-53.2142857142857,7.00168918918919,2007
"9170",93,1,13200,0,-2.71209912536443,116.785714285714,-2.99831081081081,2009
"9185",118,1,10097,0,-2.71209912536443,116.785714285714,-2.99831081081081,2009
"11121",107,1,12516,0,-2.71209912536443,44.7857142857143,4.00168918918919,2013
"8513",90,1,9795,0,-5.71209912536443,-33.2142857142857,9.00168918918919,2006
"8586",139,1,1414,0,-4.71209912536443,-53.2142857142857,-10.9983108108108,2007
"8119",128,1,4003,0,5.28790087463557,-95.2142857142857,-9.99831081081081,2005
"8717",135,1,6265,0,-4.71209912536443,-53.2142857142857,0.00168918918919303,2007
"8692",112,1,8819,0,-4.71209912536443,-53.2142857142857,2.00168918918919,2007
"8724",128,0,2914,0,-4.71209912536443,-53.2142857142857,2.00168918918919,2007
"8588",84,1,7076,0,-0.712099125364432,-53.2142857142857,-22.9983108108108,2007
"8847",107,1,8229,0,-3.71209912536443,66.7857142857143,-18.9983108108108,2008
"9556",177,1,12575,0,2.28790087463557,171.785714285714,-10.9983108108108,2010
"8612",148,1,1012,0,-0.712099125364432,-53.2142857142857,-4.99831081081081,2007
"9502",99,1,11810,0,-4.71209912536443,171.785714285714,-2.99831081081081,2010
"8901",132,1,7421,0,-3.71209912536443,66.7857142857143,-7.99831081081081,2008
"8666",143,1,12684,0,-4.71209912536443,-53.2142857142857,1.00168918918919,2007
"10768",61,1,11003,0,0.287900874635568,-138.214285714286,3.00168918918919,2012
"9186",77,1,11174,0,-2.71209912536443,116.785714285714,-2.99831081081081,2009
"9492",59,1,5425,0,-4.71209912536443,171.785714285714,-3.99831081081081,2010
"10798",151,1,10494,0,0.287900874635568,-138.214285714286,4.00168918918919,2012
"8885",79,1,3759,0,-7.71209912536443,66.7857142857143,-5.99831081081081,2008
"9596",133,0,6976,0,2.28790087463557,171.785714285714,-5.99831081081081,2010
"8654",150,1,10660,0,-4.71209912536443,-53.2142857142857,-0.998310810810807,2007
"8966",53,1,751,0,-3.71209912536443,66.7857142857143,-5.99831081081081,2008
"10313",138,1,6408,0,-3.71209912536443,148.785714285714,-0.998310810810807,2011
"10732",148,1,1863,0,2.28790087463557,-138.214285714286,-0.998310810810807,2012
"9268",123,1,6952,0,3.28790087463557,116.785714285714,-4.99831081081081,2009
"8940",165,1,5559,0,-3.71209912536443,66.7857142857143,-5.99831081081081,2008
"10723",166,1,9704,0,2.28790087463557,-138.214285714286,-2.99831081081081,2012
"9228",115,1,3278,0,3.28790087463557,116.785714285714,-9.99831081081081,2009
"11892",132,0,6492,0,0.287900874635568,-18.2142857142857,0.00168918918919303,2014
"10809",109,1,9192,0,0.287900874635568,-138.214285714286,10.0016891891892,2012
"10709",157,1,6654,0,2.28790087463557,-138.214285714286,-8.99831081081081,2012
"11740",110,1,8872,0,0.287900874635568,-18.2142857142857,-4.99831081081081,2014
"11007",185,1,2364,0,0.287900874635568,44.7857142857143,-4.99831081081081,2013
"11822",130,1,520,0,4.28790087463557,-18.2142857142857,0.00168918918919303,2014
"11017",145,1,232,0,7.28790087463557,44.7857142857143,-3.99831081081081,2013
"10753",128,1,6741,0,0.287900874635568,-138.214285714286,2.00168918918919,2012
"12233",136,1,1395,0,-7.71209912536443,12.7857142857143,6.00168918918919,2015
"12253",149,1,768,0,-7.71209912536443,12.7857142857143,7.00168918918919,2015
"11880",162,1,10059,0,4.28790087463557,-18.2142857142857,7.00168918918919,2014
"10781",149,1,8393,0,0.287900874635568,-138.214285714286,6.00168918918919,2012
"12569",176,1,10769,0,0.287900874635568,-56.2142857142857,8.00168918918919,2016
"10726",151,1,11322,0,2.28790087463557,-138.214285714286,-2.99831081081081,2012
"10769",164,1,10802,0,0.287900874635568,-138.214285714286,4.00168918918919,2012
"11827",164,0,12305,0,0.287900874635568,-18.2142857142857,1.00168918918919,2014
"11758",80,1,11140,0,4.28790087463557,-18.2142857142857,-1.99831081081081,2014
"10745",158,1,60,0,8.28790087463557,-138.214285714286,-1.99831081081081,2012
"12559",195,0,1058,0,8.28790087463557,-56.2142857142857,7.00168918918919,2016
"11783",106,1,12861,0,4.28790087463557,-18.2142857142857,0.00168918918919303,2014
"11823",172,1,2722,0,-5.71209912536443,-18.2142857142857,3.00168918918919,2014
"12277",175,1,6896,0,-7.71209912536443,12.7857142857143,7.00168918918919,2015
"10780",171,1,862,0,0.287900874635568,-138.214285714286,5.00168918918919,2012
"12177",162,1,13840,0,-7.71209912536443,12.7857142857143,6.00168918918919,2015
"10756",122,1,1637,0,2.28790087463557,-138.214285714286,1.00168918918919,2012
"10771",138,1,976,0,0.287900874635568,-138.214285714286,3.00168918918919,2012
"11058",169,1,2944,0,0.287900874635568,44.7857142857143,-1.99831081081081,2013
"12210",105,0,336,0,-7.71209912536443,12.7857142857143,4.00168918918919,2015
"12597",173,1,5330,0,0.287900874635568,-56.2142857142857,8.00168918918919,2016
"11895",137,0,4670,0,-5.71209912536443,-18.2142857142857,10.0016891891892,2014
"12169",125,0,3938,0,-4.71209912536443,12.7857142857143,-1.99831081081081,2015
"11063",117,1,4963,0,5.28790087463557,44.7857142857143,-2.99831081081081,2013
"13113",196,1,7968,0,-0.712099125364432,-122.214285714286,1.00168918918919,2018
"12558",146,1,8253,0,2.28790087463557,-56.2142857142857,5.00168918918919,2016
"12749",130,0,9981,0,7.28790087463557,27.7857142857143,-3.99831081081081,2017
"12602",134,1,6343,0,0.287900874635568,-56.2142857142857,11.0016891891892,2016
"11745",145,0,6229,0,0.287900874635568,-18.2142857142857,-4.99831081081081,2014
"12581",114,1,10615,0,8.28790087463557,-56.2142857142857,9.00168918918919,2016
"12794",122,0,11188,0,-2.71209912536443,27.7857142857143,0.00168918918919303,2017
"8651",191,0,5390,1,-4.71209912536443,-53.2142857142857,-0.998310810810807,2007
"3913",172,1,6619,1,5.28790087463557,-169.214285714286,3.00168918918919,1987
"3914",150,1,7187,1,5.28790087463557,-169.214285714286,3.00168918918919,1987
"4398",95,1,11532,1,0.287900874635568,-210.214285714286,2.00168918918919,1990
"5921",66,0,1302,1,-2.71209912536443,41.7857142857143,6.00168918918919,1997
"3918",155,1,929,1,5.28790087463557,-169.214285714286,3.00168918918919,1987
"3983",188,1,10216,1,6.28790087463557,-169.214285714286,-1.99831081081081,1987
"3977",115,0,2523,1,5.28790087463557,-169.214285714286,3.00168918918919,1987
"3939",119,1,4043,1,6.28790087463557,-169.214285714286,7.00168918918919,1987
"3940",155,1,188,1,6.28790087463557,-169.214285714286,7.00168918918919,1987
"4062",75,0,1137,1,10.2879008746356,-43.2142857142857,-10.9983108108108,1988
"3946",141,0,10260,1,5.28790087463557,-169.214285714286,8.00168918918919,1987
"4153",133,0,8764,1,9.28790087463557,-43.2142857142857,-0.998310810810807,1988
"4154",130,0,8140,1,9.28790087463557,-43.2142857142857,-0.998310810810807,1988
"4125",130,0,10420,1,12.2879008746356,-43.2142857142857,-3.99831081081081,1988
"4605",178,0,13534,1,2.28790087463557,-86.2142857142857,-0.998310810810807,1991
"4572",180,0,5725,1,2.28790087463557,-86.2142857142857,-5.99831081081081,1991
"4620",173,0,3078,1,2.28790087463557,-86.2142857142857,1.00168918918919,1991
"4621",120,0,2819,1,2.28790087463557,-86.2142857142857,1.00168918918919,1991
"4574",175,0,1491,1,1.28790087463557,-86.2142857142857,-3.99831081081081,1991
"5008",133,1,8692,1,-1.71209912536443,-57.2142857142857,1.00168918918919,1993
"4922",47,0,7933,1,-1.71209912536443,-57.2142857142857,-5.99831081081081,1993
"4548",166,0,3105,1,1.28790087463557,-86.2142857142857,-11.9983108108108,1991
"5027",77,0,11720,1,-1.71209912536443,-57.2142857142857,3.00168918918919,1993
"5031",96,0,7592,1,-1.71209912536443,-57.2142857142857,4.00168918918919,1993
"5002",128,0,9061,1,9.28790087463557,-57.2142857142857,0.00168918918919303,1993
"4593",138,1,5074,1,2.28790087463557,-86.2142857142857,-2.99831081081081,1991
"4592",170,0,2056,1,2.28790087463557,-86.2142857142857,-2.99831081081081,1991
"5527",130,0,13427,1,2.28790087463557,74.7857142857143,-1.99831081081081,1996
"5774",53,0,8886,1,-2.71209912536443,41.7857142857143,-2.99831081081081,1997
"4795",106,0,2473,1,1.28790087463557,-179.214285714286,18.0016891891892,1992
"5034",159,0,10773,1,2.28790087463557,-57.2142857142857,4.00168918918919,1993
"5203",155,0,12168,1,2.28790087463557,-65.2142857142857,-0.998310810810807,1994
"5215",164,0,13559,1,6.28790087463557,-65.2142857142857,3.00168918918919,1994
"5216",166,0,11778,1,4.28790087463557,-65.2142857142857,3.00168918918919,1994
"4596",120,0,7183,1,2.28790087463557,-86.2142857142857,-1.99831081081081,1991
"4972",114,1,6912,1,2.28790087463557,-57.2142857142857,-1.99831081081081,1993
"4971",85,0,9678,1,2.28790087463557,-57.2142857142857,-1.99831081081081,1993
"4646",150,1,9794,1,1.28790087463557,-86.2142857142857,3.00168918918919,1991
"4662",169,1,12171,1,1.28790087463557,-86.2142857142857,3.00168918918919,1991
"5046",167,0,12780,1,-1.71209912536443,-57.2142857142857,4.00168918918919,1993
"5204",160,0,13182,1,4.28790087463557,-65.2142857142857,0.00168918918919303,1994
"5386",78,1,2114,1,1.28790087463557,-143.214285714286,7.00168918918919,1995
"5608",103,0,6041,1,1.28790087463557,74.7857142857143,6.00168918918919,1996
"6047",130,0,4433,1,-2.71209912536443,90.7857142857143,-1.99831081081081,1998
"6048",119,0,7257,1,-2.71209912536443,90.7857142857143,-1.99831081081081,1998
"5569",149,0,13721,1,1.28790087463557,74.7857142857143,0.00168918918919303,1996
"5570",85,0,14123,1,1.28790087463557,74.7857142857143,0.00168918918919303,1996
"4919",110,0,10031,1,1.28790087463557,-57.2142857142857,-5.99831081081081,1993
"5568",118,0,7924,1,1.28790087463557,74.7857142857143,2.00168918918919,1996
"6368",38,1,10634,1,-4.71209912536443,-175.214285714286,9.00168918918919,1999
"6080",146,0,8505,1,0.287900874635568,90.7857142857143,1.00168918918919,1998
"5778",122,0,3648,1,1.28790087463557,41.7857142857143,-2.99831081081081,1997
"5509",147,0,5133,1,1.28790087463557,74.7857142857143,-13.9983108108108,1996
"6025",126,0,4572,1,-2.71209912536443,90.7857142857143,-4.99831081081081,1998
"4916",118,0,11911,1,-1.71209912536443,-57.2142857142857,-5.99831081081081,1993
"5888",103,0,13563,1,-2.71209912536443,41.7857142857143,9.00168918918919,1997
"5187",145,0,11800,1,4.28790087463557,-65.2142857142857,-2.99831081081081,1994
"5822",146,0,9117,1,-2.71209912536443,41.7857142857143,0.00168918918919303,1997
"4983",135,0,1875,1,2.28790087463557,-57.2142857142857,-0.998310810810807,1993
"5652",139,0,12785,1,1.28790087463557,74.7857142857143,19.0016891891892,1996
"5653",76,0,9578,1,1.28790087463557,74.7857142857143,19.0016891891892,1996
"5611",115,0,1382,1,1.28790087463557,74.7857142857143,7.00168918918919,1996
"5612",88,0,5789,1,1.28790087463557,74.7857142857143,7.00168918918919,1996
"6003",91,0,8697,1,-2.71209912536443,90.7857142857143,-5.99831081081081,1998
"5361",74,1,9816,1,1.28790087463557,-143.214285714286,4.00168918918919,1995
"5852",84,0,13755,1,-2.71209912536443,41.7857142857143,3.00168918918919,1997
"6001",94,0,1304,1,-2.71209912536443,90.7857142857143,-4.99831081081081,1998
"5519",133,0,11092,1,2.28790087463557,74.7857142857143,-2.99831081081081,1996
"5591",110,0,4877,1,1.28790087463557,74.7857142857143,5.00168918918919,1996
"7503",192,1,9712,1,1.28790087463557,-6.21428571428572,-7.99831081081081,2003
"5908",126,0,6472,1,-2.71209912536443,41.7857142857143,17.0016891891892,1997
"5909",106,0,10995,1,-2.71209912536443,41.7857142857143,17.0016891891892,1997
"5226",145,0,2784,1,4.28790087463557,-65.2142857142857,-6.99831081081081,1994
"5602",165,0,980,1,1.28790087463557,74.7857142857143,6.00168918918919,1996
"5782",82,0,1095,1,1.28790087463557,41.7857142857143,-3.99831081081081,1997
"5783",81,0,10940,1,1.28790087463557,41.7857142857143,-3.99831081081081,1997
"7617",136,1,2250,1,1.28790087463557,-6.21428571428572,4.00168918918919,2003
"7828",64,0,2245,1,-1.71209912536443,170.785714285714,-5.99831081081081,2004
"6496",75,0,9793,1,-5.71209912536443,-39.2142857142857,-2.99831081081081,2000
"7922",76,0,3268,1,-1.71209912536443,170.785714285714,-0.998310810810807,2004
"6707",74,0,798,1,-6.71209912536443,150.785714285714,-6.99831081081081,2001
"6683",146,0,7290,1,-0.712099125364432,150.785714285714,-5.99831081081081,2001
"6765",88,0,9605,1,-0.712099125364432,150.785714285714,-5.99831081081081,2001
"5543",155,0,8580,1,5.28790087463557,74.7857142857143,0.00168918918919303,1996
"6332",127,0,8828,1,-4.71209912536443,-175.214285714286,3.00168918918919,1999
"6046",141,0,2166,1,-1.71209912536443,90.7857142857143,-1.99831081081081,1998
"6763",125,0,13185,1,-0.712099125364432,150.785714285714,-1.99831081081081,2001
