"","LambHornLen","Sur1","ID","Twin","jdateMC","PopDensMC","birthjdateMC","BirthYear"
"5603",101,0,3753,1,1.28790087463557,74.7857142857143,3.00168918918919,1996
"7512",105,0,12048,1,-1.71209912536443,-6.21428571428572,-5.99831081081081,2003
"7885",44,0,10474,1,4.28790087463557,170.785714285714,-2.99831081081081,2004
"7879",78,0,4409,1,-1.71209912536443,170.785714285714,-2.99831081081081,2004
"6676",102,0,9143,1,-6.71209912536443,150.785714285714,-2.99831081081081,2001
"7239",86,1,3333,1,-1.71209912536443,-165.214285714286,-1.99831081081081,2002
"7598",59,1,13085,1,-1.71209912536443,-6.21428571428572,7.00168918918919,2003
"7776",97,0,6391,1,-1.71209912536443,170.785714285714,-12.9983108108108,2004
"7777",60,0,1496,1,-1.71209912536443,170.785714285714,-12.9983108108108,2004
"6722",84,0,3581,1,-4.71209912536443,150.785714285714,-2.99831081081081,2001
"6726",126,0,9807,1,-4.71209912536443,150.785714285714,-2.99831081081081,2001
"7967",135,0,7817,1,-1.71209912536443,170.785714285714,-5.99831081081081,2004
"6524",62,1,3070,1,-5.71209912536443,-39.2142857142857,-1.99831081081081,2000
"6681",122,0,2201,1,-6.71209912536443,150.785714285714,4.00168918918919,2001
"8420",28,0,1238,1,2.28790087463557,-33.2142857142857,-2.99831081081081,2006
"8017",62,0,3428,1,-1.71209912536443,170.785714285714,8.00168918918919,2004
"8018",80,0,832,1,-1.71209912536443,170.785714285714,8.00168918918919,2004
"6691",112,0,4685,1,-11.7120991253644,150.785714285714,-1.99831081081081,2001
"6779",82,0,13642,1,6.28790087463557,150.785714285714,-6.99831081081081,2001
"6746",105,0,8699,1,-3.71209912536443,150.785714285714,-0.998310810810807,2001
"7607",67,1,10386,1,1.28790087463557,-6.21428571428572,8.00168918918919,2003
"7608",137,0,2299,1,1.28790087463557,-6.21428571428572,8.00168918918919,2003
"7840",109,0,8069,1,-1.71209912536443,170.785714285714,-3.99831081081081,2004
"9248",147,0,5689,1,-1.71209912536443,116.785714285714,-6.99831081081081,2009
"7888",120,0,724,1,4.28790087463557,170.785714285714,-1.99831081081081,2004
"8516",46,0,12981,1,-5.71209912536443,-33.2142857142857,2.00168918918919,2006
"7864",115,0,5987,1,1.28790087463557,170.785714285714,-1.99831081081081,2004
"7966",145,0,7869,1,-1.71209912536443,170.785714285714,-0.998310810810807,2004
"7821",94,0,12536,1,4.28790087463557,170.785714285714,-6.99831081081081,2004
"8634",73,0,9519,1,-0.712099125364432,-53.2142857142857,-5.99831081081081,2007
"7950",97,0,3338,1,1.28790087463557,170.785714285714,4.00168918918919,2004
"7951",128,0,9234,1,1.28790087463557,170.785714285714,4.00168918918919,2004
"8450",81,1,10155,1,-5.71209912536443,-33.2142857142857,2.00168918918919,2006
"8451",68,0,932,1,-5.71209912536443,-33.2142857142857,2.00168918918919,2006
"8878",64,1,10677,1,-0.712099125364432,66.7857142857143,-7.99831081081081,2008
"8673",54,0,4414,1,1.28790087463557,-53.2142857142857,-2.99831081081081,2007
"7587",143,1,3689,1,1.28790087463557,-6.21428571428572,6.00168918918919,2003
"9319",41,0,9115,1,3.28790087463557,116.785714285714,-8.99831081081081,2009
"7861",102,0,7321,1,-1.71209912536443,170.785714285714,-1.99831081081081,2004
"8752",107,0,9094,1,-4.71209912536443,-53.2142857142857,14.0016891891892,2007
"9530",118,0,1656,1,-4.71209912536443,171.785714285714,-4.99831081081081,2010
"9200",129,0,8855,1,-2.71209912536443,116.785714285714,-1.99831081081081,2009
"8607",148,0,12309,1,-0.712099125364432,-53.2142857142857,-4.99831081081081,2007
"8873",61,1,13024,1,-7.71209912536443,66.7857142857143,-5.99831081081081,2008
"8732",75,0,4102,1,-0.712099125364432,-53.2142857142857,2.00168918918919,2007
"9547",65,0,11918,1,2.28790087463557,171.785714285714,-1.99831081081081,2010
"9548",105,0,12692,1,2.28790087463557,171.785714285714,-1.99831081081081,2010
"8509",128,0,12278,1,-2.71209912536443,-33.2142857142857,8.00168918918919,2006
"8510",103,0,11031,1,-5.71209912536443,-33.2142857142857,8.00168918918919,2006
"8898",52,0,7232,1,-7.71209912536443,66.7857142857143,-5.99831081081081,2008
"9165",88,0,9271,1,-2.71209912536443,116.785714285714,-10.9983108108108,2009
"9166",123,0,4862,1,-2.71209912536443,116.785714285714,-10.9983108108108,2009
"8616",176,0,11850,1,-0.712099125364432,-53.2142857142857,-7.99831081081081,2007
"9149",128,1,3156,1,3.28790087463557,116.785714285714,-12.9983108108108,2009
"10287",65,0,13535,1,-3.71209912536443,148.785714285714,-0.998310810810807,2011
"9260",68,0,5262,1,-2.71209912536443,116.785714285714,1.00168918918919,2009
"8617",109,0,10007,1,-0.712099125364432,-53.2142857142857,-5.99831081081081,2007
"8618",75,0,7078,1,-0.712099125364432,-53.2142857142857,-5.99831081081081,2007
"8842",161,0,6416,1,-7.71209912536443,66.7857142857143,-16.9983108108108,2008
"9473",104,0,9349,1,2.28790087463557,171.785714285714,-8.99831081081081,2010
"9190",98,0,7917,1,-2.71209912536443,116.785714285714,-1.99831081081081,2009
"9176",121,0,5682,1,-2.71209912536443,116.785714285714,-3.99831081081081,2009
"9177",112,0,3810,1,-2.71209912536443,116.785714285714,-3.99831081081081,2009
"9553",100,1,8409,1,-4.71209912536443,171.785714285714,0.00168918918919303,2010
"9554",64,0,9586,1,-4.71209912536443,171.785714285714,0.00168918918919303,2010
"8977",161,1,11953,1,-7.71209912536443,66.7857142857143,-2.99831081081081,2008
"10355",81,0,7844,1,0.287900874635568,148.785714285714,2.00168918918919,2011
"9058",107,0,12351,1,-0.712099125364432,66.7857142857143,-5.99831081081081,2008
"9229",152,1,9559,1,3.28790087463557,116.785714285714,-9.99831081081081,2009
"9230",62,0,7734,1,3.28790087463557,116.785714285714,-9.99831081081081,2009
"11110",93,0,3074,1,0.287900874635568,44.7857142857143,2.00168918918919,2013
"10270",67,0,4504,1,-3.71209912536443,148.785714285714,-6.99831081081081,2011
"11142",70,0,8583,1,-2.71209912536443,44.7857142857143,3.00168918918919,2013
"11143",66,0,4691,1,-2.71209912536443,44.7857142857143,3.00168918918919,2013
"9512",78,0,8263,1,-2.71209912536443,171.785714285714,-3.99831081081081,2010
"10279",135,0,8821,1,-3.71209912536443,148.785714285714,0.00168918918919303,2011
"10280",114,0,2150,1,-3.71209912536443,148.785714285714,0.00168918918919303,2011
"11793",62,0,12522,1,-2.71209912536443,-18.2142857142857,-1.99831081081081,2014
"11130",122,0,2024,1,-2.71209912536443,44.7857142857143,3.00168918918919,2013
"11021",117,0,14035,1,0.287900874635568,44.7857142857143,-4.99831081081081,2013
"12744",131,0,9211,1,0.287900874635568,27.7857142857143,-3.99831081081081,2017
"9447",145,0,6484,1,2.28790087463557,171.785714285714,-12.9983108108108,2010
"11046",140,0,9128,1,-2.71209912536443,44.7857142857143,-2.99831081081081,2013
"11139",124,0,8718,1,-2.71209912536443,44.7857142857143,6.00168918918919,2013
"11140",105,0,7526,1,-2.71209912536443,44.7857142857143,6.00168918918919,2013
"12489",138,0,10884,1,0.287900874635568,-56.2142857142857,-2.99831081081081,2016
"10363",158,0,1292,1,0.287900874635568,148.785714285714,-1.99831081081081,2011
"11037",112,0,12531,1,5.28790087463557,44.7857142857143,-3.99831081081081,2013
"11765",77,0,10397,1,-5.71209912536443,-18.2142857142857,-2.99831081081081,2014
"12759",89,0,5044,1,2.28790087463557,27.7857142857143,-3.99831081081081,2017
"11845",54,0,6772,1,4.28790087463557,-18.2142857142857,2.00168918918919,2014
"11067",154,0,9871,1,-2.71209912536443,44.7857142857143,-0.998310810810807,2013
"11860",174,0,4812,1,-2.71209912536443,-18.2142857142857,5.00168918918919,2014
"12283",133,0,8946,1,-7.71209912536443,12.7857142857143,8.00168918918919,2015
"11082",144,0,157,1,0.287900874635568,44.7857142857143,0.00168918918919303,2013
"11150",75,0,7471,1,-2.71209912536443,44.7857142857143,8.00168918918919,2013
"11151",123,0,13341,1,0.287900874635568,44.7857142857143,8.00168918918919,2013
"11903",85,0,13706,1,-5.71209912536443,-18.2142857142857,14.0016891891892,2014
"12627",77,0,8072,1,0.287900874635568,-56.2142857142857,13.0016891891892,2016
"11787",88,0,9152,1,4.28790087463557,-18.2142857142857,0.00168918918919303,2014
"12863",98,0,13480,1,5.28790087463557,27.7857142857143,5.00168918918919,2017
"12162",70,0,9626,1,-7.71209912536443,12.7857142857143,9.00168918918919,2015
"12574",121,1,4964,1,0.287900874635568,-56.2142857142857,7.00168918918919,2016
"11890",152,0,12611,1,0.287900874635568,-18.2142857142857,5.00168918918919,2014
"12316",56,0,6313,1,2.28790087463557,12.7857142857143,7.00168918918919,2015
"12205",45,0,11852,1,-7.71209912536443,12.7857142857143,2.00168918918919,2015
"11842",79,0,13777,1,-2.71209912536443,-18.2142857142857,2.00168918918919,2014
"11077",57,0,772,1,-2.71209912536443,44.7857142857143,-1.99831081081081,2013
"11839",35,0,4019,1,-5.71209912536443,-18.2142857142857,1.00168918918919,2014
"11040",138,0,14307,1,-2.71209912536443,44.7857142857143,-2.99831081081081,2013
"11050",102,0,11343,1,-2.71209912536443,44.7857142857143,-3.99831081081081,2013
"11834",125,0,13571,1,-5.71209912536443,-18.2142857142857,3.00168918918919,2014
"12178",91,0,3407,1,-7.71209912536443,12.7857142857143,0.00168918918919303,2015
"12529",131,0,66,1,0.287900874635568,-56.2142857142857,4.00168918918919,2016
"12830",119,0,2072,1,-2.71209912536443,27.7857142857143,1.00168918918919,2017
"12215",87,0,9728,1,0.287900874635568,12.7857142857143,1.00168918918919,2015
"12775",69,0,3038,1,-2.71209912536443,27.7857142857143,-1.99831081081081,2017
"7459",97,0,2413,1,-3.71209912536443,150.785714285714,-4.99831081081081,2001
"3581",74,0,5840,1,0.287900874635568,8.78571428571428,1.00168918918919,1985
"3616",126,0,646,1,-3.71209912536443,8.78571428571428,4.00168918918919,1985
"3626",137,0,4366,1,2.28790087463557,8.78571428571428,3.00168918918919,1985
"3630",93,0,1364,1,1.28790087463557,8.78571428571428,3.00168918918919,1985
"3656",160,0,11739,1,-0.712099125364432,8.78571428571428,6.00168918918919,1985
"12302",83,0,12804,1,0.287900874635568,12.7857142857143,1.00168918918919,2015
"13099",83,0,223,1,-2.71209912536443,-122.214285714286,0.00168918918919303,2018
"13132",82,0,5525,1,-2.71209912536443,-122.214285714286,3.00168918918919,2018
"13138",123,0,8147,1,-2.71209912536443,-122.214285714286,7.00168918918919,2018
"13390",65,0,13514,1,0.287900874635568,7.78571428571428,-3.99831081081081,2019
"13422",170,0,3901,1,-2.71209912536443,7.78571428571428,-2.99831081081081,2019
"13433",97,0,2537,1,0.287900874635568,7.78571428571428,-1.99831081081081,2019
"13459",58,0,14097,1,-2.71209912536443,7.78571428571428,1.00168918918919,2019
"13479",89,0,13679,1,3.28790087463557,7.78571428571428,2.00168918918919,2019
"13516",73,0,10103,1,0.287900874635568,7.78571428571428,7.00168918918919,2019
"13543",97,0,10011,1,-2.71209912536443,7.78571428571428,9.00168918918919,2019
"13544",87,0,13744,1,-2.71209912536443,7.78571428571428,9.00168918918919,2019
"13549",50,0,9797,1,-2.71209912536443,7.78571428571428,12.0016891891892,2019
"13599",106,0,1540,1,-2.71209912536443,7.78571428571428,23.0016891891892,2019
"13813",113,1,6115,1,12.2879008746356,1.78571428571428,-2.99831081081081,2020
"13831",91,0,2634,1,7.28790087463557,1.78571428571428,0.00168918918919303,2020
"13838",110,1,12739,1,7.28790087463557,1.78571428571428,-0.998310810810807,2020
"13839",87,1,13616,1,7.28790087463557,1.78571428571428,-0.998310810810807,2020
"13841",61,0,8005,1,7.28790087463557,1.78571428571428,3.00168918918919,2020
"13913",147,0,770,1,10.2879008746356,1.78571428571428,3.00168918918919,2020
"13932",106,1,4384,1,0.287900874635568,1.78571428571428,6.00168918918919,2020
"14032",100,0,7005,1,9.28790087463557,56.7857142857143,-3.99831081081081,2021
"14037",70,0,7952,1,7.28790087463557,56.7857142857143,-3.99831081081081,2021
"14055",101,0,10705,1,7.28790087463557,56.7857142857143,-3.99831081081081,2021
"14107",70,0,10312,1,2.28790087463557,56.7857142857143,3.00168918918919,2021
"14111",110,0,5109,1,0.287900874635568,56.7857142857143,3.00168918918919,2021
"14119",166,0,4091,1,0.287900874635568,56.7857142857143,3.00168918918919,2021
"14156",127,0,6631,1,2.28790087463557,56.7857142857143,6.00168918918919,2021
"14380",57,0,14403,1,-1.71209912536443,14.7857142857143,-2.99831081081081,2022
"14416",42,0,14347,1,4.28790087463557,14.7857142857143,-1.99831081081081,2022
"14417",104,0,14382,1,4.28790087463557,14.7857142857143,-1.99831081081081,2022
"14468",74,0,14376,1,4.28790087463557,14.7857142857143,3.00168918918919,2022
"14469",51,0,14346,1,4.28790087463557,14.7857142857143,3.00168918918919,2022
"6766",138,0,10092,0,-0.712099125364432,150.785714285714,2.00168918918919,2001
"6037",174,0,4632,0,-1.71209912536443,90.7857142857143,-2.99831081081081,1998
"3877",190,1,12322,0,5.28790087463557,-169.214285714286,-4.99831081081081,1987
"3646",161,0,9520,0,-0.712099125364432,8.78571428571428,6.00168918918919,1985
"3981",184,1,14091,0,6.28790087463557,-169.214285714286,10.0016891891892,1987
"3883",120,1,12313,0,5.28790087463557,-169.214285714286,-0.998310810810807,1987
"4055",154,0,944,0,10.2879008746356,-43.2142857142857,-11.9983108108108,1988
"4174",166,0,9026,0,12.2879008746356,-43.2142857142857,-2.99831081081081,1988
"3876",100,1,10427,0,5.28790087463557,-169.214285714286,-4.99831081081081,1987
"3893",170,1,12241,0,5.28790087463557,-169.214285714286,0.00168918918919303,1987
"4141",155,0,1549,0,10.2879008746356,-43.2142857142857,-2.99831081081081,1988
"4766",104,1,11867,0,-1.71209912536443,-179.214285714286,1.00168918918919,1992
"4232",209,0,346,0,1.28790087463557,-289.214285714286,-8.99831081081081,1989
"4150",195,0,9429,0,12.2879008746356,-43.2142857142857,-0.998310810810807,1988
"4414",185,0,1989,0,0.287900874635568,-210.214285714286,8.00168918918919,1990
"4097",147,0,12381,0,17.2879008746356,-43.2142857142857,-6.99831081081081,1988
"4810",95,1,5931,0,-1.71209912536443,-179.214285714286,1.00168918918919,1992
"4383",162,1,1438,0,0.287900874635568,-210.214285714286,-0.998310810810807,1990
"4559",120,0,11332,0,5.28790087463557,-86.2142857142857,-6.99831081081081,1991
"3934",164,1,4550,0,6.28790087463557,-169.214285714286,7.00168918918919,1987
"3887",85,1,10754,0,5.28790087463557,-169.214285714286,-1.99831081081081,1987
"4099",148,0,11495,0,9.28790087463557,-43.2142857142857,-5.99831081081081,1988
"3937",183,1,10582,0,9.28790087463557,-169.214285714286,8.00168918918919,1987
"4136",175,0,406,0,12.2879008746356,-43.2142857142857,-2.99831081081081,1988
"3881",150,1,4514,0,5.28790087463557,-169.214285714286,-1.99831081081081,1987
"3971",150,1,11996,0,5.28790087463557,-169.214285714286,26.0016891891892,1987
"4176",137,0,8965,0,12.2879008746356,-43.2142857142857,5.00168918918919,1988
"4777",163,0,3288,0,-0.712099125364432,-179.214285714286,4.00168918918919,1992
"4649",115,0,12099,0,2.28790087463557,-86.2142857142857,5.00168918918919,1991
"4767",155,1,3595,0,-0.712099125364432,-179.214285714286,1.00168918918919,1992
"5616",115,0,1986,0,5.28790087463557,74.7857142857143,7.00168918918919,1996
"4759",175,0,701,0,-0.712099125364432,-179.214285714286,1.00168918918919,1992
"4392",180,0,5673,0,0.287900874635568,-210.214285714286,1.00168918918919,1990
"3906",182,1,6994,0,5.28790087463557,-169.214285714286,2.00168918918919,1987
"4130",181,0,13641,0,14.2879008746356,-43.2142857142857,-2.99831081081081,1988
"4750",134,0,3131,0,-1.71209912536443,-179.214285714286,-1.99831081081081,1992
"4643",74,0,1785,0,1.28790087463557,-86.2142857142857,5.00168918918919,1991
"3957",129,1,14298,0,7.28790087463557,-169.214285714286,12.0016891891892,1987
"3929",35,1,3641,0,5.28790087463557,-169.214285714286,4.00168918918919,1987
"4068",137,1,11513,0,12.2879008746356,-43.2142857142857,-10.9983108108108,1988
"3935",155,1,5655,0,6.28790087463557,-169.214285714286,7.00168918918919,1987
"4103",142,0,266,0,9.28790087463557,-43.2142857142857,-5.99831081081081,1988
"3873",130,1,10920,0,5.28790087463557,-169.214285714286,-11.9983108108108,1987
"4188",100,0,8095,0,10.2879008746356,-43.2142857142857,-11.9983108108108,1988
"4118",133,0,12809,0,12.2879008746356,-43.2142857142857,-3.99831081081081,1988
"3896",110,1,12211,0,6.28790087463557,-169.214285714286,1.00168918918919,1987
"4771",111,1,6294,0,1.28790087463557,-179.214285714286,3.00168918918919,1992
"5217",173,0,5134,0,4.28790087463557,-65.2142857142857,4.00168918918919,1994
"4049",168,0,11956,0,17.2879008746356,-43.2142857142857,-13.9983108108108,1988
"5193",175,0,7609,0,2.28790087463557,-65.2142857142857,0.00168918918919303,1994
"4117",134,0,3751,0,6.28790087463557,-43.2142857142857,-4.99831081081081,1988
"5403",161,1,7898,0,6.28790087463557,-143.214285714286,10.0016891891892,1995
"4047",105,0,13765,0,12.2879008746356,-43.2142857142857,-20.9983108108108,1988
"5222",164,0,3471,0,4.28790087463557,-65.2142857142857,6.00168918918919,1994
"4530",190,0,6844,0,1.28790087463557,-86.2142857142857,-17.9983108108108,1991
"5379",106,1,14254,0,1.28790087463557,-143.214285714286,6.00168918918919,1995
"4640",192,0,1074,0,2.28790087463557,-86.2142857142857,3.00168918918919,1991
"4772",190,0,6480,0,-0.712099125364432,-179.214285714286,2.00168918918919,1992
"5024",156,1,8347,0,-1.71209912536443,-57.2142857142857,3.00168918918919,1993
"5683",187,0,11936,0,2.28790087463557,74.7857142857143,8.00168918918919,1996
"5902",141,0,9982,0,-2.71209912536443,41.7857142857143,10.0016891891892,1997
"6152",162,0,1781,0,-1.71209912536443,90.7857142857143,4.00168918918919,1998
"4175",117,0,13748,0,9.28790087463557,-43.2142857142857,3.00168918918919,1988
"5881",138,0,12011,0,-2.71209912536443,41.7857142857143,7.00168918918919,1997
"4162",74,0,1175,0,15.2879008746356,-43.2142857142857,0.00168918918919303,1988
"4641",170,1,5102,0,2.28790087463557,-86.2142857142857,4.00168918918919,1991
"5563",152,0,6745,0,1.28790087463557,74.7857142857143,2.00168918918919,1996
"6110",111,0,4461,0,-2.71209912536443,90.7857142857143,4.00168918918919,1998
"4546",166,0,6169,0,1.28790087463557,-86.2142857142857,-10.9983108108108,1991
"4936",193,0,9817,0,-1.71209912536443,-57.2142857142857,-4.99831081081081,1993
"6004",180,0,6029,0,-2.71209912536443,90.7857142857143,-4.99831081081081,1998
"6088",150,0,9719,0,0.287900874635568,90.7857142857143,2.00168918918919,1998
"4784",174,1,7169,0,2.28790087463557,-179.214285714286,1.00168918918919,1992
"5143",170,0,3525,0,8.28790087463557,-65.2142857142857,-4.99831081081081,1994
"4932",172,0,5206,0,-1.71209912536443,-57.2142857142857,-4.99831081081081,1993
"5334",108,1,3507,0,4.28790087463557,-143.214285714286,0.00168918918919303,1995
"4645",183,0,7503,0,1.28790087463557,-86.2142857142857,2.00168918918919,1991
"4910",208,1,388,0,1.28790087463557,-57.2142857142857,-10.9983108108108,1993
"5510",179,1,5007,0,0.287900874635568,74.7857142857143,-12.9983108108108,1996
"5151",71,0,4595,0,2.28790087463557,-65.2142857142857,-4.99831081081081,1994
"4443",100,0,10416,0,0.287900874635568,-210.214285714286,11.0016891891892,1990
"5864",146,0,11044,0,-2.71209912536443,41.7857142857143,5.00168918918919,1997
"6578",125,1,13543,0,-5.71209912536443,-39.2142857142857,4.00168918918919,2000
"4719",139,1,12618,0,-1.71209912536443,-179.214285714286,-13.9983108108108,1992
"5025",168,0,13550,0,1.28790087463557,-57.2142857142857,3.00168918918919,1993
"5317",179,0,12658,0,6.28790087463557,-143.214285714286,-6.99831081081081,1995
"5535",169,0,8830,0,2.28790087463557,74.7857142857143,-1.99831081081081,1996
"5743",189,1,13920,0,1.28790087463557,41.7857142857143,-12.9983108108108,1997
"6029",181,0,2877,0,2.28790087463557,90.7857142857143,-3.99831081081081,1998
"4977",191,1,14033,0,2.28790087463557,-57.2142857142857,-0.998310810810807,1993
"4738",145,1,13307,0,-1.71209912536443,-179.214285714286,-4.99831081081081,1992
"5528",180,1,13380,0,0.287900874635568,74.7857142857143,-1.99831081081081,1996
"4730",121,0,9583,0,-0.712099125364432,-179.214285714286,-7.99831081081081,1992
"6143",121,0,4936,0,0.287900874635568,90.7857142857143,4.00168918918919,1998
"4792",115,1,8413,0,-0.712099125364432,-179.214285714286,16.0016891891892,1992
"6153",160,0,1018,0,-2.71209912536443,90.7857142857143,6.00168918918919,1998
"6284",154,1,7793,0,-4.71209912536443,-175.214285714286,-0.998310810810807,1999
"5028",162,0,662,0,3.28790087463557,-57.2142857142857,2.00168918918919,1993
"5184",103,0,3472,0,4.28790087463557,-65.2142857142857,-1.99831081081081,1994
"5918",140,0,4969,0,-2.71209912536443,41.7857142857143,7.00168918918919,1997
"6326",94,1,11665,0,-1.71209912536443,-175.214285714286,4.00168918918919,1999
"5641",167,0,7838,0,1.28790087463557,74.7857142857143,5.00168918918919,1996
"5042",132,1,4905,0,3.28790087463557,-57.2142857142857,6.00168918918919,1993
"5114",116,0,11085,0,2.28790087463557,-65.2142857142857,-12.9983108108108,1994
"5134",139,0,4029,0,2.28790087463557,-65.2142857142857,-6.99831081081081,1994
"4558",105,0,12540,0,2.28790087463557,-86.2142857142857,-7.99831081081081,1991
"5324",134,1,12670,0,5.28790087463557,-143.214285714286,-2.99831081081081,1995
"5533",173,0,7364,0,2.28790087463557,74.7857142857143,-1.99831081081081,1996
"5122",190,0,7984,0,2.28790087463557,-65.2142857142857,-8.99831081081081,1994
"6087",183,0,13948,0,2.28790087463557,90.7857142857143,2.00168918918919,1998
"5130",148,0,13236,0,2.28790087463557,-65.2142857142857,-7.99831081081081,1994
"4965",187,1,876,0,-1.71209912536443,-57.2142857142857,-2.99831081081081,1993
"4799",50,1,827,0,-1.71209912536443,-179.214285714286,73.0016891891892,1992
"5150",178,0,5119,0,6.28790087463557,-65.2142857142857,-4.99831081081081,1994
"5689",173,1,14037,0,2.28790087463557,74.7857142857143,-0.998310810810807,1996
"6039",107,0,1658,0,0.287900874635568,90.7857142857143,-4.99831081081081,1998
"5876",139,0,2297,0,1.28790087463557,41.7857142857143,2.00168918918919,1997
"5532",189,1,4024,0,2.28790087463557,74.7857142857143,-1.99831081081081,1996
"6162",125,0,2750,0,-2.71209912536443,90.7857142857143,5.00168918918919,1998
"5750",163,0,11541,0,-2.71209912536443,41.7857142857143,-8.99831081081081,1997
"6258",169,0,2483,0,-4.71209912536443,-175.214285714286,-14.9983108108108,1999
"5564",139,0,4363,0,1.28790087463557,74.7857142857143,3.00168918918919,1996
"5393",117,0,4272,0,1.28790087463557,-143.214285714286,8.00168918918919,1995
"5923",89,1,320,0,-2.71209912536443,41.7857142857143,7.00168918918919,1997
"5662",169,0,6102,0,0.287900874635568,74.7857142857143,0.00168918918919303,1996
"6032",185,0,8657,0,0.287900874635568,90.7857142857143,-3.99831081081081,1998
"6700",115,0,6417,0,-6.71209912536443,150.785714285714,-4.99831081081081,2001
"6079",175,0,484,0,2.28790087463557,90.7857142857143,-0.998310810810807,1998
"5605",170,0,5354,0,1.28790087463557,74.7857142857143,8.00168918918919,1996
"5029",127,0,8646,0,3.28790087463557,-57.2142857142857,3.00168918918919,1993
"6097",149,0,12542,0,-2.71209912536443,90.7857142857143,3.00168918918919,1998
"5365",184,1,1841,0,1.28790087463557,-143.214285714286,4.00168918918919,1995
"5634",140,0,4210,0,0.287900874635568,74.7857142857143,7.00168918918919,1996
"5145",164,0,7139,0,4.28790087463557,-65.2142857142857,-5.99831081081081,1994
"6095",181,0,3823,0,-2.71209912536443,90.7857142857143,3.00168918918919,1998
"6315",96,0,4809,0,-4.71209912536443,-175.214285714286,3.00168918918919,1999
"5809",86,0,9764,0,1.28790087463557,41.7857142857143,-0.998310810810807,1997
"5681",92,0,2410,0,2.28790087463557,74.7857142857143,0.00168918918919303,1996
"5801",157,0,2376,0,3.28790087463557,41.7857142857143,-0.998310810810807,1997
"6182",165,0,8643,0,2.28790087463557,90.7857142857143,17.0016891891892,1998
"5231",131,0,6546,0,4.28790087463557,-65.2142857142857,11.0016891891892,1994
"5999",194,0,2334,0,4.28790087463557,90.7857142857143,-7.99831081081081,1998
"5586",162,1,13985,0,1.28790087463557,74.7857142857143,5.00168918918919,1996
"5762",168,1,12117,0,3.28790087463557,41.7857142857143,-4.99831081081081,1997
"6725",90,0,13210,0,-4.71209912536443,150.785714285714,-7.99831081081081,2001
"5033",95,0,2571,0,2.28790087463557,-57.2142857142857,4.00168918918919,1993
"5895",154,0,14079,0,-2.71209912536443,41.7857142857143,4.00168918918919,1997
"6129",185,0,1097,0,4.28790087463557,90.7857142857143,2.00168918918919,1998
"6699",126,0,4313,0,-6.71209912536443,150.785714285714,3.00168918918919,2001
"5626",188,0,1896,0,1.28790087463557,74.7857142857143,6.00168918918919,1996
"5845",126,0,13331,0,0.287900874635568,41.7857142857143,3.00168918918919,1997
"5539",132,1,3352,0,2.28790087463557,74.7857142857143,-0.998310810810807,1996
"5396",160,1,4402,0,5.28790087463557,-143.214285714286,8.00168918918919,1995
"5636",120,0,567,0,2.28790087463557,74.7857142857143,14.0016891891892,1996
"6734",150,0,4458,0,-4.71209912536443,150.785714285714,1.00168918918919,2001
"4989",110,0,3377,0,-1.71209912536443,-57.2142857142857,-2.99831081081081,1993
"7890",92,0,7828,0,-1.71209912536443,170.785714285714,0.00168918918919303,2004
"5897",157,0,1735,0,-2.71209912536443,41.7857142857143,3.00168918918919,1997
"5880",102,0,11894,0,0.287900874635568,41.7857142857143,6.00168918918919,1997
"5607",167,1,10411,0,0.287900874635568,74.7857142857143,6.00168918918919,1996
"5866",129,1,13880,0,1.28790087463557,41.7857142857143,4.00168918918919,1997
"5211",57,0,13830,0,2.28790087463557,-65.2142857142857,-5.99831081081081,1994
"6531",156,1,2649,0,-0.712099125364432,-39.2142857142857,-2.99831081081081,2000
"6054",162,0,14015,0,0.287900874635568,90.7857142857143,-2.99831081081081,1998
"7696",144,1,1112,0,1.28790087463557,-6.21428571428572,4.00168918918919,2003
"5792",162,0,1321,0,-2.71209912536443,41.7857142857143,-1.99831081081081,1997
"5832",112,0,3964,0,1.28790087463557,41.7857142857143,1.00168918918919,1997
"5826",116,0,7664,0,-2.71209912536443,41.7857142857143,0.00168918918919303,1997
"5613",170,0,11162,0,0.287900874635568,74.7857142857143,7.00168918918919,1996
"6015",190,0,2331,0,0.287900874635568,90.7857142857143,-3.99831081081081,1998
"5512",175,0,5408,0,1.28790087463557,74.7857142857143,-4.99831081081081,1996
"5825",140,1,11731,0,-2.71209912536443,41.7857142857143,1.00168918918919,1997
"6321",170,1,8336,0,3.28790087463557,-175.214285714286,3.00168918918919,1999
"8045",97,0,3230,0,-1.71209912536443,170.785714285714,-2.99831081081081,2004
"5538",151,0,19,0,5.28790087463557,74.7857142857143,-0.998310810810807,1996
"5855",184,0,12884,0,1.28790087463557,41.7857142857143,3.00168918918919,1997
"5841",155,0,9031,0,1.28790087463557,41.7857142857143,0.00168918918919303,1997
"5882",164,0,11172,0,1.28790087463557,41.7857142857143,8.00168918918919,1997
"6165",148,0,10622,0,0.287900874635568,90.7857142857143,8.00168918918919,1998
"6118",169,0,2732,0,0.287900874635568,90.7857142857143,3.00168918918919,1998
"6755",134,0,1113,0,-3.71209912536443,150.785714285714,3.00168918918919,2001
"5837",168,1,6643,0,-2.71209912536443,41.7857142857143,2.00168918918919,1997
"5926",120,1,13669,0,-2.71209912536443,41.7857142857143,8.00168918918919,1997
"6345",134,1,10767,0,-4.71209912536443,-175.214285714286,7.00168918918919,1999
